id,opeid,year,loan_default_rate
4069,41166,2011,4.8
4070,41184,2011,28.3
4071,9475,2011,10
4072,22321,2011,10
4073,4137,2011,8.6
4074,4117,2011,2
4075,1776,2011,4.2
4076,1692,2011,4
4077,1316,2011,6.1
4078,1144,2011,3.8
4079,2722,2011,4.2
4080,2388,2011,4.4
4081,3613,2011,4
4082,2354,2011,4
4083,341,2011,2.9
4084,3406,2011,2.3
4085,2758,2011,4
4086,2118,2011,3.5
4087,323,2011,2.6
4088,2671,2011,3.4
4089,10256,2011,5.5
4090,1792,2011,3
4091,8147,2011,2.6
4092,3534,2011,4.8
4093,39574,2011,1
4094,6331,2011,0
4095,30709,2011,11.4
4096,6534,2011,7.3
4097,289,2011,9.7
4098,6417,2011,0
4099,10681,2011,7.4
4100,10914,2011,14.2
4101,7874,2011,5
4102,3874,2011,2.3
4103,1389,2011,1.6
4104,41954,2011,0
4105,1825,2011,5.1
4106,1892,2011,4.1
4107,2972,2011,4.1
4108,248,2011,4
4109,3917,2011,3.8
4110,1164,2011,3.5
4111,2616,2011,5.9
4112,1322,2011,3
4113,305,2011,3.7
4114,3724,2011,3.1
4115,3681,2011,3.4
4116,3036,2011,2.2
4117,2899,2011,3.7
4118,3392,2011,2.6
4119,3484,2011,3.3
4120,31009,2011,6.9
4121,6322,2011,2.6
4122,6477,2011,0.7
4123,7947,2011,1.3
4124,8259,2011,9
4125,37275,2011,4.4
4126,34984,2011,8.3
4127,22577,2011,14.8
4128,25606,2011,3.8
4129,12275,2011,0
4130,41645,2011,0
4131,2462,2011,8.1
4132,30333,2011,8
4133,34784,2011,0
4134,1313,2011,3.8
4135,2565,2011,4.4
4136,3258,2011,2.8
4137,2843,2011,3.6
4138,2765,2011,2
4139,3486,2011,3.5
4140,2241,2011,2.5
4141,3298,2011,2.6
4142,2499,2011,5.7
4143,1238,2011,5.7
4144,3753,2011,6
4145,1987,2011,4.1
4146,1542,2011,7.1
4147,2039,2011,2.5
4148,3506,2011,3.4
4149,308,2011,0
4150,2495,2011,3.9
4151,2313,2011,3.4
4152,3798,2011,4.3
4153,1625,2011,2.9
4154,21553,2011,4.8
4155,205,2011,4.5
4156,7273,2011,6.1
4157,1437,2011,2.6
4158,1133,2011,3.8
4159,3788,2011,1.9
4160,2225,2011,4.5
4161,3194,2011,4.7
4162,2086,2011,4.6
4163,2829,2011,2.2
4164,185,2011,4.1
4165,1704,2011,4.7
4166,2414,2011,5.6
4167,36163,2011,29.6
4168,41564,2011,27.7
4169,33593,2011,5.3
4170,2222,2011,1.4
4171,21174,2011,20.3
4172,1072,2011,1.9
4173,2167,2011,1.8
4174,22768,2011,0
4175,35973,2011,0
4176,41397,2011,0
4177,41758,2011,0
4178,22424,2011,16.2
4179,32383,2011,9
4180,40215,2011,7.6
4181,2467,2011,7.3
4182,8586,2011,2.6
4183,135,2011,4.8
4184,2779,2011,2.5
4185,2109,2011,3.2
4186,2851,2011,3.7
4187,35593,2011,3.1
4188,2115,2011,4.5
4189,256,2011,13.9
4190,7291,2011,6.4
4191,36783,2011,17.4
4192,6689,2011,13.2
4193,35383,2011,9
4194,30725,2011,6.5
4195,5102,2011,2.7
4196,12573,2011,2.6
4197,7544,2011,2.2
4198,132,2011,4.5
4199,1325,2011,5.3
4200,238,2011,3.2
4201,1262,2011,2.5
4202,12154,2011,5.4
4203,10854,2011,3.1
4204,2236,2011,7.8
4205,1856,2011,4
4206,1799,2011,3.7
4207,2036,2011,1.4
4208,6565,2011,3.9
4209,23306,2011,5.9
4210,41559,2011,0
4211,41749,2011,0
4212,25973,2011,15.7
4213,23069,2011,9.5
4214,1052,2011,0
4215,3969,2011,3.6
4216,1417,2011,3.8
4217,1598,2011,3.8
4218,10395,2011,2.8
4219,3706,2011,2.7
4220,3244,2011,2.3
4221,123,2011,3.3
4222,3458,2011,3.3
4223,2813,2011,3.3
4224,1883,2011,2.4
4225,3206,2011,3.7
4226,3856,2011,0.9
4227,7026,2011,1.5
4228,2918,2011,2.2
4229,41412,2011,11.9
4230,22151,2011,3.8
4231,6443,2011,1.6
4232,2749,2011,1
4233,34433,2011,6
4234,2166,2011,22.2
4235,3743,2011,2.5
4236,38144,2011,12
4237,8444,2011,8.6
4238,1535,2011,3.6
4239,3749,2011,1.8
4240,2589,2011,2.9
4241,3802,2011,4.7
4242,3721,2011,2.5
4243,3127,2011,2
4244,1122,2011,2.2
4245,1691,2011,3.1
4246,4071,2011,3.1
4247,1348,2011,1.9
4248,3744,2011,1.7
4249,2273,2011,3.5
4250,3262,2011,3.6
4251,2555,2011,3
4252,3238,2011,1.3
4253,2153,2011,1
4254,2192,2011,5.6
4255,6839,2011,3.1
4256,2526,2011,1.7
4257,3265,2011,2.3
4258,6606,2011,7
4259,2254,2011,2.9
4260,3519,2011,4.2
4261,36914,2011,3.4
4262,41627,2011,5.7
4263,38373,2011,2.8
4264,6688,2011,1.7
4265,34664,2011,0
4266,2622,2011,6.6
4267,6257,2011,2.3
4268,1663,2011,10.8
4269,9368,2011,2.5
4270,20637,2011,0
4271,38105,2011,9.6
4272,6583,2011,1.8
4273,41144,2011,0
4274,1315,2011,2.2
4275,1317,2011,2.9
4276,2103,2011,2.8
4277,1312,2011,3.8
4278,1314,2011,3.1
4279,1569,2011,2.5
4280,2739,2011,1.7
4281,3479,2011,1.9
4282,2292,2011,6
4283,186,2011,2.9
4284,1036,2011,1.3
4285,1205,2011,3.5
4286,2371,2011,3.9
4287,33743,2011,1.6
4288,1795,2011,5.2
4289,3025,2011,1.4
4290,1838,2011,3.4
4291,38893,2011,3.8
4292,3389,2011,2.8
4293,1859,2011,1.4
4294,6404,2011,2.4
4295,4703,2011,2.9
4296,2504,2011,1.6
4297,1379,2011,3
4298,12309,2011,3.3
4299,8846,2011,1
4300,7588,2011,12.1
4301,6305,2011,7.3
4302,41761,2011,15.7
4303,33274,2011,4.1
4304,35943,2011,2.7
4305,41672,2011,0
4306,23379,2011,11.1
4307,6704,2011,4.7
4308,23357,2011,4.2
4309,38883,2011,0
4310,42103,2011,0
4311,36683,2011,5.2
4312,2785,2011,2.5
4313,2199,2011,4.2
4314,1431,2011,3.7
4315,1536,2011,2.8
4316,2836,2011,3.5
4317,2345,2011,4.2
4318,2845,2011,2
4319,2146,2011,2.5
4320,3746,2011,1.7
4321,3198,2011,3.3
4322,3089,2011,2.7
4323,2233,2011,3.7
4324,1169,2011,2.1
4325,3007,2011,2.2
4326,2262,2011,5.3
4327,6389,2011,1.7
4328,284,2011,0
4329,2814,2011,3.3
4330,2181,2011,6.3
4331,1961,2011,2.5
4332,6399,2011,3.9
4333,4058,2011,2
4334,1131,2011,0
4335,11572,2011,0.9
4336,25554,2011,5.6
4337,25784,2011,1.8
4338,8377,2011,4.2
4339,67,2011,0
4340,11919,2011,8.6
4341,1143,2011,3.1
4342,10149,2011,2.2
4343,3979,2011,1.9
4344,3804,2011,4.5
4345,3797,2011,2.4
4346,2731,2011,2.4
4347,3647,2011,2.7
4348,1295,2011,3.7
4349,2885,2011,1
4350,1732,2011,5
4351,6228,2011,0
4352,8369,2011,4.2
4353,2759,2011,3.1
4354,36523,2011,15
4355,36863,2011,5.7
4356,3075,2011,5.1
4357,10228,2011,3.5
4358,11765,2011,1.9
4359,8492,2011,11.5
4360,8452,2011,5.5
4361,1328,2011,1.8
4362,1775,2011,3.5
4363,379,2011,3.8
4364,9058,2011,3.6
4365,1326,2011,2.9
4366,3212,2011,1.8
4367,2699,2011,2.4
4368,1676,2011,2.1
4369,2816,2011,2.2
4370,3401,2011,1.3
4371,3227,2011,3.5
4372,2139,2011,3.6
4373,9862,2011,2.3
4374,2224,2011,1.2
4375,2229,2011,1.8
4376,41834,2011,0
4377,1173,2011,0
4378,12744,2011,6.2
4379,2323,2011,0
4380,3754,2011,2.6
4381,1371,2011,1.9
4382,3919,2011,1.8
4383,11649,2011,3.9
4384,2165,2011,1.8
4385,3402,2011,2.5
4386,1385,2011,0.9
4387,2477,2011,3.1
4388,3659,2011,3.3
4389,2541,2011,3.6
4390,12,2011,3.4
4391,3237,2011,1.8
4392,2108,2011,3.5
4393,41483,2011,1.5
4394,2886,2011,2.9
4395,22855,2011,3.6
4396,22204,2011,2.2
4397,11732,2011,0
4398,22095,2011,7.1
4399,23289,2011,1.6
4400,10692,2011,0
4401,6165,2011,9.4
4402,31943,2011,7.2
4403,11567,2011,3.3
4404,41239,2011,1.5
4405,2974,2011,2.3
4406,1564,2011,2.4
4407,10674,2011,2.2
4408,36983,2011,1.9
4409,2903,2011,3.3
4410,2133,2011,2.4
4411,3691,2011,1.6
4412,2124,2011,1
4413,1788,2011,2
4414,3197,2011,1.9
4415,2014,2011,0.9
4416,1109,2011,3.3
4417,2639,2011,2.6
4418,3411,2011,2.7
4419,3651,2011,3.5
4420,3268,2011,2.6
4421,9768,2011,3.1
4422,1424,2011,1.5
4423,2227,2011,5.1
4424,10365,2011,6.6
4425,3065,2011,1.5
4426,38743,2011,6
4427,23192,2011,2.7
4428,1172,2011,3.1
4429,2626,2011,3.5
4430,25,2011,5.4
4431,1721,2011,13
4432,2892,2011,2.4
4433,20876,2011,0
4434,40313,2011,7
4435,35324,2011,5.7
4436,213,2011,2
4437,2707,2011,2
4438,3378,2011,1.3
4439,1434,2011,3.3
4440,1402,2011,1.4
4441,1329,2011,3.5
4442,2542,2011,2
4443,2208,2011,2.1
4444,2642,2011,1.7
4445,41426,2011,0.4
4446,13103,2011,2.5
4447,2474,2011,1.3
4448,6693,2011,0.9
4449,1341,2011,5.1
4450,11245,2011,0.4
4451,31733,2011,4.7
4452,2194,2011,0.7
4453,22372,2011,2.4
4454,37323,2011,8
4455,3263,2011,2.5
4456,6715,2011,7.6
4457,9428,2011,0
4458,1444,2011,1.4
4459,1739,2011,1.3
4460,2346,2011,2
4461,3421,2011,0.9
4462,3086,2011,2
4463,1854,2011,5.9
4464,41435,2011,0
4465,3042,2011,2.9
4466,3835,2011,1
4467,2038,2011,0.6
4468,22141,2011,0.6
4469,1436,2011,8.4
4470,21383,2011,3.8
4471,2358,2011,1.1
4472,6438,2011,1.6
4473,6694,2011,3.5
4474,41594,2011,0
4475,2325,2011,2.1
4476,3895,2011,1.6
4477,2128,2011,1.4
4478,2894,2011,2.5
4479,3535,2011,1.3
4480,2978,2011,1.3
4481,2927,2011,2.4
4482,2783,2011,2.2
4483,3892,2011,2.5
4484,1803,2011,5.4
4485,41314,2011,3.1
4486,20681,2011,0.7
4487,9085,2011,1.6
4488,3742,2011,4.7
4489,1207,2011,0
4490,21019,2011,2.7
4491,39743,2011,0
4492,4056,2011,6.3
4493,7178,2011,4
4494,10915,2011,0
4495,9086,2011,2.7
4496,367,2011,1.3
4497,2077,2011,1.7
4498,3863,2011,2.5
4499,3778,2011,2.3
4500,3024,2011,1.3
4501,3224,2011,1.1
4502,1874,2011,3.2
4503,3037,2011,6.6
4504,6677,2011,1.4
4505,3768,2011,1.1
4506,30719,2011,2.9
4507,9756,2011,0.6
4508,21021,2011,0
4509,21601,2011,6.3
4510,40764,2011,0
4511,3388,2011,2
4512,3289,2011,0.9
4513,4952,2011,3.4
4514,2178,2011,1.7
4515,2587,2011,1.9
4516,2734,2011,2.4
4517,8916,2011,3.9
4518,2669,2011,2.7
4519,2701,2011,2.7
4520,22425,2011,1.4
4521,31226,2011,14.5
4522,234,2011,2.3
4523,30691,2011,1.6
4524,35103,2011,1
4525,3697,2011,2.2
4526,6181,2011,0
4527,4707,2011,3.3
4528,20758,2011,9.7
4529,21636,2011,0
4530,41512,2011,5
4531,2069,2011,3.1
4532,3107,2011,2.1
4533,26037,2011,0
4534,11385,2011,5.4
4535,3745,2011,1.7
4536,1774,2011,1.4
4537,2219,2011,2.3
4538,2803,2011,1.9
4539,2573,2011,1.4
4540,1698,2011,1.6
4541,98,2011,0.3
4542,2341,2011,1.1
4543,2379,2011,2.4
4544,1696,2011,3.8
4545,3409,2011,3.3
4546,2839,2011,0.2
4547,3284,2011,1.6
4548,3253,2011,1.7
4549,2391,2011,2.3
4550,4949,2011,2.1
4551,1347,2011,3
4552,6695,2011,2.2
4553,3031,2011,2.2
4554,6461,2011,0.8
4555,7087,2011,2.4
4556,10138,2011,3.6
4557,2627,2011,2.3
4558,6842,2011,1.2
4559,1174,2011,1
4560,6392,2011,7.7
4561,1445,2011,0.9
4562,2155,2011,1.9
4563,252,2011,3
4564,2104,2011,1.6
4565,3705,2011,0.9
4566,12393,2011,0.8
4567,4951,2011,1.3
4568,3438,2011,1.3
4569,2209,2011,3.1
4570,3352,2011,2.6
4571,2217,2011,0.4
4572,31258,2011,2.1
4573,1836,2011,1.6
4574,2889,2011,1.4
4575,23209,2011,38.6
4576,40963,2011,1.1
4577,2246,2011,0.8
4578,1218,2011,3.1
4579,2078,2011,2.9
4580,1305,2011,1
4581,2382,2011,1.6
4582,22779,2011,0.3
4583,10019,2011,1.1
4584,31763,2011,24.5
4585,2534,2011,0
4586,624,2011,5.5
4587,1171,2011,0
4588,38834,2011,28.4
4589,25464,2011,4.3
4590,2711,2011,1.5
4591,3242,2011,0.9
4592,1426,2011,0.9
4593,4882,2011,1.1
4594,1855,2011,0.8
4595,3947,2011,1.4
4596,2708,2011,2.4
4597,2361,2011,2.8
4598,2092,2011,0
4599,31913,2011,4.9
4600,3562,2011,1
4601,7845,2011,2
4602,1319,2011,0.3
4603,2353,2011,2.3
4604,2121,2011,1
4605,40653,2011,3.6
4606,22444,2011,1.5
4607,2728,2011,1.8
4608,12277,2011,2.4
4609,9747,2011,1.9
4610,292,2011,1.1
4611,184,2011,0.8
4612,24827,2011,1.4
4613,2141,2011,1.9
4614,2784,2011,1.2
4615,4977,2011,1.1
4616,183,2011,2.4
4617,3803,2011,1.7
4618,8067,2011,0.4
4619,24535,2011,0
4620,3311,2011,0.5
4621,1352,2011,1.1
4622,6895,2011,0.8
4623,7012,2011,1.3
4624,3604,2011,1.3
4625,1781,2011,1.2
4626,2895,2011,0.3
4627,2358,2011,1.6
4628,10338,2011,0.9
4629,11934,2011,3.1
4630,22316,2011,0.3
4631,1657,2011,0.3
4632,22333,2011,1.2
4633,30908,2011,0.8
4634,2677,2011,2.3
4635,31713,2011,0
4636,12358,2011,0.6
4637,1659,2011,0.6
4638,1249,2011,2.2
4639,2275,2011,1.3
4640,24544,2011,0
4641,37093,2011,0
4642,2887,2011,0.5
4643,21891,2011,15.6
4644,1689,2011,0
4645,337,2011,0
4646,4054,2011,0
4647,3517,2011,0
4648,10501,2011,0
4649,6445,2011,4.3
4650,123,2011,0
4651,39394,2011,15.6
4652,11282,2011,2.8
4653,10472,2011,0
4654,6639,2011,4.6
4655,8587,2011,2.9
4656,642,2011,0
4657,39393,2011,0
4658,2164,2011,0
4659,9987,2011,1.3
4660,2457,2011,1
4661,33333,2011,2
4662,6214,2011,3.7
4663,7783,2011,0
4664,34373,2011,4.5
4665,30431,2011,7
4666,33554,2011,2.5
4667,9929,2011,0
4668,21623,2011,0
4669,9782,2011,1.8
4670,7705,2011,0
4671,31564,2011,5.4
4672,21579,2011,5
4673,11683,2011,2.7
4674,274,2011,1.5
4675,32253,2011,10.9
4676,117,2011,0
4677,21989,2011,2.7
4678,20955,2011,0
4679,10084,2011,0
4680,41305,2011,0
4681,212,2011,0
4682,39463,2011,0
4683,41932,2011,0
4684,1682,2011,5.4
4685,41612,2011,0
4686,30323,2011,5.5
4687,38243,2011,0
4688,1256,2011,14.6
4689,24908,2011,1.5
4690,3393,2011,2.6
4691,34296,2011,2.6
4692,30761,2011,7.6
4693,31643,2011,3.7
4694,34633,2011,1.9
4695,38295,2011,6.9
4696,6448,2011,2
4697,9232,2011,2
4698,13134,2011,0
4699,38724,2011,0
4700,38533,2011,1.5
4701,22296,2011,0
4702,41668,2011,28.5
4703,38684,2011,15.7
4704,37573,2011,12.7
4705,25203,2011,6.7
4706,8665,2011,3
4707,7632,2011,2.5
4708,846,2011,2.1
4709,36953,2011,0
4710,41725,2011,0
4711,30887,2011,2.6
4712,1712,2011,0
4713,3098,2011,0
4714,2494,2011,4.3
4715,986,2011,0
4716,32803,2011,0
4717,1907,2011,0
4718,10675,2011,2.8
4719,22993,2011,2.8
4720,34297,2011,2.3
4721,1296,2011,6.6
4722,1897,2011,2.7
4723,9442,2011,2.5
4724,5279,2011,2.3
4725,1789,2011,2.2
4726,30501,2011,0
4727,31169,2011,2.6
4728,2242,2011,1.1
4729,22736,2011,0
4730,30954,2011,10.5
4731,2331,2011,5.2
4732,8398,2011,4.2
4733,23299,2011,4.1
4734,6692,2011,0
4735,25457,2011,0
4736,1288,2011,5.8
4737,38333,2011,4.2
4738,82,2011,2.8
4739,12766,2011,1.9
4740,867,2011,0
4741,41385,2011,0
4742,32483,2011,9
4743,9084,2011,3.5
4744,10589,2011,0
4745,41437,2011,0
4746,10067,2011,9.4
4747,4012,2011,4.4
4748,6697,2011,0
4749,20524,2011,0
4750,36143,2011,0
4751,25089,2011,8.3
4752,10089,2011,0
4753,30772,2011,14.7
4754,11614,2011,7.6
4755,892,2011,5.7
4756,221,2011,3.2
4757,22734,2011,3.1
4758,3251,2011,2.9
4759,22743,2011,0
4760,,2011,
4761,41176,2012,50
4762,4148,2012,38.2
4763,36803,2012,52.2
4764,22429,2012,44.2
4765,2934,2012,78.9
4766,24948,2012,33.3
4767,30199,2012,57.1
4768,5363,2012,27.2
4769,12948,2012,23.6
4770,20533,2012,36
4771,41746,2012,62.5
4772,39303,2012,22.5
4773,4927,2012,33.4
4774,36114,2012,37.2
4775,41489,2012,12.5
4776,20568,2012,33.7
4777,30649,2012,38.8
4778,38763,2012,37.5
4779,3762,2012,27
4780,38233,2012,33.3
4781,39644,2012,33.6
4782,13008,2012,28.8
4783,21816,2012,22.5
4784,25307,2012,34.2
4785,7447,2012,14.5
4786,4169,2012,33.3
4787,40453,2012,25.7
4788,23394,2012,17.4
4789,1038,2012,0
4790,41821,2012,22.2
4791,11672,2012,18.4
4792,23513,2012,29.7
4793,8612,2012,36.6
4794,2176,2012,26.8
4795,4835,2012,28.1
4796,5256,2012,0
4797,41634,2012,16.9
4798,41669,2012,45.1
4799,41545,2012,19.3
4800,1998,2012,32.3
4801,10826,2012,24.3
4802,9646,2012,18.7
4803,30104,2012,38.2
4804,3628,2012,0
4805,10554,2012,31.5
4806,30178,2012,27.6
4807,37593,2012,12.9
4808,9231,2012,34.5
4809,41847,2012,28.5
4810,25535,2012,30.5
4811,41976,2012,0
4812,25686,2012,29.4
4813,41931,2012,0
4814,8085,2012,30.4
4815,36074,2012,31.2
4816,41186,2012,17.3
4817,9535,2012,25
4818,696,2012,28.8
4819,21466,2012,28.5
4820,199,2012,27.6
4821,41438,2012,37.5
4822,1615,2012,28.3
4823,4171,2012,25.1
4824,25488,2012,40
4825,41772,2012,27.5
4826,2595,2012,21.2
4827,37833,2012,21.4
4828,11197,2012,50
4829,3026,2012,29.9
4830,21088,2012,18.4
4831,5273,2012,28.9
4832,2982,2012,38.6
4833,21487,2012,21.7
4834,41848,2012,0
4835,39123,2012,30.6
4836,3669,2012,21.4
4837,21975,2012,35.4
4838,41452,2012,27.4
4839,5271,2012,29.3
4840,6962,2012,31.8
4841,3417,2012,29.1
4842,943,2012,57.1
4843,7687,2012,25.6
4844,41174,2012,26.6
4845,22463,2012,11.3
4846,10695,2012,25
4847,21719,2012,13
4848,23068,2012,35.9
4849,2943,2012,30.6
4850,1209,2012,20.4
4851,1104,2012,17
4852,40144,2012,22.8
4853,21395,2012,20
4854,12525,2012,30
4855,11074,2012,29.7
4856,5258,2012,27.6
4857,298,2012,22.3
4858,10264,2012,15.3
4859,11596,2012,22.5
4860,4024,2012,22.7
4861,36273,2012,29
4862,3638,2012,25.5
4863,35424,2012,25.7
4864,4742,2012,28.9
4865,2466,2012,25.6
4866,1078,2012,24.8
4867,40385,2012,28.8
4868,7518,2012,20.3
4869,1993,2012,22.5
4870,7986,2012,32.8
4871,26002,2012,21.8
4872,8278,2012,28.1
4873,3779,2012,26.2
4874,6949,2012,24.2
4875,1202,2012,27.9
4876,7987,2012,32.5
4877,3186,2012,25.2
4878,1178,2012,25.6
4879,9082,2012,19.3
4880,38303,2012,21.1
4881,21464,2012,25
4882,4923,2012,35.2
4883,41326,2012,21.6
4884,1997,2012,29.2
4885,31133,2012,26.3
4886,31291,2012,22.8
4887,2942,2012,24.7
4888,31505,2012,27.2
4889,3005,2012,29.7
4890,5389,2012,23.8
4891,1996,2012,27.1
4892,25869,2012,20.5
4893,3317,2012,26.8
4894,9313,2012,26.3
4895,41409,2012,21.3
4896,1499,2012,21.2
4897,5533,2012,25.3
4898,4713,2012,28.2
4899,36124,2012,25.6
4900,32833,2012,18.9
4901,22708,2012,18.3
4902,21283,2012,27.3
4903,30675,2012,28.6
4904,3618,2012,30.1
4905,30651,2012,19.2
4906,40283,2012,23.9
4907,2104,2012,19
4908,1979,2012,22.9
4909,39325,2012,26
4910,1614,2012,25.9
4911,31285,2012,25
4912,10881,2012,28.6
4913,22613,2012,25.5
4914,30345,2012,24.2
4915,30665,2012,29.2
4916,9267,2012,20.4
4917,34283,2012,28.4
4918,1654,2012,20.4
4919,1227,2012,32.2
4920,41699,2012,23.5
4921,23462,2012,24.3
4922,8613,2012,41.1
4923,39243,2012,21.7
4924,32374,2012,33.3
4925,9941,2012,25.8
4926,39573,2012,30.1
4927,1046,2012,28.1
4928,25364,2012,30.3
4929,10424,2012,25
4930,38324,2012,28.5
4931,1991,2012,25.8
4932,1086,2012,24.7
4933,2983,2012,25.9
4934,30272,2012,16.9
4935,6961,2012,25
4936,5763,2012,21.8
4937,4934,2012,25
4938,25408,2012,26.7
4939,39603,2012,27.5
4940,40894,2012,20.3
4941,41187,2012,31.8
4942,35703,2012,28.5
4943,3222,2012,25.4
4944,37893,2012,26.3
4945,3454,2012,25.9
4946,7275,2012,30.1
4947,5707,2012,26.7
4948,3188,2012,27.7
4949,39035,2012,20
4950,5619,2012,25.4
4951,9962,2012,24.7
4952,21193,2012,27.5
4953,25593,2012,25.9
4954,7738,2012,21.9
4955,3196,2012,24.6
4956,26092,2012,19.9
4957,4838,2012,25.1
4958,1636,2012,24.9
4959,10879,2012,24.3
4960,10014,2012,23.9
4961,8083,2012,30.7
4962,24947,2012,24.7
4963,25957,2012,27.6
4964,412,2012,24.3
4965,25812,2012,19.4
4966,5317,2012,18.9
4967,1232,2012,26.3
4968,1219,2012,24.2
4969,1287,2012,28.4
4970,41477,2012,33.1
4971,25997,2012,19
4972,2261,2012,24.8
4973,4062,2012,23.6
4974,10977,2012,28.5
4975,41485,2012,15.1
4976,3221,2012,25.2
4977,23522,2012,27.5
4978,20839,2012,26.3
4979,21598,2012,23.6
4980,5601,2012,25
4981,5754,2012,28.7
4982,1071,2012,27
4983,22183,2012,19.5
4984,41795,2012,16.6
4985,21348,2012,22.2
4986,30226,2012,24.5
4987,10388,2012,25.7
4988,2486,2012,23.3
4989,22781,2012,23.9
4990,37143,2012,24.7
4991,22957,2012,28.4
4992,1226,2012,28.1
4993,3816,2012,21
4994,41831,2012,15.3
4995,1077,2012,22.9
4996,7118,2012,21.9
4997,2237,2012,21.5
4998,3786,2012,21.1
4999,26215,2012,23.8
5000,2964,2012,32.7
5001,4972,2012,21.7
5002,41527,2012,15
5003,9581,2012,12.5
5004,30071,2012,15.4
5005,1501,2012,15.4
5006,5467,2012,23.4
5007,5488,2012,22.9
5008,9684,2012,21.1
5009,25295,2012,28
5010,41245,2012,17.6
5011,10507,2012,30.7
5012,11622,2012,16
5013,4852,2012,25.3
5014,808,2012,26.1
5015,3992,2012,24.9
5016,1183,2012,23.9
5017,1181,2012,17.6
5018,2586,2012,26.2
5019,4503,2012,18.5
5020,3995,2012,24.6
5021,23067,2012,20.8
5022,5359,2012,24.7
5023,2417,2012,24.4
5024,3153,2012,24.6
5025,22202,2012,24.9
5026,9903,2012,36.1
5027,76,2012,15.8
5028,7756,2012,22.9
5029,25049,2012,23.7
5030,769,2012,21.5
5031,2407,2012,23.7
5032,3593,2012,22.7
5033,1085,2012,24.9
5034,8133,2012,24.8
5035,9767,2012,13.8
5036,3455,2012,21.7
5037,4121,2012,19.3
5038,8081,2012,27.5
5039,3002,2012,27.5
5040,22697,2012,23.6
5041,5424,2012,25.4
5042,25731,2012,24.3
5043,1533,2012,23.3
5044,22023,2012,22.3
5045,4467,2012,23.5
5046,1862,2012,23.6
5047,3176,2012,23.3
5048,4855,2012,20.8
5049,5204,2012,21.9
5050,8558,2012,28.1
5051,8466,2012,27.1
5052,36833,2012,25.2
5053,2205,2012,25
5054,41523,2012,27
5055,4057,2012,20.6
5056,22838,2012,24.7
5057,10182,2012,24.5
5058,1307,2012,29.6
5059,25587,2012,23
5060,12261,2012,22.8
5061,1176,2012,29.1
5062,38563,2012,23.6
5063,5594,2012,24.2
5064,6775,2012,33.6
5065,4119,2012,35.5
5066,37873,2012,23.9
5067,37013,2012,42.1
5068,2267,2012,24.6
5069,23058,2012,21.3
5070,9542,2012,27.9
5071,7283,2012,24.4
5072,9054,2012,28.8
5073,23154,2012,28.4
5074,35373,2012,21.3
5075,9043,2012,19.6
5076,8557,2012,23.8
5077,41691,2012,18.1
5078,3116,2012,20.4
5079,10851,2012,16.4
5080,316,2012,22
5081,3782,2012,25.4
5082,303,2012,41.3
5083,25454,2012,25
5084,3568,2012,26.4
5085,1623,2012,21.8
5086,8403,2012,24.6
5087,3572,2012,23.5
5088,1994,2012,20.4
5089,7684,2012,19
5090,22305,2012,26
5091,1478,2012,23.6
5092,9022,2012,26.8
5093,31033,2012,19.2
5094,41312,2012,16.6
5095,399,2012,22
5096,532,2012,22.2
5097,12891,2012,18
5098,10503,2012,20.3
5099,3155,2012,25.9
5100,1187,2012,28.4
5101,38123,2012,26
5102,41476,2012,22.2
5103,3083,2012,21.1
5104,20554,2012,21.2
5105,3828,2012,28
5106,25681,2012,23.3
5107,6799,2012,14.1
5108,22579,2012,22.5
5109,2655,2012,28.3
5110,13132,2012,26.2
5111,20997,2012,19
5112,1087,2012,25.4
5113,1185,2012,23.8
5114,22977,2012,23
5115,165,2012,10
5116,30118,2012,20
5117,3121,2012,24.6
5118,20746,2012,19.4
5119,21211,2012,24.8
5120,39163,2012,22.7
5121,25799,2012,21.4
5122,12811,2012,18.3
5123,9917,2012,22.5
5124,5753,2012,26.3
5125,8073,2012,25.3
5126,11647,2012,24.7
5127,3577,2012,23.1
5128,34095,2012,24.1
5129,41493,2012,21.7
5130,1182,2012,17.8
5131,22586,2012,16.7
5132,5316,2012,47.3
5133,9873,2012,23.4
5134,41779,2012,21.4
5135,21775,2012,29.9
5136,5244,2012,24
5137,25919,2012,21.6
5138,40414,2012,24.2
5139,4009,2012,23.4
5140,1908,2012,16.4
5141,23566,2012,14.1
5142,30791,2012,20.3
5143,21785,2012,19.6
5144,20522,2012,24.3
5145,3115,2012,20.6
5146,9336,2012,22.2
5147,7436,2012,26.3
5148,5318,2012,24.1
5149,9077,2012,20.3
5150,1355,2012,14.9
5151,9828,2012,17.9
5152,3648,2012,22
5153,23328,2012,24.6
5154,9079,2012,19.4
5155,22506,2012,20.7
5156,1592,2012,21.2
5157,13005,2012,24.6
5158,2867,2012,20.3
5159,2968,2012,23.3
5160,1079,2012,23.2
5161,22515,2012,29.4
5162,119,2012,25.3
5163,1267,2012,28.1
5164,40363,2012,16.6
5165,24978,2012,20
5166,31037,2012,19.4
5167,41386,2012,20
5168,33294,2012,23.9
5169,41887,2012,0
5170,3218,2012,23.3
5171,23001,2012,15
5172,1007,2012,21.9
5173,25349,2012,20.4
5174,38425,2012,21.3
5175,5752,2012,16.7
5176,3801,2012,22.4
5177,1289,2012,19.2
5178,25171,2012,16.2
5179,3204,2012,20.3
5180,7598,2012,23.6
5181,2402,2012,25.1
