id,opeid,year,loan_default_rate
8043,1235,2012,7.6
8044,2061,2012,11.2
8045,21879,2012,5.8
8046,1177,2012,6.3
8047,25796,2012,4.4
8048,1813,2012,5.9
8049,3216,2012,5.1
8050,7993,2012,6.7
8051,3678,2012,6.4
8052,2693,2012,6.5
8053,8849,2012,5.6
8054,276,2012,3.4
8055,2941,2012,8.1
8056,5208,2012,7.8
8057,2512,2012,6
8058,6771,2012,5.5
8059,1255,2012,7.7
8060,2527,2012,12.9
8061,3477,2012,3.8
8062,41752,2012,9.2
8063,2577,2012,10.2
8064,33,2012,10.4
8065,41653,2012,13.6
8066,22927,2012,9.1
8067,3117,2012,16.2
8068,12248,2012,8.1
8069,21515,2012,8.2
8070,37513,2012,6.9
8071,23202,2012,6.3
8072,1823,2012,3.7
8073,41715,2012,0
8074,41872,2012,0
8075,9635,2012,6.8
8076,3644,2012,6
8077,2975,2012,5.5
8078,221,2012,5.7
8079,11112,2012,6.9
8080,1767,2012,4.4
8081,1253,2012,6.2
8082,3537,2012,5.3
8083,3072,2012,6.6
8084,3275,2012,4.6
8085,311,2012,4.4
8086,1772,2012,6.1
8087,31062,2012,4.5
8088,3282,2012,6.2
8089,204,2012,6.1
8090,12462,2012,5
8091,10551,2012,7.3
8092,2685,2012,5
8093,30695,2012,6.6
8094,2563,2012,3.5
8095,32353,2012,2.9
8096,25434,2012,7
8097,3734,2012,6.1
8098,22676,2012,4.5
8099,8129,2012,10.2
8100,9645,2012,1
8101,2619,2012,7.1
8102,6537,2012,2.2
8103,37813,2012,4.6
8104,8859,2012,6.1
8105,6551,2012,6.5
8106,2609,2012,4.7
8107,3544,2012,8.3
8108,21064,2012,5
8109,13214,2012,5
8110,39745,2012,7.3
8111,30986,2012,19.7
8112,33503,2012,2.7
8113,1153,2012,5.2
8114,1146,2012,5.4
8115,115,2012,5.8
8116,317,2012,6.2
8117,1052,2012,6.2
8118,3646,2012,6.5
8119,2222,2012,5.5
8120,2161,2012,5.3
8121,3328,2012,3.8
8122,1138,2012,4.6
8123,2367,2012,5.9
8124,1425,2012,4.2
8125,285,2012,4
8126,2858,2012,5
8127,1008,2012,8.6
8128,3925,2012,8.1
8129,2575,2012,4.7
8130,2712,2012,6.5
8131,1821,2012,4.7
8132,1832,2012,5.5
8133,1866,2012,8.4
8134,2832,2012,4.3
8135,3543,2012,2.9
8136,2979,2012,4.1
8137,2654,2012,5.2
8138,7263,2012,10.2
8139,36175,2012,2.6
8140,713,2012,8.5
8141,41863,2012,0
8142,41373,2012,3
8143,25566,2012,2.9
8144,25162,2012,2.3
8145,41687,2012,3.7
8146,41678,2012,5.5
8147,1537,2012,5.3
8148,2923,2012,5.1
8149,1481,2012,6.2
8150,1349,2012,4.9
8151,41215,2012,5.8
8152,2568,2012,5.5
8153,3325,2012,5.8
8154,3326,2012,5.4
8155,9345,2012,4.1
8156,2849,2012,5.6
8157,1055,2012,6.1
8158,1634,2012,3.7
8159,356,2012,6
8160,9333,2012,3.4
8161,2334,2012,5.3
8162,1735,2012,5.2
8163,327,2012,5.8
8164,3839,2012,4.2
8165,3518,2012,4.4
8166,1879,2012,3.8
8167,1072,2012,9.6
8168,32343,2012,4.3
8169,39653,2012,8.7
8170,6324,2012,4.9
8171,1953,2012,2.8
8172,30255,2012,5
8173,30057,2012,8.2
8174,21889,2012,0
8175,6578,2012,2.8
8176,25822,2012,7.6
8177,10122,2012,6.2
8178,38164,2012,1.6
8179,41891,2012,14.2
8180,38565,2012,10.7
8181,30962,2012,10.5
8182,8394,2012,2
8183,3652,2012,6.2
8184,1051,2012,6.3
8185,2029,2012,4.1
8186,3842,2012,6.6
8187,2316,2012,5.1
8188,1468,2012,6.5
8189,9769,2012,6.4
8190,1179,2012,3.4
8191,3736,2012,4.6
8192,1267,2012,4.4
8193,296,2012,5.6
8194,3429,2012,3.3
8195,30439,2012,10.2
8196,41497,2012,3.4
8197,33353,2012,0
8198,41524,2012,1.7
8199,8693,2012,4.1
8200,10157,2012,10.8
8201,12348,2012,2
8202,41767,2012,14.7
8203,309,2012,5.1
8204,1928,2012,5.3
8205,3474,2012,6.5
8206,2053,2012,4.7
8207,21922,2012,6.1
8208,2688,2012,5.7
8209,2844,2012,4.7
8210,1556,2012,4.9
8211,10923,2012,5.1
8212,3211,2012,3
8213,3783,2012,3.3
8214,3831,2012,3.1
8215,3109,2012,4.5
8216,23518,2012,4.6
8217,1596,2012,6
8218,2365,2012,5.6
8219,1061,2012,7.7
8220,3445,2012,5.7
8221,41247,2012,8.7
8222,385,2012,6.5
8223,30523,2012,8.2
8224,9673,2012,5.2
8225,21206,2012,3.3
8226,1931,2012,6.9
8227,23245,2012,7.2
8228,41458,2012,7.2
8229,30744,2012,7.3
8230,41751,2012,10.5
8231,21588,2012,6.6
8232,21404,2012,4.3
8233,5365,2012,10
8234,11715,2012,3.4
8235,12042,2012,9.7
8236,3329,2012,5.7
8237,201,2012,3.8
8238,3775,2012,5.2
8239,1378,2012,4
8240,3327,2012,4.4
8241,2607,2012,4.7
8242,3428,2012,4.2
8243,3359,2012,4.6
8244,2788,2012,7
8245,281,2012,4.2
8246,3296,2012,4.4
8247,2808,2012,5.5
8248,3199,2012,3.3
8249,2665,2012,4.3
8250,2051,2012,2.9
8251,11621,2012,13.7
8252,182,2012,8.4
8253,33463,2012,4.4
8254,1482,2012,4.3
8255,3432,2012,3.4
8256,11865,2012,6.7
8257,24821,2012,6.3
8258,23359,2012,13.8
8259,33394,2012,5
8260,3954,2012,4.3
8261,1147,2012,4.3
8262,1479,2012,3.4
8263,1674,2012,5.5
8264,3899,2012,3.5
8265,2318,2012,4.3
8266,1538,2012,4.9
8267,1903,2012,5.3
8268,2184,2012,5.8
8269,3394,2012,4
8270,3135,2012,6
8271,372,2012,3.6
8272,3165,2012,7.1
8273,1488,2012,6.9
8274,3073,2012,2.1
8275,2548,2012,5
8276,9192,2012,6
8277,3461,2012,8.6
8278,31107,2012,12.2
8279,6494,2012,4.8
8280,20733,2012,14
8281,10641,2012,3
8282,22353,2012,0
8283,40663,2012,3
8284,353,2012,5.5
8285,6725,2012,0
8286,3728,2012,5.1
8287,114,2012,6
8288,9741,2012,5.6
8289,3926,2012,5.3
8290,2628,2012,4.4
8291,3366,2012,3.1
8292,2985,2012,3.4
8293,1887,2012,3.8
8294,2945,2012,3.5
8295,347,2012,4.9
8296,3016,2012,5.4
8297,1281,2012,8.4
8298,20961,2012,5.1
8299,2129,2012,3.8
8300,41444,2012,12.2
8301,23585,2012,7.6
8302,12223,2012,2
8303,3184,2012,3.8
8304,2823,2012,6.5
8305,4799,2012,5.8
8306,2326,2012,5.7
8307,3921,2012,4
8308,2883,2012,4.6
8309,3023,2012,4.6
8310,6791,2012,5.1
8311,2778,2012,3.8
8312,41279,2012,3.3
8313,3229,2012,6.4
8314,3267,2012,5.2
8315,11707,2012,6.4
8316,3704,2012,4.4
8317,1229,2012,2.4
8318,36263,2012,3.4
8319,3875,2012,6.3
8320,22706,2012,8
8321,7439,2012,5.8
8322,13088,2012,2.4
8323,2311,2012,4.8
8324,41727,2012,8.2
8325,42033,2012,11.1
8326,21468,2012,3.1
8327,4669,2012,7.8
8328,8371,2012,10.1
8329,8446,2012,5
8330,39493,2012,2.4
8331,3371,2012,5
8332,3448,2012,4.1
8333,2835,2012,4.6
8334,38133,2012,4.7
8335,30113,2012,4.9
8336,1157,2012,5.6
8337,3191,2012,3.1
8338,175,2012,2.8
8339,31155,2012,3.8
8340,2907,2012,4.7
8341,2817,2012,4.4
8342,2065,2012,4.5
8343,2206,2012,4.3
8344,2524,2012,5.6
8345,22612,2012,9.5
8346,24824,2012,0
8347,3102,2012,7.1
8348,21883,2012,10.1
8349,35183,2012,4.6
8350,1354,2012,0
8351,3364,2012,3
8352,3101,2012,8.5
8353,25189,2012,6
8354,21583,2012,10.2
8355,25737,2012,7.5
8356,35353,2012,5.2
8357,1489,2012,5
8358,2243,2012,5.5
8359,1786,2012,4.9
8360,1989,2012,5.5
8361,158,2012,4.4
8362,21415,2012,6.4
8363,3732,2012,4.2
8364,2687,2012,6.1
8365,2866,2012,5.6
8366,7279,2012,3.6
8367,39803,2012,4.1
8368,3838,2012,3.6
8369,2598,2012,5.6
8370,218,2012,8.3
8371,6731,2012,5.4
8372,34403,2012,4
8373,9863,2012,2.6
8374,2572,2012,4.5
8375,3733,2012,5.7
8376,299,2012,5.3
8377,2337,2012,5.3
8378,7717,2012,5.2
8379,8461,2012,2
8380,3065,2012,7.5
8381,30024,2012,3.1
8382,32543,2012,5
8383,10043,2012,0.9
8384,40443,2012,0
8385,12848,2012,9.6
8386,31853,2012,7.5
8387,34413,2012,11.6
8388,30073,2012,5.6
8389,2833,2012,6.6
8390,6591,2012,0
8391,21568,2012,8.5
8392,1822,2012,5.4
8393,2516,2012,4.2
8394,2521,2012,5.1
8395,3005,2012,3.5
8396,2791,2012,4.6
8397,2609,2012,3.5
8398,2848,2012,5.1
8399,9344,2012,3.4
8400,3241,2012,4.6
8401,2482,2012,5.5
8402,3354,2012,3.5
8403,1889,2012,3.9
8404,3526,2012,4
8405,13022,2012,3.5
8406,1954,2012,4.1
8407,3391,2012,4.5
8408,2239,2012,5.3
8409,3243,2012,4.4
8410,2369,2012,4.6
8411,886,2012,5.7
8412,22554,2012,11
8413,34183,2012,11.2
8414,4163,2012,4.5
8415,25685,2012,5.7
8416,2154,2012,0
8417,1948,2012,4.4
8418,2307,2012,4.9
8419,2377,2012,5.4
8420,1009,2012,4.5
8421,161,2012,3.5
8422,2183,2012,5.1
8423,3932,2012,4.2
8424,20662,2012,4.7
8425,1125,2012,4.7
8426,1422,2012,4.2
8427,1768,2012,5
8428,2551,2012,4.5
8429,2517,2012,3.1
8430,219,2012,5.9
8431,2992,2012,5.2
8432,2748,2012,4.1
8433,2608,2012,4.7
8434,3083,2012,4.2
8435,1196,2012,2.7
8436,2586,2012,2.1
8437,3799,2012,3.5
8438,1291,2012,3
8439,3301,2012,4
8440,2383,2012,3.9
8441,3794,2012,5.8
8442,3715,2012,2.5
8443,21044,2012,9.8
8444,3293,2012,6.4
8445,3285,2012,5.7
8446,1678,2012,6.1
8447,1801,2012,4.1
8448,41413,2012,7.2
8449,41822,2012,12.5
8450,21053,2012,4.3
8451,25885,2012,11.3
8452,1278,2012,1.8
8453,32403,2012,8.7
8454,1301,2012,10.3
8455,10188,2012,1.6
8456,41272,2012,11.3
8457,41455,2012,5.7
8458,5523,2012,11.3
8459,7469,2012,0
8460,39623,2012,6.2
8461,3632,2012,4.2
8462,1137,2012,3.5
8463,236,2012,4.4
8464,3545,2012,3.9
8465,3923,2012,4.3
8466,1707,2012,4
8467,3014,2012,3.3
8468,3911,2012,2.8
8469,2544,2012,3.2
8470,2147,2012,4.8
8471,41359,2012,3.2
8472,1132,2012,5.3
8473,3511,2012,5.5
8474,33043,2012,13.4
8475,35733,2012,12.8
8476,267,2012,4.1
8477,9896,2012,7.6
8478,743,2012,6.2
8479,966,2012,5.5
8480,2157,2012,3.8
8481,1165,2012,5
8482,8399,2012,4
8483,1154,2012,5.7
8484,3414,2012,5.2
8485,3471,2012,4.6
8486,41618,2012,3.3
8487,3502,2012,3.6
8488,30913,2012,5.4
8489,2226,2012,4.3
8490,2798,2012,4
8491,7893,2012,4.6
8492,2238,2012,5.3
8493,1771,2012,3.1
8494,25228,2012,6.4
8495,1706,2012,5
8496,25964,2012,5.9
8497,362,2012,6.2
8498,1688,2012,5
8499,41004,2012,0.6
8500,31256,2012,3.1
8501,7881,2012,3
8502,41857,2012,6.6
8503,31065,2012,2.8
8504,12496,2012,0
8505,22285,2012,1.6
8506,22233,2012,8
8507,10864,2012,6.2
8508,9486,2012,0
8509,22934,2012,0
8510,41674,2012,2.5
8511,39953,2012,2.2
8512,1146,2012,5.5
8513,392,2012,4
8514,2689,2012,4.2
8515,2394,2012,4.1
8516,3313,2012,4.6
8517,3012,2012,3.4
8518,1156,2012,3.5
8519,2342,2012,4.9
8520,2189,2012,2.6
8521,259,2012,4.8
8522,3399,2012,3.8
8523,3692,2012,4.4
8524,33674,2012,6.7
8525,7085,2012,4.2
8526,2834,2012,4.5
8527,1293,2012,4.4
8528,11,2012,3.1
8529,3698,2012,5.5
8530,7466,2012,5.7
8531,2603,2012,3
8532,3143,2012,6.3
8533,1116,2012,3.2
8534,246,2012,2.9
8535,17,2012,4.2
8536,7035,2012,3.4
8537,5007,2012,6.2
8538,3713,2012,7.8
8539,2742,2012,3.4
8540,41753,2012,3.5
8541,35793,2012,7.1
8542,34914,2012,14.1
8543,31021,2012,10.9
8544,1723,2012,6.9
8545,11059,2012,4.5
8546,9249,2012,3.9
8547,30843,2012,5.1
8548,10143,2012,0
8549,3379,2012,4.3
8550,2506,2012,4.3
8551,4509,2012,2.8
8552,1733,2012,3.6
8553,2621,2012,4.1
8554,35453,2012,4.3
8555,2737,2012,4.8
8556,3166,2012,4.8
8557,42087,2012,4.8
8558,1515,2012,5.7
8559,1215,2012,5.6
8560,208,2012,5
8561,212,2012,2.8
8562,10573,2012,5.7
8563,21175,2012,2.9
8564,4484,2012,4.9
8565,10836,2012,6.3
8566,1099,2012,4.8
8567,1134,2012,3.8
8568,8568,2012,5.4
8569,31042,2012,0.6
8570,40375,2012,8.5
8571,6478,2012,0
8572,1155,2012,3.1
8573,2984,2012,4.4
8574,1216,2012,3.8
8575,2105,2012,4.9
8576,3924,2012,3.2
8577,1397,2012,2.6
8578,1666,2012,3.4
8579,1741,2012,4.3
8580,2282,2012,5.4
8581,3654,2012,4.2
8582,3848,2012,2.4
8583,4765,2012,3
8584,1952,2012,3.8
8585,2718,2012,4.3
8586,10509,2012,4.8
8587,18,2012,4.6
8588,23434,2012,5.3
8589,2073,2012,3.8
8590,31264,2012,9.6
8591,8263,2012,16.8
8592,1617,2012,2.6
8593,39704,2012,3.5
8594,6612,2012,3.6
8595,8365,2012,5.8
8596,1661,2012,2.7
8597,9367,2012,6.2
8598,20879,2012,0
8599,406,2012,6.2
8600,3356,2012,5.2
8601,12203,2012,3.8
8602,156,2012,3.5
8603,25536,2012,3.1
8604,6699,2012,0
8605,309,2012,4
8606,229,2012,4
8607,3735,2012,4.5
8608,6385,2012,3.8
8609,321,2012,3.9
8610,2632,2012,2.5
8611,1746,2012,5.7
8612,3287,2012,4
8613,1403,2012,2.9
8614,3636,2012,3.2
8615,32603,2012,5
8616,1531,2012,4.2
8617,2347,2012,4.4
8618,41271,2012,5.2
8619,2279,2012,5
8620,1624,2012,3.8
8621,2076,2012,4
8622,1873,2012,3.7
8623,3686,2012,6.8
8624,4661,2012,1.9
8625,41277,2012,2.8
8626,12364,2012,3.3
8627,3457,2012,2.3
8628,3682,2012,2.4
8629,21244,2012,5.4
8630,23043,2012,5.8
8631,6489,2012,2.3
8632,23305,2012,8.3
8633,8687,2012,2.7
8634,1974,2012,4.9
8635,1869,2012,3.9
8636,1363,2012,2.4
8637,2841,2012,3.7
8638,2666,2012,3.2
8639,2846,2012,2.8
8640,2591,2012,5
8641,12627,2012,2.8
8642,3528,2012,3.5
8643,1842,2012,3
8644,1734,2012,3.3
8645,11678,2012,4.6
8646,188,2012,4.5
8647,34275,2012,7.1
8648,1339,2012,2.5
8649,2235,2012,3
8650,23172,2012,2.2
8651,6421,2012,1.3
8652,1628,2012,13.9
8653,41607,2012,2.4
8654,25916,2012,7.1
8655,40053,2012,3.9
8656,20907,2012,5.2
8657,6487,2012,3.6
8658,9723,2012,3.4
8659,22775,2012,13.7
8660,9595,2012,17.7
8661,2366,2012,8.7
8662,9593,2012,8.7
8663,41488,2012,4.2
8664,35043,2012,0
8665,1139,2012,3.8
8666,1151,2012,3.6
8667,2099,2012,3.9
8668,3915,2012,3.8
8669,269,2012,4.5
8670,2705,2012,4.5
8671,2681,2012,3.7
8672,2847,2012,3.1
8673,1097,2012,3.1
8674,2343,2012,3.5
8675,3235,2012,4.7
8676,20705,2012,2.4
8677,3045,2012,2.5
8678,11117,2012,2.7
8679,42355,2012,2.7
8680,3785,2012,2.9
8681,3737,2012,4.8
8682,7572,2012,4.8
8683,1251,2012,10.2
8684,1793,2012,6.1
8685,1414,2012,1.6
8686,1868,2012,2
8687,1844,2012,6.9
8688,2357,2012,0
8689,30784,2012,3
8690,6679,2012,2.7
8691,6225,2012,2
8692,21116,2012,4.3
8693,23322,2012,17
8694,2629,2012,3.5
8695,3658,2012,3.6
8696,1671,2012,4.3
8697,38,2012,3.3
8698,2268,2012,3.9
8699,3675,2012,3.2
8700,4508,2012,3.1
8701,2906,2012,3.4
8702,2732,2012,4.2
8703,2825,2012,4
8704,2323,2012,4.2
8705,20537,2012,4.2
8706,3536,2012,3.6
8707,1554,2012,2.2
8708,2228,2012,3.7
8709,1852,2012,4.2
8710,21366,2012,3
8711,3217,2012,2.4
8712,8383,2012,2.1
8713,30821,2012,7.2
8714,2248,2012,0
8715,2546,2012,0
8716,22319,2012,1.4
8717,6574,2012,4.1
8718,41416,2012,17.9
8719,10942,2012,0
8720,41806,2012,0
8721,2838,2012,2.9
8722,171,2012,3.3
8723,2617,2012,2.6
8724,2997,2012,3.7
8725,3367,2012,3.7
8726,9145,2012,4
8727,1602,2012,3.2
8728,1641,2012,2.1
8729,2775,2012,3.7
8730,1664,2012,4.7
8731,3986,2012,4.8
8732,2805,2012,4
8733,3868,2012,3.1
8734,12872,2012,9.1
8735,3385,2012,1.2
8736,41443,2012,2.4
8737,30653,2012,9.6
8738,3884,2012,4.4
8739,12315,2012,3.1
8740,214,2012,3.7
8741,23014,2012,4
8742,2093,2012,5.2
8743,6467,2012,0.6
8744,3274,2012,0.7
8745,9531,2012,7
8746,7121,2012,2.9
8747,2741,2012,1.2
8748,41329,2012,8.8
8749,21881,2012,13.7
8750,40293,2012,9.3
8751,2726,2012,5
8752,12206,2012,5.7
8753,23628,2012,2.7
8754,6683,2012,2.8
8755,3291,2012,4.4
8756,1509,2012,3.2
8757,3256,2012,3.1
8758,2837,2012,3.1
8759,137,2012,2.7
8760,1321,2012,3.4
8761,2218,2012,3.7
8762,2091,2012,4.3
8763,3144,2012,2.7
8764,3384,2012,3.2
8765,1588,2012,3.6
8766,1302,2012,3.9
8767,41341,2012,4.1
8768,3719,2012,3.9
8769,1409,2012,5.8
8770,2148,2012,2.2
8771,3469,2012,5.6
8772,3288,2012,2.2
8773,21651,2012,4
8774,6191,2012,1.8
8775,39093,2012,15.7
8776,31533,2012,8.1
8777,33093,2012,3.4
8778,6435,2012,4.1
8779,20992,2012,5.4
8780,20941,2012,0
8781,1809,2012,3.9
8782,2221,2012,4
8783,3223,2012,4.6
8784,2882,2012,3.3
8785,2806,2012,4.2
8786,23344,2012,11.8
8787,301,2012,3.4
8788,2821,2012,3.5
8789,2495,2012,3.9
8790,3423,2012,3.4
8791,3368,2012,4
8792,3134,2012,5.7
8793,3434,2012,2.1
8794,3304,2012,1.6
8795,6622,2012,4.1
8796,122,2012,2.6
8797,2095,2012,2.7
8798,31268,2012,2.9
8799,40924,2012,5.3
8800,12328,2012,1
8801,3948,2012,4.8
8802,2547,2012,3.1
8803,30519,2012,3.6
8804,2553,2012,4.3
8805,23155,2012,15.6
8806,34253,2012,3.2
8807,22253,2012,0
8808,21252,2012,4
8809,10599,2012,0
8810,23374,2012,10.2
8811,189,2012,4
8812,1117,2012,3.6
8813,3425,2012,2.7
8814,3696,2012,3.7
8815,216,2012,3.8
8816,2525,2012,3.5
8817,3185,2012,4.1
8818,1342,2012,4.3
8819,3353,2012,2.1
8820,3369,2012,3.4
8821,1633,2012,2.7
8822,3694,2012,1.8
8823,3708,2012,2.6
8824,3279,2012,1.8
8825,1012,2012,4.4
8826,34733,2012,4
8827,24982,2012,4.2
8828,3981,2012,3.5
8829,41166,2012,6.7
8830,41184,2012,8.1
8831,9475,2012,4.2
8832,22321,2012,3.5
8833,4137,2012,6.8
8834,4117,2012,2
8835,1776,2012,3.2
8836,1692,2012,2.8
8837,1316,2012,4.3
8838,1144,2012,3.2
8839,2722,2012,2.4
8840,2388,2012,2.8
8841,3613,2012,3.3
8842,2354,2012,3.2
8843,341,2012,2.9
8844,3406,2012,2
8845,2758,2012,2.6
8846,2118,2012,3.1
8847,323,2012,4.8
8848,2671,2012,1.6
8849,10256,2012,3.1
8850,1792,2012,4.5
8851,8147,2012,3.4
8852,3534,2012,1.3
8853,39574,2012,5.4
8854,6331,2012,0.7
8855,30709,2012,4.3
8856,6534,2012,6.4
8857,289,2012,4.4
8858,6417,2012,2.9
8859,10681,2012,0
8860,10914,2012,8.3
8861,7874,2012,2.7
8862,3874,2012,0
8863,1389,2012,1.6
8864,41954,2012,0
8865,1825,2012,3.4
8866,1892,2012,3.2
8867,2972,2012,3.4
8868,248,2012,3.4
8869,3917,2012,2.7
8870,1164,2012,2.3
8871,2616,2012,3.6
8872,1322,2012,3
8873,305,2012,4.2
8874,3724,2012,3.6
8875,3681,2012,1.9
8876,3036,2012,2.6
8877,2899,2012,3
8878,3392,2012,3.8
8879,3484,2012,3.6
8880,31009,2012,3
8881,6322,2012,2.7
8882,6477,2012,6.2
8883,7947,2012,3.1
8884,8259,2012,5.6
8885,37275,2012,2.7
8886,34984,2012,2.5
8887,22577,2012,4.1
8888,25606,2012,9.6
8889,12275,2012,2.8
8890,41645,2012,5
8891,2462,2012,7.8
8892,30333,2012,8.3
8893,34784,2012,0
8894,1313,2012,2.7
8895,2565,2012,3.5
8896,3258,2012,2.5
8897,2843,2012,2.9
8898,2765,2012,2.1
8899,3486,2012,4.9
8900,2241,2012,1.5
8901,3298,2012,0.8
8902,2499,2012,3.6
8903,1238,2012,3.8
8904,3753,2012,2.4
8905,1987,2012,2.4
8906,1542,2012,4.7
8907,2039,2012,0
8908,3506,2012,4.5
8909,308,2012,3.1
8910,2495,2012,4.3
8911,2313,2012,3.1
8912,3798,2012,2.7
8913,1625,2012,2.7
8914,21553,2012,3.6
8915,205,2012,3
8916,7273,2012,4
8917,1437,2012,1.8
8918,1133,2012,2.7
8919,3788,2012,2.3
8920,2225,2012,4.2
8921,3194,2012,2.2
8922,2086,2012,1.5
8923,2829,2012,3.6
8924,185,2012,3.1
8925,1704,2012,3.3
8926,2414,2012,5.4
8927,36163,2012,12.6
8928,41564,2012,16
8929,33593,2012,4.2
8930,2222,2012,3.7
8931,21174,2012,8.7
8932,1072,2012,1.8
8933,2167,2012,2
8934,22768,2012,2.7
8935,35973,2012,3
8936,41397,2012,3.5
8937,41758,2012,11.1
8938,22424,2012,5
8939,32383,2012,2
8940,40215,2012,7.6
8941,2467,2012,8.1
8942,8586,2012,0
8943,135,2012,2.8
8944,2779,2012,3.6
8945,2109,2012,4
8946,2851,2012,2.1
8947,35593,2012,1.6
8948,2115,2012,1.5
8949,256,2012,6.5
8950,7291,2012,5
8951,36783,2012,19.4
8952,6689,2012,9.6
8953,35383,2012,5.3
8954,30725,2012,4.2
8955,5102,2012,2.4
8956,12573,2012,2.7
8957,7544,2012,5.7
8958,132,2012,4
8959,1325,2012,2.7
8960,238,2012,2.7
8961,1262,2012,1.9
8962,12154,2012,3.2
8963,10854,2012,1.8
8964,2236,2012,5.2
8965,1856,2012,3.2
8966,1799,2012,3.3
8967,2036,2012,0.6
8968,6565,2012,4.4
8969,23306,2012,2.7
8970,41559,2012,2.3
8971,41749,2012,1.5
8972,25973,2012,6.5
8973,23069,2012,5
8974,1052,2012,2.8
8975,3969,2012,2.6
8976,1417,2012,2.7
8977,1598,2012,2.9
8978,10395,2012,1.5
8979,3706,2012,3.2
8980,3244,2012,2.5
8981,123,2012,2.1
8982,3458,2012,3.1
8983,2813,2012,1.3
8984,1883,2012,2.6
8985,3206,2012,1.7
8986,3856,2012,3.2
8987,7026,2012,1.3
8988,2918,2012,1.3
8989,41412,2012,11.8
8990,22151,2012,9.8
8991,6443,2012,1
8992,2749,2012,3.2
8993,34433,2012,4.8
8994,2166,2012,13.6
8995,3743,2012,0
8996,38144,2012,2
8997,8444,2012,0
8998,1535,2012,3
8999,3749,2012,1.6
9000,2589,2012,2
9001,3802,2012,2.9
9002,3721,2012,2.3
9003,3127,2012,1.9
9004,1122,2012,2.2
9005,1691,2012,2.6
9006,4071,2012,1.7
9007,1348,2012,0.8
9008,3744,2012,1.5
9009,2273,2012,2.2
9010,3262,2012,3.7
9011,2555,2012,1.6
9012,3238,2012,1.1
9013,2153,2012,1.3
9014,2192,2012,1.3
9015,6839,2012,2.3
9016,2526,2012,3.4
9017,3265,2012,1.8
9018,6606,2012,4.3
9019,2254,2012,1.3
9020,3519,2012,4
9021,36914,2012,2.2
9022,41627,2012,5.3
9023,38373,2012,4.6
9024,6688,2012,0.9
9025,34664,2012,1.2
9026,2622,2012,0
9027,6257,2012,2.1
9028,1663,2012,2.4
9029,9368,2012,0
9030,20637,2012,5
9031,38105,2012,4.8
9032,6583,2012,0
9033,41144,2012,0
9034,1315,2012,1.5
9035,1317,2012,2.5
9036,2103,2012,2
9037,1312,2012,2.9
9038,1314,2012,2.3
9039,1569,2012,1.7
9040,2739,2012,2.2
9041,3479,2012,2
9042,2292,2012,3.8
9043,186,2012,1.4
9044,1036,2012,0.7
9045,1205,2012,2
9046,2371,2012,2.9
9047,33743,2012,1.1
9048,1795,2012,2.3
9049,3025,2012,2
9050,1838,2012,3.6
9051,38893,2012,1.9
9052,3389,2012,3.5
9053,1859,2012,0.8
9054,6404,2012,2
9055,4703,2012,2.3
9056,2504,2012,1
9057,1379,2012,1.4
9058,12309,2012,2.7
9059,8846,2012,1
9060,7588,2012,6.3
9061,6305,2012,2.9
9062,41761,2012,15.2
9063,33274,2012,0
9064,35943,2012,2.1
9065,41672,2012,0
9066,23379,2012,8.1
9067,6704,2012,4.5
9068,23357,2012,2.2
9069,38883,2012,0
9070,42103,2012,0
9071,36683,2012,5.5
9072,2785,2012,2
9073,2199,2012,2.8
9074,1431,2012,2.4
9075,1536,2012,2
9076,2836,2012,2.9
9077,2345,2012,2.1
9078,2845,2012,2
9079,2146,2012,1.1
9080,3746,2012,2.3
9081,3198,2012,3.6
9082,3089,2012,2.5
9083,2233,2012,2.2
9084,1169,2012,3.9
9085,3007,2012,2.7
9086,2262,2012,3.5
9087,6389,2012,0.8
9088,284,2012,1.3
9089,2814,2012,2.3
9090,2181,2012,4.2
9091,1961,2012,1.5
9092,6399,2012,2.2
9093,4058,2012,2.6
9094,1131,2012,2.5
9095,11572,2012,1
9096,25554,2012,2.4
9097,25784,2012,1
9098,8377,2012,0
9099,67,2012,0
9100,11919,2012,0
9101,1143,2012,1.6
9102,10149,2012,1.9
9103,3979,2012,1
9104,3804,2012,3.8
9105,3797,2012,3.2
9106,2731,2012,1.9
9107,3647,2012,2.1
9108,1295,2012,2.2
9109,2885,2012,0.6
9110,1732,2012,3.6
9111,6228,2012,3
9112,8369,2012,1.6
9113,2759,2012,3.1
9114,36523,2012,5.6
9115,36863,2012,3.1
9116,3075,2012,9.5
9117,10228,2012,0
9118,11765,2012,2.7
9119,8492,2012,4.9
9120,8452,2012,0
9121,1328,2012,1.2
9122,1775,2012,2.1
9123,379,2012,2.2
9124,9058,2012,2.7
9125,1326,2012,2.2
9126,3212,2012,2.3
9127,2699,2012,2.8
9128,1676,2012,2.5
9129,2816,2012,2.4
9130,3401,2012,0.5
9131,3227,2012,3.1
9132,2139,2012,2.3
9133,9862,2012,3.1
9134,2224,2012,2.5
9135,2229,2012,2.3
9136,41834,2012,20.8
9137,1173,2012,0
9138,12744,2012,5.9
9139,2323,2012,0
9140,3754,2012,2.1
9141,1371,2012,1.4
9142,3919,2012,1.8
9143,11649,2012,2.5
9144,2165,2012,1
9145,3402,2012,2
9146,1385,2012,1.7
9147,2477,2012,1.6
9148,3659,2012,2.4
9149,2541,2012,2
9150,12,2012,1.5
