UNITID,cohort_status8,cohort_status13,cohort_status15,cohort_status29,cohort_status30,under_certi_award_level1,under_degree_award_level3,grad_degree_award_level7,grad_certi_award_level6,total_studentcount_1,undrgradstudentcount_2,gradstudentcount_4,inst_activity_type,inst_act_ugcredit_hrs,inst_act_gradcredit_hrs,ug_student_perthousandstudent,ug_average_sch_studentperay,grad_average_sch_studentperay,ug_degrees_perthousand_ugstudent,ug_certi_perthousand_ugstudent,graddegree_perthousandgradstudent,grad_certi_perthousand_gradstudent,bachelordegree_4yeargradrate,bachelordegree_6yeargradrate,associatedegree_certi3yeargradrate
100654,1044,115,86,0,0,0,0,446,0,5591,4407,1184,2,109417,18537,789,25,15.65625,0,0,376.6891892,0,0.110153257,0.082375479,NULL
100663,1246,406,58,0,0,0,0,3194,48,21329,13107,8222,2,303064,115557,615,24,14.05460958,0,0,388.4699586,5.837995622,0.325842697,0.046548957,NULL
100690,9,0,2,0,0,0,6,112,0,985,503,482,2,8656,4546,511,18,9.43153527,11.92842942,0,232.3651452,0,0,0.222222222,NULL
100706,765,116,65,0,0,2,0,932,46,8621,6596,2025,2,146835,23754,766,23,11.73037037,0,0.303214069,460.2469136,22.71604938,0.151633987,0.08496732,NULL
100724,1330,100,68,0,0,0,0,282,0,6992,6124,868,2,151550,10629,876,25,12.24539171,0,0,324.8847926,0,0.07518797,0.05112782,NULL
100751,5009,1942,231,0,0,0,0,3290,0,38918,32392,6526,2,849936,89349,833,27,13.69123506,0,0,504.137297,0,0.387702136,0.046116989,NULL
100760,0,0,0,587,82,24,476,0,0,2617,2617,0,2,41455,,1000,16,NULL,181.8876576,9.170806267,NULL,NULL,NULL,NULL,0.139693356
100830,626,54,28,0,0,0,0,454,2,6268,5266,1002,2,108484,11549,841,21,11.5259481,0,0,453.0938124,1.996007984,0.086261981,0.044728435,NULL
100858,3967,1676,230,0,0,0,0,2216,124,26555,20760,5795,2,578493,76018,782,28,13.11786022,0,0,382.3986195,21.39775669,0.422485505,0.057978321,NULL
100937,450,253,8,0,0,0,0,0,0,1225,1225,0,2,39423,,1000,33,NULL,0,0,NULL,NULL,0.562222222,0.017777778,NULL
101028,0,0,0,312,37,42,438,0,0,2587,2587,0,2,44921,,1000,18,NULL,169.3080789,16.23502126,NULL,NULL,NULL,NULL,0.118589744
101073,112,0,6,0,0,0,58,0,0,697,697,0,2,14804,,1000,22,NULL,83.21377331,0,NULL,NULL,0,0.053571429,NULL
101116,21,1,0,0,0,0,124,56,0,1163,1020,143,2,22122,1918,878,22,13.41258741,121.5686275,0,391.6083916,0,0.047619048,0,NULL
101143,0,0,0,488,43,18,544,0,0,3265,3265,0,2,58267,,1000,18,NULL,166.6156202,5.513016845,NULL,NULL,NULL,NULL,0.088114754
101161,0,0,0,906,99,52,860,0,0,6635,6635,0,2,111417,,1000,17,NULL,129.6156745,7.837226827,NULL,NULL,NULL,NULL,0.109271523
101189,218,26,6,0,0,0,22,162,0,3888,3205,683,2,73360,5695,825,23,8.338213763,6.864274571,0,237.1888726,0,0.119266055,0.027522936,NULL
101240,0,0,0,1380,177,314,1142,0,0,8292,8292,0,2,137346,,1000,17,NULL,137.7231066,37.86782441,NULL,NULL,NULL,NULL,0.12826087
101286,0,0,0,972,144,480,1156,0,0,6509,6509,0,2,109099,,1000,17,NULL,177.6002458,73.7440467,NULL,NULL,NULL,NULL,0.148148148
101295,0,0,0,895,211,232,1360,0,0,7262,7262,0,2,132241,,1000,19,NULL,187.2762324,31.947122,NULL,NULL,NULL,NULL,0.23575419
101301,0,0,0,376,76,48,442,0,0,2829,2829,0,2,45035,,1000,16,NULL,156.2389537,16.96712619,NULL,NULL,NULL,NULL,0.20212766
101365,3,0,0,0,0,146,136,4,0,602,595,7,2,10567,84,989,18,12,228.5714286,245.3781513,571.4285714,0,0,0,NULL
101435,253,76,5,0,0,0,0,0,0,1417,1417,0,2,30148,,1000,22,NULL,0,0,NULL,NULL,0.300395257,0.019762846,NULL
101453,4,1,0,0,0,0,0,4,0,111,79,32,2,1321,234,712,17,7.3125,0,0,125,0,0.25,0,NULL
101462,0,0,0,166,20,54,196,0,0,2131,2131,0,2,29102,,1000,14,NULL,91.97559831,25.34021586,NULL,NULL,NULL,NULL,0.120481928
101471,0,0,0,266,95,938,72,0,0,838,838,0,2,18050,,1000,22,NULL,85.91885442,1119.331742,NULL,NULL,NULL,NULL,0.357142857
101480,1243,108,91,0,0,0,0,684,12,10236,8731,1505,2,196742,16259,853,23,10.80332226,0,0,454.4850498,7.973421927,0.086886565,0.073209976,NULL
101499,0,0,0,274,50,96,262,0,0,1605,1605,0,2,28578,,1000,18,NULL,163.2398754,59.81308411,NULL,NULL,NULL,NULL,0.182481752
101505,0,0,0,1268,62,450,1748,0,0,13578,13578,0,2,175964,,1000,13,NULL,128.7376639,33.14184711,NULL,NULL,NULL,NULL,0.048895899
101514,0,0,0,1311,166,636,2064,0,0,16800,16800,0,2,236876,,1000,15,NULL,122.8571429,37.85714286,NULL,NULL,NULL,NULL,0.1266209
101541,95,35,1,0,0,0,30,0,0,380,380,0,2,8990,,1000,24,NULL,78.94736842,0,NULL,NULL,0.368421053,0.010526316,NULL
101569,0,0,0,893,85,178,452,0,0,4611,4611,0,2,74225,,1000,17,NULL,98.02645847,38.60333984,NULL,NULL,NULL,NULL,0.09518477
101587,246,48,11,0,0,0,82,1178,0,5305,2187,3118,2,52363,37813,413,24,12.12732521,37.49428441,0,377.8062861,0,0.195121951,0.044715447,NULL
101602,0,0,0,377,73,192,468,0,0,2241,2241,0,2,39220,,1000,18,NULL,208.8353414,85.67603748,NULL,NULL,NULL,NULL,0.193633952
101648,0,0,0,271,73,0,168,0,0,445,445,0,2,13148,,1000,30,NULL,377.5280899,0,NULL,NULL,NULL,NULL,0.269372694
101675,461,38,16,0,0,0,0,0,0,2019,2019,0,2,48826,,1000,25,NULL,0,0,NULL,NULL,0.082429501,0.034707158,NULL
101693,241,60,8,0,0,0,56,68,0,1951,1766,185,2,39713,2088,906,23,11.28648649,31.71007928,0,367.5675676,0,0.248962656,0.033195021,NULL
101709,507,105,23,0,0,0,0,380,0,3426,2846,580,2,74317,8004,831,27,13.8,0,0,655.1724138,0,0.207100592,0.045364892,NULL
101736,0,0,0,756,87,428,714,0,0,5500,5500,0,2,81866,,1000,15,NULL,129.8181818,77.81818182,NULL,NULL,NULL,NULL,0.115079365
101879,988,119,76,0,0,0,0,626,0,8184,6965,1219,2,154117,14368,852,23,11.78671042,0,0,513.535685,0,0.120445344,0.076923077,NULL
101897,0,0,0,641,183,414,824,0,0,3867,3867,0,2,64556,,1000,17,NULL,213.0850789,107.0597362,NULL,NULL,NULL,NULL,0.28549142
101912,483,96,32,0,0,0,2,28,58,2063,2016,47,2,54380,888,978,27,18.89361702,0.992063492,0,595.7446809,1234.042553,0.198757764,0.066252588,NULL
101949,0,0,0,424,106,90,366,0,0,1893,1893,0,2,34655,,1000,19,NULL,193.3438986,47.54358162,NULL,NULL,NULL,NULL,0.25
101958,0,0,0,9,1,0,36,0,0,164,164,0,2,2860,,1000,18,NULL,219.5121951,0,NULL,NULL,NULL,NULL,0.111111111
101994,0,0,0,112,27,132,80,0,0,752,752,0,2,12593,,1000,17,NULL,106.3829787,175.5319149,NULL,NULL,NULL,NULL,0.241071429
102030,0,0,0,727,64,386,572,0,0,5760,5760,0,2,86054,,1000,15,NULL,99.30555556,67.01388889,NULL,NULL,NULL,NULL,0.088033012
102049,705,336,28,0,0,0,2,622,0,5294,3172,2122,2,95611,17876,600,31,8.424128181,0.630517024,0,293.1196984,0,0.476595745,0.039716312,NULL
102058,185,7,0,0,0,0,0,20,0,615,585,30,2,10000,510,952,18,17,0,0,666.6666667,0,0.037837838,0,NULL
102067,0,0,0,662,77,160,730,0,0,7852,7852,0,2,120031,,1000,16,NULL,92.96994396,20.37697402,NULL,NULL,NULL,NULL,0.116314199
102076,0,0,0,592,187,118,878,0,0,3192,3192,0,2,60504,,1000,19,NULL,275.0626566,36.96741855,NULL,NULL,NULL,NULL,0.315878378
102094,1495,230,121,0,0,192,0,1494,0,17588,12904,4684,2,307739,82313,734,24,17.57322801,0,14.87910725,318.9581554,0,0.153846154,0.080936455,NULL
102234,344,175,5,0,0,4,0,66,20,1639,1440,199,2,38650,1582,879,27,7.949748744,0,2.777777778,331.6582915,100.5025126,0.50872093,0.014534884,NULL
102261,13,2,0,0,0,0,10,0,0,201,201,0,2,4310,,1000,22,NULL,49.75124378,0,NULL,NULL,0.153846154,0,NULL
102270,447,54,6,0,0,0,0,0,0,1131,1131,0,2,13163,,1000,12,NULL,0,0,NULL,NULL,0.120805369,0.013422819,NULL
102298,237,80,7,0,0,0,0,0,0,934,934,0,2,12226,,1000,14,NULL,0,0,NULL,NULL,0.337552743,0.029535865,NULL
102313,0,0,0,298,69,450,400,0,0,2123,2123,0,2,35995,,1000,17,NULL,188.4126236,211.9642016,NULL,NULL,NULL,NULL,0.231543624
102368,1690,246,84,0,0,0,790,2448,0,26232,20437,5795,2,370507,64973,780,19,11.21190682,38.65537995,0,422.433132,0,0.14556213,0.049704142,NULL
102377,722,154,99,0,0,0,0,100,0,3158,2611,547,2,75210,4710,827,29,8.610603291,0,0,182.8153565,0,0.213296399,0.137119114,NULL
102429,0,0,0,806,134,292,800,0,0,5174,5174,0,2,84754,,1000,17,NULL,154.6192501,56.43602629,NULL,NULL,NULL,NULL,0.166253102
102553,923,74,70,0,0,324,1810,536,196,27685,26120,1565,2,342009,23843,944,14,15.23514377,69.29555896,12.4042879,342.4920128,125.2396166,0.080173348,0.075839653,NULL
102614,395,59,38,0,0,252,666,446,88,14851,13372,1479,2,163376,19756,901,13,13.3576741,49.80556386,18.84534849,301.5551048,59.49966193,0.149367089,0.096202532,NULL
102632,109,4,2,0,0,214,276,306,216,5713,5092,621,2,43954,8130,892,9,13.09178744,54.20267086,42.02670856,492.7536232,347.826087,0.036697248,0.018348624,NULL
102669,60,32,0,0,0,0,14,126,14,906,534,372,2,9214,3936,590,18,10.58064516,26.21722846,0,338.7096774,37.6344086,0.533333333,0,NULL
102845,55,13,0,0,0,702,688,0,0,3738,3738,0,2,178348,,1000,48,NULL,184.0556447,187.8009631,NULL,NULL,0.236363636,0,NULL
103501,0,0,0,367,265,180,80,0,0,486,486,0,2,14277,,1000,30,NULL,164.6090535,370.3703704,NULL,NULL,NULL,NULL,0.722070845
103644,87,12,2,0,0,0,172,0,0,6572,6572,0,2,104283,,1000,16,NULL,26.17163725,0,NULL,NULL,0.137931034,0.022988506,NULL
103723,158,57,1,0,0,0,48,0,0,334,334,0,2,9152,,1000,28,NULL,143.7125749,0,NULL,NULL,0.360759494,0.006329114,NULL
103787,7,0,0,0,0,0,10,0,0,97,97,0,2,1990,,1000,21,NULL,103.0927835,0,NULL,NULL,0,0,NULL
103893,0,0,0,326,232,0,14,0,0,1117,1117,0,2,17829,,1000,16,NULL,12.53357207,0,NULL,NULL,NULL,NULL,0.711656442
103909,0,0,0,286,200,0,240,0,0,1199,1199,0,2,21366,,1000,18,NULL,200.1668057,0,NULL,NULL,NULL,NULL,0.699300699
103927,0,0,0,229,161,0,14,0,0,756,756,0,2,12544,,1000,17,NULL,18.51851852,0,NULL,NULL,NULL,NULL,0.703056769
103945,15,4,0,0,0,0,136,0,0,270,270,0,2,9215,,1000,35,NULL,503.7037037,0,NULL,NULL,0.266666667,0,NULL
104090,51,11,1,0,0,438,136,26,0,2115,2064,51,2,27000,720,976,14,14.11764706,65.89147287,212.2093023,509.8039216,0,0.215686275,0.019607843,NULL
104151,6743,2886,283,0,0,1506,0,5912,160,53582,42427,11155,2,1155886,181681,792,28,16.28695652,0,35.49626417,529.9865531,14.34334379,0.427999407,0.04196945,NULL
104179,6331,2536,1279,0,0,0,0,3404,348,44509,34579,9930,2,938597,136673,777,28,13.76364552,0,0,342.7995972,35.04531722,0.400568631,0.202021798,NULL
104188,53,7,36,0,0,0,0,2,0,250,243,7,2,6480,120,972,27,17.14285714,0,0,285.7142857,0,0.132075472,0.679245283,NULL
104346,0,0,0,682,121,18,1064,0,0,11746,11746,0,2,132769,,1000,12,NULL,90.58402861,1.532436574,NULL,NULL,NULL,NULL,0.177419355
104364,10,1,0,0,0,0,344,0,0,1111,1111,0,2,27173,,1000,25,NULL,309.6309631,0,NULL,NULL,0.1,0,NULL
104425,0,0,0,447,103,1012,2784,0,0,12701,12701,0,2,239381,,1000,19,NULL,219.1953389,79.67876545,NULL,NULL,NULL,NULL,0.230425056
104577,0,0,0,790,283,1280,1006,0,0,9005,9005,0,2,106479,,1000,12,NULL,111.7157135,142.1432537,NULL,NULL,NULL,NULL,0.358227848
104586,416,144,12,0,0,0,0,28,0,1965,1918,47,2,53501,522,977,28,11.10638298,0,0,595.7446809,0,0.346153846,0.028846154,NULL
104717,165,30,4,0,0,0,0,11256,0,92552,56742,35810,2,986792,457367,614,18,12.77204691,0,0,314.3256074,0,0.181818182,0.024242424,NULL
105145,0,0,0,246,43,1626,1152,0,0,10444,10444,0,2,104454,,1000,11,NULL,110.3025661,155.6874761,NULL,NULL,NULL,NULL,0.174796748
105163,0,0,0,0,0,0,184,0,0,940,940,0,2,19196,,1000,21,NULL,195.7446809,0,NULL,NULL,NULL,NULL,NULL
105172,7,1,0,0,0,0,236,0,0,908,908,0,2,22636,,1000,25,NULL,259.9118943,0,NULL,NULL,0.142857143,0,NULL
105206,0,0,0,260,30,140,790,0,0,8106,8106,0,2,95651,,1000,12,NULL,97.45867259,17.27115717,NULL,NULL,NULL,NULL,0.115384615
105215,0,0,0,965,622,0,0,0,0,2807,2807,0,2,82626,,1000,30,NULL,0,0,NULL,NULL,NULL,NULL,0.644559585
105297,0,0,0,0,0,0,312,0,0,2079,2079,0,2,31130,,1000,15,NULL,150.0721501,0,NULL,NULL,NULL,NULL,NULL
105330,3248,1078,112,0,0,848,0,2692,312,30303,24637,5666,2,608132,60789,814,25,10.72873279,0,34.41977513,475.1147194,55.0653018,0.331896552,0.034482759,NULL
105349,0,0,0,118,6,682,362,0,0,6865,6865,0,2,55309,,1000,9,NULL,52.73124545,99.34450109,NULL,NULL,NULL,NULL,0.050847458
105428,0,0,0,708,87,812,2114,0,0,19008,19008,0,2,209322,,1000,12,NULL,111.21633,42.71885522,NULL,NULL,NULL,NULL,0.122881356
105589,89,15,4,0,0,0,0,140,16,1136,685,451,2,15842,6651,603,24,14.74722838,0,0,310.421286,35.4767184,0.168539326,0.04494382,NULL
105659,0,0,0,636,410,0,68,0,0,1048,1048,0,2,26844,,1000,26,NULL,64.88549618,0,NULL,NULL,NULL,NULL,0.644654088
105747,0,0,0,1003,165,216,2116,0,0,15384,15384,0,2,168644,,1000,11,NULL,137.5455018,14.04056162,NULL,NULL,NULL,NULL,0.164506481
105792,0,0,0,448,74,88,1062,0,0,6801,6801,0,2,77586,,1000,12,NULL,156.1535068,12.93927364,NULL,NULL,NULL,NULL,0.165178571
105899,67,31,1,0,0,0,2,0,0,725,725,0,2,15382,,1000,22,NULL,2.75862069,0,NULL,NULL,0.462686567,0.014925373,NULL
106041,0,0,0,1138,690,0,2350,0,0,3289,3289,0,2,102894,,1000,32,NULL,714.5028884,0,NULL,NULL,NULL,NULL,0.606326889
106102,68,0,1,0,0,0,102,478,0,2709,1928,781,2,21354,6348,712,12,8.128040973,52.90456432,0,612.0358515,0,0,0.014705882,NULL
106148,0,0,0,343,65,1010,1050,0,0,11518,11518,0,2,128142,,1000,12,NULL,91.16166001,87.68883487,NULL,NULL,NULL,NULL,0.189504373
106245,614,50,34,0,0,4,498,1104,110,15179,11343,3836,2,223167,31700,748,20,8.263816475,43.90372917,0.352640395,287.7997914,28.67570386,0.081433225,0.055374593,NULL
106306,134,6,3,0,0,0,164,0,0,1306,1306,0,2,26065,,1000,20,NULL,125.5742726,0,NULL,NULL,0.044776119,0.02238806,NULL
106342,102,50,0,0,0,0,0,0,0,625,625,0,2,16529,,1000,27,NULL,0,0,NULL,NULL,0.490196078,0,NULL
106397,2977,1108,138,0,0,0,0,2176,66,28005,22724,5281,2,602649,66588,812,27,12.60897557,0,0,412.0431736,12.49763302,0.372186765,0.046355391,NULL
106412,952,93,59,0,0,0,0,52,0,2923,2794,129,2,70019,1447,956,26,11.21705426,0,0,403.1007752,0,0.097689076,0.06197479,NULL
106449,0,0,0,897,352,798,1320,0,0,6333,6333,0,2,93555,,1000,15,NULL,208.4320227,126.0066319,NULL,NULL,NULL,NULL,0.392419175
106458,1743,352,91,0,0,0,784,2632,24,17545,11707,5838,2,274575,70113,668,24,12.00976362,66.9684804,0,450.8393285,4.110996917,0.20195066,0.052208835,NULL
106467,1251,305,70,0,0,90,742,634,0,13626,12284,1342,2,257735,15239,902,21,11.35543964,60.40377727,7.326603712,472.4292101,0,0.243804956,0.055955236,NULL
106485,557,89,16,0,0,522,990,130,0,4692,4414,278,2,87297,3267,941,20,11.75179856,224.2863616,118.2600816,467.6258993,0,0.15978456,0.028725314,NULL
106546,0,0,0,31,12,0,0,0,0,1096,1096,0,2,31869,,1000,30,NULL,0,0,NULL,NULL,NULL,NULL,0.387096774
106625,0,0,0,473,85,528,656,0,0,3148,3148,0,2,51676,,1000,17,NULL,208.386277,167.72554,NULL,NULL,NULL,NULL,0.179704017
106704,2075,444,108,0,0,0,58,966,26,13255,10867,2388,2,268506,30822,820,25,12.90703518,5.337259593,0,404.5226131,10.88777219,0.213975904,0.052048193,NULL
106713,46,15,0,0,0,0,24,0,0,964,964,0,2,20985,,1000,22,NULL,24.89626556,0,NULL,NULL,0.326086957,0,NULL
106795,0,0,0,169,40,342,284,0,0,2217,2217,0,2,30806,,1000,14,NULL,128.1010374,154.2625169,NULL,NULL,NULL,NULL,0.236686391
106810,17,1,1,0,0,0,20,0,0,209,209,0,2,4762,,1000,23,NULL,95.6937799,0,NULL,NULL,0.058823529,0.058823529,NULL
106883,0,0,0,231,29,40,226,0,0,2040,2040,0,2,25932,,1000,13,NULL,110.7843137,19.60784314,NULL,NULL,NULL,NULL,0.125541126
106980,0,0,0,502,89,84,812,0,0,4191,4191,0,2,64376,,1000,16,NULL,193.7485087,20.04294918,NULL,NULL,NULL,NULL,0.177290837
106999,0,0,0,207,50,296,358,0,0,1658,1658,0,2,26355,,1000,16,NULL,215.9227986,178.5283474,NULL,NULL,NULL,NULL,0.241545894
107044,980,425,36,0,0,0,0,756,0,7013,4946,2067,2,130907,24257,706,27,11.73536526,0,0,365.7474601,0,0.433673469,0.036734694,NULL
107071,724,134,45,0,0,2,10,268,222,4261,3599,662,2,91834,8147,845,26,12.30664653,2.778549597,0.555709919,404.8338369,335.347432,0.185082873,0.062154696,NULL
107080,430,284,0,0,0,0,0,18,0,1446,1432,14,2,45824,448,991,32,32,0,0,1285.714286,0,0.660465116,0,NULL
107141,307,160,6,0,0,0,6,280,0,2977,2279,698,2,51220,8817,766,23,12.63180516,2.632733655,0,401.1461318,0,0.521172638,0.019543974,NULL
107318,0,0,0,244,27,376,262,0,0,2506,2506,0,2,34911,,1000,14,NULL,104.5490822,150.0399042,NULL,NULL,NULL,NULL,0.110655738
107327,0,0,0,262,60,316,304,0,0,1963,1963,0,2,27844,,1000,15,NULL,154.8650025,160.9780948,NULL,NULL,NULL,NULL,0.229007634
107460,0,0,0,429,97,384,686,0,0,2813,2813,0,2,47933,,1000,18,NULL,243.8677568,136.5090651,NULL,NULL,NULL,NULL,0.226107226
107512,404,205,1,0,0,0,0,0,0,1631,1631,0,2,45310,,1000,28,NULL,0,0,NULL,NULL,0.507425743,0.002475248,NULL
107521,0,0,0,136,31,600,332,0,0,1953,1953,0,2,28752,,1000,15,NULL,169.9948797,307.2196621,NULL,NULL,NULL,NULL,0.227941176
107549,0,0,0,267,63,358,412,0,0,1948,1948,0,2,32268,,1000,17,NULL,211.4989733,183.7782341,NULL,NULL,NULL,NULL,0.235955056
107558,195,72,5,0,0,0,0,0,0,601,601,0,2,18725,,1000,32,NULL,0,0,NULL,NULL,0.369230769,0.025641026,NULL
107585,0,0,0,458,124,236,794,0,0,2892,2892,0,2,48991,,1000,17,NULL,274.5504841,81.604426,NULL,NULL,NULL,NULL,0.270742358
107600,140,33,7,0,0,0,0,0,0,669,669,0,2,16800,,1000,26,NULL,0,0,NULL,NULL,0.235714286,0.05,NULL
107619,0,0,0,193,52,554,278,0,0,2550,2550,0,2,34195,,1000,14,NULL,109.0196078,217.254902,NULL,NULL,NULL,NULL,0.269430052
107637,0,0,0,287,54,454,504,0,0,2235,2235,0,2,35615,,1000,16,NULL,225.5033557,203.1319911,NULL,NULL,NULL,NULL,0.18815331
107664,0,0,0,1021,104,1144,2172,0,0,14406,14406,0,2,219181,,1000,16,NULL,150.7705123,79.41135638,NULL,NULL,NULL,NULL,0.101860921
107725,0,0,0,213,65,250,268,0,0,2069,2069,0,2,29685,,1000,15,NULL,129.5311745,120.8313195,NULL,NULL,NULL,NULL,0.305164319
107743,0,0,0,139,33,142,236,0,0,1337,1337,0,2,18059,,1000,14,NULL,176.5145849,106.2079282,NULL,NULL,NULL,NULL,0.237410072
107877,143,41,3,0,0,0,4,0,0,693,693,0,2,15073,,1000,22,NULL,5.772005772,0,NULL,NULL,0.286713287,0.020979021,NULL
107974,0,0,0,190,25,550,334,0,0,2409,2409,0,2,37224,,1000,16,NULL,138.6467414,228.3105023,NULL,NULL,NULL,NULL,0.131578947
107983,562,102,20,0,0,0,304,300,0,4036,3353,683,2,82840,7421,831,25,10.86530015,90.66507605,0,439.238653,0,0.181494662,0.035587189,NULL
107992,0,0,0,177,72,894,366,0,0,3449,3449,0,2,38084,,1000,12,NULL,106.1177153,259.2055668,NULL,NULL,NULL,NULL,0.406779661
108092,652,84,29,0,0,306,716,0,0,8162,8162,0,2,177228,,1000,22,NULL,87.72359716,37.49081108,NULL,NULL,0.128834356,0.044478528,NULL
108232,845,42,67,0,0,0,502,2334,0,19806,13267,6539,2,221427,95178,670,17,14.55543661,37.83824527,0,356.9353112,0,0.049704142,0.079289941,NULL
108250,0,0,0,0,0,0,294,0,0,841,841,0,2,24034,,1000,29,NULL,349.5838288,0,NULL,NULL,NULL,NULL,NULL
108667,0,0,0,181,37,98,562,0,0,10844,10844,0,2,90826,,1000,9,NULL,51.8258945,9.037255625,NULL,NULL,NULL,NULL,0.20441989
108807,0,0,0,822,217,286,2300,0,0,16691,16691,0,2,201765,,1000,13,NULL,137.7988137,17.13498292,NULL,NULL,NULL,NULL,0.263990268
108852,0,0,0,84,51,0,218,0,0,297,297,0,2,8910,,1000,30,NULL,734.006734,0,NULL,NULL,NULL,NULL,0.607142857
109208,0,0,0,1095,296,7288,4870,0,0,43334,43334,0,2,616091,,1000,15,NULL,112.3828864,168.182028,NULL,NULL,NULL,NULL,0.270319635
109350,0,0,0,970,231,348,2688,0,0,18817,18817,0,2,263970,,1000,15,NULL,142.8495509,18.49391508,NULL,NULL,NULL,NULL,0.23814433
109651,67,21,3,0,0,0,0,132,0,2664,2407,257,2,64976,6225,904,27,24.22178988,0,0,513.618677,0,0.313432836,0.044776119,NULL
109785,1090,510,49,0,0,12,0,2170,2,12627,7229,5398,2,196838,85686,573,28,15.87365691,0,1.659980634,402.000741,0.370507595,0.467889908,0.044954128,NULL
109819,0,0,0,1128,260,1596,2046,0,0,24908,24908,0,2,327560,,1000,14,NULL,82.1422836,64.07579894,NULL,NULL,NULL,NULL,0.230496454
109907,0,0,0,204,19,28,606,0,0,4974,4974,0,2,61425,,1000,13,NULL,121.8335344,5.629272216,NULL,NULL,NULL,NULL,0.093137255
110060,12,5,0,0,0,2,0,28,0,412,303,109,2,6335,815,736,21,7.47706422,0,6.600660066,256.8807339,0,0.416666667,0,NULL
110097,846,430,18,0,0,0,0,626,0,6791,4599,2192,2,128177,25313,678,28,11.54790146,0,0,285.5839416,0,0.508274232,0.021276596,NULL
110185,127,67,4,0,0,0,0,8,0,705,677,28,2,17622,544,961,27,19.42857143,0,0,285.7142857,0,0.527559055,0.031496063,NULL
110219,0,0,0,0,0,0,324,0,94,1912,1826,86,2,69413,2203,956,39,25.61627907,177.4370208,0,0,1093.023256,NULL,NULL,NULL
110246,0,0,0,1010,301,3052,2896,0,0,15408,15408,0,2,255373,,1000,17,NULL,187.9543094,198.07892,NULL,NULL,NULL,NULL,0.298019802
110334,0,0,0,855,232,802,2720,0,0,18075,18075,0,2,235225,,1000,14,NULL,150.4840941,44.37067773,NULL,NULL,NULL,NULL,0.271345029
110361,437,175,16,0,0,0,0,902,0,8819,6848,1971,2,172852,30428,777,26,15.43784881,0,0,457.6357179,0,0.400457666,0.036613272,NULL
110370,247,71,10,0,0,0,0,382,32,2101,1645,456,2,40426,12636,783,25,27.71052632,0,0,837.7192982,70.1754386,0.287449393,0.04048583,NULL
110404,236,200,4,0,0,0,0,296,0,2291,1014,1277,2,43004,44626,443,43,34.94596711,0,0,231.7932655,0,0.847457627,0.016949153,NULL
110413,482,281,6,0,0,0,0,1130,0,5110,3190,1920,2,87490,29010,625,28,15.109375,0,0,588.5416667,0,0.582987552,0.012448133,NULL
110422,3448,1246,210,0,0,0,0,878,0,20416,19226,1190,2,791756,23160,942,42,19.46218487,0,0,737.8151261,0,0.36136891,0.060904872,NULL
110486,901,144,75,0,0,0,0,654,0,9896,8583,1313,2,314795,20342,868,37,15.49276466,0,0,498.0959634,0,0.15982242,0.083240844,NULL
110495,899,133,104,0,0,0,0,490,0,9380,8075,1305,2,194645,19245,861,25,14.74712644,0,0,375.4789272,0,0.147942158,0.115684093,NULL
110510,1916,241,247,0,0,0,0,1248,0,19820,17167,2653,2,649147,44297,867,38,16.69694685,0,0,470.4108556,0,0.125782881,0.128914405,NULL
110529,2538,299,446,0,0,0,0,828,0,23663,21781,1882,2,815422,25029,921,38,13.29914984,0,0,439.957492,0,0.117809299,0.17572892,NULL
110538,2727,537,226,0,0,0,0,682,0,17812,16535,1277,2,436429,13432,929,27,10.51840251,0,0,534.064213,0,0.196919692,0.082874954,NULL
110547,889,42,127,0,0,0,0,1578,0,15526,12977,2549,2,278971,25827,836,22,10.13220871,0,0,619.0663005,0,0.047244094,0.142857143,NULL
110556,2731,402,393,0,0,0,0,1602,0,24172,21093,3079,2,531076,40938,873,26,13.29587528,0,0,520.2987983,0,0.147198828,0.143903332,NULL
110565,4519,630,611,0,0,0,0,2952,0,40312,34492,5820,2,824337,55427,856,24,9.523539519,0,0,507.2164948,0,0.139411374,0.135206904,NULL
110574,1356,141,121,0,0,0,0,2066,0,16900,13961,2939,2,514970,71695,827,37,24.39435182,0,0,702.9601905,0,0.103982301,0.089233038,NULL
110583,4536,676,795,0,0,0,0,3394,0,38153,32516,5637,2,782129,64978,853,25,11.5270534,0,0,602.093312,0,0.149029982,0.17526455,NULL
110592,1676,105,269,0,0,0,0,2168,186,24607,20353,4254,2,702017,97296,828,35,22.87165021,0,0,509.6379878,43.7235543,0.062649165,0.160501193,NULL
110608,4512,537,546,0,0,0,0,3984,0,39906,34719,5187,2,810942,69971,871,24,13.48968575,0,0,768.0740312,0,0.119015957,0.121010638,NULL
110617,2536,191,367,0,0,0,0,1938,0,31822,28778,3044,2,641751,40270,905,23,13.22930355,0,0,636.6622865,0,0.075315457,0.144716088,NULL
110635,4263,3055,108,0,0,0,0,4506,224,39722,28919,10803,2,833036,235391,729,29,21.78941035,0,0,417.1063593,20.73498102,0.71663148,0.025334272,NULL
110644,4966,2656,194,0,0,0,0,2056,338,35523,28499,7024,2,1182404,188566,803,42,26.84595672,0,0,292.7107062,48.12072893,0.534836891,0.039065646,NULL
110653,4561,3111,92,0,0,0,0,2420,338,30833,25001,5832,2,1131923,185419,811,46,31.79338134,0,0,414.951989,57.95610425,0.682087262,0.020171015,NULL
