UNITID,cohort_status8,cohort_status13,cohort_status15,cohort_status29,cohort_status30,under_certi_award_level1,under_degree_award_level3,grad_degree_award_level7,grad_certi_award_level6,total_studentcount_1,undrgradstudentcount_2,gradstudentcount_4,inst_activity_type,inst_act_ugcredit_hrs,inst_act_gradcredit_hrs,ug_student_perthousandstudent,ug_average_sch_studentperay,grad_average_sch_studentperay,ug_degrees_perthousand_ugstudent,ug_certi_perthousand_ugstudent,graddegree_perthousandgradstudent,grad_certi_perthousand_gradstudent,bachelordegree_4yeargradrate,bachelordegree_6yeargradrate,associatedegree_certi3yeargradrate
153250,383,218,3,0,0,0,54,42,0,1675,1586,89,2,43254,828,947,28,9.303370787,34.04791929,0,471.9101124,0,0.569190601,0.007832898,NULL
153269,774,507,6,0,0,0,0,710,0,6690,3699,2991,2,93791,14743,553,26,4.929120695,0,0,237.3788031,0,0.65503876,0.007751938,NULL
153278,310,116,4,0,0,0,0,162,0,2294,1844,450,2,51278,6448,804,28,14.32888889,0,0,360,0,0.374193548,0.012903226,NULL
153296,0,0,0,311,58,0,372,0,0,1247,1247,0,2,24478,,1000,20,NULL,298.3159583,0,NULL,NULL,NULL,NULL,0.186495177
153302,40,20,0,0,0,0,8,0,0,206,206,0,2,5972,,1000,29,NULL,38.83495146,0,NULL,NULL,0.5,0,NULL
153311,0,0,0,920,254,680,1832,0,0,13591,13591,0,2,159874,,1000,12,NULL,134.795085,50.03311015,NULL,NULL,NULL,NULL,0.276086957
153320,61,24,0,0,0,0,28,18,0,349,293,56,2,6957,755,840,24,13.48214286,95.56313993,0,321.4285714,0,0.393442623,0,NULL
153366,196,70,5,0,0,0,0,316,0,3403,2320,1083,2,43607,12336,682,19,11.39058172,0,0,291.7820868,0,0.357142857,0.025510204,NULL
153375,342,97,13,0,0,34,0,36,2,2466,2424,42,2,56076,642,983,24,15.28571429,0,14.02640264,857.1428571,47.61904762,0.283625731,0.038011696,NULL
153384,462,392,0,0,0,0,0,0,0,1742,1742,0,2,50945,,1000,30,NULL,0,0,NULL,NULL,0.848484848,0,NULL
153409,0,0,0,0,0,0,92,16,0,400,366,34,2,13812,756,915,38,22.23529412,251.3661202,0,470.5882353,0,NULL,NULL,NULL
153418,1,0,0,0,0,0,304,18,0,894,836,58,2,32411,1229,936,39,21.18965517,363.6363636,0,310.3448276,0,0,0,NULL
153427,0,0,0,0,0,0,76,0,0,330,330,0,2,9900,,1000,30,NULL,230.3030303,0,NULL,NULL,NULL,NULL,NULL
153445,0,0,0,1328,373,392,1816,0,0,9144,9144,0,2,124428,,1000,14,NULL,198.600175,42.86964129,NULL,NULL,NULL,NULL,0.280873494
153472,0,0,0,892,218,430,1822,0,0,6480,6480,0,2,109998,,1000,17,NULL,281.1728395,66.35802469,NULL,NULL,NULL,NULL,0.244394619
153524,0,0,0,1197,444,406,1864,0,0,7669,7669,0,2,122709,,1000,17,NULL,243.0564611,52.94040944,NULL,NULL,NULL,NULL,0.370927318
153533,0,0,0,442,210,18,946,0,0,3806,3806,0,2,61140,,1000,17,NULL,248.5549133,4.729374672,NULL,NULL,NULL,NULL,0.475113122
153603,4528,1787,202,0,0,0,0,1726,40,36563,29945,6618,2,816235,81196,819,28,12.26896343,0,0,260.8038682,6.044122091,0.394655477,0.044611307,NULL
153621,149,41,1,0,0,0,0,0,0,695,695,0,2,16014,,1000,24,NULL,0,0,NULL,NULL,0.275167785,0.006711409,NULL
153630,0,0,0,1409,259,272,1746,0,0,9586,9586,0,2,150945,,1000,16,NULL,182.1406217,28.37471312,NULL,NULL,NULL,NULL,0.183818311
153658,4182,2014,112,0,0,0,0,2750,1092,34176,25085,9091,2,609480,103748,734,25,11.41216588,0,0,302.496975,120.1187988,0.481587757,0.026781444,NULL
153737,0,0,0,2840,617,234,3968,0,0,21889,21889,0,2,312377,,1000,15,NULL,181.2782676,10.69030106,NULL,NULL,NULL,NULL,0.217253521
153825,386,198,6,0,0,0,2,18,0,1721,1632,89,2,46742,927,949,29,10.41573034,1.225490196,0,202.247191,0,0.512953368,0.015544041,NULL
153834,630,469,4,0,0,0,0,0,0,2505,2505,0,2,79623,,1000,32,NULL,0,0,NULL,NULL,0.744444444,0.006349206,NULL
153861,34,10,1,0,0,0,0,462,0,1527,374,1153,2,11447,20629,245,31,17.89158716,0,0,400.6938422,0,0.294117647,0.029411765,NULL
153922,0,0,0,435,79,0,476,0,0,2906,2906,0,2,36820,,1000,13,NULL,163.7990365,0,NULL,NULL,NULL,NULL,0.181609195
153977,0,0,0,0,0,128,392,0,0,1036,1036,0,2,23151,,1000,23,NULL,378.3783784,123.5521236,NULL,NULL,NULL,NULL,NULL
154004,302,132,2,0,0,0,0,374,0,3400,1373,2027,2,37649,16102,404,28,7.94375925,0,0,184.5091268,0,0.437086093,0.006622517,NULL
154013,172,108,1,0,0,0,0,212,0,2147,1762,385,2,33185,4359,821,19,11.32207792,0,0,550.6493506,0,0.627906977,0.005813953,NULL
154022,1187,40,23,0,0,0,3122,8900,0,119102,104790,14312,2,1519900,186910,880,15,13.05967021,29.79291917,0,621.8557854,0,0.033698399,0.01937658,NULL
154059,0,0,0,704,288,652,1012,0,0,4014,4014,0,2,61692,,1000,16,NULL,252.1175884,162.4314898,NULL,NULL,NULL,NULL,0.409090909
154095,1972,747,58,0,0,0,0,1040,0,14795,11650,3145,2,279638,27654,788,25,8.793004769,0,0,330.6836248,0,0.378803245,0.029411765,NULL
154101,293,158,1,0,0,0,0,0,0,1319,1319,0,2,35787,0,1000,28,NULL,0,0,NULL,NULL,0.539249147,0.003412969,NULL
154110,0,0,0,641,215,68,1050,0,0,7153,7153,0,2,94916,,1000,14,NULL,146.791556,9.506500769,NULL,NULL,NULL,NULL,0.335413417
154129,0,0,0,243,131,0,442,0,0,2578,2578,0,2,33666,,1000,14,NULL,171.450737,0,NULL,NULL,NULL,NULL,0.53909465
154235,571,246,8,0,0,0,0,566,0,3877,2916,961,2,71627,17385,753,25,18.0905307,0,0,588.9698231,0,0.430823117,0.014010508,NULL
154262,0,0,0,0,0,40,138,0,0,265,265,0,2,5447,,1000,21,NULL,520.754717,150.9433962,NULL,NULL,NULL,NULL,NULL
154350,386,246,5,0,0,0,0,30,6,2043,1939,104,2,53741,1121,950,28,10.77884615,0,0,288.4615385,57.69230769,0.637305699,0.012953368,NULL
154378,0,0,0,439,126,36,1060,0,0,4040,4040,0,2,60656,,1000,16,NULL,262.3762376,8.910891089,NULL,NULL,NULL,NULL,0.287015945
154396,0,0,0,309,124,2,446,0,0,2101,2101,0,2,32577,,1000,16,NULL,212.2798667,0.951927653,NULL,NULL,NULL,NULL,0.401294498
154493,188,45,2,0,0,136,226,298,0,8985,7269,1716,2,165891,16968,810,23,9.888111888,31.0909341,18.70958866,173.6596737,0,0.239361702,0.010638298,NULL
154518,118,27,1,0,0,0,56,0,0,1817,1817,0,2,35219,,1000,20,NULL,30.82003302,0,NULL,NULL,0.228813559,0.008474576,NULL
154527,511,331,4,0,0,0,0,0,0,1791,1791,0,2,53653,,1000,30,NULL,0,0,NULL,NULL,0.647749511,0.007827789,NULL
154572,0,0,0,687,126,1994,1108,0,0,8538,8538,0,2,111033,,1000,14,NULL,129.7727805,233.5441555,NULL,NULL,NULL,NULL,0.183406114
154590,202,41,4,0,0,0,144,160,0,2182,1976,206,2,42769,2327,906,22,11.2961165,72.87449393,0,776.6990291,0,0.202970297,0.01980198,NULL
154642,0,0,0,429,159,466,582,0,0,4578,4578,0,2,58788,,1000,13,NULL,127.129751,101.7911752,NULL,NULL,NULL,NULL,0.370629371
154688,241,100,7,0,0,0,146,1034,0,4168,2466,1702,2,50091,22423,592,21,13.17450059,59.20519059,0,607.520564,0,0.414937759,0.029045643,NULL
154697,0,0,0,422,118,664,1200,0,0,16283,16283,0,2,128293,,1000,8,NULL,73.69649328,40.77872628,NULL,NULL,NULL,NULL,0.279620853
154712,396,173,4,0,0,0,0,70,0,2272,2191,81,2,56576,1288,965,26,15.90123457,0,0,864.1975309,0,0.436868687,0.01010101,NULL
154721,174,44,0,0,0,0,0,0,0,732,732,0,2,18232,,1000,25,NULL,0,0,NULL,NULL,0.252873563,0,NULL
154749,118,50,4,0,0,20,0,0,0,568,568,0,2,14307,,1000,26,NULL,0,35.21126761,NULL,NULL,0.423728814,0.033898305,NULL
154767,0,0,0,0,0,0,296,0,0,810,810,0,2,18888,,1000,24,NULL,365.4320988,0,NULL,NULL,NULL,NULL,NULL
154776,0,0,0,0,0,2,286,0,0,768,768,0,2,19816,,1000,26,NULL,372.3958333,2.604166667,NULL,NULL,NULL,NULL,NULL
154794,0,0,0,84,30,0,82,0,0,154,154,0,2,4706,,1000,31,NULL,532.4675325,0,NULL,NULL,NULL,NULL,0.357142857
154800,0,0,0,1315,307,0,2244,0,0,13595,13595,0,2,186029,,1000,14,NULL,165.0606841,0,NULL,NULL,NULL,NULL,0.233460076
154855,93,21,1,0,0,0,26,0,0,1343,1343,0,2,22177,,1000,17,NULL,19.35964259,0,NULL,NULL,0.225806452,0.010752688,NULL
154907,0,0,0,339,104,676,526,0,0,4014,4014,0,2,43857,,1000,11,NULL,131.0413553,168.410563,NULL,NULL,NULL,NULL,0.306784661
154925,0,0,0,508,185,408,504,0,0,2515,2515,0,2,41285,,1000,17,NULL,200.3976143,162.2266402,NULL,NULL,NULL,NULL,0.364173228
154934,0,0,0,240,84,12,500,0,0,1940,1940,0,2,30624,,1000,16,NULL,257.7319588,6.18556701,NULL,NULL,NULL,NULL,0.35
154952,0,0,0,812,266,0,1146,0,0,5624,5624,0,2,87326,,1000,16,NULL,203.769559,0,NULL,NULL,NULL,NULL,0.327586207
154998,0,0,0,429,166,0,440,0,0,2620,2620,0,2,41136,,1000,16,NULL,167.9389313,0,NULL,NULL,NULL,NULL,0.386946387
155007,0,0,0,0,0,0,34,0,0,565,565,0,2,8789,,1000,16,NULL,60.17699115,0,NULL,NULL,NULL,NULL,NULL
155025,653,142,23,0,0,0,0,1262,30,7550,4399,3151,2,104519,32251,583,24,10.23516344,0,0,400.5077753,9.520787052,0.217457887,0.035222052,NULL
155052,0,0,0,130,71,178,234,0,0,1054,1054,0,2,19613,,1000,19,NULL,222.0113852,168.8804554,NULL,NULL,NULL,NULL,0.546153846
155061,731,129,51,0,0,0,170,1180,0,16142,13291,2851,2,227766,29844,824,18,10.467906,12.79061019,0,413.8898632,0,0.176470588,0.069767442,NULL
155070,33,14,0,0,0,0,10,28,0,298,262,36,2,6041,423,880,24,11.75,38.16793893,0,777.7777778,0,0.424242424,0,NULL
155089,146,20,5,0,0,0,20,678,0,3161,2336,825,2,40571,10559,740,18,12.79878788,8.561643836,0,821.8181818,0,0.136986301,0.034246575,NULL
155098,0,0,0,415,134,670,462,0,0,3203,3203,0,2,45303,,1000,15,NULL,144.2397752,209.1788948,NULL,NULL,NULL,NULL,0.322891566
155104,0,0,0,368,137,8,482,0,0,2971,2971,0,2,45261,,1000,16,NULL,162.2349377,2.692696062,NULL,NULL,NULL,NULL,0.372282609
155140,0,0,0,0,0,0,170,0,0,930,930,0,2,21706,,1000,24,NULL,182.7956989,0,NULL,NULL,NULL,NULL,NULL
155177,0,0,0,195,107,0,304,0,0,478,478,0,2,12235,,1000,26,NULL,635.9832636,0,NULL,NULL,NULL,NULL,0.548717949
155186,0,0,0,506,139,510,512,0,0,5086,5086,0,2,62337,,1000,13,NULL,100.6685018,100.2752654,NULL,NULL,NULL,NULL,0.274703557
155195,0,0,0,1005,273,24,1550,0,0,9679,9679,0,2,118818,,1000,13,NULL,160.1405104,2.479594999,NULL,NULL,NULL,NULL,0.271641791
155201,0,0,0,219,60,282,226,0,0,1540,1540,0,2,23385,,1000,16,NULL,146.7532468,183.1168831,NULL,NULL,NULL,NULL,0.273972603
155210,0,0,0,1467,220,2354,3512,0,0,29734,29734,0,2,345167,,1000,12,NULL,118.1139436,79.16862851,NULL,NULL,NULL,NULL,0.149965917
155292,0,0,0,602,134,790,1170,0,0,9778,9778,0,2,129119,,1000,14,NULL,119.6563714,80.79361833,NULL,NULL,NULL,NULL,0.222591362
155308,3,1,0,0,0,4,0,0,0,24,24,0,2,331,,1000,14,NULL,0,166.6666667,NULL,NULL,0.333333333,0,NULL
155317,4435,1649,177,0,0,0,0,3186,298,30450,21059,9391,2,556124,100218,692,27,10.67170695,0,0,339.2609946,31.73250985,0.371815107,0.039909808,NULL
155335,115,36,0,0,0,0,136,334,0,5179,3643,1536,2,50056,14565,704,14,9.482421875,37.33186934,0,217.4479167,0,0.313043478,0,NULL
155399,3490,960,204,0,0,192,88,2062,314,27870,22228,5642,2,549107,59623,798,25,10.56770649,3.958970668,8.637754184,365.4732364,55.6540234,0.275071633,0.058452722,NULL
155414,138,33,1,0,0,0,0,54,0,934,795,139,2,20254,1101,852,26,7.920863309,0,0,388.4892086,0,0.239130435,0.007246377,NULL
155450,0,0,0,223,20,0,310,0,0,3359,3359,0,2,35065,,1000,11,NULL,92.28937184,0,NULL,NULL,NULL,NULL,0.089686099
155487,0,0,0,65,37,232,314,0,0,1160,1160,0,2,19554,,1000,17,NULL,270.6896552,200,NULL,NULL,NULL,NULL,0.569230769
155496,88,26,3,0,0,0,34,0,0,405,405,0,2,7400,,1000,19,NULL,83.95061728,0,NULL,NULL,0.295454545,0.034090909,NULL
155511,135,60,0,0,0,0,0,0,0,682,663,19,2,18655,279,973,29,14.68421053,0,0,0,0,0.444444444,0,NULL
155520,208,69,7,0,0,0,46,368,0,4234,1901,2333,2,43191,12776,449,23,5.476210887,24.19779064,0,157.7368195,0,0.331730769,0.033653846,NULL
155566,0,0,0,264,63,914,604,0,0,3792,3792,0,2,46546,,1000,13,NULL,159.2827004,241.0337553,NULL,NULL,NULL,NULL,0.238636364
155593,0,0,0,198,140,246,224,0,0,1150,1150,0,2,20265,,1000,18,NULL,194.7826087,213.9130435,NULL,NULL,NULL,NULL,0.707070707
155618,0,0,0,242,147,66,236,0,0,762,762,0,2,16941,,1000,23,NULL,309.7112861,86.61417323,NULL,NULL,NULL,NULL,0.607438017
155627,201,40,0,0,0,0,0,22,0,573,550,23,2,15040,384,960,28,16.69565217,0,0,956.5217391,0,0.199004975,0,NULL
155681,974,237,64,0,0,0,34,848,0,8662,6913,1749,2,180844,21352,799,27,12.20811893,4.918269926,0,484.8484848,0,0.243326489,0.065708419,NULL
155715,0,0,0,243,94,358,482,0,0,2285,2285,0,2,33275,,1000,15,NULL,210.940919,156.6739606,NULL,NULL,NULL,NULL,0.386831276
155812,113,30,0,0,0,0,2,272,0,1941,1070,871,2,22719,6019,552,22,6.910447761,1.869158879,0,312.2847302,0,0.265486726,0,NULL
155830,0,0,0,129,84,532,54,0,0,904,904,0,2,11962,,1000,14,NULL,59.73451327,588.4955752,NULL,NULL,NULL,NULL,0.651162791
155858,0,0,0,449,161,0,388,0,0,2632,2632,0,2,38022,,1000,15,NULL,147.4164134,0,NULL,NULL,NULL,NULL,0.35857461
155900,158,67,1,0,0,168,0,314,66,3245,2515,730,2,36220,7738,776,15,10.6,0,66.79920477,430.1369863,90.4109589,0.424050633,0.006329114,NULL
155937,150,44,0,0,0,0,0,0,0,719,719,0,2,19054,,1000,27,NULL,0,0,NULL,NULL,0.293333333,0,NULL
155973,141,54,0,0,0,0,0,0,0,841,815,26,2,19530,293,970,24,11.26923077,0,0,0,0,0.382978723,0,NULL
156082,698,89,44,0,0,16,400,266,34,8085,7096,989,2,137269,7322,878,20,7.403437816,56.36978579,2.254791432,268.958544,34.37815976,0.127507163,0.063037249,NULL
156107,0,0,0,206,78,1420,200,0,0,5238,5238,0,2,66990,,1000,13,NULL,38.18251241,271.0958381,NULL,NULL,NULL,NULL,0.378640777
156125,1243,242,91,0,0,0,120,1536,12,16967,13461,3506,2,293329,44562,794,22,12.71021107,8.9146423,0,438.1061038,3.422703936,0.194690265,0.073209976,NULL
156189,189,85,0,0,0,0,0,0,0,633,633,0,2,17050,,1000,27,NULL,0,0,NULL,NULL,0.44973545,0,NULL
156213,309,173,10,0,0,0,0,158,0,1985,1672,313,2,41986,4909,843,26,15.68370607,0,0,504.7923323,0,0.55987055,0.03236246,NULL
156231,0,0,0,598,118,1896,764,0,0,4756,4756,0,2,75138,,1000,16,NULL,160.6391926,398.6543314,NULL,NULL,NULL,NULL,0.197324415
156286,567,301,10,0,0,0,0,520,16,3969,2823,1146,2,81017,11010,712,29,9.607329843,0,0,453.7521815,13.96160558,0.530864198,0.017636684,NULL
156295,413,184,3,0,0,0,0,0,0,1726,1726,0,2,51491,,1000,30,NULL,0,0,NULL,NULL,0.445520581,0.007263923,NULL
156338,0,0,0,240,59,2898,854,0,0,6622,6622,0,2,83937,,1000,13,NULL,128.9640592,437.6321353,NULL,NULL,NULL,NULL,0.245833333
156356,112,12,0,0,0,0,18,10,2,1119,1092,27,2,23332,244,976,22,9.037037037,16.48351648,0,370.3703704,74.07407407,0.107142857,0,NULL
156365,415,112,6,0,0,4,116,442,0,4270,3702,568,2,72754,8146,867,20,14.3415493,31.33441383,1.080497029,778.1690141,0,0.269879518,0.014457831,NULL
156392,0,0,0,1814,306,3686,2696,0,0,16698,16698,0,2,232483,,1000,14,NULL,161.4564619,220.7449994,NULL,NULL,NULL,NULL,0.168687982
156408,336,269,0,0,0,0,0,0,0,1395,1395,0,2,39768,,1000,29,NULL,0,0,NULL,NULL,0.800595238,0,NULL
156417,13,6,0,0,0,2,4,0,0,191,191,0,2,3361,,1000,18,NULL,20.94240838,10.47120419,NULL,NULL,0.461538462,0,NULL
156541,478,120,0,0,0,0,0,1974,0,6367,2260,4107,2,49565,54990,355,22,13.38933528,0,0,480.642805,0,0.251046025,0,NULL
156620,2414,466,140,0,0,0,438,1402,20,19158,16142,3016,2,355531,36313,843,23,12.04011936,27.13418412,0,464.8541114,6.631299735,0.193040597,0.057995029,NULL
156648,0,0,0,1011,244,4018,1672,0,0,9818,9818,0,2,113862,,1000,12,NULL,170.29945,409.2483194,NULL,NULL,NULL,NULL,0.241345203
156745,379,169,0,0,0,0,0,394,0,1594,1105,489,2,29370,5304,694,27,10.84662577,0,0,805.7259714,0,0.44591029,0,NULL
156790,0,0,0,529,162,1576,864,0,0,4480,4480,0,2,60772,,1000,14,NULL,192.8571429,351.7857143,NULL,NULL,NULL,NULL,0.306238185
156851,0,0,0,190,47,792,432,0,0,3564,3564,0,2,36653,,1000,11,NULL,121.2121212,222.2222222,NULL,NULL,NULL,NULL,0.247368421
156860,0,0,0,432,92,1666,1046,0,0,5101,5101,0,2,64869,,1000,13,NULL,205.0578318,326.6026269,NULL,NULL,NULL,NULL,0.212962963
156921,0,0,0,1007,127,3748,2668,0,0,18375,18375,0,2,217446,,1000,12,NULL,145.1972789,203.9727891,NULL,NULL,NULL,NULL,0.12611718
157021,0,0,0,0,0,102,558,0,0,2260,2260,0,2,60751,,1000,27,NULL,246.9026549,45.13274336,NULL,NULL,NULL,NULL,NULL
157030,14,3,1,0,0,0,12,0,0,83,83,0,2,2094,,1000,26,NULL,144.5783133,0,NULL,NULL,0.214285714,0.071428571,NULL
157058,487,32,29,0,0,0,98,98,0,3185,2983,202,2,54887,2276,937,19,11.26732673,32.85283272,0,485.1485149,0,0.065708419,0.059548255,NULL
157076,219,81,3,0,0,0,0,0,0,718,718,0,2,18662,,1000,26,NULL,0,0,NULL,NULL,0.369863014,0.01369863,NULL
157085,4040,1323,214,0,0,16,0,2528,296,30212,22551,7661,2,621348,79029,747,28,10.31575512,0,0.709502905,329.9830309,38.63725362,0.327475248,0.052970297,NULL
157100,160,40,1,0,0,0,0,10,0,636,596,40,2,15902,315,938,27,7.875,0,0,250,0,0.25,0.00625,NULL
157216,421,78,7,0,0,0,36,422,0,3010,2335,675,2,60222,12930,776,26,19.15555556,15.41755889,0,625.1851852,0,0.185273159,0.016627078,NULL
157270,0,0,0,0,0,0,218,0,0,574,574,0,2,15798,,1000,28,NULL,379.7909408,0,NULL,NULL,NULL,NULL,NULL
157289,2547,915,158,0,0,72,38,2438,272,25286,18548,6738,2,418746,69618,734,23,10.33214604,2.048738408,3.881820142,361.8284357,40.36806174,0.359246172,0.062033765,NULL
157304,0,0,0,329,94,1374,838,0,0,6643,6643,0,2,65999,,1000,10,NULL,126.1478248,206.8342616,NULL,NULL,NULL,NULL,0.285714286
157331,0,0,0,459,134,2518,752,0,0,5338,5338,0,2,83846,,1000,16,NULL,140.8767329,471.7122518,NULL,NULL,NULL,NULL,0.291938998
157377,120,29,2,0,0,0,286,100,0,1670,1526,144,2,30589,1742,914,21,12.09722222,187.4180865,0,694.4444444,0,0.241666667,0.016666667,NULL
157386,977,235,59,0,0,0,388,818,16,12930,11092,1838,2,207928,18273,858,19,9.941784548,34.98016589,0,445.0489663,8.705114255,0.240532242,0.060388946,NULL
157401,1450,415,76,0,0,0,34,1354,42,12509,10128,2381,2,233737,27415,810,24,11.51406972,3.357030016,0,568.6686266,17.63964721,0.286206897,0.052413793,NULL
157438,0,0,0,243,72,2306,718,0,0,6606,6606,0,2,73031,,1000,12,NULL,108.6890705,349.076597,NULL,NULL,NULL,NULL,0.296296296
157447,1963,252,107,0,0,16,178,1030,6,17589,14465,3124,2,318810,31176,823,23,9.979513444,12.30556516,1.106118216,329.7055058,1.920614597,0.128374936,0.054508406,NULL
157483,0,0,0,612,225,4148,1480,0,0,9606,9606,0,2,121571,,1000,13,NULL,154.0703727,431.8134499,NULL,NULL,NULL,NULL,0.367647059
157535,162,41,3,0,0,0,60,22,0,2420,1945,475,2,41762,792,804,22,1.667368421,30.84832905,0,46.31578947,0,0.25308642,0.018518519,NULL
157553,0,0,0,449,90,2126,890,0,0,6994,6994,0,2,76262,,1000,11,NULL,127.2519302,303.9748356,NULL,NULL,NULL,NULL,0.200445434
157599,0,0,0,0,0,0,718,0,0,2473,2473,0,2,50302,,1000,21,NULL,290.3356247,0,NULL,NULL,NULL,NULL,NULL
157632,78,24,0,0,0,0,118,20,0,1050,1030,20,2,19257,246,981,19,12.3,114.5631068,0,1000,0,0.307692308,0,NULL
157696,0,0,0,0,0,0,240,0,0,685,685,0,2,16053,,1000,24,NULL,350.3649635,0,NULL,NULL,NULL,NULL,NULL
157711,0,0,0,1049,262,3678,1560,0,0,9919,9919,0,2,137011,,1000,14,NULL,157.2739187,370.8035084,NULL,NULL,NULL,NULL,0.249761678
157739,0,0,0,353,103,1336,736,0,0,7103,7103,0,2,64006,,1000,10,NULL,103.6181895,188.0895396,NULL,NULL,NULL,NULL,0.291784703
157748,151,54,3,0,0,0,10,588,0,4318,841,3477,2,16221,43724,195,20,12.57520851,11.89060642,0,169.1113028,0,0.357615894,0.01986755,NULL
157757,102,7,7,0,0,0,6,670,4,2535,1421,1114,2,29759,20254,561,21,18.18132855,4.222378607,0,601.4362657,3.590664273,0.068627451,0.068627451,NULL
157766,0,0,0,0,0,144,146,0,0,930,930,0,2,24186,,1000,27,NULL,156.9892473,154.8387097,NULL,NULL,NULL,NULL,NULL
157793,0,0,0,0,0,18,1020,856,38,6621,4900,1721,2,176400,25648,741,36,14.90296339,208.1632653,3.673469388,497.3852411,22.08018594,NULL,NULL,NULL
157809,277,89,4,0,0,0,226,128,0,1916,1792,124,2,37520,2244,936,21,18.09677419,126.1160714,0,1032.258065,0,0.321299639,0.014440433,NULL
157818,315,199,4,0,0,0,0,0,0,1093,1093,0,2,38640,,1000,36,NULL,0,0,NULL,NULL,0.631746032,0.012698413,NULL
157863,244,41,6,0,0,0,0,256,30,1417,888,529,2,22493,7157,627,26,13.52930057,0,0,483.9319471,56.71077505,0.168032787,0.024590164,NULL
157951,2579,684,148,0,0,156,518,1810,164,24302,20420,3882,2,441484,42487,841,22,10.94461618,25.36728697,7.63956905,466.254508,42.24626481,0.265219077,0.057386584,NULL
158088,0,0,0,319,229,1202,30,0,0,3179,3179,0,2,47172,,1000,15,NULL,9.436929852,378.1063227,NULL,NULL,NULL,NULL,0.717868339
158343,0,0,0,43,40,0,82,0,0,82,82,0,2,2450,,1000,30,NULL,1000,0,NULL,NULL,NULL,NULL,0.930232558
158352,0,0,0,392,94,876,26,0,0,3117,3117,0,2,44164,,1000,15,NULL,8.341353866,281.039461,NULL,NULL,NULL,NULL,0.239795918
158431,0,0,0,1606,170,498,1438,0,0,11787,11787,0,2,188474,,1000,16,NULL,121.9988123,42.24993637,NULL,NULL,NULL,NULL,0.105853051
158477,246,104,1,0,0,0,0,62,0,720,615,105,2,17869,1200,855,30,11.42857143,0,0,590.4761905,0,0.422764228,0.004065041,NULL
158662,0,0,0,2623,297,1836,2736,0,0,25488,25488,0,2,369391,,1000,15,NULL,107.3446328,72.03389831,NULL,NULL,NULL,NULL,0.113229127
158723,0,0,0,167,112,0,164,0,0,343,343,0,2,15435,,1000,45,NULL,478.1341108,0,NULL,NULL,NULL,NULL,0.670658683
158802,173,42,3,0,0,0,0,0,0,1289,1289,0,2,36100,,1000,29,NULL,0,0,NULL,NULL,0.242774566,0.01734104,NULL
158884,0,0,0,188,22,510,396,0,0,3750,3750,0,2,43980,,1000,12,NULL,105.6,136,NULL,NULL,NULL,NULL,0.117021277
159009,1184,144,58,0,0,0,26,502,0,5746,4649,1097,2,116379,17372,810,26,15.83591613,5.592600559,0,457.6116682,0,0.121621622,0.048986486,NULL
159197,0,0,0,169,117,0,348,0,0,1046,1046,0,2,44760,,1000,43,NULL,332.6959847,0,NULL,NULL,NULL,NULL,0.692307692
159382,130,14,8,0,0,0,214,0,20,2822,2822,0,2,49742,0,1000,18,NULL,75.83274274,0,NULL,NULL,0.107692308,0.061538462,NULL
159391,5131,1900,261,0,0,0,0,2228,0,32843,26523,6320,2,702003,96301,808,27,15.2375,0,0,352.5316456,0,0.370298187,0.050867277,NULL
159407,0,0,0,626,70,4,646,0,0,3386,3386,0,2,54113,,1000,16,NULL,190.7855877,1.181334908,NULL,NULL,NULL,NULL,0.111821086
159416,349,41,27,0,0,0,0,254,0,5166,4437,729,2,77678,7614,859,18,10.44444444,0,0,348.4224966,0,0.11747851,0.077363897,NULL
159568,218,61,8,0,0,0,42,214,0,1446,1124,322,2,30118,3670,778,27,11.39751553,37.36654804,0,664.5962733,0,0.279816514,0.036697248,NULL
159647,1424,428,88,0,0,0,112,916,16,12804,10601,2203,2,228215,27710,828,22,12.57830232,10.56504103,0,415.7966409,7.262823423,0.300561798,0.061797753,NULL
159656,691,352,10,0,0,0,0,570,0,5343,3235,2108,2,89039,12908,606,28,6.123339658,0,0,270.398482,0,0.509406657,0.01447178,NULL
159717,1241,203,83,0,0,0,242,560,62,9502,8404,1098,2,202311,11430,885,25,10.40983607,28.79581152,0,510.0182149,56.46630237,0.16357776,0.066881547,NULL
159939,1210,159,85,0,0,0,0,1184,0,11397,8703,2694,2,182906,33613,764,22,12.47698589,0,0,439.4951745,0,0.131404959,0.070247934,NULL
159948,42,3,5,0,0,198,134,470,24,3501,1459,2042,2,15817,25237,417,11,12.3589618,91.84372858,135.70939,230.1665034,11.75318315,0.071428571,0.119047619,NULL
159966,1097,207,68,0,0,0,456,326,0,7754,6853,901,2,161552,12230,884,24,13.57380688,66.54020137,0,361.8201998,0,0.188696445,0.061987238,NULL
159993,1194,227,67,0,0,0,130,592,0,9903,8122,1781,2,172404,20879,821,22,11.72318922,16.00590987,0,332.3975295,0,0.190117253,0.056113903,NULL
160010,0,0,0,369,160,2310,74,0,0,4622,4622,0,2,49802,,1000,11,NULL,16.01038511,499.7836434,NULL,NULL,NULL,NULL,0.433604336
160038,1088,225,42,0,0,0,700,556,100,11129,9604,1525,2,201628,16108,863,21,10.56262295,72.88629738,0,364.5901639,65.57377049,0.206801471,0.038602941,NULL
160065,101,7,22,0,0,0,6,76,0,1171,958,213,2,19855,3333,819,21,15.64788732,6.263048017,0,356.8075117,0,0.069306931,0.217821782,NULL
