UNITID,XBAREVCT,BAREVCT,XBAEXCLU,BAEXCLU,XBAAC150,BAAC150,XBANC100,BANC100,XBAGR100,BAGR100,XBANC150,BANC150,XBAGR150,BAGR150,XBAAEXCL,BAAEXCL,XBAAC200,BAAC200,XBANC20A,BANC200A,XBASTEND,BASTEND,XBANC200,BANC200,XBAGR200,BAGR200,XL4REVCT,L4REVCT,XL4EXCLU,L4EXCLU,XL4AC150,L4AC150,XL4NC100,L4NC100,XL4GR100,L4GR100,XL4NC150,L4NC150,XL4GR150,L4GR150,XL4AEXCL,L4AEXCL,XL4AC200,L4AC200,XL4NC20A,L4NC200A,XL4STEND,L4STEND,XL4NC200,L4NC200,XL4GR200,L4GR200
164678,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,139,R,0,R,139,R,98,R,71,R,111,R,80,R,0,R,139,R,1,R,2,R,112,R,81
164720,R,299,R,0,R,299,R,54,R,18,R,87,R,29,R,0,R,299,R,4,R,0,R,91,R,30,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
164739,R,884,R,2,R,882,R,692,R,78,R,742,R,84,R,0,R,882,R,35,R,21,R,777,R,88,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
164748,R,577,R,0,R,577,R,255,R,44,R,343,R,59,R,0,R,577,R,15,R,0,R,358,R,62,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
164775,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,348,R,0,R,348,R,48,R,14,R,86,R,25,R,0,R,348,R,31,R,32,R,117,R,34
164845,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,132,R,0,R,132,R,3,R,2,R,71,R,54,Z,0,R,132,Z,0,Z,0,R,71,R,54
164872,R,59,R,0,R,59,Z,0,R,0,R,4,R,7,R,0,R,59,R,7,R,11,R,11,R,19,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
164924,R,2254,R,0,R,2254,R,2004,R,89,R,2078,R,92,R,0,R,2254,R,9,R,2,R,2087,R,93,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
164933,R,155,R,0,R,155,R,90,R,58,R,100,R,65,Z,0,R,155,Z,0,Z,0,R,100,R,65,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
164988,R,4124,R,9,R,4115,R,3266,R,79,R,3453,R,84,R,0,R,4115,R,30,R,2,R,3483,R,85,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
165015,R,764,R,0,R,764,R,656,R,86,R,687,R,90,R,0,R,764,R,6,R,0,R,693,R,91,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
165024,R,1321,R,0,R,1321,R,368,R,28,R,718,R,54,R,0,R,1321,R,38,R,11,R,756,R,57,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
165033,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,1555,R,2,R,1553,R,259,R,17,R,269,R,17,R,0,R,1553,R,153,R,159,R,422,R,27
165060,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,2,R,0,R,2,R,1,R,50,R,1,R,50,Z,0,R,2,Z,0,Z,0,R,1,R,50
165112,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,1095,R,0,R,1095,R,25,R,2,R,118,R,11,Z,0,R,1095,R,30,R,209,R,148,R,14
165167,R,15,R,0,R,15,Z,0,R,0,Z,0,R,0,R,0,R,15,R,1,R,0,R,1,R,7,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
165194,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,471,R,3,R,468,R,26,R,6,R,67,R,14,R,0,R,468,R,23,R,43,R,90,R,19
165255,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,72,R,0,R,72,R,52,R,72,R,64,R,89,Z,0,R,72,Z,0,Z,0,R,64,R,89
165334,R,563,R,0,R,563,R,425,R,75,R,449,R,80,R,1,R,562,R,4,R,0,R,453,R,81,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
165529,R,586,R,0,R,586,R,214,R,37,R,250,R,43,R,0,R,586,R,3,R,1,R,253,R,43,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
165556,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,398,R,0,R,398,R,72,R,18,R,209,R,53,R,0,R,398,R,6,R,0,R,215,R,54
165574,R,44,R,0,R,44,R,21,R,48,R,21,R,48,Z,0,R,44,Z,0,Z,0,R,21,R,48,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
165608,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,31,R,0,R,31,R,15,R,48,R,25,R,81,R,0,R,31,R,2,R,0,R,27,R,87
165635,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,184,R,0,R,184,R,98,R,53,R,117,R,64,Z,0,R,184,Z,0,Z,0,R,117,R,64
165644,R,144,R,0,R,144,R,53,R,37,R,69,R,48,R,0,R,144,R,2,R,2,R,71,R,49,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
165662,R,728,R,0,R,728,R,578,R,79,R,595,R,82,Z,0,R,728,Z,0,Z,0,R,595,R,82,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
165671,R,467,R,0,R,467,R,233,R,50,R,270,R,58,R,0,R,467,R,6,R,0,R,276,R,59,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
165699,R,522,R,0,R,522,R,353,R,68,R,374,R,72,Z,0,R,522,Z,0,Z,0,R,374,R,72,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
165750,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,146,R,0,R,146,R,21,R,14,R,76,R,52,R,0,R,146,R,0,R,0,R,76,R,52
165802,R,93,R,0,R,93,R,19,R,20,R,34,R,37,Z,0,R,93,Z,0,Z,0,R,34,R,37,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
165820,R,728,R,0,R,728,R,172,R,24,R,370,R,51,Z,0,R,728,R,3,R,14,R,373,R,51,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
165866,R,714,R,0,R,714,R,242,R,34,R,368,R,52,R,0,R,714,R,9,R,6,R,377,R,53,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
165936,R,380,R,0,R,380,R,225,R,59,R,280,R,74,R,0,R,380,R,1,R,0,R,281,R,74,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
165981,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,314,R,0,R,314,R,30,R,10,R,76,R,24,R,0,R,314,R,17,R,20,R,93,R,30
166009,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,51,R,0,R,51,R,48,R,94,R,48,R,94,Z,0,R,51,Z,0,Z,0,R,48,R,94
166018,R,389,R,0,R,389,R,211,R,54,R,248,R,64,Z,0,R,389,Z,0,Z,0,R,248,R,64,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
166027,R,1684,R,5,R,1679,R,1448,R,86,R,1628,R,97,R,0,R,1679,R,18,R,2,R,1646,R,98,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
166054,R,24,R,0,R,24,R,13,R,54,R,13,R,54,Z,0,R,24,Z,0,Z,0,R,13,R,54,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
166063,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,20,R,0,R,20,R,0,R,0,R,13,R,65,Z,0,R,20,Z,0,Z,0,R,13,R,65
166124,R,751,R,0,R,751,R,675,R,90,R,698,R,93,Z,0,R,751,Z,0,Z,0,R,698,R,93,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
166133,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,1250,R,0,R,1250,R,68,R,5,R,199,R,16,R,0,R,1250,R,84,R,120,R,283,R,23
166276,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,123,R,0,R,123,R,24,R,20,R,54,R,44,R,0,R,123,R,1,R,0,R,55,R,45
166294,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,73,R,0,R,73,R,0,R,0,R,52,R,71,R,0,R,73,R,3,R,0,R,55,R,75
166319,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,101,R,0,R,101,R,63,R,62,R,88,R,87,Z,0,R,101,Z,0,Z,0,R,88,R,87
166328,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,29,R,0,R,29,R,0,R,0,R,20,R,69,Z,0,R,29,Z,0,Z,0,R,20,R,69
166391,R,390,R,0,R,390,R,146,R,37,R,173,R,44,Z,0,R,390,Z,0,Z,0,R,173,R,44,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
166407,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,1,R,0,R,1,R,1,R,100,R,1,R,100,Z,0,R,1,Z,0,Z,0,R,1,R,100
166452,R,295,R,1,R,294,R,98,R,33,R,136,R,46,Z,0,R,294,R,5,Z,0,R,141,R,48,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
166498,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,100,R,0,R,100,R,62,R,62,R,86,R,86,Z,0,R,100,Z,0,Z,0,R,86,R,86
166513,R,1210,R,2,R,1208,R,355,R,29,R,650,R,54,R,0,R,1208,R,43,R,17,R,693,R,57,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
166586,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,12,R,0,R,12,R,0,R,0,R,8,R,67,Z,0,R,12,Z,0,Z,0,R,8,R,67
166595,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,31,R,0,R,31,R,1,R,3,R,27,R,87,Z,0,R,31,Z,0,Z,0,R,27,R,87
166629,R,4172,R,6,R,4166,R,2259,R,54,R,2934,R,70,R,1,R,4165,R,44,R,18,R,2978,R,72,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
166638,R,846,R,0,R,846,R,109,R,13,R,321,R,38,R,4,R,842,R,48,R,17,R,369,R,44,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
166647,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,727,R,0,R,727,R,50,R,7,R,101,R,14,R,0,R,727,R,23,R,49,R,124,R,17
166656,R,220,R,0,R,220,R,119,R,54,R,146,R,66,R,0,R,220,R,0,R,0,R,146,R,66,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
166674,R,325,R,0,R,325,R,144,R,44,R,212,R,65,R,0,R,325,R,10,R,0,R,222,R,68,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
166683,R,1001,R,0,R,1001,R,837,R,84,R,929,R,93,R,0,R,1001,R,10,R,2,R,939,R,94,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
166692,R,247,R,1,R,246,R,108,R,44,R,150,R,61,Z,0,R,246,R,7,R,0,R,157,R,64,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
166805,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,7,R,0,R,7,R,1,R,14,R,3,R,43,Z,0,R,7,Z,0,Z,0,R,3,R,43
166823,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,1148,R,3,R,1145,R,43,R,4,R,174,R,15,R,1,R,1144,R,57,R,231,R,231,R,20
166850,R,531,R,2,R,529,R,303,R,57,R,338,R,64,R,0,R,529,R,7,R,0,R,345,R,65,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
166887,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,1396,R,0,R,1396,R,43,R,3,R,177,R,13,R,2,R,1394,R,93,R,147,R,270,R,19
166911,R,65,R,0,R,65,R,28,R,43,R,35,R,54,Z,0,R,65,Z,0,Z,0,R,35,R,54,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
166939,R,555,R,1,R,554,R,435,R,79,R,451,R,81,R,0,R,554,R,3,R,0,R,454,R,82,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
166948,R,431,R,0,R,431,R,144,R,33,R,179,R,42,R,0,R,431,R,5,R,0,R,184,R,43,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
166957,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,688,R,2,R,686,R,36,R,5,R,100,R,15,R,0,R,686,R,40,R,50,R,140,R,20
166975,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,73,R,0,R,73,R,31,R,42,R,58,R,79,Z,0,R,73,Z,0,Z,0,R,58,R,79
166984,R,80,R,0,R,80,R,29,R,36,R,46,R,58,R,0,R,80,R,5,R,0,R,51,R,64,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
167020,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,447,R,0,R,447,R,212,R,47,R,282,R,63,R,0,R,447,R,4,R,0,R,286,R,64
167039,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,31,R,0,R,31,R,3,R,10,R,12,R,39,R,0,R,31,R,0,R,0,R,12,R,39
167057,R,75,R,0,R,75,R,53,R,71,R,62,R,83,Z,0,R,75,Z,0,Z,0,R,62,R,83,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
167224,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,22,R,0,R,22,R,15,R,68,R,15,R,68,Z,0,R,22,Z,0,Z,0,R,15,R,68
167251,R,267,R,0,R,267,R,75,R,28,R,113,R,42,R,0,R,267,R,1,R,3,R,114,R,43,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
167260,R,336,R,1,R,335,R,150,R,45,R,166,R,50,R,0,R,335,R,2,R,2,R,168,R,50,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
167288,R,299,R,0,R,299,R,94,R,31,R,140,R,47,R,0,R,299,R,5,R,2,R,145,R,48,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
167297,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,30,R,0,R,30,R,24,R,80,R,24,R,80,Z,0,R,30,Z,0,Z,0,R,24,R,80
167312,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,1109,R,0,R,1109,R,53,R,5,R,185,R,17,Z,0,R,1109,R,76,R,109,R,261,R,24
167321,R,251,R,1,R,250,R,63,R,25,R,79,R,32,R,0,R,250,R,1,R,0,R,80,R,32,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
167358,R,2955,R,3,R,2952,Z,0,R,0,R,2318,R,79,R,0,R,2952,R,30,R,4,R,2348,R,80,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
167376,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,863,R,0,R,863,R,44,R,5,R,154,R,18,R,0,R,863,R,47,R,86,R,201,R,23
167394,R,195,R,0,R,195,R,111,R,57,R,133,R,68,Z,0,R,195,R,2,R,1,R,135,R,69,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
167455,R,171,R,0,R,171,R,34,R,20,R,51,R,30,Z,0,R,171,Z,0,Z,0,R,51,R,30,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
167525,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,355,R,0,R,355,R,18,R,5,R,61,R,17,R,0,R,355,R,17,R,36,R,78,R,22
167534,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,1296,R,5,R,1291,R,83,R,6,R,205,R,16,R,0,R,1291,R,81,R,130,R,286,R,22
167598,R,171,R,0,R,171,R,70,R,41,R,88,R,51,R,0,R,171,R,0,R,0,R,88,R,51,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
167631,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,322,R,0,R,322,R,12,R,4,R,40,R,12,R,0,R,322,R,23,R,19,R,63,R,20
167729,R,1129,R,1,R,1128,R,226,R,20,R,512,R,45,R,1,R,1127,R,34,R,14,R,546,R,48,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
167738,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,768,R,1,R,767,R,279,R,36,R,339,R,44,R,0,R,767,R,0,R,0,R,339,R,44
167783,R,436,R,0,R,436,R,255,R,58,R,290,R,67,R,0,R,436,R,8,R,1,R,298,R,68,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
167835,R,673,R,1,R,672,R,545,R,81,R,574,R,85,R,0,R,672,R,3,R,0,R,577,R,86,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
167871,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,105,R,0,R,105,R,86,R,82,R,90,R,86,Z,0,R,105,Z,0,Z,0,R,90,R,86
167899,R,576,R,3,R,573,R,307,R,54,R,380,R,66,R,0,R,573,R,5,R,0,R,385,R,67,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
167905,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,850,R,0,R,850,R,70,R,8,R,175,R,21,R,0,R,850,R,59,R,62,R,234,R,28
167987,R,1768,R,5,R,1763,R,559,R,32,R,879,R,50,Z,0,R,1763,R,36,R,13,R,915,R,52,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
167996,R,594,R,0,R,594,R,469,R,79,R,478,R,80,Z,0,R,594,Z,0,Z,0,R,478,R,80,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
168005,R,1287,R,1,R,1286,R,520,R,40,R,719,R,56,R,0,R,1286,R,8,R,7,R,727,R,57,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
168032,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,78,R,0,R,78,R,21,R,27,R,46,R,59,R,0,R,78,R,0,R,1,R,46,R,59
168148,R,1281,R,1,R,1280,R,1120,R,88,R,1181,R,92,R,0,R,1280,R,2,R,0,R,1183,R,92,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
168218,R,586,R,0,R,586,R,494,R,84,R,542,R,92,Z,0,R,586,Z,0,Z,0,R,542,R,92,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
168227,R,775,R,0,R,775,R,365,R,47,R,496,R,64,R,0,R,775,R,8,R,2,R,504,R,65,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
168254,R,719,R,0,R,719,R,367,R,51,R,445,R,62,R,1,R,718,R,5,R,2,R,450,R,63,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
168263,R,1159,R,7,R,1152,R,508,R,44,R,689,R,60,R,0,R,1152,R,12,R,5,R,701,R,61,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
168281,R,410,R,0,R,410,R,317,R,77,R,336,R,82,Z,0,R,410,Z,0,Z,0,R,336,R,82,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
168290,R,179,R,0,R,179,R,97,R,54,R,104,R,58,Z,0,R,179,R,3,R,1,R,107,R,60,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
168342,R,534,R,1,R,533,R,484,R,91,R,514,R,96,Z,0,R,533,R,3,Z,0,R,517,R,97,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
168421,R,777,R,0,R,777,R,578,R,74,R,649,R,84,R,0,R,777,R,3,R,0,R,652,R,84,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
168430,R,667,R,0,R,667,R,217,R,33,R,340,R,51,R,0,R,667,R,19,R,9,R,359,R,54,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
168528,R,364,R,0,R,364,R,176,R,48,R,215,R,59,R,2,R,362,R,2,R,0,R,217,R,60,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
168546,R,480,R,0,R,480,R,297,R,62,R,344,R,72,R,0,R,480,R,1,R,0,R,345,R,72,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
168555,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,34,R,0,R,34,R,1,R,3,R,29,R,85,R,2,R,32,R,1,R,1,R,30,R,94
168573,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,417,R,0,R,417,R,221,R,53,R,286,R,69,Z,0,R,417,Z,0,Z,0,R,286,R,69
168591,R,317,R,0,R,317,R,159,R,50,R,212,R,67,Z,0,R,317,Z,0,Z,0,R,212,R,67,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
168607,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,404,R,0,R,404,R,71,R,18,R,110,R,27,R,0,R,404,R,25,R,12,R,135,R,33
168740,R,283,R,0,R,283,R,95,R,34,R,166,R,59,R,0,R,283,R,17,R,0,R,183,R,65,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
168786,R,387,R,0,R,387,R,192,R,50,R,204,R,53,R,0,R,387,R,2,R,1,R,206,R,53,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
168838,R,54,R,0,R,54,Z,0,R,0,R,6,R,11,R,0,R,54,R,2,R,1,R,8,R,15,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
168847,R,62,R,0,R,62,R,1,R,2,R,6,R,10,R,0,R,62,R,3,R,2,R,9,R,15,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
168883,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,426,R,0,R,426,R,43,R,10,R,88,R,21,R,0,R,426,R,18,R,41,R,106,R,25
168892,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,30,R,0,R,30,R,12,R,40,R,18,R,60,Z,0,R,30,Z,0,Z,0,R,18,R,60
169071,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,15,R,0,R,15,R,11,R,73,R,14,R,93,Z,0,R,15,Z,0,Z,0,R,14,R,93
169080,R,1025,R,5,R,1020,R,615,R,60,R,785,R,77,R,0,R,1020,R,7,R,2,R,792,R,78,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
169187,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,43,R,0,R,43,R,38,R,88,R,38,R,88,Z,0,R,43,Z,0,Z,0,R,38,R,88
169248,R,3806,R,0,R,3806,R,774,R,20,R,2177,R,57,R,0,R,3806,R,119,R,29,R,2296,R,60,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
169275,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,310,R,0,R,310,R,9,R,3,R,28,R,9,R,0,R,310,R,25,R,23,R,53,R,17
169284,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,19,R,0,R,19,R,0,R,0,R,12,R,63,R,0,R,19,R,0,R,0,R,12,R,63
169327,R,17,R,0,R,17,R,8,R,47,R,8,R,47,R,0,R,17,R,1,R,0,R,9,R,53,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
169363,R,110,R,0,R,110,R,25,R,23,R,63,R,57,R,0,R,110,R,2,R,0,R,65,R,59,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
169442,R,192,R,0,R,192,R,56,R,29,R,110,R,57,R,0,R,192,R,4,R,1,R,114,R,59,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
169479,R,303,R,0,R,303,R,86,R,28,R,122,R,40,R,0,R,303,R,7,R,3,R,129,R,43,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
169503,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,77,R,0,R,77,R,6,R,8,R,47,R,61,Z,0,R,77,Z,0,Z,0,R,47,R,61
169521,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,931,R,0,R,931,R,77,R,8,R,145,R,16,R,0,R,931,R,85,R,4,R,230,R,25
169576,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,30,R,0,R,30,R,3,R,10,R,14,R,47,Z,0,R,30,Z,0,Z,0,R,14,R,47
169655,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,334,R,1,R,333,R,203,R,61,R,239,R,72,Z,0,R,333,Z,0,Z,0,R,239,R,72
169716,R,480,R,0,R,480,R,170,R,35,R,274,R,57,R,0,R,480,R,6,R,4,R,280,R,58,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
169734,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,22,R,0,R,22,R,4,R,18,R,12,R,55,Z,0,R,22,Z,0,Z,0,R,12,R,55
169761,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,39,R,0,R,39,R,18,R,46,R,20,R,51,Z,0,R,39,Z,0,Z,0,R,20,R,51
169798,R,2272,R,0,R,2272,R,276,R,12,R,845,R,37,R,0,R,2272,R,148,R,47,R,993,R,44,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
169910,R,656,R,0,R,656,R,167,R,25,R,345,R,53,R,0,R,656,R,25,R,8,R,370,R,56,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
169947,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,46,R,0,R,46,R,32,R,70,R,32,R,70,Z,0,R,46,Z,0,Z,0,R,32,R,70
169974,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,160,R,0,R,160,R,18,R,11,R,29,R,18,R,0,R,160,R,0,R,6,R,29,R,18
169983,R,397,R,0,R,397,R,40,R,10,R,217,R,55,R,1,R,396,R,18,R,4,R,235,R,59,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
