"UNITID","privateprofit_total_salary_wage","private_nonprofit_total_salary_wage","public_total_salary_wage"
"129020",NULL,NULL,"939624372"
"129215",NULL,NULL,"54461099"
"129367",NULL,NULL,"18633063"
"129543",NULL,NULL,"19198026"
"129695",NULL,NULL,"26857200"
"129729",NULL,NULL,"28027262"
"129756",NULL,NULL,"12694802"
"129808",NULL,NULL,"18189633"
"130004",NULL,NULL,"26945221"
"130040",NULL,NULL,"8622294"
"130217",NULL,NULL,"8799113"
"130396",NULL,NULL,"29826196"
"130493",NULL,NULL,"95560655"
"130606",NULL,NULL,"18405222"
"130624",NULL,NULL,"40595929"
"130776",NULL,NULL,"54941129"
"130882",NULL,NULL,"6065098"
"130891",NULL,NULL,"20285744"
"130907",NULL,NULL,"14554430"
"130916",NULL,NULL,"31205235"
"130934",NULL,NULL,"55112374"
"131399",NULL,NULL,"62194398"
"132374",NULL,NULL,"12421156"
"132675",NULL,NULL,"1208882"
"132693",NULL,NULL,"48810582"
"132709",NULL,NULL,"113437812"
"132851",NULL,NULL,"21351179"
"132903",NULL,NULL,"383288820"
"132976",NULL,NULL,"3566788"
"133021",NULL,NULL,"9365129"
"133155",NULL,NULL,"3220947"
"133386",NULL,NULL,"60916840"
"133508",NULL,NULL,"43062020"
"133650",NULL,NULL,"146120371"
"133669",NULL,NULL,"213475753"
"133702",NULL,NULL,"94124805"
"133951",NULL,NULL,"415275190"
"133960",NULL,NULL,"5412866"
"134097",NULL,NULL,"508291628"
"134130",NULL,NULL,"1407580000"
"134291",NULL,NULL,"2987041"
"134307",NULL,NULL,"2732855"
"134343",NULL,NULL,"20740450"
"134495",NULL,NULL,"64645485"
"134608",NULL,NULL,"59824430"
"135160",NULL,NULL,"10856667"
"135179",NULL,NULL,"4514508"
"135188",NULL,NULL,"14113801"
"135267",NULL,NULL,"4314700"
"135276",NULL,NULL,"3398881"
"135294",NULL,NULL,"5949892"
"135391",NULL,NULL,"28763406"
"135407",NULL,NULL,"8303548"
"135522",NULL,NULL,"4605720"
"135647",NULL,NULL,"5953404"
"135717",NULL,NULL,"217682333"
"135735",NULL,NULL,"6019311"
"136145",NULL,NULL,"6132908"
"136172",NULL,NULL,"112702338"
"136233",NULL,NULL,"19516030"
"136303",NULL,NULL,"3564597"
"136358",NULL,NULL,"78398934"
"136400",NULL,NULL,"26775581"
"136473",NULL,NULL,"31713215"
"136491",NULL,NULL,"4562208"
"136516",NULL,NULL,"34045450"
"136659",NULL,NULL,"1439807"
"136765",NULL,NULL,"3552800"
"136826",NULL,NULL,"7675299"
"137023",NULL,NULL,"4718952"
"137078",NULL,NULL,"97261000"
"137087",NULL,NULL,"4612405"
"137096",NULL,NULL,"47734921"
"137120",NULL,NULL,"8124000"
"137209",NULL,NULL,"55224297"
"137245",NULL,NULL,"12396871"
"137281",NULL,NULL,"18431785"
"137315",NULL,NULL,"14488136"
"137351",NULL,NULL,"564686435"
"137713",NULL,NULL,"1408433"
"137759",NULL,NULL,"48894198"
"137856",NULL,NULL,"1351689"
"137865",NULL,NULL,"2416603"
"138187",NULL,NULL,"109379332"
"138284",NULL,NULL,"2817896"
"138354",NULL,NULL,"86682854"
"138372",NULL,NULL,"3375613"
"138479",NULL,NULL,"9084999"
"138488",NULL,NULL,"3347120"
"138497",NULL,NULL,"2825205"
"138558",NULL,NULL,"13633904"
"138682",NULL,NULL,"12646222"
"138691",NULL,NULL,"21215750"
"138716",NULL,NULL,"30062338"
"138789",NULL,NULL,"38904530"
"138840",NULL,NULL,"16996098"
"138901",NULL,NULL,"12412724"
"138956",NULL,NULL,"15273025"
"139010",NULL,NULL,"10430652"
"139250",NULL,NULL,"14742929"
"139278",NULL,NULL,"20969322"
"139311",NULL,NULL,"40396050"
"139357",NULL,NULL,"12894730"
"139366",NULL,NULL,"51387956"
"139384",NULL,NULL,"19107281"
"139463",NULL,NULL,"18152871"
"139621",NULL,NULL,"9371290"
"139700",NULL,NULL,"17267847"
"139719",NULL,NULL,"29736606"
"139746",NULL,NULL,"478348"
"139755",NULL,NULL,"666664222"
"139764",NULL,NULL,"16842333"
"139861",NULL,NULL,"53977851"
"139931",NULL,NULL,"148648899"
"139940",NULL,NULL,"308828473"
"139959",NULL,NULL,"654605457"
"139968",NULL,NULL,"15439394"
"139986",NULL,NULL,"17089547"
"140012",NULL,NULL,"22782509"
"140164",NULL,NULL,"152622846"
"140243",NULL,NULL,"12475673"
"140331",NULL,NULL,"26659299"
"140599",NULL,NULL,"7609234"
"140678",NULL,NULL,"9321877"
"140942",NULL,NULL,"15162755"
"140960",NULL,NULL,"34074776"
"141006",NULL,NULL,"7739990"
"141097",NULL,NULL,"36686712"
"141158",NULL,NULL,"6446746"
"141255",NULL,NULL,"14250473"
"141264",NULL,NULL,"76264078"
"141334",NULL,NULL,"74571381"
"141565",NULL,NULL,"54687759"
"141574",NULL,NULL,"470855068"
"141680",NULL,NULL,"25135582"
"141796",NULL,NULL,"36418020"
"141802",NULL,NULL,"11799158"
"141811",NULL,NULL,"29795298"
"141839",NULL,NULL,"24690961"
"141963",NULL,NULL,"50947784"
"141981",NULL,NULL,"13688424"
"141990",NULL,NULL,"13627263"
"142115",NULL,NULL,"148938718"
"142179",NULL,NULL,"5270418"
"142276",NULL,NULL,"106487786"
"142285",NULL,NULL,"157799066"
"142328",NULL,NULL,"22343841"
"142443",NULL,NULL,"29317683"
"142559",NULL,NULL,"29039447"
"143215",NULL,NULL,"45621001"
"143279",NULL,NULL,"24364580"
"143613",NULL,NULL,"10654321"
"144005",NULL,NULL,"69832288"
"144157",NULL,NULL,"25961856"
"144166",NULL,NULL,"24932862"
"144175",NULL,NULL,"19673997"
"144184",NULL,NULL,"31197723"
"144193",NULL,NULL,"22056762"
"144209",NULL,NULL,"25923550"
"144218",NULL,NULL,"29405278"
"144500",NULL,NULL,"31822270"
"144564",NULL,NULL,"11861862"
"144865",NULL,NULL,"103579239"
"144892",NULL,NULL,"107426101"
"144944",NULL,NULL,"51824423"
"145336",NULL,NULL,"51417143"
"145521",NULL,NULL,"10589179"
"145600",NULL,NULL,"1028972943"
"145637",NULL,NULL,"884033736"
"145682",NULL,NULL,"39551047"
"145707",NULL,NULL,"4647433"
"145813",NULL,NULL,"213925106"
"145831",NULL,NULL,"14501207"
"146205",NULL,NULL,"24010323"
"146278",NULL,NULL,"9979240"
"146296",NULL,NULL,"56930340"
"146348",NULL,NULL,"15225818"
"146366",NULL,NULL,"16656154"
"146418",NULL,NULL,"15758352"
"146472",NULL,NULL,"66084774"
"146506",NULL,NULL,"18131292"
"146603",NULL,NULL,"23853108"
"146685",NULL,NULL,"32605560"
"147004",NULL,NULL,"27528233"
"147378",NULL,NULL,"55037958"
"147411",NULL,NULL,"15637476"
"147703",NULL,NULL,"236505375"
"147776",NULL,NULL,"76877516"
"147800",NULL,NULL,"53519037"
"147916",NULL,NULL,"41127054"
"148007",NULL,NULL,"21431688"
"148256",NULL,NULL,"13765815"
"148292",NULL,NULL,"13938819"
"148380",NULL,NULL,"31752543"
"148654",NULL,NULL,"47970924"
"148672",NULL,NULL,"8515847"
"148821",NULL,NULL,"7490856"
"148937",NULL,NULL,"7426152"
"148991",NULL,NULL,"6648247"
"149222",NULL,NULL,"315170178"
"149231",NULL,NULL,"140798743"
"149240",NULL,NULL,"3792274"
"149365",NULL,NULL,"26269231"
"149532",NULL,NULL,"36106237"
"149587",NULL,NULL,"84788780"
"149727",NULL,NULL,"33632850"
"149772",NULL,NULL,"130907738"
"149842",NULL,NULL,"71265444"
"150136",NULL,NULL,"223401127"
"150987",NULL,NULL,"255600120"
"151102",NULL,NULL,"65115481"
"151111",NULL,NULL,"559005728"
"151306",NULL,NULL,"56840465"
"151324",NULL,NULL,"92867356"
"151333",NULL,NULL,"14987824"
"151342",NULL,NULL,"34221493"
"151351",NULL,NULL,"681378508"
"151360",NULL,NULL,"25772091"
"151379",NULL,NULL,"30492063"
"151388",NULL,NULL,"16124277"
"151537",NULL,NULL,"100000"
"152248",NULL,NULL,"50719783"
"152266",NULL,NULL,"20349673"
"152637",NULL,NULL,"46257066"
"153214",NULL,NULL,"72083322"
"153296",NULL,NULL,"5831869"
"153311",NULL,NULL,"28616279"
"153445",NULL,NULL,"21126289"
"153472",NULL,NULL,"24447618"
"153524",NULL,NULL,"21449612"
"153533",NULL,NULL,"14114526"
"153603",NULL,NULL,"502669536"
"153630",NULL,NULL,"24145676"
"153658",NULL,NULL,"1237322000"
"153737",NULL,NULL,"65158467"
"153922",NULL,NULL,"9121639"
"154059",NULL,NULL,"14853459"
"154095",NULL,NULL,"133281390"
"154110",NULL,NULL,"20103885"
"154129",NULL,NULL,"7412057"
"154378",NULL,NULL,"15483215"
"154396",NULL,NULL,"8166460"
"154572",NULL,NULL,"18818478"
"154642",NULL,NULL,"5928718"
"154697",NULL,NULL,"17759771"
"154800",NULL,NULL,"28576433"
"154907",NULL,NULL,"7255956"
"154925",NULL,NULL,"6870941"
"154934",NULL,NULL,"5775627"
"154952",NULL,NULL,"11354308"
"154998",NULL,NULL,"9848588"
"155025",NULL,NULL,"41551790"
"155052",NULL,NULL,"3741785"
"155061",NULL,NULL,"50903718"
"155098",NULL,NULL,"6515157"
"155104",NULL,NULL,"10077077"
"155140",NULL,NULL,"9000342"
"155186",NULL,NULL,"8031281"
"155195",NULL,NULL,"20197811"
"155201",NULL,NULL,"4854409"
"155210",NULL,NULL,"85188670"
"155292",NULL,NULL,"30429686"
"155317",NULL,NULL,"561698017"
"155399",NULL,NULL,"366615774"
"155423",NULL,NULL,"4826276"
"155450",NULL,NULL,"5825861"
"155487",NULL,NULL,"3665519"
"155566",NULL,NULL,"7546558"
"155593",NULL,NULL,"4005917"
"155618",NULL,NULL,"3134240"
"155681",NULL,NULL,"49631370"
"155715",NULL,NULL,"6054191"
"155830",NULL,NULL,"2208309"
"155858",NULL,NULL,"9196810"
"156082",NULL,NULL,"48547791"
"156107",NULL,NULL,"11191294"
"156125",NULL,NULL,"125608749"
"156231",NULL,NULL,"12295711"
"156338",NULL,NULL,"11033228"
"156392",NULL,NULL,"31602368"
"156620",NULL,NULL,"132269306"
"156648",NULL,NULL,"16246407"
"156790",NULL,NULL,"13694788"
"156851",NULL,NULL,"6967532"
"156860",NULL,NULL,"9811759"
"156921",NULL,NULL,"37161533"
"157058",NULL,NULL,"28707394"
"157085",NULL,NULL,"1175949021"
"157289",NULL,NULL,"455281000"
"157304",NULL,NULL,"11870584"
"157331",NULL,NULL,"12877635"
"157386",NULL,NULL,"63638566"
"157401",NULL,NULL,"79754099"
"157438",NULL,NULL,"15501774"
"157447",NULL,NULL,"108163000"
"157483",NULL,NULL,"17103951"
"157553",NULL,NULL,"13354886"
"157711",NULL,NULL,"20275741"
"157739",NULL,NULL,"14446287"
"157854",NULL,NULL,"24293497"
"157951",NULL,NULL,"148169408"
"158088",NULL,NULL,"6388985"
"158352",NULL,NULL,"5809664"
"158431",NULL,NULL,"18880742"
"158662",NULL,NULL,"50929761"
"158884",NULL,NULL,"5636800"
"159009",NULL,NULL,"33070939"
"159373",NULL,NULL,"268155406"
"159382",NULL,NULL,"10581267"
"159391",NULL,NULL,"475847410"
"159407",NULL,NULL,"7591239"
"159416",NULL,NULL,"17847748"
"159638",NULL,NULL,"1774047"
"159647",NULL,NULL,"63604168"
"159717",NULL,NULL,"37505361"
"159939",NULL,NULL,"71573341"
"159966",NULL,NULL,"31909837"
"159993",NULL,NULL,"49430107"
"160010",NULL,NULL,"6029052"
"160038",NULL,NULL,"39978481"
"160481",NULL,NULL,"5598120"
"160533",NULL,NULL,"3416898"
"160579",NULL,NULL,"7815590"
"160612",NULL,NULL,"69259743"
"160621",NULL,NULL,"58694045"
"160630",NULL,NULL,"15544806"
"160649",NULL,NULL,"11567123"
"160658",NULL,NULL,"163334337"
"160667",NULL,NULL,"7454805"
"160913",NULL,NULL,"5541114"
"161077",NULL,NULL,"8930364"
"161138",NULL,NULL,"9036764"
"161192",NULL,NULL,"7519328"
"161217",NULL,NULL,"20819000"
"161226",NULL,NULL,"18829000"
"161235",NULL,NULL,"6601000"
"161244",NULL,NULL,"5088000"
"161253",NULL,NULL,"154271000"
"161280",NULL,NULL,"16294000"
"161299",NULL,NULL,"14250246"
"161341",NULL,NULL,"8683000"
"161484",NULL,NULL,"6048314"
"161545",NULL,NULL,"18716205"
"161554",NULL,NULL,"79613000"
"161581",NULL,NULL,"3204708"
"161688",NULL,NULL,"17323514"
"161767",NULL,NULL,"76221947"
"161864",NULL,NULL,"34819595"
"161873",NULL,NULL,"59617364"
"162007",NULL,NULL,"44501097"
"162104",NULL,NULL,"13530680"
"162122",NULL,NULL,"36859174"
"162168",NULL,NULL,"15286214"
"162283",NULL,NULL,"34895552"
"162557",NULL,NULL,"31164594"
"162584",NULL,NULL,"46750293"
"162609",NULL,NULL,"6781919"
"162690",NULL,NULL,"20468415"
"162706",NULL,NULL,"26589641"
"162779",NULL,NULL,"52250545"
"163204",NULL,NULL,"178759207"
"163259",NULL,NULL,"560234489"
"163268",NULL,NULL,"168582736"
"163286",NULL,NULL,"855425419"
"163338",NULL,NULL,"53774091"
"163426",NULL,NULL,"170047085"
"163453",NULL,NULL,"96081966"
"163657",NULL,NULL,"68362721"
"163851",NULL,NULL,"73958421"
"163912",NULL,NULL,"25787808"
"164076",NULL,NULL,"165531850"
"164146",NULL,NULL,"10646505"
"164155",NULL,NULL,"204927913"
"164313",NULL,NULL,"13638834"
"164535",NULL,NULL,"503220"
"164775",NULL,NULL,"14436872"
"165024",NULL,NULL,"98339321"
"165033",NULL,NULL,"40969455"
"165112",NULL,NULL,"44260281"
"165194",NULL,NULL,"19553745"
"165608",NULL,NULL,"626960"
"165820",NULL,NULL,"41237683"
"165866",NULL,NULL,"41481620"
"165981",NULL,NULL,"15064326"
"166133",NULL,NULL,"33843096"
"166513",NULL,NULL,"168322000"
"166629",NULL,NULL,"479994559"
"166638",NULL,NULL,"187592000"
"166647",NULL,NULL,"25492970"
"166665",NULL,NULL,"39521798"
"166674",NULL,NULL,"38377704"
"166692",NULL,NULL,"21958248"
"166708",NULL,NULL,"308410368"
"166823",NULL,NULL,"33268520"
"166887",NULL,NULL,"43456214"
"166957",NULL,NULL,"28530919"
"167288",NULL,NULL,"21887640"
"167312",NULL,NULL,"36368536"
"167376",NULL,NULL,"32651306"
"167525",NULL,NULL,"14644982"
"167534",NULL,NULL,"41540242"
"167631",NULL,NULL,"16567310"
"167729",NULL,NULL,"82764162"
"167871",NULL,NULL,"1554758"
"167905",NULL,NULL,"30171976"
"167987",NULL,NULL,"106839000"
"168263",NULL,NULL,"42066821"
"168430",NULL,NULL,"42015354"
"168607",NULL,NULL,"9054144"
"168883",NULL,NULL,"9709367"
"169248",NULL,NULL,"194369913"
"169275",NULL,NULL,"43354391"
"169521",NULL,NULL,"40518240"
"169798",NULL,NULL,"165541973"
"169910",NULL,NULL,"115688110"
"169974",NULL,NULL,"5377707"
"169992",NULL,NULL,"5595342"
"170055",NULL,NULL,"60525564"
"170082",NULL,NULL,"181055170"
"170240",NULL,NULL,"35798013"
"170444",NULL,NULL,"19748741"
"170541",NULL,NULL,"30747165"
"170550",NULL,NULL,"24173618"
"170587",NULL,NULL,"7482800"
"170620",NULL,NULL,"16201519"
"170639",NULL,NULL,"19310257"
"170657",NULL,NULL,"56240309"
"170790",NULL,NULL,"63231962"
"170976",NULL,NULL,"2904336000"
"171100",NULL,NULL,"1015469419"
"171128",NULL,NULL,"113282076"
"171137",NULL,NULL,"69571000"
"171146",NULL,NULL,"61395000"
"171155",NULL,NULL,"12454225"
"171225",NULL,NULL,"14933382"
"171234",NULL,NULL,"6574697"
"171304",NULL,NULL,"15515752"
"171395",NULL,NULL,"6201748"
"171456",NULL,NULL,"67097772"
"171483",NULL,NULL,"22963270"
"171535",NULL,NULL,"82967578"
"171571",NULL,NULL,"139671670"
"172051",NULL,NULL,"59853152"
"172200",NULL,NULL,"43802003"
"172291",NULL,NULL,"14616467"
"172307",NULL,NULL,"10728047"
"172422",NULL,NULL,"8031054"
"172617",NULL,NULL,"52773341"
"172635",NULL,NULL,"48540690"
"172644",NULL,NULL,"450364777"
"172671",NULL,NULL,"6258011"
"172699",NULL,NULL,"220033011"
"172918",NULL,NULL,"12296000"
"172954",NULL,NULL,"9897000"
"172963",NULL,NULL,"26748000"
"173063",NULL,NULL,"15108000"
"173115",NULL,NULL,"5324000"
"173124",NULL,NULL,"33818000"
"173203",NULL,NULL,"16679000"
"173416",NULL,NULL,"14860000"
"173461",NULL,NULL,"18864000"
"173559",NULL,NULL,"26357000"
"173638",NULL,NULL,"13847000"
"173708",NULL,NULL,"26457000"
"173735",NULL,NULL,"8746000"
"173799",NULL,NULL,"19788000"
"173805",NULL,NULL,"7093000"
"173911",NULL,NULL,"18065000"
"173920",NULL,NULL,"104107000"
"173993",NULL,NULL,"6825000"
"174020",NULL,NULL,"41677000"
"174066",NULL,NULL,"1397242473"
"174075",NULL,NULL,"15264301"
"174136",NULL,NULL,"36978000"
"174233",NULL,NULL,"109709183"
"174251",NULL,NULL,"21401922"
"174358",NULL,NULL,"50305000"
"174376",NULL,NULL,"25637000"
"174428",NULL,NULL,"35081000"
"174473",NULL,NULL,"16825000"
"174570",NULL,NULL,"6844000"
"174604",NULL,NULL,"2119000"
"174738",NULL,NULL,"25563000"
"174756",NULL,NULL,"19492000"
"174783",NULL,NULL,"106984000"
"175041",NULL,NULL,"23028000"
"175078",NULL,NULL,"24882000"
"175157",NULL,NULL,"4301000"
"175236",NULL,NULL,"19269000"
"175263",NULL,NULL,"10959000"
"175272",NULL,NULL,"66407000"
"175315",NULL,NULL,"39919000"
"175342",NULL,NULL,"35929732"
"175519",NULL,NULL,"12131810"
"175573",NULL,NULL,"15662596"
"175616",NULL,NULL,"26154833"
"175643",NULL,NULL,"11259225"
"175652",NULL,NULL,"18498062"
"175786",NULL,NULL,"56608846"
"175810",NULL,NULL,"22043202"
"175829",NULL,NULL,"26155478"
"175856",NULL,NULL,"75257674"
"175883",NULL,NULL,"17315407"
"175935",NULL,NULL,"15259004"
"175999",NULL,NULL,"8392139"
"176008",NULL,NULL,"14432033"
"176017",NULL,NULL,"796309680"
"176035",NULL,NULL,"19086737"
"176044",NULL,NULL,"21159328"
"176071",NULL,NULL,"37704027"
"176080",NULL,NULL,"280169401"
"176169",NULL,NULL,"13544521"
"176178",NULL,NULL,"30295599"
"176239",NULL,NULL,"18909277"
"176354",NULL,NULL,"10516664"
"176372",NULL,NULL,"133084348"
"176798",NULL,NULL,"1192726"
"176965",NULL,NULL,"79115563"
"176983",NULL,NULL,"1336545"
"177056",NULL,NULL,"799397"
"177135",NULL,NULL,"17492398"
"177250",NULL,NULL,"11786824"
"177436",NULL,NULL,"1239891"
"177472",NULL,NULL,"36153835"
"177551",NULL,NULL,"10968551"
"177676",NULL,NULL,"17845452"
"177870",NULL,NULL,"62362"
"177940",NULL,NULL,"24158421"
"177977",NULL,NULL,"8691037"
"178129",NULL,NULL,"61310660"
"178217",NULL,NULL,"12471017"
"178341",NULL,NULL,"29838500"
"178387",NULL,NULL,"31030192"
"178396",NULL,NULL,"928909238"
"178402",NULL,NULL,"193987372"
"178411",NULL,NULL,"93482866"
"178420",NULL,NULL,"109877375"
"178439",NULL,NULL,"31698034"
"178448",NULL,NULL,"13084104"
"178466",NULL,NULL,"1200439"
"178615",NULL,NULL,"45270803"
"178624",NULL,NULL,"40975104"
"178828",NULL,NULL,"1117445"
"179052",NULL,NULL,"1256620"
"179238",NULL,NULL,"347854"
"179308",NULL,NULL,"100248833"
"179344",NULL,NULL,"7033359"
"179539",NULL,NULL,"14309348"
"179557",NULL,NULL,"66807828"
"179566",NULL,NULL,"131476990"
"179645",NULL,NULL,"9781416"
"179715",NULL,NULL,"6538733"
"180151",NULL,NULL,"2466772"
"180160",NULL,NULL,"2103812"
"180179",NULL,NULL,"27944527"
"180197",NULL,NULL,"12550600"
"180203",NULL,NULL,"2684830"
"180212",NULL,NULL,"3254995"
"180249",NULL,NULL,"7799751"
"180276",NULL,NULL,"5037682"
"180328",NULL,NULL,"2384838"
"180373",NULL,NULL,"2937296"
"180416",NULL,NULL,"25478563"
"180461",NULL,NULL,"173567078"
"180489",NULL,NULL,"150152939"
"180522",NULL,NULL,"10140393"
"180692",NULL,NULL,"10695319"
"180902",NULL,NULL,"28600214"
"180948",NULL,NULL,"16462037"
"181215",NULL,NULL,"47867121"
"181303",NULL,NULL,"56831825"
"181312",NULL,NULL,"11845534"
"181394",NULL,NULL,"106852631"
"181419",NULL,NULL,"1007654"
"181428",NULL,NULL,"248397485"
"181464",NULL,NULL,"423777582"
"181491",NULL,NULL,"20605251"
"181534",NULL,NULL,"9941955"
"181640",NULL,NULL,"49291086"
"181747",NULL,NULL,"9468546"
"181765",NULL,NULL,"2455523"
"181783",NULL,NULL,"21722604"
"181817",NULL,NULL,"11147579"
"182005",NULL,NULL,"86046000"
"182281",NULL,NULL,"259563000"
"182290",NULL,NULL,"281407002"
"182306",NULL,NULL,"13357228"
"182500",NULL,NULL,"35230000"
"182519",NULL,NULL,"12616000"
"182564",NULL,NULL,"14249000"
"182829",NULL,NULL,"7316254"
"183044",NULL,NULL,"242108964"
"183062",NULL,NULL,"48029351"
"183071",NULL,NULL,"7323068"
"183080",NULL,NULL,"44677954"
"183099",NULL,NULL,"18521640"
"183105",NULL,NULL,"4963556"
"183114",NULL,NULL,"4929794"
"183123",NULL,NULL,"5820779"
"183132",NULL,NULL,"9718249"
"183141",NULL,NULL,"7809829"
"183150",NULL,NULL,"8426166"
"183257",NULL,NULL,"8478045"
"183327",NULL,NULL,"5974530"
"183655",NULL,NULL,"24363547"
"183743",NULL,NULL,"64573093"
"183859",NULL,NULL,"53036437"
"183877",NULL,NULL,"25379310"
"183938",NULL,NULL,"47542131"
"183983",NULL,NULL,"781926"
"184180",NULL,NULL,"35180768"
"184205",NULL,NULL,"15299243"
"184481",NULL,NULL,"45033132"
"184782",NULL,NULL,"183474586"
"184791",NULL,NULL,"22502041"
"184995",NULL,NULL,"23953175"
"185129",NULL,NULL,"85342986"
"185262",NULL,NULL,"103577296"
"185509",NULL,NULL,"35998978"
"185536",NULL,NULL,"38287482"
"185590",NULL,NULL,"167547274"
"185828",NULL,NULL,"142754000"
"185873",NULL,NULL,"30253885"
"186034",NULL,NULL,"31314106"
"186201",NULL,NULL,"63070000"
"186371",NULL,NULL,"86651000"
"186380",NULL,NULL,"1532584000"
"186399",NULL,NULL,"148109000"
"186469",NULL,NULL,"5039252"
"186645",NULL,NULL,"29129253"
"186876",NULL,NULL,"92093123"
"187046",NULL,NULL,"25597272"
"187134",NULL,NULL,"95350000"
"187198",NULL,NULL,"44517568"
"187444",NULL,NULL,"116945764"
"187532",NULL,NULL,"79260630"
"187596",NULL,NULL,"8553477"
"187620",NULL,NULL,"23577366"
"187639",NULL,NULL,"8312876"
"187648",NULL,NULL,"29313533"
"187666",NULL,NULL,"12485409"
"187745",NULL,NULL,"6034723"
"187897",NULL,NULL,"28088282"
"187903",NULL,NULL,"13847334"
"187912",NULL,NULL,"6181343"
"187958",NULL,NULL,"9023981"
"187967",NULL,NULL,"39128211"
"187976",NULL,NULL,"2805271"
"187985",NULL,NULL,"972038702"
"187994",NULL,NULL,"8045978"
"188003",NULL,NULL,"5897579"
"188021",NULL,NULL,"2954483"
"188030",NULL,NULL,"216442331"
"188049",NULL,NULL,"7192214"
"188058",NULL,NULL,"10194319"
"188100",NULL,NULL,"28949547"
"188137",NULL,NULL,"26043579"
"188216",NULL,NULL,"5999854"
"188225",NULL,NULL,"5583090"
"188261",NULL,NULL,"3059045"
"188304",NULL,NULL,"20500932"
"188438",NULL,NULL,"16361291"
"189547",NULL,NULL,"26454115"
"189839",NULL,NULL,"15514665"
"190035",NULL,NULL,"167172747"
"190053",NULL,NULL,"8410636"
"190169",NULL,NULL,"9232073"
"190442",NULL,NULL,"16712137"
"190512",NULL,NULL,"122930846"
"190521",NULL,NULL,"114358923"
"190530",NULL,NULL,"74630990"
"190549",NULL,NULL,"118891788"
"190558",NULL,NULL,"90705447"
"190567",NULL,NULL,"150719292"
"190576",NULL,NULL,"112394731"
"190585",NULL,NULL,"51115447"
"190594",NULL,NULL,"175902359"
"190600",NULL,NULL,"95890898"
"190619",NULL,NULL,"93339219"
"190628",NULL,NULL,"102040073"
"190637",NULL,NULL,"90582352"
"190646",NULL,NULL,"55472947"
"190655",NULL,NULL,"93366235"
"190664",NULL,NULL,"132762676"
"190673",NULL,NULL,"84259135"
"190682",NULL,NULL,"14775580"
"190691",NULL,NULL,"54593284"
"190840",NULL,NULL,"32815190"
"191083",NULL,NULL,"53913662"
"191126",NULL,NULL,"96661409"
"191199",NULL,NULL,"24431793"
"191302",NULL,NULL,"11320599"
"191339",NULL,NULL,"19078964"
"191612",NULL,NULL,"10939576"
"191719",NULL,NULL,"47731398"
"191986",NULL,NULL,"21835682"
"192022",NULL,NULL,"15819602"
"193122",NULL,NULL,"811055"
"193283",NULL,NULL,"28006132"
"193326",NULL,NULL,"70473406"
"193478",NULL,NULL,"131574095"
"193946",NULL,NULL,"25229647"
"194028",NULL,NULL,"5994013"
"194222",NULL,NULL,"44423418"
"194240",NULL,NULL,"36884181"
"194259",NULL,NULL,"213342"
"195058",NULL,NULL,"34997999"
"195322",NULL,NULL,"13793445"
"195827",NULL,NULL,"66720250"
"195988",NULL,NULL,"8247103"
"196006",NULL,NULL,"28551116"
"196015",NULL,NULL,"24878223"
"196024",NULL,NULL,"22848685"
"196033",NULL,NULL,"24548633"
"196042",NULL,NULL,"57331652"
"196051",NULL,NULL,"25966168"
"196060",NULL,NULL,"240699319"
"196079",NULL,NULL,"178042309"
"196088",NULL,NULL,"446373045"
"196097",NULL,NULL,"909968306"
"196103",NULL,NULL,"36321344"
"196112",NULL,NULL,"20271145"
"196121",NULL,NULL,"69250972"
"196130",NULL,NULL,"99437509"
"196149",NULL,NULL,"61417634"
"196158",NULL,NULL,"48988810"
"196167",NULL,NULL,"48769015"
"196176",NULL,NULL,"67510501"
"196185",NULL,NULL,"56522319"
"196194",NULL,NULL,"70791849"
"196200",NULL,NULL,"45037257"
"196219",NULL,NULL,"50532803"
"196228",NULL,NULL,"23076285"
"196237",NULL,NULL,"36013776"
"196246",NULL,NULL,"54693722"
"196255",NULL,NULL,"402362488"
"196264",NULL,NULL,"60521176"
"196291",NULL,NULL,"21261164"
"196307",NULL,NULL,"381505415"
"196565",NULL,NULL,"20883021"
"196699",NULL,NULL,"10642591"
"197027",NULL,NULL,"25605592"
"197036",NULL,NULL,"163972585"
"197294",NULL,NULL,"65277946"
"197814",NULL,NULL,"10529000"
"197850",NULL,NULL,"11943745"
"197869",NULL,NULL,"170518394"
"197887",NULL,NULL,"29198584"
"197966",NULL,NULL,"9194349"
"198011",NULL,NULL,"7275988"
"198039",NULL,NULL,"11788272"
"198084",NULL,NULL,"8786034"
"198118",NULL,NULL,"19882135"
"198154",NULL,NULL,"36474915"
"198206",NULL,NULL,"9118810"
"198233",NULL,NULL,"21770285"
"198251",NULL,NULL,"23272843"
"198260",NULL,NULL,"80533978"
"198321",NULL,NULL,"12697865"
"198330",NULL,NULL,"19013727"
"198367",NULL,NULL,"13031723"
"198376",NULL,NULL,"17840615"
"198455",NULL,NULL,"21494655"
"198464",NULL,NULL,"425302702"
"198491",NULL,NULL,"12405615"
"198507",NULL,NULL,"32740720"
"198534",NULL,NULL,"44418485"
"198543",NULL,NULL,"52612334"
"198552",NULL,NULL,"39706691"
"198570",NULL,NULL,"26031507"
"198622",NULL,NULL,"48039215"
"198640",NULL,NULL,"8704247"
"198668",NULL,NULL,"10314894"
"198710",NULL,NULL,"11863255"
"198729",NULL,NULL,"7598770"
