"UNITID","privateprofit_total_salary_wage","private_nonprofit_total_salary_wage","public_total_salary_wage"
"434380","326774",NULL,NULL
"434432","577906",NULL,NULL
"434441","566636",NULL,NULL
"434469","1628002",NULL,NULL
"434496","255466",NULL,NULL
"434502","561648",NULL,NULL
"434548","1701786",NULL,NULL
"434557","1901043",NULL,NULL
"434566","1381972",NULL,NULL
"434575","1292793",NULL,NULL
"434690","1322099",NULL,NULL
"434715","15084617",NULL,NULL
"434812","1352252",NULL,NULL
"434821","2800069",NULL,NULL
"434830","1305403",NULL,NULL
"434973","2786271",NULL,NULL
"436003","1310179",NULL,NULL
"436030","592237",NULL,NULL
"436067","64839",NULL,NULL
"436094","3899603",NULL,NULL
"436182","1238020",NULL,NULL
"436191","2779202",NULL,NULL
"436429","14392930",NULL,NULL
"436438","3703692",NULL,NULL
"436483","2245474",NULL,NULL
"436553","755316",NULL,NULL
"436599","200943",NULL,NULL
"436632","711795",NULL,NULL
"436641","562897",NULL,NULL
"436650","761988",NULL,NULL
"436702","3979889",NULL,NULL
"436775","1276293",NULL,NULL
"437042","2127550",NULL,NULL
"437051","2129637",NULL,NULL
"437060","1546209",NULL,NULL
"437097","1075540",NULL,NULL
"437219","2067927",NULL,NULL
"437529","1814942",NULL,NULL
"437556","1841734",NULL,NULL
"437608","554416",NULL,NULL
"437635","1401736",NULL,NULL
"437662","19737955",NULL,NULL
"437750","1770163",NULL,NULL
"437769","1245858",NULL,NULL
"437778","750017",NULL,NULL
"437848","4231418",NULL,NULL
"437936","6557076",NULL,NULL
"438197","2046728",NULL,NULL
"438212","11074707",NULL,NULL
"438258","5175162",NULL,NULL
"438267","2178122",NULL,NULL
"438337","1421390",NULL,NULL
"438498","20647243",NULL,NULL
"438504","12955000",NULL,NULL
"438586","6074522",NULL,NULL
"438601","2034307",NULL,NULL
"438647","3044920",NULL,NULL
"438656","2508522",NULL,NULL
"438674","248316",NULL,NULL
"438735","1123481",NULL,NULL
"438902","3387595",NULL,NULL
"438984","169403",NULL,NULL
"439020","1456293",NULL,NULL
"439057","2326561",NULL,NULL
"439118","2950618",NULL,NULL
"439127","1308994",NULL,NULL
"439136","2226042",NULL,NULL
"439297","5032208",NULL,NULL
"439394","1019798",NULL,NULL
"439400","59784",NULL,NULL
"439437","1992836",NULL,NULL
"439455","3856354",NULL,NULL
"439473","925000",NULL,NULL
"439482","1458218",NULL,NULL
"439491","1257666",NULL,NULL
"439507","1601363",NULL,NULL
"439525","2883292",NULL,NULL
"439570","2914282",NULL,NULL
"439589","1221291",NULL,NULL
"439631","132328",NULL,NULL
"439668","598587",NULL,NULL
"439738","2019616",NULL,NULL
"439747","271349",NULL,NULL
"439774","333504",NULL,NULL
"439792","1573730",NULL,NULL
"439826","2324937",NULL,NULL
"439844","212719",NULL,NULL
"439871","1022175",NULL,NULL
"439905","540374",NULL,NULL
"439914","886003",NULL,NULL
"439932","50808",NULL,NULL
"439969","1291717",NULL,NULL
"439996","406106",NULL,NULL
"440059","3345833",NULL,NULL
"440077","213030",NULL,NULL
"440086","1249839",NULL,NULL
"440101","448334",NULL,NULL
"440147","2472986",NULL,NULL
"440165","1591832",NULL,NULL
"440174","358222",NULL,NULL
"440226","545554",NULL,NULL
"440262","3356391",NULL,NULL
"440299","4456867",NULL,NULL
"440323","1381040",NULL,NULL
"440332","1213961",NULL,NULL
"440341","9613765",NULL,NULL
"440369","3031324",NULL,NULL
"440420","1795850",NULL,NULL
"440457","1504900",NULL,NULL
"440466","1716348",NULL,NULL
"440484","4663742",NULL,NULL
"440642","1913834",NULL,NULL
"440749","434226",NULL,NULL
"440758","844637",NULL,NULL
"440767","2107991",NULL,NULL
"440776","494978",NULL,NULL
"440855","478647",NULL,NULL
"440873","2591490",NULL,NULL
"440882","1043612",NULL,NULL
"440891","1429352",NULL,NULL
"440907","2425120",NULL,NULL
"440925","2613836",NULL,NULL
"440952","1419257",NULL,NULL
"440989","2629125",NULL,NULL
"441016","2411999",NULL,NULL
"441025","2596450",NULL,NULL
"441089","7104901",NULL,NULL
"441195","177415",NULL,NULL
"441201","626746",NULL,NULL
"441229","9246013",NULL,NULL
"441256","976223",NULL,NULL
"441274","764776",NULL,NULL
"441308","14718000",NULL,NULL
"441362","1419238",NULL,NULL
"441371","2075408",NULL,NULL
"441380","849239",NULL,NULL
"441405","1578879",NULL,NULL
"441423","1337181",NULL,NULL
"441441","1804961",NULL,NULL
"441496","1020221",NULL,NULL
"441502","1445400",NULL,NULL
"441548","707182",NULL,NULL
"441618","405516",NULL,NULL
"441636","2347958",NULL,NULL
"441645","1135356",NULL,NULL
"441663","1745610",NULL,NULL
"441706","247098",NULL,NULL
"441742","5832000",NULL,NULL
"441751","81780",NULL,NULL
"441779","412025",NULL,NULL
"441788","2091820",NULL,NULL
"441830","1076580",NULL,NULL
"441858","1023056",NULL,NULL
"441876","1341144",NULL,NULL
"441919","2717784",NULL,NULL
"441928","3311910",NULL,NULL
"441955","2440991",NULL,NULL
"441964","2032855",NULL,NULL
"441973","10632497",NULL,NULL
"442037","1603149",NULL,NULL
"442046","2413784",NULL,NULL
"442073","3455469",NULL,NULL
"442134","2115443",NULL,NULL
"442161","4535984",NULL,NULL
"442204","117406",NULL,NULL
"442213","185742",NULL,NULL
"442222","2912083",NULL,NULL
"442231","4385264",NULL,NULL
"442240","1622254",NULL,NULL
"442329","4574688",NULL,NULL
"442338","2437842",NULL,NULL
"442347","1673747",NULL,NULL
"442408","1168126",NULL,NULL
"442435","658428",NULL,NULL
"442569","24619315",NULL,NULL
"442602","4696890",NULL,NULL
"442611","10822000",NULL,NULL
"442620","1656356",NULL,NULL
"442657","869372",NULL,NULL
"442718","1947540",NULL,NULL
"442727","4473252",NULL,NULL
"442736","1721437",NULL,NULL
"442745","2762401",NULL,NULL
"442790","4244074",NULL,NULL
"442842","1549478",NULL,NULL
"442879","6237651",NULL,NULL
"442930","4767592",NULL,NULL
"442958","422252",NULL,NULL
"442967","582765",NULL,NULL
"442985","618485",NULL,NULL
"443021","1308198",NULL,NULL
"443137","2950529",NULL,NULL
"443146","390000",NULL,NULL
"443173","137130",NULL,NULL
"443216","702007",NULL,NULL
"443225","190616",NULL,NULL
"443234","1192284",NULL,NULL
"443252","1937355",NULL,NULL
"443261","1646581",NULL,NULL
"443270","1500349",NULL,NULL
"443289","195130",NULL,NULL
"443298","854103",NULL,NULL
"443331","39380526",NULL,NULL
"443359","857321",NULL,NULL
"443377","960770",NULL,NULL
"443410","14347164",NULL,NULL
"443438","1706520",NULL,NULL
"443526","2286198",NULL,NULL
"443535","1952697",NULL,NULL
"443544","2391841",NULL,NULL
"443599","1047341",NULL,NULL
"443623","3919784",NULL,NULL
"443632","617228",NULL,NULL
"443641","915297",NULL,NULL
"443650","1777164",NULL,NULL
"443669","966924",NULL,NULL
"443678","371777",NULL,NULL
"443687","3029272",NULL,NULL
"443696","406169",NULL,NULL
"443748","2608359",NULL,NULL
"443766","5391474",NULL,NULL
"443784","7176016",NULL,NULL
"443827","1739124",NULL,NULL
"443836","2339905",NULL,NULL
"443854","2723178",NULL,NULL
"443951","337383",NULL,NULL
"444024","3935669",NULL,NULL
"444079","1098376",NULL,NULL
"444130","41424523",NULL,NULL
"444158","63630627",NULL,NULL
"444194","877471",NULL,NULL
"444228","166546",NULL,NULL
"444237","2335088",NULL,NULL
"444255","1287593",NULL,NULL
"444264","684314",NULL,NULL
"444282","455236",NULL,NULL
"444291","373885",NULL,NULL
"444307","326148",NULL,NULL
"444316","427194",NULL,NULL
"444325","681639",NULL,NULL
"444334","142849",NULL,NULL
"444343","2147185",NULL,NULL
"444352","298022",NULL,NULL
"444361","752609",NULL,NULL
"444370","914552",NULL,NULL
"444404","233807",NULL,NULL
"444422","358073",NULL,NULL
"444440","438700",NULL,NULL
"444468","41872",NULL,NULL
"444486","1504016",NULL,NULL
"444529","298851",NULL,NULL
"444547","154668",NULL,NULL
"444556","1213393",NULL,NULL
"444565","2605706",NULL,NULL
"444574","25499206",NULL,NULL
"444583","2128375",NULL,NULL
"444608","284906",NULL,NULL
"444635","222210",NULL,NULL
"444644","309276",NULL,NULL
"444653","130141",NULL,NULL
"444662","296563",NULL,NULL
"444671","697955",NULL,NULL
"444680","1427800",NULL,NULL
"444699","353990",NULL,NULL
"444705","46933",NULL,NULL
"444714","2932411",NULL,NULL
"444723","14415804",NULL,NULL
"444732","514765",NULL,NULL
"444769","1399695",NULL,NULL
"444787","1475921",NULL,NULL
"444796","1134584",NULL,NULL
"444811","1417336",NULL,NULL
"444857","334124",NULL,NULL
"444866","921914",NULL,NULL
"444893","575253",NULL,NULL
"444909","48216",NULL,NULL
"444927","2443861",NULL,NULL
"444936","255992",NULL,NULL
"444945","732479",NULL,NULL
"444972","1352253",NULL,NULL
"445027","56257334",NULL,NULL
"445072","2892890",NULL,NULL
"445081","1802858",NULL,NULL
"445090","3252400",NULL,NULL
"445115","2551115",NULL,NULL
"445124","2997759",NULL,NULL
"445133","3205678",NULL,NULL
"445197","2129467",NULL,NULL
"445212","1219267",NULL,NULL
"445230","3796522",NULL,NULL
"445258","1705394",NULL,NULL
"445276","2892890",NULL,NULL
"445300","3319315",NULL,NULL
"445319","1079066",NULL,NULL
"445328","1459959",NULL,NULL
"445346","1313001",NULL,NULL
"445364","3258961",NULL,NULL
"445373","2074829",NULL,NULL
"445382","1794856",NULL,NULL
"445391","1028983",NULL,NULL
"445434","3249927",NULL,NULL
"445461","3985470",NULL,NULL
"445470","2064931",NULL,NULL
"445498","114740",NULL,NULL
"445504","345477",NULL,NULL
"445559","1581246",NULL,NULL
"445577","1605539",NULL,NULL
"445665","600562",NULL,NULL
"445692","3964664",NULL,NULL
"445726","2009992",NULL,NULL
"445744","2676248",NULL,NULL
"445753","1287093",NULL,NULL
"445762","1121179",NULL,NULL
"445771","1349498",NULL,NULL
"445780","100914",NULL,NULL
"445799","11185000",NULL,NULL
"445814","3018183",NULL,NULL
"445841","569211",NULL,NULL
"445850","578316",NULL,NULL
"445948","788394",NULL,NULL
"445957","1016842",NULL,NULL
"445984","103579",NULL,NULL
"445993","1188608",NULL,NULL
"446002","825122",NULL,NULL
"446039","279426",NULL,NULL
"446075","133028",NULL,NULL
"446084","1050056",NULL,NULL
"446093","1218042",NULL,NULL
"446109","656722",NULL,NULL
"446118","3538615",NULL,NULL
"446127","1311787",NULL,NULL
"446136","2247382",NULL,NULL
"446145","241069",NULL,NULL
"446190","80359",NULL,NULL
"446215","108760",NULL,NULL
"446224","821171",NULL,NULL
"446251","229648",NULL,NULL
"446260","1075270",NULL,NULL
"446288","429328",NULL,NULL
"446303","867544",NULL,NULL
"446385","1430019",NULL,NULL
"446400","428126",NULL,NULL
"446446","1611020",NULL,NULL
"446464","327677",NULL,NULL
"446516","62798",NULL,NULL
"446525","301476",NULL,NULL
"446534","316118",NULL,NULL
"446543","114743",NULL,NULL
"446552","7239993",NULL,NULL
"446561","7629793",NULL,NULL
"446570","168000",NULL,NULL
"446589","501526",NULL,NULL
"446598","140350",NULL,NULL
"446668","4721060",NULL,NULL
"446729","540324",NULL,NULL
"446792","3327094",NULL,NULL
"446808","2785233",NULL,NULL
"446817","1500199",NULL,NULL
"446835","3380810",NULL,NULL
"446844","2766962",NULL,NULL
"446880","3510132",NULL,NULL
"446899","1821009",NULL,NULL
"446905","1737779",NULL,NULL
"446914","2698077",NULL,NULL
"446923","2479421",NULL,NULL
"447014","1880274",NULL,NULL
"447023","2274711",NULL,NULL
"447050","4725847",NULL,NULL
"447069","2812896",NULL,NULL
"447102","1977711",NULL,NULL
"447120","1689554",NULL,NULL
"447148","739654",NULL,NULL
"447166","316099",NULL,NULL
"447175","416724",NULL,NULL
"447209","1679773",NULL,NULL
"447218","2097228",NULL,NULL
"447227","2247115",NULL,NULL
"447236","1988186",NULL,NULL
"447245","2144667",NULL,NULL
"447254","108879",NULL,NULL
"447272","2153975",NULL,NULL
"447290","7162366",NULL,NULL
"447360","2256024",NULL,NULL
"447379","1373763",NULL,NULL
"447403","7504000",NULL,NULL
"447421","1816498",NULL,NULL
"447449","52000",NULL,NULL
"447458","7228969",NULL,NULL
"447467","679816",NULL,NULL
"447476","1011183",NULL,NULL
"447591","951856",NULL,NULL
"447625","1375360",NULL,NULL
"447634","1774747",NULL,NULL
"447698","991614",NULL,NULL
"447704","313541",NULL,NULL
"447713","165007",NULL,NULL
"447722","228617",NULL,NULL
"447731","403786",NULL,NULL
"447759","992529",NULL,NULL
"447768","7016718",NULL,NULL
"447777","3974412",NULL,NULL
"447795","108185",NULL,NULL
"447801","941436",NULL,NULL
"447810","1999957",NULL,NULL
"447847","2891848",NULL,NULL
"447856","332793",NULL,NULL
"447865","231145",NULL,NULL
"447874","2159308",NULL,NULL
"447883","1284968",NULL,NULL
"447892","648829",NULL,NULL
"447908","74745",NULL,NULL
"447917","258377",NULL,NULL
"447935","4918945",NULL,NULL
"447962","830475",NULL,NULL
"447971","517600",NULL,NULL
"447980","318145",NULL,NULL
"447999","1092183",NULL,NULL
"448008","54676",NULL,NULL
"448017","114589",NULL,NULL
"448026","780734",NULL,NULL
"448035","97990",NULL,NULL
"448044","162384",NULL,NULL
"448071","1587409",NULL,NULL
"448105","174088",NULL,NULL
"448114","3042791",NULL,NULL
"448123","417697",NULL,NULL
"448141","279082",NULL,NULL
"448150","1158005",NULL,NULL
"448196","612448",NULL,NULL
"448202","180679",NULL,NULL
"448211","100800",NULL,NULL
"448220","301575",NULL,NULL
"448239","2275088",NULL,NULL
"448257","237798",NULL,NULL
"448275","85996",NULL,NULL
"448345","4719842",NULL,NULL
"448354","2456109",NULL,NULL
"448415","12619109",NULL,NULL
"448433","11974000",NULL,NULL
"448442","1742802",NULL,NULL
"448451","2017617",NULL,NULL
"448460","1033478",NULL,NULL
"448479","1941998",NULL,NULL
"448488","1429217",NULL,NULL
"448497","1407565",NULL,NULL
"448503","2132445",NULL,NULL
"448512","2543784",NULL,NULL
"448567","2576239",NULL,NULL
"448576","12161611",NULL,NULL
"448585","2127398",NULL,NULL
"448600","1436856",NULL,NULL
"448628","2291100",NULL,NULL
"448646","600252",NULL,NULL
"448664","1609591",NULL,NULL
"448673","10911045",NULL,NULL
"448707","692971",NULL,NULL
"448716","572232",NULL,NULL
"448734","2428894",NULL,NULL
"448770","2431613",NULL,NULL
"448798","420863",NULL,NULL
"448822","588046",NULL,NULL
"448859","957461",NULL,NULL
"448895","1145949",NULL,NULL
"449010","5813021",NULL,NULL
"449038","9906120",NULL,NULL
"449074","3014980",NULL,NULL
"449117","2170594",NULL,NULL
"449126","910814",NULL,NULL
"449250","1263432",NULL,NULL
"449269","3550905",NULL,NULL
"449302","183417",NULL,NULL
"449311","1218394",NULL,NULL
"449320","3481716",NULL,NULL
"449339","116470000",NULL,NULL
"449366","4891116",NULL,NULL
"449384","3129191",NULL,NULL
"449393","151102",NULL,NULL
"449436","841663",NULL,NULL
"449445","916725",NULL,NULL
"449454","226133",NULL,NULL
"449463","320000",NULL,NULL
"449472","365432",NULL,NULL
"449490","223620",NULL,NULL
"449524","1408012",NULL,NULL
"449533","365045",NULL,NULL
"449597","99467",NULL,NULL
"449603","494313",NULL,NULL
"449612","1278432",NULL,NULL
"449667","1032881",NULL,NULL
"449676","716385",NULL,NULL
"449685","791234",NULL,NULL
"449700","2101243",NULL,NULL
"449719","1227260",NULL,NULL
"449728","458864",NULL,NULL
"449746","1620000",NULL,NULL
"449773","1543804",NULL,NULL
"449782","49195",NULL,NULL
"449791","933387",NULL,NULL
"449807","306649",NULL,NULL
"449852","184352",NULL,NULL
"449861","1267184",NULL,NULL
"449898","6154676",NULL,NULL
"449904","733916",NULL,NULL
"449959","835525",NULL,NULL
"449968","1348638",NULL,NULL
"449977","839688",NULL,NULL
"449986","1071507",NULL,NULL
"449995","1313871",NULL,NULL
"450003","1178718",NULL,NULL
"450021","1462399",NULL,NULL
"450049","2994537",NULL,NULL
"450058","4697638",NULL,NULL
"450067","2994428",NULL,NULL
"450076","2612264",NULL,NULL
"450085","4328460",NULL,NULL
"450094","6873048",NULL,NULL
"450119","1101174",NULL,NULL
"450128","1172045",NULL,NULL
"450146","494618",NULL,NULL
"450173","69202408",NULL,NULL
"450182","2549710",NULL,NULL
"450191","2319553",NULL,NULL
"450207","1451802",NULL,NULL
"450216","2316268",NULL,NULL
"450225","1725610",NULL,NULL
"450234","1805834",NULL,NULL
"450243","2090622",NULL,NULL
"450252","2373581",NULL,NULL
"450261","1256343",NULL,NULL
"450270","1996267",NULL,NULL
"450289","2535435",NULL,NULL
"450298","986529",NULL,NULL
"450377","2270124",NULL,NULL
"450401","2395863",NULL,NULL
"450447","2303885",NULL,NULL
"450456","1350894",NULL,NULL
"450465","3027738",NULL,NULL
"450483","1378559",NULL,NULL
"450526","2858569",NULL,NULL
"450535","2487452",NULL,NULL
"450544","2063148",NULL,NULL
"450571","8461247",NULL,NULL
"450580","356853",NULL,NULL
"450599","406321",NULL,NULL
"450605","378728",NULL,NULL
"450614","406756",NULL,NULL
"450623","493826",NULL,NULL
"450632","1030854",NULL,NULL
"450650","2093415",NULL,NULL
"450696","2567775",NULL,NULL
"450702","2931238",NULL,NULL
"450720","757409",NULL,NULL
"450739","742204",NULL,NULL
"450933","24194479",NULL,NULL
"450942","9230000",NULL,NULL
"450951","1223795",NULL,NULL
"450960","645807",NULL,NULL
"450979","20373000",NULL,NULL
"450988","942045",NULL,NULL
"451006","729400",NULL,NULL
"451015","1685896",NULL,NULL
"451042","132612",NULL,NULL
"451051","194030",NULL,NULL
"451060","2678982",NULL,NULL
"451097","1041632",NULL,NULL
"451103","4969416",NULL,NULL
"451121","714935",NULL,NULL
"451130","2333238",NULL,NULL
"451149","3768299",NULL,NULL
"451158","3481750",NULL,NULL
"451167","445153",NULL,NULL
"451194","200322",NULL,NULL
"451219","104978",NULL,NULL
"451228","456000",NULL,NULL
"451237","401322",NULL,NULL
"451255","651732",NULL,NULL
"451264","992572",NULL,NULL
"451282","570569",NULL,NULL
"451291","131231",NULL,NULL
"451307","521811",NULL,NULL
"451316","262806",NULL,NULL
"451334","559926",NULL,NULL
"451343","190000",NULL,NULL
"451352","1586046",NULL,NULL
"451361","66421",NULL,NULL
"451468","1160978",NULL,NULL
"451477","1088000",NULL,NULL
"451495","187083",NULL,NULL
"451501","725922",NULL,NULL
"451510","8900623",NULL,NULL
"451529","182742",NULL,NULL
"451538","1003150",NULL,NULL
"451547","116846",NULL,NULL
"451556","21792527",NULL,NULL
"451565","986520",NULL,NULL
"451574","847052",NULL,NULL
"451617","137922",NULL,NULL
"451626","369038",NULL,NULL
"451635","487028",NULL,NULL
"451644","20161",NULL,NULL
"451653","181089",NULL,NULL
"451662","43320504",NULL,NULL
"451699","5195661",NULL,NULL
"451750","4280845",NULL,NULL
"451796","6165857",NULL,NULL
"451820","6701287",NULL,NULL
"451848","4238458",NULL,NULL
"451875","1027701",NULL,NULL
"451884","1069993",NULL,NULL
"451909","3024445",NULL,NULL
"451918","632780",NULL,NULL
"451936","1409705",NULL,NULL
"451945","2061845",NULL,NULL
"451954","1072898",NULL,NULL
"451963","1474085",NULL,NULL
"451972","1978164",NULL,NULL
"451981","1129622",NULL,NULL
"451990","1991550",NULL,NULL
"452009","158179",NULL,NULL
"452018","3309692",NULL,NULL
"452027","4332237",NULL,NULL
"452036","1781337",NULL,NULL
"452045","1822157",NULL,NULL
"452054","2850018",NULL,NULL
"452063","3500756",NULL,NULL
"452072","578387",NULL,NULL
"452081","1598658",NULL,NULL
"452090","1278335",NULL,NULL
"452115","3355217",NULL,NULL
"452124","2980484",NULL,NULL
"452373","2678226",NULL,NULL
"452771","27277",NULL,NULL
"452780","41336",NULL,NULL
"452887","407249",NULL,NULL
"453075","264235",NULL,NULL
"453163","9612829",NULL,NULL
"453215","2979353",NULL,NULL
"453297","465221",NULL,NULL
"453455","879914",NULL,NULL
"453464","891267",NULL,NULL
"453473","815511",NULL,NULL
"453482","712612",NULL,NULL
"453570","230922",NULL,NULL
"453747","1125926",NULL,NULL
"453756","568683",NULL,NULL
"454218","18255012",NULL,NULL
"454227","56751215",NULL,NULL
"454236","7662173",NULL,NULL
"454245","5659014",NULL,NULL
"454306","1273375",NULL,NULL
"454458","670207",NULL,NULL
"454537","338208",NULL,NULL
"454546","474342",NULL,NULL
"454555","723967",NULL,NULL
"454573","647658",NULL,NULL
"454607","1261188",NULL,NULL
"454616","2762142",NULL,NULL
"454625","2780193",NULL,NULL
"454652","794378",NULL,NULL
"454689","1807165",NULL,NULL
"454698","3584449",NULL,NULL
"454722","117251",NULL,NULL
"454740","802478",NULL,NULL
"454759","0",NULL,NULL
"454768","896139",NULL,NULL
"454777","1151850",NULL,NULL
"454786","3130352",NULL,NULL
"454795","585945",NULL,NULL
"454801","211976",NULL,NULL
"454810","2807134",NULL,NULL
"454829","4140272",NULL,NULL
"454847","120550",NULL,NULL
"454856","4977089",NULL,NULL
"454865","3901089",NULL,NULL
"454874","505271",NULL,NULL
"454883","6614029",NULL,NULL
"454892","113695",NULL,NULL
"454908","165526",NULL,NULL
"454917","548459",NULL,NULL
"454926","779600",NULL,NULL
"454935","236153",NULL,NULL
"454944","574882",NULL,NULL
"454953","133714",NULL,NULL
"454962","151255",NULL,NULL
"454971","889110",NULL,NULL
"454980","576267",NULL,NULL
"454999","649977",NULL,NULL
"455008","721103",NULL,NULL
"455017","169882",NULL,NULL
"455026","880422",NULL,NULL
"455053","121457",NULL,NULL
"455062","158415",NULL,NULL
"455071","347986",NULL,NULL
"455080","644683",NULL,NULL
"455105","486254",NULL,NULL
"455141","850408",NULL,NULL
"455169","13046527",NULL,NULL
"455178","761877",NULL,NULL
"455187","165000",NULL,NULL
"455196","9425390",NULL,NULL
"455202","1040115",NULL,NULL
"455211","993365",NULL,NULL
"455239","228760",NULL,NULL
"455275","1357718",NULL,NULL
"455284","1064330",NULL,NULL
"455293","19737",NULL,NULL
"455327","435707",NULL,NULL
"455336","2676938",NULL,NULL
"455345","237712",NULL,NULL
"455354","2012146",NULL,NULL
"455381","471300",NULL,NULL
"455390","2016630",NULL,NULL
"455424","1461411",NULL,NULL
"455460","774185",NULL,NULL
"455479","3171335",NULL,NULL
"455488","1367157",NULL,NULL
"455567","1514729",NULL,NULL
"455600","2413443",NULL,NULL
"455619","3330512",NULL,NULL
"455628","3722009",NULL,NULL
"455655","2766533",NULL,NULL
"455673","346781",NULL,NULL
"455707","146607",NULL,NULL
"455716","3448761",NULL,NULL
"455725","1398681",NULL,NULL
"455734","1670701",NULL,NULL
"455752","531344",NULL,NULL
"455761","1568533",NULL,NULL
"455798","133681",NULL,NULL
"455831","727255",NULL,NULL
"455840","632115",NULL,NULL
"455859","815773",NULL,NULL
"455868","651136",NULL,NULL
"455877","1673482",NULL,NULL
"455886","722581",NULL,NULL
"455895","804051",NULL,NULL
"455901","999450",NULL,NULL
"455910","384614",NULL,NULL
"455929","180845",NULL,NULL
"455947","803620",NULL,NULL
"455956","512467",NULL,NULL
"455965","872897",NULL,NULL
"455974","597733",NULL,NULL
"455983","1024312",NULL,NULL
"456001","397597",NULL,NULL
"456010","2061806",NULL,NULL
"456038","1837702",NULL,NULL
"456056","2317364",NULL,NULL
"456065","2030990",NULL,NULL
"456074","2171486",NULL,NULL
"456092","521220",NULL,NULL
"456126","446520",NULL,NULL
"456135","429606",NULL,NULL
"456144","1066712",NULL,NULL
"456153","1230503",NULL,NULL
"456180","1849583",NULL,NULL
"456205","2070884",NULL,NULL
"456214","1074626",NULL,NULL
"456287","736784",NULL,NULL
"456296","6840556",NULL,NULL
"456302","1723045",NULL,NULL
"456311","1608735",NULL,NULL
"456320","1934267",NULL,NULL
"456339","2183234",NULL,NULL
"456348","46806525",NULL,NULL
"456393","1301877",NULL,NULL
"456409","1090515",NULL,NULL
"456418","1926301",NULL,NULL
"456427","1512529",NULL,NULL
"456436","1788504",NULL,NULL
"456445","1744698",NULL,NULL
"456454","2803861",NULL,NULL
"456506","685423",NULL,NULL
"456515","594863",NULL,NULL
"456551","244197",NULL,NULL
"456612","3775014",NULL,NULL
"456621","776294",NULL,NULL
"456791","3805465",NULL,NULL
"456861","3778431",NULL,NULL
"456922","1487136",NULL,NULL
"456931","1734755",NULL,NULL
"456940","1937511",NULL,NULL
"456968","857040",NULL,NULL
"457004","688992",NULL,NULL
"457022","1237057",NULL,NULL
"457031","428502",NULL,NULL
"457077","927299",NULL,NULL
"457101","2217651",NULL,NULL
"457110","3048938",NULL,NULL
"457129","7397288",NULL,NULL
"457192","446427",NULL,NULL
"457244","1138157",NULL,NULL
"457253","110294",NULL,NULL
"457299","781631",NULL,NULL
"457314","372712",NULL,NULL
"457323","1281012",NULL,NULL
"457332","214842",NULL,NULL
"457341","851442",NULL,NULL
"457396","324235",NULL,NULL
"457411","1417377",NULL,NULL
"457420","739527",NULL,NULL
"457439","364821",NULL,NULL
"457448","989750",NULL,NULL
"457466","616902",NULL,NULL
"457475","593748",NULL,NULL
"457493","114437",NULL,NULL
"457509","137389",NULL,NULL
"457527","1607713",NULL,NULL
"457536","1021774",NULL,NULL
"457545","635922",NULL,NULL
"457554","155394",NULL,NULL
"457563","914278",NULL,NULL
"457572","725970",NULL,NULL
"457581","1229370",NULL,NULL
"457590","484741",NULL,NULL
"457606","125360",NULL,NULL
"457633","602000",NULL,NULL
"457642","104587",NULL,NULL
"457651","718950",NULL,NULL
"457679","40342",NULL,NULL
"457688","2110902",NULL,NULL
"457703","534177",NULL,NULL
"457721","90506",NULL,NULL
"457730","207100",NULL,NULL
"457749","575907",NULL,NULL
"457758","715254",NULL,NULL
"457767","1338645",NULL,NULL
"457776","336454",NULL,NULL
"457785","460293",NULL,NULL
"457800","1077017",NULL,NULL
"457819","9270801",NULL,NULL
"457828","683540",NULL,NULL
"457837","483023",NULL,NULL
"457846","531936",NULL,NULL
"457855","533671",NULL,NULL
"457864","1588535",NULL,NULL
"457891","210298",NULL,NULL
"457916","537709",NULL,NULL
"457952","1052150",NULL,NULL
"457961","439830",NULL,NULL
"457998","152660",NULL,NULL
"458007","189486",NULL,NULL
"458016","489819",NULL,NULL
"458025","15500",NULL,NULL
"458034","265161",NULL,NULL
"458043","580532",NULL,NULL
"458052","70073",NULL,NULL
"458061","63000",NULL,NULL
"458070","744463",NULL,NULL
"458098","433767",NULL,NULL
"458104","297425",NULL,NULL
"458122","5390",NULL,NULL
"458131","1496373",NULL,NULL
"458168","430057",NULL,NULL
"458186","1624462",NULL,NULL
"458256","2848773",NULL,NULL
"458265","1675549",NULL,NULL
"458274","1704956",NULL,NULL
"458283","2082367",NULL,NULL
"458399","42950",NULL,NULL
"458405","3256766",NULL,NULL
"458414","6816871",NULL,NULL
"458423","405217",NULL,NULL
"458432","1136037",NULL,NULL
"458441","1333119",NULL,NULL
"458478","2125765",NULL,NULL
"458487","558807",NULL,NULL
"458496","3684987",NULL,NULL
"458502","2666387",NULL,NULL
"458557","1954914",NULL,NULL
"458593","2543656",NULL,NULL
"458681","1344233",NULL,NULL
"458690","1719552",NULL,NULL
"458706","1285199",NULL,NULL
"458715","2267368",NULL,NULL
"458803","545020",NULL,NULL
"458812","313994",NULL,NULL
"458821","312670",NULL,NULL
"458830","589706",NULL,NULL
"458849","438147",NULL,NULL
"458858","525255",NULL,NULL
"458867","741376",NULL,NULL
"458885","795632",NULL,NULL
"458919","13125782",NULL,NULL
"458937","657187",NULL,NULL
"458955","1181232",NULL,NULL
"458964","5081317",NULL,NULL
"458973","5966951",NULL,NULL
"458982","5087308",NULL,NULL
"459000","389215",NULL,NULL
"459019","393113",NULL,NULL
"459028","304553",NULL,NULL
"459037","380089",NULL,NULL
"459046","351405",NULL,NULL
"459055","344204",NULL,NULL
"459064","361083",NULL,NULL
