"UNITID","ARANK","SAOUTLT","non_inst_acad_staff_salary_research_outlay","non_inst_acad_staff_salary_pubservice_outlay","non_inst_acad_staff_salary_other_outlay","admin_profstaff_salary_mgmt_outlay","admin_profstaff_salary_business_outlay","admin_profstaff_salary_compeng_outlay","admin_profstaff_salary_community_outlay","admin_profstaff_salary_technical_outlay","nonadmin_servicestaffsalary_outlay","nonadmin_servicestaffsalary_salaryoutlay","admin_profstaff_salary_ofcadmin_outlay","nonadmin_servicestaffsalary_construction_outlay","nonadmin_servicestaffsalary_production_outlay","HRTOTLT","admin_profstaff_management","admin_profstaff_business","admin_profstaff_comp","admin_profstaff_comunityservice","admin_profstaff_healthcare","admin_profstaff_ofcadmin","non_instn_acad_staff_research","non_instn_acad_staff_pub_service","non_instn_acad_staff_library","instruction_staff","non_admin_service_staff_service","non_admin_service_staff_sales","non_admin_service_staff_resource","non_admin_service_staff_prod","instructors_per_thousand_student","admin_professional_staff","admin_professionalstaff_perthousandstudent","noninstruction_academicstaff","noninstruction_academicstaff_perthousandstudent","nonadmin_trade_servicestaff","nonadmin_tradeservicestaff_perthousandstudent","all_instructors_staff","instructor_salarypermillion","adminprofessionalstaff_salarypermillion","noninstruction_academicstaff_salarypermillion","nonadmin_tradeservicestaff_salarypermillion"
"100654","7","16946157","1231914","3701753","3111832","5921633","2113429","1198218","1485110","129514","1614588","121948","4364376","80812","138356","871","64","44","22","29","3","123","28","80","71","263","56","3","2","5","48","285","52","179","32","66","12","793","329872","87481","156613","38070"
"100663","7","99250094","0","0","5087293","30463963","30155831","27172575","11205621","3363571","14229505","0","22730689","14526305","3411268","9224","307","923","1257","283","369","1177","0","0","137","2244","573","0","317","83","106","4316","204","137","6","973","46","7670","97947","25754","5020","31745"
"100690","7","1893843","0","0","607279","601953","144746","323970","0","0","0","0","0","79300","0","97","6","3","5","0","0","0","0","0","15","41","0","0","2","0","40","14","14","15","15","2","2","72","470886","3","150994","19717"
"100706","7","27462717","0","0","736021","11720383","3188731","38786170","2701592","175123","2362132","0","7778410","1221952","0","1529","96","64","497","58","2","197","0","0","17","312","78","0","27","0","36","914","105","17","2","105","12","1348","247887","71798","6644","32351"
"100724","7","20176673","153750","0","3017512","7490674","1668083","1997305","4252849","178518","4085616","183352","4108059","1530140","203804","1180","80","40","40","86","4","117","4","0","73","274","154","7","42","10","40","367","54","77","11","213","31","931","371124","78851","58331","110416"
"100751","7","112642290","0","0","7719257","52728744","19728089","22755930","25271487","8494099","20475714","654098","25539863","9529998","3533529","6230","507","362","423","450","175","789","0","0","180","1252","622","24","195","100","34","2706","73","180","5","941","25","5079","295607","89320","20258","89734"
"100760","7","3082464","0","0","49420","1411917","38748","50354","0","0","242334","0","1568002","0","0","267","16","1","1","0","0","37","0","0","1","59","6","0","0","0","22","55","20","1","0","6","2","121","333530","169663","5347","26221"
"100812","7","6045786","0","0","1524974","2275450","611546","568609","404199","0","459608","0","1575964","435875","87300","372","24","11","9","7","0","40","0","0","23","84","14","0","9","2",,"91",,"23",,"25",,"223","343814","89626","86723","55889"
"100830","7","14137130","0","0","831400","8772400","1610250","2568581","1060390","207250","788289","60529","3501122","0","60196","917","111","27","51","27","4","111","0","0","19","203","32","3","0","3","33","331","54","19","3","38","6","591","350339","91904","20603","22527"
"100858","7","110010525","1607605","13050243","4952775","43182597","12451058","37077092","29953837","5671106","7960499","491808","26116088","7685314","2344719","5954","388","221","703","466","126","781","18","224","103","1184","251","13","205","59","44","2685","101","345","13","528","20","4742","284894","82324","50786","47864"
"100937","7","5815399","0","0","1175445","3171842","486172","620939","2013707","156650","711304","53040","1535905","356866","29140","366","36","10","11","44","4","44","0","0","23","86","16","2","9","1","68","149","119","23","18","28","22","286","354483","103177","71650","70121"
"101028","7","1810947","0","0","140717","1342610","212847","44105","41450","0","130896","44450","785169","52496","0","218","17","3","1","1","0","22","0","0","4","36","4","1","2","0","14","44","17","4","2","7","3","91","282696","122571","21966","35567"
"101073","7","1201280","0","0","3050000","300000","125000","0","150000","0","0","0","625000","0","0","133","5","4","0","5","0","25","0","0","48","21","0","0","0","0","29","39","54","48","66","0","0","108","302770","157528","768721","0"
"101116","7","657575","0","0","63224","1437074","0","0","0","0","0","0","848067","50232","0","126","18","0","0","0","0","20","0","0","2","12","0","0","2","0","9","38","30","2","2","2","2","54",,,,
"101143","7","3923144","0","0","1579916","282923","494836","126282","0","0","517511","71252","974910","0","0","252","2","9","3","0","0","26","0","0","23","69","14","2","0","0","21","40","12","23","7","16","5","148","347604","86382","139986","52166"
"101161","7","4751845","0","0","4438820","0","0","0","0","0","0","0","0","0","0","312","0","0","0","0","0","0","0","0","94","82","0","0","0","0","13","0","0","94","14","0","0","176","352062","0","328870","0"
"101189","7","7528823","0","0","1633555","2949197","252528","0","1990125","0","148739","0","1310888","0","0","472","35","6","0","55","0","48","0","0","40","111","6","0","0","0","27","144","35","40","10","6","1","301","390864","68061","84807","7722"
"101240","7","8032091","0","0","1037595","3533808","569392","853366","886703","44105","995052","0","3101708","604989","0","731","40","11","23","18","1","78","0","0","20","150","31","0","14","0","18","171","20","20","2","45","5","386","299042","117125","38631","59571"
"101286","7","6486477","0","0","1380223","1786018","270355","399229","269128","0","480406","0","1394540","259644","105538","468","21","7","9","5","0","42","0","0","27","131","12","0","7","3","20","84","13","27","4","22","3","264","387249","83258","82401","50482"
"101295","7","6749138","0","0","746432","1966990","368908","148743","442986","64480","518482","0","1830504","515358","0","595","22","8","4","10","1","49","0","0","22","128","15","0","13","0","18","94","13","22","3","28","4","272","379945","106681","42021","58200"
"101301","7","2875528","0","0","1007176","1249803","250361","265976","504882","0","503568","73033","836310","0","49466","247","15","6","6","12","0","26","0","0","22","55","14","2","0","1","19","65","22","22","8","17","6","159","307803","89525","107810","67016"
"101365","7","541952","0","0","474173","73999","0","53664","0","0","0","0","75961","24377","0","44","1","0","1","0","0","2","0","0","10","8","0","0","1","0","15","4","7","10","18","1","2","23",,,,
"101435","7","2223976","0","0","433019","2079694","573058","40000","1742003","35748","654437","0","537443","0","0","273","21","14","1","45","1","19","0","0","9","41","26","0","0","0","31","101","75","9","7","26","19","177","257921","66484","50219","75897"
"101453","7","297640","0","0","38400","494247","64536","57000","0","0","24960","0","360321","23920","0","35","9","1","1","0","0","12","0","0","1","6","1","0","1","0","53","23","204","1","9","2","18","32","235837","285511","30426","38730"
"101462","7","1521411","0","0","250363","1113377","241025","28032","239462","0","162113","0","692599","0","0","183","13","5","1","7","0","20","0","0","5","30","5","0","0","0","15","46","23","5","2","5","2","86","259604","118185","42720","27662"
"101471","7","2362007","0","0","2464199","858120","434837","131206","263960","0","59284","0","726588","65975","65975","138","9","7","2","4","0","17","0","0","40","40","1","0","1","1","46","39","45","40","46","3","3","122","298498","91825","311413","24167"
"101480","7","20201157","0","0","4099995","4721502","1405297","1393588","331229","189707","0","0","3670027","0","0","857","59","28","28","9","4","124","0","0","101","318","0","0","0","0","29","252","23","101","9","0","0","671","398973","76232","80975","0"
"101499","7","1826038","0","0","308041","922444","59284","37851","0","0","262335","0","469740","0","0","137","11","1","1","0","0","13","0","0","6","35","7","0","0","0","21","26","16","6","4","7","4","74","329661","84806","55612","47360"
"101505","7","8060381","0","0","1444304","1223667","936351","359214","625692","0","1139270","74260","3277470","198137","0","799","11","14","6","11","0","72","0","0","27","144","32","1","4","0","11","114","8","27","2","37","3","322","337675","137305","60506","59139"
"101514","7","7828435","0","0","627895","2268394","47679","1061058","690453","0","553229","0","3767244","562334","0","893","24","1","20","17","0","86","0","0","13","143","14","0","12","0","9","148","9","13","1","26","2","330","307052","147764","24628","43755"
"101541","7","1409507","0","31630","518438","580334","94645","95300","31000","122585","332991","30000","199873","98979","0","130","7","2","3","1","3","8","0","1","15","27","16","1","4","0","69","24","61","16","41","21","53","88","340588","77921","132916","111629"
"101569","7","4377831","0","0","272852","2245008","348317","318868","427854","0","593729","290353","2081604","208032","38753","426","27","7","5","9","0","59","0","0","9","82","16","6","5","1","16","107","21","9","2","28","5","226","268886","127855","16759","69458"
"101587","7","6805361","0","403679","486659","3705514","1511364","617474","2109815","0","1246690","0","1768953","951918","171330","632","41","35","13","52","0","58","0","7","13","116","50","0","23","4","18","199","32","20","3","77","12","412","494396","128521","64681","172171"
"101602","7","2904361","0","0","76059","1105276","589648","205857","432087","0","189657","0","835859","29828","0","190","12","11","4","11","0","22","0","0","1","57","6","0","1","0","25","60","26","1","0","7","3","125","353151","101640","9248","26688"
"101648","7","957273","0","0","627444","721154","280237","52723","310660","0","566372","70521","381646","213568","63358","119","9","6","1","7","0","11","0","0","15","18","17","2","5","2","43","34","82","15","36","26","63","93","202202","80619","132533","193023"
"101675","7","4283852","0","0","168378","1726844","422146","252540","793113","85000","846425","0","2723360","0","0","395","21","10","7","22","2","80","0","0","5","101","42","0","0","0","51","142","72","5","3","42","21","290","366167","240053","14392","72349"
"101693","7","3948647","0","0","677077","1643433","333783","303369","910818","0","0","0","1064227","0","0","278","22","10","7","25","0","38","0","0","26","85","0","0","0","0","40","102","48","26","12","0","0","213","366233","98712","62798","0"
"101709","7","8610443","0","0","467084","4021926","677519","0","4316706","137970","1292074","0","1705649","1146012","0","544","43","17","0","92","4","56","0","0","12","136","43","0","27","0","39","212","61","12","3","70","20","430","339714","72744","18428","96192"
"101736","7","4123332","0","0","863686","1879152","122491","366247","389406","0","562561","0","1751095","89107","0","470","22","3","7","9","0","44","0","0","21","77","17","0","2","0","14","85","16","21","4","19","4","202","282094","119802","59088","44583"
"101879","7","14417484","0","0","1979186","4294264","1215682","1199559","1637998","244267","2026772","0","2558020","857907","157124","730","47","29","24","36","7","85","0","0","63","224","77","0","23","5","27","228","27","63","7","105","12","620","342720","66617","47047","72307"
"101897","7","3330262","0","0","407926","738939","201804","194708","158159","0","195021","238343","1205652","183047","0","324","7","2","4","3","0","29","0","0","7","58","6","4","4","0","14","45","11","7","2","14","3","124","345310","125014","42297","63915"
"101912","7","5688651","0","0","401043","2887645","592701","920468","529420","168156","708185","0","1757292","203825","28543","396","60","17","25","14","5","56","0","0","10","110","30","0","7","1","50","177","81","10","5","38","17","335","359230","121597","25325","59395"
"101949","7","1848890","0","0","1735259","1178053","73908","37854","232680","0","212538","0","850581","0","0","191","13","1","1","5","0","23","0","0","40","35","6","0","0","0","19","43","24","40","22","6","3","124","239070","109987","224377","27482"
"101958","7","226068","0","0","0","0","0","0","0","0","0","0","326387","0","0","11","0","0","0","0","0","5","0","0","0","4","0","0","0","0","24","5","30","0","0","0","0","9",,,,
"101994","7","1251309","0","0","671677","553944","276234","120808","47078","0","185359","0","389360","0","0","81","5","4","2","1","0","7","0","0","13","24","4","0","0","0",,"19",,"13",,"4",,"60","298710","92950","160342","44249"
"102030","7","4610915","0","0","878904","1901969","0","235771","387955","0","1270655","0","3524715","0","0","398","21","0","3","7","0","84","0","0","24","85","35","0","0","0","15","115","20","24","4","35","6","259","280561","214471","53479","77316"
"102049","7","23840890","0","0","1665163","16480195","1771871","2076490","3879492","190791","536933","124329","4267065","716451","0","1120","255","30","40","63","5","132","0","0","37","300","17","5","20","0","57","525","99","37","7","42","8","904","389906","72912","27233","22532"
"102058","7","1086000","0","0","220000","140000","95000","60000","125000","160000","0","0","50000","0","0","90","4","3","2","4","5","2","0","0","7","51","0","0","0","0","73","20","29","7","10","0","0","78","805625","155793","163202","0"
"102067","7","5060676","0","0","313547","4303485","204460","834096","145433","0","96613","0","3498098","676294","0","577","62","5","14","3","0","86","0","0","7","92","3","0","21","0","12","170","21","7","1","24","3","293","251628","173937","15590","38431"
"102076","7","2421753","0","0","0","1001776","0","0","0","0","0","0","2147147","0","0","243","12","0","0","0","0","56","0","0","0","43","0","0","0","0","13","68","21","0","0","0","0","111","337108","298884","0","0"
"102094","7","39548225","0","0","5503640","13732190","4882198","2857629","4985106","536673","4612200","228660","7022164","3101522","388378","3054","171","142","119","92","244","551","0","0","172","755","261","10","99","12","44","1319","77","172","10","382","22","2628","129196","24695","17979","27215"
"102234","7","3979185","0","0","315265","2903902","286529","430518","1286170","52000","638836","23484","995472","331285","0","341","39","6","11","34","1","37","0","0","8","73","22","1","10","0","48","128","84","8","5","33","22","242","304619","80194","24135","76064"
"102261","7","320373","0","0","255717","205362","41131","0","0","0","0","0","56790","26830","0","38","3","1","0","0","0","2","0","0","8","7","0","0","1","0","34","6","29","8","38","1","5","22","411172","72890","328192","34434"
"102270","7","2760392","0","0","379400","1408176","592650","146945","986602","36750","1208602","0","431035","0","0","228","18","12","3","27","1","13","0","0","10","58","31","0","0","0","52","74","67","10","9","31","28","173","336667","57060","46273","147405"
"102298","7","2020085","0","0","108000","1316455","115000","122000","475303","30000","249400","63000","273916","55260","0","144","27","3","4","16","1","10","0","0","3","43","11","3","2","0","42","61","60","3","3","16","16","123","365369","54978","19534","66498"
"102313","7","3343883","0","0","354687","1380961","502704","176066","35000","0","311617","0","815233","0","0","215","17","8","5","1","0","22","0","0","10","67","8","0","0","0","31","53","25","10","5","8","4","138","364498","88867","38662","33968"
"102368","7","30391426","0","0","7770474","18270297","2503423","3305017","8053071","197206","1583733","1822101","9208986","94453","85161","3655","184","67","71","182","4","332","0","0","122","491","43","49","3","3","17","840","29","122","4","98","3","1551","291650","90271","74569","34408"
"102377","7","15949811","630941","98572","2750336","552488","1491509","1100835","2988531","122402","713526","0","1637690","709461","0","696","17","42","35","61","3","78","21","2","87","270","43","0","14","0","86","236","75","110","35","57","18","673","339280","37444","74022","30269"
"102395","7","483382","0","0","199983","832039","132015","217462","94683","0","89341","33034","274515","0","0","62","4","3","5","2","0","8","0","0","5","7","2","1","0","0",,"22",,"5",,"3",,"37","168135","95490","69560","42566"
"102429","7","6146670","0","0","496284","2352150","526549","242406","1543965","0","955064","0","1565771","0","0","690","32","16","5","42","0","44","0","0","13","111","30","0","0","0","20","139","26","13","2","30","6","293","320784","81720","25900","49843"
"102553","7","41849038","4075941","3130623","4791945","11990370","1203050","4043231","4196057","122055","1408199","468095","16380747","3061608","230671","2701","122","19","62","75","2","342","75","58","59","728","26","11","66","4","27","622","23","192","7","107","4","1649","309425","122021","88715","38216"
"102580","7","30000","0","0","68200","108000","33775","0","0","0","24000","0","30000","134000","0","17","2","1","0","0","0","1","0","0","2","1","1","0","2","0",,"4",,"2",,"3",,"10","70524","70531","160324","371426"
"102614","7","32777675","35677039","8689392","3182875","19231743","3727724","5011819","3975790","667638","1954419","196831","13910438","5629140","1560049","2996","192","56","71","69","9","275","590","137","51","559","39","4","103","29","35","672","43","778","49","175","11","2184","178535","79407","258994","50876"
"102632","7","6805323","160224","277701","520757","3150169","705494","1055366","744440","82410","846831","154668","2705552","709655","0","511","34","12","18","13","1","53","5","7","8","136","25","3","13","0","23","131","22","20","3","41","7","328","277616","113735","39108","69805"
"102669","7","2466927","0","0","0","1240076","256012","517902","377066","0","36982","58240","680817","0","0","171","15","5","9","10","0","20","0","0","0","46","1","2","0","0","49","59","63","0","0","3","3","108","323652","89326","0","12493"
"102711","7","2965294","0","0","0","272976","65677","124828","0","0","676756","0","539106","305171","0","84","2","1","2","0","0","12","0","0","0","43","16","0","5","0",,"17",,"0",,"21",,"81","552070","100370","0","182812"
"102845","7","2401880","0","0","402048","2943792","1562288","215280","852592","0","123094","1726435","964932","0","0","458","43","39","5","21","0","28","0","0","13","50","3","33","0","0","17","136","46","13","4","36","12","235",,,,
"103361","7","518508","0","121264","0","270637","51355","0","183747","0","31408","49358","643844","146266","0","81","3","1","0","3","0","14","0","2","0","11","1","1","3","0","5","21","9","2","1","5","2","39","172702","214451","40390","75619"
"103501","7","443360","0","0","0","340000","107000","73000","0","0","0","0","877750","0","0","66","6","2","2","0","0","20","0","0","0","13","0","0","0","0","26","30","59","0","0","0","0","43",,,,
"103644","7","1778704","0","0","61273","1155186","160319","51875","0","0","0","0","1185007","0","0","180","9","2","1","0","0","24","0","0","1","20","0","0","0","0","5","36","9","1","0","0","0","57",,,,
"103723","7","701084","0","0","362600","339055","145744","71910","0","0","0","0","89540","0","0","68","4","3","2","0","0","3","0","0","8","12","0","0","0","0","15","12","15","8","10","0","0","32",,,,
"103778","7","5783158","0","0","520912","3100043","5278415","953620","1164422","0","0","0","1025485","0","0","262","20","83","14","21","0","25","0","0","10","44","0","0","0","0",,"163",,"10",,"0",,"217","172635","30616","15550","0"
"103787","7","109439","0","0","102000","71500","0","24500","35000","0","62000","0","0","27000","0","17","1","0","1","1","0","0","0","0","4","5","3","0","1","0","63","3","38","4","51","4","51","16","113560","3","105840","92351"
"103893","7","650307","0","0","868715","2401688","520782","263759","55031","0","30927","0","1352750","0","0","124","25","8","5","1","0","37","0","0","19","15","1","0","0","0","15","76","74","19","18","1","1","111",,,,
"103909","7","595154","0","0","929429","1243201","0","26000","0","0","32280","0","132613","0","0","93","16","0","1","0","0","4","0","0","18","12","1","0","0","0","10","21","18","18","15","1","1","52",,,,
"103927","7","291494","0","0","477241","576849","53100","0","0","0","0","0","66991","0","0","45","10","1","0","0","0","2","0","0","12","8","0","0","0","0","11","13","18","12","16","0","0","33",,,,
"103945","7","427700","0","0","44722","90100","45000","75500","0","0","0","156481","95059","0","0","34","1","1","2","0","0","3","0","0","1","9","0","3","0","0","22","7","17","1","2","3","7","20","488486","108574","51078","178721"
"104090","7","456673","0","0","280820","568000","65000","0","0","0","0","2136098","65300","0","0","116","5","1","0","0","0","2","0","0","8","8","0","45","0","0","4","8","4","8","4","45","24","69",,,,
"104151","7","171525922","12264450","409147","14871876","89558693","37540228","59336804","25170431","3020121","6873127","849929","27859884","7340968","2511152","7289","881","752","1065","515","46","715","128","4","267","1798","183","21","171","65","34","3974","75","399","8","440","8","6611","240887","43372","38684","24682"
"104160","7","9664069","115814","343952","1132209","3375542","573581","621039","2058943","293020","1491502","0","2078424","439171","169689","938","46","17","23","36","6","68","3","7","31","116","53","0","12","4",,"196",,"41",,"69",,"422","352108","86407","58003","76526"
"104179","7","149562205","20319289","0","39340394","24802244","55500563","77389350","26766372","5201432","21043966","1059831","40530196","13073883","3872243","12505","180","1247","1379","376","827","1264","842","0","849","1790","711","38","339","118","41","5273","120","1691","38","1206","27","9960","200914","61438","80144","52458"
"104188","7","490000","0","0","40000","0","0","0","0","0","0","0","304000","0","0","34","0","0","0","0","0","9","0","0","1","13","0","0","0","0","46","9","32","1","4","0","0","23",,,,
"104346","7","5196434","0","0","1730789","3571830","479922","1494025","991276","200825","1794465","0","1949166","0","0","923","47","9","30","20","4","53","0","0","38","92","50","0","0","0","7","163","12","38","3","50","4","343","204322","84541","68054","70558"
"104364","7","295572","0","0","233057","1048502","57870","0","0","0","0","0","820381","0","0","114","14","1","0","0","0","20","0","0","4","5","0","0","0","0","4","35","29","4","3","0","0","44",,,,
"104425","7","4742930","0","0","712835","4075551","696781","852972","1483399","138571","777159","0","2257901","883614","0","682","59","15","17","35","3","66","0","0","17","83","24","0","22","0","6","195","14","17","1","46","3","341","213413","107837","32075","74728"
"104577","7","6709295","0","0","1550601","1228767","1237120","829825","633227","50461","565447","0","1710932","829499","0","754","12","15","10","9","1","46","0","0","23","93","14","0","17","0","11","93","11","23","3","31","4","240","337909","88714","78095","70256"
"104586","7","6038339","0","0","429608","3470299","3034869","39156","0","0","334408","0","858302","0","2236661","328","37","65","1","0","0","24","0","0","9","80","12","0","0","50","43","127","68","9","5","62","33","278",,,,
"104665","7","151690","0","0","192300","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","5","3","0","0","0","0",,"0",,"5",,"0",,"8","304142","0","385565","0"
"104708","7","22449421","0","0","1307617","3213828","671201","2187861","1761070","111882","1238526","0","6724269","615036","82080","1348","33","13","41","34","2","157","0","0","31","290","33","0","12","2",,"280",,"31",,"47",,"648","384469","117078","22394","33150"
"104717","7","17764228","0","0","5089166","36273545","9263221","8726634","66927292","82392","4217189","260472","11983826","557211","273645","5493","434","195","146","1360","1","324","0","0","106","290","147","10","16","9","4","2460","31","106","1","182","2","3038",,,,
"104805","7","1846892","0","0","120536","1485859","912265","112902","0","0","0","2761449","738857","77355","0","225","21","23","3","0","0","21","0","0","3","40","0","68","2","0","13","68","22","3","1","70","23","181",,,,
"105118","7","85638","0","0","321547","233251","0","0","44557","0","38613","0","0","0","0","18","3","0","0","1","0","0","0","0","4","2","1","0","0","0","5","4","9","4","9","1","2","11",,,,
"105145","7","8181365","0","0","1141718","2075558","359221","558647","1578314","289888","468018","0","3347903","254290","71333","564","21","5","10","30","4","63","0","0","24","102","11","0","5","1","9","133","12","24","2","17","2","276","289396","128680","40386","28073"
"105154","7","26830536","0","0","2170118","3990120","940038","2226646","3029930","204769","1237180","0","6544665","1029725","0","1564","39","15","42","57","4","142","0","0","39","335","31","0","20","0",,"299",,"39",,"51",,"724","375111","94364","30340","31693"
"105163","7","185876","0","0","62400","391609","0","41209","0","0","0","0","675607","0","0","54","6","0","1","0","0","18","0","0","2","3","0","0","0","0","3","25","29","2","2","0","0","30",,,,
"105172","7","266370","0","0","77666","612044","0","40288","0","0","0","0","794150","0","0","65","8","0","1","0","0","18","0","0","2","4","0","0","0","0","4","27","27","2","2","0","0","33",,,,
"105206","7","4468582","0","0","1125726","2597352","344098","779836","697187","0","631896","0","2431908","0","0","627","32","8","19","16","0","79","0","0","20","80","21","0","0","0","9","154","17","20","2","21","2","275","274215","149239","69080","38776"
"105297","7","3120001","0","0","2368899","1100458","0","0","0","0","1243077","0","2427988","0","0","291","17","0","0","0","0","77","0","0","87","60","50","0","0","0","23","94","36","87","34","50","19","291","309075","240524","234669","123142"
"105330","7","69508289","1007540","0","12806247","13693516","21141215","20028490","9343519","1531118","5643753","0","8986337","3740286","1255659","3583","107","422","318","191","24","245","15","0","232","958","179","0","88","36","32","1307","44","247","8","303","10","2815","347866","52642","69133","53248"
"105349","7","4270065","0","0","471133","2119001","794645","748063","554965","0","66518","0","656619","329332","37502","553","28","20","17","13","0","19","0","0","16","75","2","0","10","1","10","97","13","16","2","13","2","201","324964","49976","35855","32979"
"105367","7","553734","0","0","205395","631047","839147","68000","0","0","0","0","423883","0","0","132","7","19","1","0","0","13","0","0","4","8","0","0","0","0",,"40",,"4",,"0",,"52",,,,
"105428","7","12624280","0","0","1528539","2252962","612232","1138270","2091898","62773","989457","0","4154060","541881","39009","1030","22","9","22","42","1","95","0","0","27","160","26","0","11","1","8","191","10","27","1","38","2","416","328573","109754","39783","40872"
"105516","7","561746","0","0","2224100","36037133","5869399","13277023","2976023","0","0","1082840","28844547","0","0","2140","397","87","268","47","0","767","0","0","35","29","0","13","0","0","4","1566","220","35","5","13","2","1643",,,,
"105525","7","23297735","0","303374","18789823","9527956","4872834","6557392","834859","101802","6058721","0","3957552","0","751298","2356","82","102","122","16","2","107","0","10","387","363","147","0","0","21",,"431",,"397",,"168",,"1359","244316","42573","200224","71414"
"105534","7","2244868","0","0","296913","197958","0","0","0","0","33841","0","874793","0","0","126","2","0","0","0","0","19","0","0","7","37","1","0","0","0",,"21",,"7",,"1",,"66",,,,
"105543","7","696511","0","0","241718","203844","0","0","0","0","0","0","696511","0","0","91","2","0","0","0","0","17","0","0","6","23","0","0","0","0",,"19",,"6",,"0",,"48",,,,
"105589","7","2506297","0","0","707670","1957598","225088","317630","71829","41583","251859","0","434059","69472","34153","233","33","7","7","2","1","14","0","0","22","59","9","0","2","1","45","64","48","22","17","12","9","157","303899","57679","85808","43104"
"105659","7","796498","0","0","0","461650","0","0","0","0","0","303320","326593","29702","0","43","6","0","0","0","0","9","0","0","0","19","0","5","1","0","19","15","15","0","0","6","6","40",,,,
"105668","7","1582390","0","0","5570651","6034898","1063890","2496479","4136834","0","215987","0","7832817","360437","213056","1327","61","18","44","80","0","177","0","0","100","20","5","0","10","3",,"380",,"100",,"18",,"518","32983","163271","116114","16456"
"105747","7","12952353","0","0","1010926","2008939","592020","1170053","1415120","68479","1022931","0","3490707","487333","0","788","19","9","20","27","1","79","0","0","15","169","28","0","9","0","10","155","9","15","1","37","2","376","375425","103165","29302","43775"
"105792","7","4783379","0","0","895688","1401772","558251","546408","913163","51359","425541","0","2396855","259082","57066","395","13","9","10","17","1","52","0","0","16","57","12","0","5","1","8","102","14","16","2","18","2","193","271400","138910","50820","42082"
"105899","7","886452","0","0","187116","1036078","189924","71512","452600","0","183065","0","176552","34033","0","162","15","5","2","12","0","6","0","0","5","16","7","0","1","0","22","40","55","5","7","8","11","69","175943","35049","37139","43090"
"106041","7","4974777","0","0","0","1553243","2732431","123760","0","0","0","0","149531","149469","0","178","18","60","2","0","0","4","0","0","0","88","0","0","4","0","24","84","23","0","0","4","1","176",,,,
"106102","7","558569","0","0","65039","2740253","201136","1010723","1587222","0","0","0","519236","0","0","421","28","3","13","31","0","12","0","0","1","6","0","0","0","0","2","87","23","1","0","0","0","94",,,,
"106148","7","6532764","0","0","2464158","4569876","907646","1120628","1293256","198992","1112123","0","2349379","551053","0","533","57","17","20","28","3","63","0","0","59","113","36","0","14","0","10","188","16","59","5","50","4","410","253189","98771","95503","64459"
"106245","7","33613255","0","0","9059287","8208101","4584126","9614382","5764590","168885","2761819","0","4407990","1023798","459126","1788","75","102","182","117","2","153","0","0","199","471","128","0","32","15","29","631","40","199","12","175","11","1476","346070","47127","93271","43702"
"106263","7","13955795","5388895","1008286","10194513","7536907","1566866","1326913","347253","1721322","97816","0","1672106","44237","0","3672","493","170","235","129","428","417","248","40","712","221","268","0","7","1",,"1872",,"1000",,"276",,"3369","20880","5079","24824","213"
"106306","7","1333374","0","0","562487","1396436","104000","79140","411906","0","707141","0","297432","114136","0","186","20","2","2","12","0","8","0","0","16","35","32","0","4","0","26","44","32","16","12","36","26","131","200047","44629","84390","123217"
"106342","7","2344790","0","0","348284","1606644","67626","0","514649","77700","45701","0","389848","0","0","140","23","1","0","14","2","16","0","0","16","41","2","0","0","0","66","56","90","16","26","2","3","115","407747","81311","60565","7947"
"106397","7","94829829","1463643","5462192","22408150","43304663","12713649","30237334","17127597","2409802","7878244","427850","26015220","10036455","1923933","5037","486","229","663","189","40","848","17","63","468","1094","308","14","269","65","40","2455","89","548","20","656","24","4753","302577","90702","93597","64665"
"106412","7","8646671","0","0","1324292","3716202","2720550","1893300","3032439","98000","1961289","0","2505325","801671","114335","669","43","69","53","62","2","94","0","0","38","159","78","0","28","4","51","323","103","38","12","110","35","630","272990","82199","41810","90841"
"106449","7","6002672","0","0","1015737","2298831","982283","368001","758945","0","802924","44337","1145632","461457","28983","536","31","26","9","19","0","49","0","0","29","123","40","2","15","1","17","134","19","29","4","58","8","344","366281","69911","61980","81626"
"106458","7","32524281","708899","0","2792365","14133542","8675278","3068329","3353627","328831","2251672","0","4381705","3501928","163505","1781","209","221","76","70","7","180","15","0","81","505","109","0","119","5","28","763","43","96","5","233","13","1597","362371","52489","39010","65926"
"106467","7","19201958","107829","97492","611789","4865646","716648","909151","2229221","199679","592323","50039","7592084","2622251","0","1113","61","21","24","50","4","220","3","3","15","349","18","2","118","0","26","380","29","21","2","138","10","888","416927","169184","17742","70884"
"106485","7","8081595","0","0","596657","3072950","553064","507125","1485234","104671","701767","0","1480834","815032","115364","454","39","16","11","34","3","57","0","0","17","157","32","0","25","4","33","160","34","17","4","61","13","395","396930","77878","29305","80164"
"106625","7","3139455","0","0","284079","516324","298405","376865","597767","0","418500","45406","629792","0","0","243","5","8","9","13","0","27","0","0","8","74","21","2","0","0","22","62","18","8","2","23","7","167","397203","79685","35942","58693"
"106704","7","32079423","0","0","3456471","8442615","1754225","2252803","3211562","553548","3648515","0","4523766","2469778","386093","1654","109","44","54","73","12","172","0","0","99","533","149","0","83","16","42","464","36","99","8","248","19","1344","431805","68347","46526","87552"
