"UNITID","ARANK","SAOUTLT","non_inst_acad_staff_salary_research_outlay","non_inst_acad_staff_salary_pubservice_outlay","non_inst_acad_staff_salary_other_outlay","admin_profstaff_salary_mgmt_outlay","admin_profstaff_salary_business_outlay","admin_profstaff_salary_compeng_outlay","admin_profstaff_salary_community_outlay","admin_profstaff_salary_technical_outlay","nonadmin_servicestaffsalary_outlay","nonadmin_servicestaffsalary_salaryoutlay","admin_profstaff_salary_ofcadmin_outlay","nonadmin_servicestaffsalary_construction_outlay","nonadmin_servicestaffsalary_production_outlay","HRTOTLT","admin_profstaff_management","admin_profstaff_business","admin_profstaff_comp","admin_profstaff_comunityservice","admin_profstaff_healthcare","admin_profstaff_ofcadmin","non_instn_acad_staff_research","non_instn_acad_staff_pub_service","non_instn_acad_staff_library","instruction_staff","non_admin_service_staff_service","non_admin_service_staff_sales","non_admin_service_staff_resource","non_admin_service_staff_prod","instructors_per_thousand_student","admin_professional_staff","admin_professionalstaff_perthousandstudent","noninstruction_academicstaff","noninstruction_academicstaff_perthousandstudent","nonadmin_trade_servicestaff","nonadmin_tradeservicestaff_perthousandstudent","all_instructors_staff","instructor_salarypermillion","adminprofessionalstaff_salarypermillion","noninstruction_academicstaff_salarypermillion","nonadmin_tradeservicestaff_salarypermillion"
"168254","7","19270201","0","0","1141383","8260855","764767","1882350","1892520","488840","4197149","0","3066768","655139","138774","865","83","14","37","38","8","98","0","0","25","221","135","0","15","4","54","278","67","25","6","154","37","678","395428","72965","23421","102417"
"168263","7","17447805","0","0","2104407","5660380","1217251","1430370","2394053","303341","4377105","0","4558962","1275359","0","1019","54","19","24","44","6","94","0","0","38","232","112","0","26","0","32","241","33","38","5","138","19","649","437043","121797","52712","141586"
"168281","7","10817192","0","0","556434","8265090","1150137","1714721","1568343","179423","2223357","0","2129643","658029","254051","552","94","18","26","31","4","62","0","0","11","133","63","0","14","6","81","235","143","11","7","83","51","462","330876","70635","17020","95907"
"168290","7","4549190","0","0","2008605","1983090","696384","471865","1708330","79950","396268","0","1121542","101910","0","408","21","15","7","33","2","24","0","0","33","65","10","0","2","0","36","102","57","33","18","12","7","212","248003","65505","109501","27159"
"168342","7","30886585","0","0","3493169","12346906","2981908","4181982","3878350","0","7133960","0","4354077","2287368","292885","1207","103","48","63","53","0","113","0","0","68","285","169","0","36","7","126","380","168","68","30","212","94","945","358619","50558","40559","112790"
"168421","7","33841728","808261","0","780508","25895461","720514","2685514","1141391","51765","4215790","966483","4219407","0","0","1086","296","10","42","21","1","119","16","0","12","332","96","13","0","0","52","489","77","28","4","109","17","958","362514","45757","17019","55513"
"168430","7","15115728","0","0","271393","7624639","795889","1312917","314516","264148","2635719","0","4351601","600103","121204","744","105","12","22","5","4","96","0","0","4","201","62","0","12","2","20","244","24","4","0","76","8","525","375475","114659","6741","83389"
"168528","7","5969804","0","0","330720","1950179","642806","457121","1895123","77477","1605565","154483","959286","0","0","417","25","16","11","67","2","37","0","0","6","89","45","5","0","0","48","158","86","6","3","50","27","303","407890","70846","22597","120256"
"168546","7","6836455","0","0","734120","4026018","796446","716649","1790594","162595","752644","0","1455493","586626","94657","439","51","16","16","44","4","53","0","0","18","109","24","0","14","3","78","184","132","18","13","41","29","352","335302","79367","36006","70329"
"168591","7","6008054","0","0","325889","2821905","289248","461196","1003063","141047","1397221","0","2459318","0","0","408","35","6","9","21","4","73","0","0","7","92","43","0","0","0","61","148","98","7","5","43","29","290","367218","158941","19919","85399"
"168607","7","3920134","0","50554","436765","1672026","279883","240485","87017","0","183414","0","115826","159390","51115","245","22","7","5","2","0","3","0","1","11","53","5","0","4","1","21","39","15","12","5","10","4","114","428545","12666","53273","43063"
"168740","7","13573956","0","0","4076971","3624595","1374906","1695143","697000","0","2092811","177651","4129786","1151103","272142","937","54","35","38","16","0","136","0","0","103","233","82","7","35","8","49","279","59","103","22","132","28","747","346788","105512","104159","94367"
"168786","7","4675785","0","0","1800238","1183152","1009987","673380","1194032","0","1120898","0","439168","0","0","466","12","22","14","29","0","13","0","0","43","87","33","0","0","0","35","90","36","43","17","33","13","253","317407","29817","122206","76090"
"168838","7","831388","0","0","1173730","1560096","39000","0","0","0","470012","0","328808","0","0","399","21","1","0","0","0","10","0","0","25","14","15","0","0","0","4","32","8","25","6","15","4","86",,,,
"168847","7","2815995","0","0","1634579","1875139","96345","0","0","0","681158","0","743582","0","0","635","24","2","0","0","0","23","0","0","38","45","21","0","0","0","6","49","6","38","5","21","3","153","27868","7359","16176","6741"
"168883","7","3343194","0","0","678855","1756494","0","302951","0","0","237980","0","877302","123094","0","256","22","0","6","0","0","23","0","0","14","46","6","0","3","0",,"51",,"14",,"9",,"120","341807","89698","69406","36916"
"169080","7","20995001","0","0","1084675","3655623","3636847","2582122","3731214","521913","2464660","279651","3146961","1116789","0","892","35","64","46","77","10","85","0","0","18","291","63","6","20","0","67","317","73","18","4","89","20","715","405654","70892","20958","74602"
"169099","7","1539890","0","0","407091","467090","274608","176970","0","0","0","0","383042","67485","0","59","5","5","3","0","0","8","0","0","7","17","0","0","2","0",,"21",,"7",,"2",,"47","400457","99616","105866","17550"
"169220","7","702735","0","0","266614","593196","0","0","0","0","0","0","35121","0","0","42","5","0","0","0","0","1","0","0","5","9","0","0","0","0",,"6",,"5",,"0",,"20","356122","17801","135111","0"
"169248","7","59026464","190352","0","4190389","30230482","5024725","6714628","7982722","1471324","4385349","115122","12909056","3456577","1258189","2740","369","100","119","150","31","374","5","0","94","756","136","3","71","28","24","1143","36","99","3","238","7","2236","315955","76979","23449","49327"
"169275","7","9837421","0","0","3411520","4864679","1096140","1262559","1087499","66560","1898243","0","2327077","385452","0","862","52","17","20","16","1","60","0","0","70","137","44","0","6","0","9","166","11","70","5","50","3","423","222989","54260","77330","51766"
"169327","7","389040","0","0","678192","489377","128232","50262","29000","0","26616","104997","120520","34632","0","250","6","3","1","1","0","3","0","0","12","6","1","3","1","0","7","14","15","12","13","5","6","37","114927","35606","200346","49111"
"169363","7","1915650","0","0","250100","521400","180500","71000","412000","60000","241532","171800","492456","0","0","201","14","4","2","10","2","15","0","0","7","35","8","6","0","0","45","47","60","7","9","14","18","103","447180","128970","58382","96486"
"169424","7","824941","0","0","192346","525399","164878","61487","0","0","0","0","149445","0","76687","39","5","3","1","0","0","3","0","0","3","10","0","0","0","2",,"12",,"3",,"2",,"27","317276","57481","73977","29494"
"169442","7","3716325","0","0","2613090","2783765","333450","1047485","1581765","0","1134130","0","1748635","0","0","519","45","4","19","24","0","36","0","0","47","45","34","0","0","0","30","128","87","47","32","34","23","254","217636","102409","153028","66417"
"169479","7","9902284","0","0","685069","5365552","11585402","2649827","743809","118296","720970","0","614162","0","39520","1033","50","255","50","17","3","19","0","0","18","145","24","0","0","1","10","394","28","18","1","25","2","582","204856","15161","14173","15733"
"169521","7","16407523","0","0","1632885","4936365","584900","0","1499062","33666","1181991","0","3782982","118394","113508","1013","69","11","0","37","1","115","0","0","37","216","27","0","2","3","14","233","15","37","2","32","2","518","395179","91928","39328","34054"
"169628","7","6404485","0","0","700378","1286015","200262","236369","454683","0","0","0","1825794","0","0","141","11","2","4","11","0","37","0","0","12","57","0","0","0","0",,"65",,"12",,"0",,"134","469215","133766","51312","0"
"169655","7","2092254","0","0","602764","473000","0","35882","0","0","0","992167","499815","166166","0","147","5","0","1","0","0","16","0","0","13","46","0","28","4","0","37","22","18","13","10","32","26","113",,,,
"169716","7","27715985","0","0","5507095","7828893","2622759","2061178","1766923","664547","2818066","107725","3885944","1666271","217577","1270","70","44","36","23","18","105","0","0","101","327","73","3","28","6","56","296","51","101","17","110","19","834","397317","65235","78946","68948"
"169798","7","59840054","0","0","4241379","22881012","2720859","6016927","5715056","847308","7942881","33007","10064482","2607866","636011","2529","268","51","95","90","15","243","0","0","100","751","187","1","42","12","26","762","27","100","4","242","9","1855","367275","66975","26032","68863"
"169910","7","42743927","0","0","215388","18948498","2666663","3720727","2297919","590415","6814489","0","8937378","2263151","376594","2063","245","57","67","46","12","224","0","0","6","599","187","0","47","9","35","651","38","6","0","243","14","1499","375492","83702","1892","83052"
"169974","7","1951538","0","0","164555","710627","364740","229266","333446","0","371991","0","677817","0","0","146","8","7","4","7","0","17","0","0","4","34","11","0","0","0","19","43","25","4","2","11","6","92","331648","115194","27965","63217"
"169983","7","8551631","113220","0","1745414","5052884","601648","1839282","571293","40000","906677","0","1011917","439768","0","384","55","16","41","10","1","33","2","0","47","118","34","0","11","0","48","156","64","49","20","45","18","368","350336","43099","76143","55160"
"169992","7","1918662","0","0","172155","920889","176006","99176","138492","0","253010","41100","609023","49756","0","107","12","2","2","2","0","16","0","0","3","32","6","1","1","0","24","34","26","3","2","8","6","77","352359","111849","31616","63150"
"170000","7","358057","0","0","465651","661208","104000","36000","0","0","0","0","27400","60482","0","167","13","3","1","0","0","1","0","0","16","12","0","0","2","0","20","18","30","16","27","2","3","48","132704","10161","172580","22416"
"170037","7","3471455","0","0","1144823","3245223","578853","481191","1127579","54498","797956","0","1105467","64940","0","314","48","13","11","27","1","38","0","0","35","69","29","0","2","0","20","138","39","35","10","31","9","273","217919","72823","71866","54168"
"170055","7","19014130","0","0","113439","7215799","1738418","2090022","2126302","60515","3556956","0","4403433","879056","236226","1334","80","29","36","41","1","107","0","0","1","245","84","0","17","5","10","294","12","1","0","106","4","646","310131","72812","1850","76207"
"170082","7","77497984","0","0","3560697","19529469","4903550","8812152","11047405","877267","7524897","425384","15510441","3016873","560248","2955","227","74","139","200","13","342","0","0","53","1069","167","10","56","11","37","995","34","53","2","244","8","2361","442846","93648","20347","65871"
"170091","7","609814","0","0","51548","339750","99814","40608","70740","0","119329","64492","89369","0","0","47","6","3","1","2","0","3","0","0","1","9","5","2","0","0","40","15","67","1","4","7","31","32","369508","54159","31235","111384"
"170240","7","15653105","0","0","517276","3068591","691822","408862","934549","0","2583019","0","4245440","56451","50149","1154","25","8","7","10","0","89","0","0","8","162","62","0","1","1","6","139","5","8","0","64","2","373","317647","86153","10497","54580"
"170301","7","17420572","147426","0","2099519","5401004","991109","1502736","2074488","0","2182267","31429","2934103","802090","124072","832","65","19","29","44","0","80","3","0","35","255","55","1","15","3","70","237","65","38","10","74","20","604","405109","68235","52252","73016"
"170417","7","115442","0","0","36497","529011","0","33782","0","0","0","0","792345","0","0","82","7","0","1","0","0","19","0","0","1","2","0","0","0","0","3","27","36","1","1","0","0","30",,,,
"170444","7","7485735","0","0","1087793","2464505","306834","474224","304213","0","594472","0","830333","341772","0","555","34","5","10","6","0","19","0","0","25","87","14","0","7","0","10","74","9","25","3","21","2","207","344350","38199","50039","43068"
"170532","7","7407384","0","0","425781","4823695","1470697","722258","1448909","85933","1220461","0","1752729","736757","146910","396","52","29","14","30","2","48","0","0","9","103","38","0","13","2","73","175","124","9","6","53","38","340","330412","82020","18992","93856"
"170541","7","10696645","0","0","2045479","3974270","977521","1738002","522332","121024","1650875","0","2643202","442248","0","1050","40","19","35","7","2","67","0","0","42","125","47","0","8","0","8","170","11","42","3","55","3","392","340224","87924","65060","66575"
"170550","7","5461614","0","0","236545","4703575","421586","471262","619727","0","84797","40382","1998041","289120","0","601","58","7","9","11","0","49","0","0","9","95","2","1","6","0","11","134","16","9","1","9","1","247","233599","85462","10117","17720"
"170587","7","2212733","0","0","373110","949500","527640","388724","255080","0","332654","42234","543060","0","34495","239","10","9","8","5","0","14","0","0","7","33","8","1","0","1","13","46","18","7","3","10","4","96","302089","74145","50938","55890"
"170620","7","3921975","68000","0","127032","3085690","807452","730760","1098528","0","248057","14400","1617003","230464","0","494","40","19","14","26","0","43","1","0","2","53","7","1","6","0","8","142","23","3","0","14","2","212","243955","100587","12131","30661"
"170639","7","6109092","0","0","575527","2046886","922150","742950","559495","96372","1202460","0","1123530","593628","106017","461","27","21","16","15","2","38","0","0","13","112","44","0","18","3","38","119","41","13","4","65","22","309","318752","63655","30029","99246"
"170657","7","13649866","0","0","1431668","4830298","4388543","2187663","2039327","0","1657164","0","5554025","0","156889","2387","49","61","31","33","0","120","0","0","21","184","27","0","0","3","7","294","11","21","1","30","1","529","223202","90822","23411","29663"
"170675","7","7364983","0","0","535096","6034668","994773","1308576","1298298","0","464642","0","1956437","51580","0","650","60","16","25","31","0","52","0","0","10","107","17","0","1","0","22","184","39","10","2","18","4","319","276623","73487","20098","19389"
"170790","7","15153692","0","0","3415049","6152557","1768836","2759365","2350747","0","2441093","0","4573341","1394065","0","2029","62","30","51","33","0","120","0","0","70","204","58","0","30","0","6","296","8","70","2","88","3","658","236742","71451","53352","59916"
"170806","7","8272100","0","0","1934581","4097707","338462","1018508","300772","0","671247","0","1464954","408450","0","365","49","7","21","7","0","45","0","0","63","120","23","0","9","0","21","129","22","63","11","32","6","344","327223","57953","76527","42710"
"170842","7","3009884","0","0","824692","2699987","373170","97336","1101157","42230","335621","59160","627942","126200","50003","339","33","8","2","25","1","18","0","0","19","52","12","2","3","1","17","87","28","19","6","18","6","176","220028","48996","60287","41740"
"170967","7","1889600","0","0","114800","1434900","537200","159000","506500","27400","24960","0","363180","71440","0","249","23","12","4","13","1","13","0","0","4","38","1","0","2","0","18","66","31","4","2","3","1","111","290522","60059","17650","14821"
"170976","7","361629030","0","0","43832288","144961325","98094112","139906289","33017127","12795637","44684258","0","69967843","44636693","8879125","21463","1418","2012","3473","488","380","2080","0","0","906","5971","1311","0","680","183","132","9851","218","906","20","2174","48","18902","130546","29880","15823","35450"
"171100","7","231719016","17911340","21210553","43465951","78409123","56184797","72597420","21161163","10380449","32076616","80059","42305914","19318724","7141270","11602","802","1108","1269","326","324","1158","419","436","739","2709","940","3","359","146","50","4987","92","1594","29","1448","27","10738","236106","53687","84152","59726"
"171128","7","33075389","8138594","0","3265544","8700874","9001338","6139889","2774831","133250","4766986","0","5506034","1616638","637819","1572","63","149","113","54","2","162","121","0","66","402","136","0","38","15","54","543","73","187","25","189","25","1321","298275","50859","102843","63320"
"171137","7","28304744","0","0","2138766","8635223","5594898","2074564","155469","181859","1686628","0","3636607","947864","330075","1016","83","104","35","3","3","89","0","0","46","325","37","0","15","6","30","317","29","46","4","58","5","746","421208","56827","31827","44116"
"171146","7","19646462","0","0","3527410","7661352","3683466","2001436","546760","423424","2429714","0","3663017","908602","477797","1073","73","74","41","12","8","97","0","0","80","300","53","0","14","8","30","305","30","80","8","75","7","760","341321","70998","61282","66298"
"171155","7","3050809","0","0","177944","2656054","414618","249838","348772","0","396777","59363","954880","91894","37856","408","39","8","5","8","0","25","0","0","5","46","13","2","2","1","7","85","13","5","1","18","3","154","251935","78859","14695","48383"
"171225","7","4511162","0","0","610702","2867852","236891","489570","400485","0","777858","0","1439610","183123","0","378","28","4","10","5","0","34","0","0","11","57","19","0","4","0","10","81","15","11","2","23","4","172","300335","95846","40658","63978"
"171234","7","1716812","0","0","94417","1174050","51001","271013","119260","0","442998","0","574142","0","0","281","19","1","5","2","0","15","0","0","3","28","12","0","0","0","10","42","16","3","1","12","4","85","270162","90353","14858","69711"
"171298","7","1847265","0","0","1321665","1685360","80590","0","0","0","476820","0","818295","0","0","405","22","2","0","0","0","23","0","0","29","33","14","0","0","0","6","47","8","29","5","14","2","123",,,,
"171304","7","6872033","0","0","461174","1271351","233104","113109","769862","0","821926","0","1979433","0","0","443","19","5","3","11","0","52","0","0","9","84","21","0","0","0","11","90","12","9","1","21","3","204","448787","129272","30118","53677"
"171395","7","3472748","0","0","92717","1977456","285339","274372","0","0","454788","0","751504","0","0","172","27","4","5","0","0","17","0","0","2","30","11","0","0","0","8","53","14","2","1","11","3","96","556369","120404","14854","72862"
"171456","7","22556110","0","0","2525531","7211011","2614105","2312604","2956780","622919","4435545","60301","4333833","1326296","282924","1114","74","52","43","63","11","143","0","0","53","332","136","2","31","7","31","386","36","53","5","176","16","947","368246","80927","41231","99670"
"171483","7","6546703","0","0","2465467","2296294","1103065","1103373","726573","59380","1419137","72904","1164338","220234","64790","644","26","21","20","15","1","34","0","0","48","90","41","2","4","1","15","117","20","48","8","48","8","303","291792","54546","109888","79205"
"171492","7","2940431","0","0","188517","4795766","1729103","1071935","2537671","177663","1087736","0","1388858","0","0","768","53","37","20","60","5","41","0","0","4","50","33","0","0","0","13","216","56","4","1","33","9","303","104342","55594","6690","38598"
"171535","7","21108961","0","0","1193433","7528644","3504550","2214324","2684364","0","4331147","0","11012268","445286","1247709","2156","76","47","28","32","0","215","0","0","14","243","93","0","9","20","5","398","9","14","0","122","3","777","272609","142219","15412","77798"
"171571","7","41984763","445383","0","6817557","8026820","8078307","6202394","5493867","595583","4762802","0","8737442","2494118","0","2147","67","137","113","107","11","224","6","0","161","579","116","0","43","0","25","659","28","167","7","159","7","1564","315986","70245","54662","54617"
"171599","7","2082069","51372","0","280877","1754189","541444","84100","1155183","120500","440701","0","776317","288642","0","221","23","12","2","29","3","24","1","0","7","44","17","0","8","0","34","93","71","8","6","25","19","170","251460","108320","40127","88086"
"171881","7","885435","0","0","106351","183529","153194","33458","0","0","113725","0","540306","0","0","81","4","3","1","0","0","14","0","0","2","14","3","0","0","0","42","22","66","2","6","3","9","41","329278","200934","39550","42292"
"172033","7","1231278","0","0","436370","443803","66822","45000","0","0","0","0","310409","0","0","100","7","1","1","0","0","8","0","0","9","26","0","0","0","0","52","17","34","9","18","0","0","52","320530","80809","113597","0"
"172051","7","20152287","0","0","3074980","8543310","1452330","1692437","2353104","398314","2476948","38000","4855976","1261152","0","1292","98","27","36","51","9","114","0","0","63","301","70","1","25","0","24","335","27","63","5","96","8","795","344866","89920","52622","64620"
"172200","7","8857588","0","0","3561901","4333522","975522","1268674","824665","0","2829378","0","2759790","0","0","898","49","17","23","12","0","68","0","0","69","102","60","0","0","0","4","169","7","69","3","60","3","400","209495","65275","84244","66919"
"172264","7","4137839","0","0","219784","3456788","1074443","330614","890827","85742","371738","0","840851","244587","0","461","55","31","8","21","2","28","0","0","6","81","15","0","6","0","24","145","43","6","2","21","6","253","296078","66309","15726","44100"
"172291","7","5393243","0","0","145886","2288457","388270","0","814662","0","642574","0","1397493","100963","0","425","26","8","0","18","0","36","0","0","3","74","16","0","2","0","12","88","14","3","0","18","3","183","350136","90730","9471","48271"
"172307","7","3048596","0","0","308540","1670594","310769","583037","648852","0","144526","0","551813","245271","0","345","22","7","13","17","0","18","0","0","8","53","5","0","6","0","15","77","22","8","2","11","3","149","274937","49770","27826","35154"
"172334","7","5393495","0","0","0","3731408","3789469","877239","0","0","264534","0","1518558","269029","0","728","60","100","20","0","0","50","0","0","0","107","9","0","7","0","18","230","38","0","0","16","3","353","261531","73644","0","25872"
"172440","7","1670233","0","0","879819","1033929","141479","63689","547819","0","518300","0","333278","0","0","177","17","4","2","14","0","12","0","0","24","38","18","0","0","0","61","49","78","24","38","18","29","129","273891","54658","144276","84993"
"172477","7","13522136","0","0","3208939","8280464","386975","1247395","399087","0","0","123529","1945131","856093","0","695","76","8","18","6","0","46","0","0","65","97","0","2","18","0",,"154",,"65",,"20",,"336","394287","56721","93568","28564"
"172608","7","3034856","0","0","1021629","2896910","585007","0","280171","0","194643","0","578374","0","0","306","30","13","0","6","0","16","0","0","23","22","6","0","0","0",,"65",,"23",,"6",,"116","267370","50959","90005","17148"
"172617","7","14092976","0","0","1298248","8091630","1122157","2289646","1328024","0","2067333","0","3734923","1424742","0","1555","100","22","38","21","0","102","0","0","23","163","53","0","27","0","8","283","14","23","1","80","4","549","274108","72648","25251","67921"
"172635","7","5673554","0","0","7147150","4428362","2069162","556303","586860","0","2098544","0","5694531","0","48048","1454","45","34","8","7","0","108","0","0","128","77","43","0","0","1","3","202","7","128","5","44","2","451","116111","116542","146269","43931"
"172644","7","97778171","9178278","0","15609506","40860235","22190700","11244052","4637321","286974","10587767","0","10756534","3443007","4946477","6794","450","476","180","86","157","380","790","0","291","1755","296","0","60","98","50","1729","49","1081","31","454","13","5019","216904","24501","54987","42098"
"172671","7","1773052","0","0","137556","1516045","41268","205536","0","0","539930","36104","503589","151526","0","172","20","1","4","0","0","13","0","0","3","25","14","1","4","0","12","38","19","3","1","19","9","85","273135","77581","21190","112079"
"172699","7","72950639","0","0","3816390","11063069","10758224","11817232","14760243","2362643","12403302","228710","12979821","7271523","2034874","3344","87","183","185","284","34","371","0","0","67","877","344","4","150","34","31","1144","41","67","2","532","19","2620","334608","70376","17505","100626"
"172705","7","1425819","0","0","501563","462748","266194","67261","0","0","91941","78353","339776","0","0","58","4","4","1","0","0","8","0","0","9","16","2","2","0","0",,"17",,"9",,"4",,"46","442372","105421","155614","52835"
"172918","7","4332961","0","0","658912","878672","377721","371810","118160","0","223603","435724","607937","236215","0","260","8","7","6","2","0","14","0","0","12","66","6","6","4","0","15","37","9","12","3","16","4","131","345835","48524","52591","71478"
"172954","7","3177464","0","0","565539","538085","164556","321344","42407","0","252877","264592","547637","180465","0","191","6","3","5","1","0","13","0","0","11","50","7","4","3","0","17","28","10","11","4","14","5","103","329373","56769","58623","72347"
"172963","7","7878440","0","0","3235270","1382176","835054","812672","222166","53975","503959","345879","1480658","382228","0","521","14","16","12","4","1","38","0","0","65","122","14","5","7","0","10","85","7","65","5","26","2","298","312252","60825","128226","48831"
"173045","7","10755268","45600","0","260048","5615897","4572504","938067","1303260","0","1370720","326938","1760550","470080","0","688","66","97","16","31","0","47","1","0","5","169","38","4","9","0","41","257","62","6","1","51","12","483","306088","50110","8699","61692"
"173063","7","4504304","0","0","1644449","779856","339384","500534","0","48650","450881","682758","871738","333913","0","298","7","7","8","0","1","21","0","0","28","69","12","10","6","0","15","44","9","28","6","28","6","169","294207","60118","107410","95856"
"173115","7","2021585","0","0","366820","316302","348132","191177","0","0","62745","0","479318","0","0","103","3","8","3","0","0","12","0","0","8","32","2","0","0","0","15","26","12","8","4","2","1","68","380140","90134","68977","11799"
"173124","7","10264113","0","0","2413768","2058603","1048654","1302330","1722160","0","1351975","45163","1766901","1460261","79552","538","16","19","21","26","0","43","0","0","43","144","37","1","27","2","23","125","20","43","7","67","11","379","318781","54879","74966","91215"
"173142","7","2443833","0","0","222776","875600","408850","324130","757525","31000","276476","0","282216","191152","0","179","10","8","7","18","1","9","0","0","5","43","11","0","5","0","67","53","82","5","8","16","25","117","361369","46321","32942","69148"
"173160","7","14047819","0","0","2527831","3291310","1429588","2024831","3455905","166033","1018201","109450","2337251","877028","131509","853","34","23","38","80","3","71","0","0","58","203","34","2","17","5","39","249","48","58","11","58","11","568","329783","58771","59343","50149"
"173179","7","949941","0","0","299234","249706","0","0","119577","0","36316","0","229814","0","0","71","3","0","0","3","0","7","0","0","10","14","1","0","0","0",,"13",,"10",,"1",,"38","210502","50927","66309","8047"
"173203","7","6172418","0","0","1459957","1261354","218384","494251","344905","0","373835","140794","846492","224084","0","307","12","4","8","5","0","20","0","0","27","96","10","3","4","0","15","49","8","27","4","17","3","189","370360","50793","87601","44325"
"173258","7","22373124","0","0","2654757","6341721","1875500","2595362","694073","0","2931381","238973","2638195","1586079","92560","778","56","27","37","13","0","58","0","0","47","239","67","5","24","2","115","191","92","47","23","98","47","575","424703","50083","50395","92047"
"173300","7","10559209","0","0","503537","3612332","2308913","1451735","2592677","52000","2262486","0","2075359","866986","359798","797","58","43","29","61","1","61","0","0","14","180","73","0","19","8","66","253","93","14","5","100","37","547","283992","57221","13543","93845"
"173328","7","3869637","0","0","1277869","2575886","98283","520635","2434246","0","484269","0","1294088","396282","0","568","30","1","11","53","0","33","0","0","28","74","14","0","8","0","19","128","33","28","7","22","6","252","213796","71503","70602","48650"
"173416","7","4704222","0","0","1374375","815485","621828","339635","157890","0","414865","257368","541875","477525","0","327","9","12","5","3","0","13","0","0","26","71","11","4","9","0","13","42","8","26","5","24","4","163","308352","35521","90088","75364"
"173452","7","3938750","0","0","172295","65705","274286","144288","40257","45185","368337","0","253529","111907","0","136","1","5","3","1","1","6","0","0","7","75","11","0","2","0","57","17","13","7","5","13","10","112","597497","45316","26137","72852"
"173461","7","5849435","0","0","1457358","1019625","424721","587896","39693","0","386949","256803","864222","236256","0","388","9","8","10","1","0","22","0","0","27","91","12","4","4","0","10","50","5","27","3","20","2","188","316459","46757","78844","47609"
"173489","7","389169","0","0","207984","186000","96800","42000","0","0","0","76000","86200","0","0","47","3","2","1","0","0","2","0","0","6","9","0","2","0","0","25","8","22","6","17","2","6","25",,,,
"173559","7","9074016","0","0","2557143","1836173","497153","986014","129373","0","549958","126283","2057047","376007","0","566","19","9","17","3","0","52","0","0","51","144","16","2","7","0","16","100","11","51","6","25","3","320","346866","78635","97750","40224"
"173629","7","1385492","0","0","514692","299045","0","0","0","0","0","0","78024","0","0","146","5","0","0","0","0","2","0","0","13","28","0","0","0","0","17","7","4","13","8","0","0","48",,,,
"173638","7","4821803","0","0","574293","1091994","125092","321342","0","0","371936","474979","485457","335353","0","306","11","2","5","0","0","11","0","0","10","76","10","7","6","0","14","29","5","10","2","23","4","138","327346","32958","38988","80263"
"173647","7","12986547","45414","0","429494","1305000","3366406","1346629","4604856","385730","4891461","0","2521939","0","0","709","7","47","24","90","7","71","1","0","8","201","132","0","0","0","79","246","97","9","4","132","52","588","350801","78548","12829","132131"
"173665","7","13155091","0","0","2933739","8336702","2484960","1315494","1439145","114645","679300","29994","977857","249517","562141","770","98","53","22","30","3","24","0","0","70","183","20","1","4","10","25","230","31","70","10","35","5","518","308543","25629","68809","35673"
"173683","7","304175","0","0","55000","180000","0","0","0","0","0","0","150569","0","0","13","2","0","0","0","0","3","0","0","1","4","0","0","0","0",,"5",,"1",,"0",,"10","493545","244312","89241","0"
"173708","7","7857068","0","0","2048824","1563818","731030","697621","0","100558","859631","678017","1493770","660998","0","537","15","14","12","0","2","36","0","0","38","123","24","10","12","0","13","79","8","38","4","46","5","286","288693","58582","75280","80785"
"173735","7","3271907","0","0","511217","389732","52075","116510","0","82539","215001","376174","329193","158980","0","166","4","1","2","0","1","8","0","0","9","50","6","6","3","0","27","16","9","9","5","15","8","90","345393","43464","53966","79189"
"173799","7","6667055","0","0","2024052","1188029","399100","822464","53975","0","393024","141754","901137","355460","0","373","12","7","13","1","0","22","0","0","40","104","11","2","6","0","12","55","6","40","4","19","2","218","329010","44471","99884","43932"
"173805","7","2090493","0","0","340760","201300","48609","195312","38524","0","143654","58130","97718","90034","0","148","2","1","3","1","0","2","0","0","6","32","4","1","2","0","20","9","6","6","4","7","4","54","312714","14619","50974","43653"
"173887","7","2050308","0","0","50000","1078124","138741","89822","0","0","0","0","2168216","0","0","166","12","2","2","0","0","41","0","0","1","38","0","0","0","0","20","57","29","1","1","0","0","96",,,,
"173896","7","2505000","0","0","376112","1209292","913787","0","0","0","490257","0","1904814","0","0","132","15","12","0","0","0","40","0","0","7","34","15","0","0","0",,"67",,"7",,"15",,"123","228102","173452","34248","44642"
"173902","7","16329041","177590","0","3757329","6624458","2314012","2067631","2211105","325854","2059418","0","2565880","1339447","0","673","62","37","31","37","5","65","3","0","82","192","47","0","20","0","86","237","107","85","38","67","30","581","351192","62197","84629","73100"
"173911","7","6295120","0","0","1392771","855933","459988","549040","50237","0","375400","712135","1081581","287350","0","521","8","9","9","1","0","26","0","0","25","98","10","10","5","0","17","53","9","25","4","25","4","201","338866","58223","74973","74010"
"173920","7","33721022","0","0","10889046","4341256","2075638","4843383","4153487","282840","3019447","180611","5819689","2499852","110726","1642","32","38","72","77","4","140","0","0","179","444","81","4","47","3","25","363","20","179","10","135","8","1121","341340","61775","110224","58818"
"173984","7","2173654","0","0","243979","2687840","58151","56592","0","0","0","0","2165612","46571","0","273","31","1","1","0","0","45","0","0","4","34","0","0","1","0","15","78","35","4","2","1","0","117",,,,
