"UNITID","ARANK","SAOUTLT","non_inst_acad_staff_salary_research_outlay","non_inst_acad_staff_salary_pubservice_outlay","non_inst_acad_staff_salary_other_outlay","admin_profstaff_salary_mgmt_outlay","admin_profstaff_salary_business_outlay","admin_profstaff_salary_compeng_outlay","admin_profstaff_salary_community_outlay","admin_profstaff_salary_technical_outlay","nonadmin_servicestaffsalary_outlay","nonadmin_servicestaffsalary_salaryoutlay","admin_profstaff_salary_ofcadmin_outlay","nonadmin_servicestaffsalary_construction_outlay","nonadmin_servicestaffsalary_production_outlay","HRTOTLT","admin_profstaff_management","admin_profstaff_business","admin_profstaff_comp","admin_profstaff_comunityservice","admin_profstaff_healthcare","admin_profstaff_ofcadmin","non_instn_acad_staff_research","non_instn_acad_staff_pub_service","non_instn_acad_staff_library","instruction_staff","non_admin_service_staff_service","non_admin_service_staff_sales","non_admin_service_staff_resource","non_admin_service_staff_prod","instructors_per_thousand_student","admin_professional_staff","admin_professionalstaff_perthousandstudent","noninstruction_academicstaff","noninstruction_academicstaff_perthousandstudent","nonadmin_trade_servicestaff","nonadmin_tradeservicestaff_perthousandstudent","all_instructors_staff","instructor_salarypermillion","adminprofessionalstaff_salarypermillion","noninstruction_academicstaff_salarypermillion","nonadmin_tradeservicestaff_salarypermillion"
"219091","7","2147570","0","0","328500","1270750","348482","125486","727442","0","279288","0","243100","0","0","250","19","9","3","21","0","8","0","0","10","48","11","0","0","0","48","60","60","10","10","11","11","81","338606","38338","51794","44035"
"219143","7","4518346","0","0","172471","715557","87968","486909","89043","0","549906","165558","711708","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","571774",,"21825","90538"
"219189","7","3927326","0","0","665625","761504","209510","303984","134508","53047","336985","22880","65200","0","0","141","11","5","7","3","1","2","0","0","18","79","10","1","0","0","54","29","20","18","12","11","7","58","606377","18261","102772","55563"
"219198","7","2766640","0","0","255404","1042460","255404","138995","545470","44843","236933","0","313628","0","0","231","17","5","3","15","1","12","0","0","9","47","10","0","0","0","27","53","31","9","5","10","6","72","366968","47553","33877","31427"
"219204","7","699142","0","0","39129","6720245","779348","1136851","5435741","51771","0","0","907244","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","68259",,"3820","0"
"219213","7","370417","0","0","0","348049","0","0","415459","0","0","0","102065","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","175997",,"0","0"
"219240","7","434798","0","0","61218","192130","32936","0","43649","732000","0","0","30000","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,"0","245581",,"34577","0"
"219259","7","5399994","0","0","727933","3614278","698237","829989","2058884","0","891382","0","1096263","369754","119390","427","44","17","17","49","0","38","0","0","16","87","35","0","12","4","22","165","42","16","4","51","13","232","277665","56376","37430","70986"
"219277","7","3245264","66625","0","1660951","1548396","233468","146135","182532","0","222854","0","706808","0","0","189","27","5","3","4","0","23","1","0","47","68","10","0","0","0","29","62","27","48","21","10","4","120","251975","54882","134136","17303"
"219295","7","2356441","58276","0","395812","1083456","456572","71062","583012","120000","209949","0","213750","0","0","175","16","12","2","16","3","7","1","0","14","51","8","0","0","0","54","56","60","15","16","8","9","79","404850","57348","78015","36070"
"219347","7","12618107","0","0","290380","4085447","889022","2241797","453157","0","758797","0","1147639","323309","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","430798",,"9914","36944"
"219356","7","39626940","5063788","6508652","2151831","14645228","3956335","5223084","6834748","865156","3944692","63903","6908376","2396551","630675","2085","163","87","110","139","17","232","85","115","48","548","137","2","68","16","37","748","51","248","17","223","15","1219","314193","61639","108817","55785"
"219374","7","1666372","33059","0","553931","233698","387452","232793","789750","0","0","51734","219949","549351","133602","171","4","19","6","24","0","5","1","0","24","38","0","2","11","2","23","58","35","25","15","15","9","98","318127","42001","112062","140259"
"219383","7","3369569","0","0","178979","1848863","484213","228906","1231034","59156","258939","0","541851","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","350493",,"18617","26934"
"219408","7","448028","0","0","157676","452719","232204","217548","54016","0","118868","57120","107189","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","294563",,"103667","115706"
"219426","7","6486339","0","0","55276","1278080","450767","386598","531904","0","771284","57011","645387","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","580686",,"4949","74153"
"219471","7","22173899","0","0","1548880","6250468","2118275","3547253","3366687","126900","2900152","0","10568998","1236401","116612",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","248858",,"17383","47733"
"219480","7","1690014","0","0","775970","480780","135284","79722","86170","0","95737","0","238525","0","0","175","8","3","2","2","0","7","0","0","20","41","4","0","0","0","30","22","16","20","14","4","3","46","440210","62134","202122","24937"
"219505","7","181000","0","0","136200","311059","117500","0","0","0","48000","0","196000","35360","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","196061",,"147533","90296"
"219578","7","1496337","0","0","467427","1570728","204198","0","361393","0","0","0","431659","0","0","150","18","5","0","7","0","11","0","0","11","29","0","0","0","0","46","41","65","11","17","0","0","52","256023","73862","79977","0"
"219602","7","22373463","0","0","1193105","3889868","316240","646333","9247641","761907","1731858","39154","4633139","1180080","146551","1160","34","6","17","188","20","153","0","0","22","362","56","1","34","4","29","418","33","22","2","95","8","535","376015","90675","20052","52060"
"219639","7","4992296","0","0","116709","1987943","155043","206960","0","0","427209","0","912642","0","0","138","23","4","4","0","0","22","0","0","2","65","16","0","0","0","51","53","42","2","2","16","13","71","519983","95061","12156","44497"
"219709","7","29635131","0","0","2887492","13354622","2813801","1921780","5278381","278371","3154411","128907","4592925","905881","59630","1360","96","47","28","82","4","110","0","0","55","366","104","3","24","2","49","367","49","55","7","133","18","555","413886","68036","40327","59339"
"219718","7","7611412","0","0","4284211","2245840","712823","508118","2525226","392964","1241701","2593711","1343731","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","265171",,"149256","133621"
"219790","7","1944916","0","0","1838730","440000","145404","257265","659287","0","124135","186002","0","485326","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","205783",,"194548","84165"
"219806","7","5962503","0","0","267078","1019750","900024","492515","1904103","201000","364893","0","1149626","765796","0","441","12","27","11","49","5","55","0","0","10","119","10","0","25","0","49","159","66","10","4","35","14","204","405816","91932","18178","76956"
"219824","7","12403568","0","0","3717266","2425672","950050","2227444","3275307","684149","1795848","0","2434600","436626","66198",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","341757",,"102422","63336"
"219833","7","5889991","0","0","733053","1316467","478679","601553","708153","40218","450558","55080","1380282","274680","33872","335","15","8","13","19","1","44","0","0","15","103","15","2","10","1","50","100","49","15","7","28","14","143","395829","95467","49264","54717"
"219842","7","841711","0","0","194095","357641","39645","68557","115760","0","0","0","189467","64890","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,"0","405900",,"93599","31292"
"219879","7","3312690","0","0","2515008","705280","98712","262129","0","314919","258952","0","1339201","62878","0","340","8","2","5","0","9","44","0","0","48","70","10","0","2","0","14","68","14","48","10","12","2","128","291409","145510","221239","28311"
"219888","7","4928970","0","0","724720","2172460","382090","452230","722840","0","508900","0","1500110","101890","0","445","26","7","8","18","0","47","0","0","18","94","20","0","3","0","13","106","15","18","3","23","3","147","326793","99462","48049","40496"
"219903","7","1864063","0","0","75629","1895562","315802","0","0","0","57803","393099","741165","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,"0","272325",,"11049","65873"
"219949","7","3019991","0","40000","808643","596384","447709","173272","948296","162064","0","28000","381627","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","346289",,"97310","3211"
"219976","7","15115947","369920","0","4008335","7513888","2222776","1412292","4047807","73163","3413308","27040","3226232","550118","45094",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","270354",,"78307","72177"
"220002","7","281232","0","0","280012","170176","0","0","0","0","0","0","32037","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,"0","211260",,"210343","0"
"220057","7","2816398","0","0","80983","1301202","38826","418077","2452341","0","412067","0","1484758","78202","0","335","15","1","10","57","0","48","0","0","1","53","20","0","2","0","13","131","32","1","0","22","5","154","251891","132800","7243","43848"
"220075","7","37591885","450674","622291","507442","15364720","6229193","1728043","6302656","1247596","3208807","0","8282987","1764091","430206","2584","271","223","57","145","27","420","38","50","20","731","171","0","69","22","43","1143","67","108","6","262","15","1513","230390","58414","9686","33114"
"220118","7","530000","0","0","145000","0","0","0","0","0","45000","210000","305000","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,"0","345771",,"94598","166362"
"220136","7","515406","0","0","144312","48912","60753","0","0","0","0","93235","0","0","0","35","1","2","0","0","0","0","0","0","4","8","0","2","0","0",,"3",,"4",,"2",,"9","412306","2","115444","74585"
"220181","7","2556399","362853","0","135000","2465084","508567","201220","689598","0","509785","30000","1081509","75112","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","231510",,"45086","55686"
"220206","7","585492","0","0","108301","450200","59267","20196","0","0","0","0","81663","28013","0","79","12","2","1","0","0","4","0","0","5","17","0","0","1","0","46","19","51","5","13","1","3","25","308244","43001","57017","14748"
"220215","7","5392410","0","0","642948","2949750","659362","297105","1264437","0","852170","52880","914233","272376","27581",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","415187",,"49504","92779"
"220312","7","379245","0","0","35774","479000","132000","0","330000","0","202280","0","134800","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","161068",,"15193","85910"
"220400","7","4464632","0","0","0","1270559","92774","199771","2432412","137542","463517","0","1120693","187584","0","437","17","2","4","54","4","39","0","0","0","79","19","0","6","0","13","120","19","0","0","25","4","145","325135","91636","0","47416"
"220464","7","122670","0","0","45659","0","139345","0","0","0","0","0","85995","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","263169",,"97954","0"
"220473","7","2562943","0","0","622833","2017542","133375","235414","177774","40643","208985","0","717743","483055","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","349965",,"85047","94497"
"220516","7","6458952","0","0","276824","2172797","284478","649107","1286380","0","683709","608140","1448239","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","391304",,"16771","78264"
"220552","7","8066557","0","0","402566","2761289","206550","244610","0","0","123323","0","1977222","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","609176",,"30401","9313"
"220598","7","3468115","0","0","310443","1300932","59000","141871","571953","118585","1525069","50480","683523","48660","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","340492",,"30479","159461"
"220604","7","2318813","0","0","1022030","682573","842693","204617","367254","0","153164","0","519898","82644","0","217","7","19","4","10","0","16","0","0","25","50","5","0","3","0","39","56","43","25","19","8","6","89","289653","64948","127666","29456"
"220613","7","9735900","0","0","727706","4372674","421891","993200","1085559","218523","1479860","0","2733953","378789","34038",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","405552",,"30313","78840"
"220631","7","7303432","0","0","928743","5744895","444122","488920","887739","69000","1085734","0","2445638","712231","25459",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","194786",,"24770","48632"
"220701","7","2950408","0","0","97920","925355","525435","115665","0","0","465408","0","1047790","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","391028",,"12978","61682"
"220710","7","3981697","0","0","744397","2144138","618656","269550","1483332","141728","864081","18970","624791","416012","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","325463",,"60847","106185"
"220808","7","1163321","0","0","608768","702316","221044","144484","56496","0","457737","0","111500","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","253996",,"132916","99941"
"220862","7","67827403","2755445","0","16403037","10819379","12455842","9993371","8128964","502477","5418848","72826","7633856","3024985","315288","3330","73","212","190","108","11","248","37","0","367","876","228","1","88","7","35","842","34","404","16","324","13","1570","355351","42630","100372","46271"
"220871","7","834250","0","0","295471","0","112169","67960","0","0","145862","0","148104","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,"0","361115",,"127898","63138"
"220978","7","63100824","1939917","162697","3138277","15345682","3797902","4615012","6169106","1643212","6288190","50751","16273676","2547306","735952","2558","174","83","83","114","31","454","27","1","62","888","156","2","72","25","32","939","33","90","3","255","9","1284","396821","112676","32958","60511"
"220996","7","1368963","0","0","145352","0","115818","96130","104224","0","0","0","324284","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,"0","599405",,"63643","0"
"221014","7","4036306","0","0","212818","2315754","201463","165429","830913","0","289966","0","541211","127237","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","407284",,"21474","42098"
"221096","7","4042114","0","0","129309","745209","102069","245137","2030853","557215","212227","0","1187760","163272","0","376","6","2","5","37","15","38","0","0","3","91","10","0","5","0","14","103","16","3","0","15","2","121","303085","130845","9696","28156"
"221148","7","4205092","0","0","491387","3403185","0","32779","0","0","346842","0","918757","0","27141","184","51","0","1","0","0","28","0","0","12","61","10","0","0","1",,"80",,"12",,"11",,"103","580808","126906","67870","51655"
"221184","7","8188404","0","0","0","2191831","113318","303571","2478402","838950","459912","0","2106042","281270","0","722","26","2","8","53","23","78","0","0","0","167","18","0","9","0","11","190","13","0","0","27","2","217","374027","134524","0","33855"
"221254","7","522540","0","0","175280","352500","75000","75240","0","0","89600","0","30000","54080","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","291825",,"97889","80242"
"221351","7","13302788","0","0","972020","6187510","1551931","862651","2303876","150359","2310493","0","1313224","711292","110419","529","56","26","14","53","4","39","0","0","20","183","81","0","15","3","85","192","89","20","9","99","46","311","423194","46565","30922","99643"
"221397","7","7292798","0","0","3918482","970476","188541","769907","70831","0","518733","0","1777619","306250","0","620","10","4","24","2","0","63","0","0","85","132","21","0","10","0","16","103","13","85","10","31","4","219","332039","80936","178407","37561"
"221485","7","9289372","0","0","412356","2774892","4059708","813552","125688","911808","1434480","0","2945146","374712","67440","904","35","85","18","3","25","107","0","0","12","202","64","0","12","2","12","273","17","12","1","78","5","363","280765","116578","12463","56720"
"221519","7","12766941","0","0","1909213","6721357","2075088","785441","1980289","187372","2615548","0","2762945","1261571","228843","737","74","33","15","37","4","83","0","0","30","155","94","0","30","7","82","246","129","30","16","131","69","407","331419","76592","49562","106587"
"221643","7","11970110","0","329820","0","1385940","158430","413750","4477010","2215030","399940","0","2962970","344920","69420","956","14","3","8","82","60","96","0","5","0","236","13","0","11","2","15","263","17","5","0","26","2","294","362527","156824","9989","24661"
"221661","7","7653232","0","0","624742","4152494","267198","645628","3648037","103189","1190134","468166","2241026","954262","210371","529","85","6","13","73","2","60","0","0","14","142","36","15","23","5","38","239","64","14","4","79","21","332","253567","77674","20699","93529"
"221670","7","5837000","0","0","157000","2220000","0","323000","158000","193000","526000","0","2400000","174000","168000","187","25","0","5","3","6","62","0","0","3","51","19","0","3","4",,"101",,"3",,"26",,"130","480063","213264","12912","71389"
"221731","7","2660861","0","0","351885","0","262149","239935","0","0","0","0","3193873","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","396628",,"52452","0"
"221740","7","32961730","992578","0","1677419","10925334","2554035","3438142","4150981","429040","2295941","0","5379801","1409425","275288","1892","152","63","69","92","10","178","9","0","36","468","91","0","40","8","36","564","44","45","3","139","11","748","405654","71493","32859","48989"
"221759","7","175123632","10851329","5652856","25390101","75139865","32881302","55927410","19402541","9580678","25960969","0","44838163","16077947","3240465","13528","849","642","1205","310","1122","1458","183","60","502","2193","977","0","474","91","66","5586","168","745","22","1542","46","7873","205162","63757","49080","53046"
"221768","7","17871975","0","0","1300581","5303910","1944722","1610012","1912428","154071","2257097","0","3506138","864407","328889","983","72","49","39","35","4","128","0","0","36","288","96","0","29","11","34","327","38","36","4","136","16","499","367764","75323","26763","71001"
"221795","7","215500","0","0","85000","120000","90000","41000","0","0","0","90000","0","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","55970",,"22076","23375"
"221838","7","21793896","2539964","111685","815821","9536462","943218","571046","12977295","712215","2822443","87954","5255880","1434719","70001","1396","114","20","14","277","22","213","29","2","20","333","105","4","48","3","32","660","63","51","5","160","15","871","266441","72968","42392","53977"
"221847","7","28166278","915289","667803","1110868","4590480","669147","2548812","12707476","1341701","1427432","18838","5291032","1430760","61163","1414","33","13","43","241","37","200","10","9","32","414","53","1","45","2","33","567","45","51","4","101","8","719","389825","91803","37285","40665"
"221856","7","395400","0","0","288700","778129","97760","71760","257190","0","127100","62500","71760","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","156894",,"114556","75233"
"221892","7","4604539","0","0","377832","3024120","698600","657725","1156959","0","375157","29578","2578486","527440","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","261649",,"21470","52970"
"221908","7","6267408","0","0","320120","1022073","1113587","1144170","2433617","47500","862798","0","2465953","421069","64751","582","9","20","24","51","1","92","0","0","7","126","36","0","12","2","16","197","26","7","1","50","7","254","325879","130694","16645","70122"
"221953","7","4145798","0","0","1287361","2338268","911811","329000","2554268","198222","452733","18096","803119","273562","0","446","31","24","7","73","6","31","0","0","39","89","24","1","9","0","37","172","72","39","16","34","14","245","288461","69682","89574","51794"
"221971","7","17825250","0","0","1501161","3775645","832342","1074041","975465","162787","1127066","291202","1296003","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","518951",,"43704","41290"
"221999","7","117889322","10565313","0","8956877","69544266","28501268","47816825","17340731","1340345","22595321","1516258","22296326","4156890","1194112","24486","1520","1094","2142","534","7308","2879","490","0","245","3408","2468","78","212","196","251","15477","1140","735","54","2954","218","19166","63439","12722","10505","15855"
"222053","7","8390469","0","0","314268","701948","196789","688032","5040412","333748","814052","34295","3016684","359594","0","761","6","4","12","88","9","89","0","0","8","159","30","1","11","0","14","208","18","8","1","42","4","258","342460","136754","12827","49303"
"222062","7","8727258","0","0","277174","1556775","2976477","257208","1514422","505403","1052792","0","2325280","521501","69979","612","17","55","5","35","14","73","0","0","7","160","37","0","14","2","20","199","25","7","1","53","7","259","350604","113723","11135","66056"
"222099","7","337509","0","0","0","185886","89151","40873","0","0","20800","0","188759","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","276912",,"0","17066"
"222105","7","293703","0","0","0","176720","0","0","0","0","32790","0","85950","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,"0","361098",,"0","40314"
"222178","7","16991690","0","283899","1607144","8042291","2801998","1602156","3822671","121825","1231643","186850","3946746","489767","0","853","92","48","32","82","3","128","0","7","38","250","43","4","15","0","52","385","79","45","9","62","13","492","373018","89323","41514","41892"
"222567","7","7053867","158046","0","299433","1066448","159675","177022","0","89090","1280068","0","2379131","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","335761",,"21776","60931"
"222576","7","12282579","0","0","309209","5574932","250959","1295812","1104245","0","2994282","0","5527016","0","541425","870","82","6","28","27","0","170","0","0","7","218","104","0","0","10","16","313","22","7","1","114","8","434","317023","142660","7981","91259"
"222628","7","1156250","0","0","160500","1103550","0","0","0","0","56300","0","285200","0","0","91","15","0","0","0","0","6","0","0","3","16","1","0","0","0",,"21",,"3",,"1",,"25","363442","89651","50450","17697"
"222822","7","6230412","38808","259992","1336536","511704","336720","345852","279564","0","232524","105240","640740","474924","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","417335",,"109540","54437"
"222831","7","16792941","0","0","2474112","4736718","1821530","2574423","3098647","234494","923663","335740","3139223","1512712","154843","829","53","43","43","69","4","108","0","0","61","265","26","10","40","5","35","320","43","61","8","81","11","462","364882","73310","53758","63598"
"222877","7","356453","0","0","155730","435519","0","0","76546","0","76809","0","89800","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","250770",,"109559","54036"
"222938","7","2809077","0","0","87849","1833139","66950","0","0","0","26373","0","3603304","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","244965",,"7661","2300"
"222983","7","6665456","0","0","459875","2491663","563638","673581","1052081","0","452021","0","2205663","493384","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","390100",,"26914","55330"
"222992","7","41496234","0","0","16581130","13901915","3905215","8479124","5136840","82599","5366077","431011","14641772","2460875","0","3292","151","71","149","82","2","389","0","0","341","540","118","14","56","0","8","844","13","341","5","188","3","1373","266598","94602","106528","53054"
"223001","7","1221123","0","0","293707","500753","634706","172937","104618","0","0","0","388584","192051","0","58","6","9","3","2","0","10","0","0","6","14","0","0","5","0",,"30",,"6",,"5",,"41","307718","97927","74013","48396"
"223083","7","3128000","0","0","444445","879000","127277","55000","0","48000","0","0","97760","0","0","76","12","3","1","0","1","3","0","0","7","46","0","0","0","0",,"20",,"7",,"0",,"27","1018807","47480","144758","0"
"223117","7","367338","0","0","95487","0","56912","0","0","0","0","0","56489","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,"0","531203",,"138083","0"
"223223","7","41234899","46256118","0","0","8747438","1635048","12859888","0","8832020","281563","0","19578224","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,"0","46969",,"52689","321"
"223232","7","86526514","987667","0","7905426","42493410","9077360","12649270","13186401","2519443","3509021","200249","9795456","163335","276908","2840","478","170","219","96","43","276","9","0","183","963","86","6","3","7","58","1282","77","192","11","102","6","1576","408383","58128","41973","19585"
"223320","7","2819233","0","0","459633","2021910","259046","273195","850484","0","568050","0","645305","165750","0","349","30","8","8","24","0","25","0","0","12","63","25","0","4","0","13","95","20","12","2","29","6","136","256602","58741","41835","66789"
"223427","7","20272210","0","0","2559837","5718736","596180","1067352","843177","61261","1766381","0","3499448","25303","27000","1152","74","17","20","17","1","109","0","0","66","393","59","0","1","1","15","238","9","66","3","61","2","365","460617","80908","58164","41323"
"223463","7","1624804","0","0","0","1424374","200117","76960","0","0","0","542422","550046","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,,,,,"0","305610",,"0","102024"
"223472","7","499220","0","0","0","294612","0","0","0","0","0","202932","178857","0","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","423716",,"0","172240"
"223506","7","5177322","67266","68826","971829","2624469","252525","492752","713391","0","648408","0","2257401","278460","0",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","301740",,"64571","54019"
"223524","7","8522199","0","0","1899081","3905658","336920","867442","1279548","76100","785124","53238","2578638","805849","0","995","57","8","17","31","1","74","0","0","45","139","16","2","21","0","6","188","8","45","2","39","2","272","279289","87005","62237","53884"
"223773","7","4295666","0","0","1025406","2997099","370008","338676","1046234","57153","566654","28198","1231493","311062","0","601","43","7","7","24","1","36","0","0","23","71","13","1","9","0","6","118","9","23","2","23","2","164","231652","69497","55297","48853"
"223816","7","13587110","0","0","3090988","8147597","843513","2085879","2079917","0","1478575","206425","5387587","988300","171046",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,"0",,"0",,"0","0","272855",,"62073","57120"
