UNITID,private_nonprofit_total_salary_wage,public_total_salary_wage,privateprofit_total_salary_wage
184180,NULL,34161125,NULL
184205,NULL,15713809,NULL
184481,NULL,42705420,NULL
184782,NULL,121457743,NULL
184791,NULL,22237005,NULL
184995,NULL,24098020,NULL
185129,NULL,83872575,NULL
185262,NULL,105089118,NULL
185509,NULL,39047127,NULL
185536,NULL,39336040,NULL
185590,NULL,160213970,NULL
185828,NULL,135004000,NULL
185873,NULL,29589306,NULL
186034,NULL,30689247,NULL
186201,NULL,62593000,NULL
186380,NULL,1005141000,NULL
186469,NULL,5645242,NULL
186645,NULL,28293221,NULL
186876,NULL,87928455,NULL
187046,NULL,23854762,NULL
187134,NULL,92279000,NULL
187198,NULL,44556125,NULL
187444,NULL,115039713,NULL
187532,NULL,73308279,NULL
187596,NULL,7704588,NULL
187620,NULL,23559160,NULL
187639,NULL,8257197,NULL
187648,NULL,26660452,NULL
187666,NULL,12680514,NULL
187745,NULL,5746092,NULL
187897,NULL,27707557,NULL
187903,NULL,13059852,NULL
187912,NULL,5817482,NULL
187958,NULL,8573940,NULL
187967,NULL,43997780,NULL
187976,NULL,2912528,NULL
187985,NULL,940828685,NULL
187994,NULL,8190593,NULL
188003,NULL,5797350,NULL
188021,NULL,2966629,NULL
188030,NULL,213535219,NULL
188049,NULL,7327561,NULL
188058,NULL,11734423,NULL
188100,NULL,26471272,NULL
188137,NULL,24530644,NULL
188216,NULL,5941283,NULL
188225,NULL,5131496,NULL
188261,NULL,2787453,NULL
188304,NULL,19099699,NULL
188438,NULL,15368978,NULL
189547,NULL,26659340,NULL
189839,NULL,17437490,NULL
190035,NULL,134457433,NULL
190053,NULL,8903720,NULL
190169,NULL,9055209,NULL
190442,NULL,16482818,NULL
190512,NULL,114445944,NULL
190521,NULL,108979470,NULL
190530,NULL,72565322,NULL
190549,NULL,118477347,NULL
190558,NULL,88678640,NULL
190567,NULL,150316161,NULL
190576,NULL,107377833,NULL
190585,NULL,48999638,NULL
190594,NULL,171591369,NULL
190600,NULL,92735441,NULL
190619,NULL,91491377,NULL
190628,NULL,100535133,NULL
190637,NULL,87894421,NULL
190646,NULL,52953415,NULL
190655,NULL,92289838,NULL
190664,NULL,128595800,NULL
190673,NULL,82043046,NULL
190682,NULL,13927512,NULL
190691,NULL,54579856,NULL
190840,NULL,33153990,NULL
191083,NULL,54640613,NULL
191126,NULL,94876026,NULL
191199,NULL,24402329,NULL
191302,NULL,11400021,NULL
191339,NULL,18821090,NULL
191612,NULL,11128427,NULL
191719,NULL,49225218,NULL
191986,NULL,19688570,NULL
192022,NULL,15280822,NULL
193122,NULL,892577,NULL
193283,NULL,27816876,NULL
193326,NULL,69628358,NULL
193478,NULL,128810667,NULL
193946,NULL,23469083,NULL
194028,NULL,5685204,NULL
194222,NULL,44114527,NULL
194240,NULL,37365798,NULL
194259,NULL,184765,NULL
195058,NULL,35062776,NULL
195322,NULL,12908629,NULL
195827,NULL,65462624,NULL
195988,NULL,8286927,NULL
196006,NULL,28289052,NULL
196015,NULL,23799825,NULL
196024,NULL,21346186,NULL
196033,NULL,23979534,NULL
196042,NULL,53531849,NULL
196051,NULL,24973595,NULL
196060,NULL,233097752,NULL
196079,NULL,170402745,NULL
196088,NULL,430308964,NULL
196097,NULL,872155531,NULL
196103,NULL,35016548,NULL
196112,NULL,18692941,NULL
196121,NULL,68680496,NULL
196130,NULL,97117294,NULL
196149,NULL,59902173,NULL
196158,NULL,48103191,NULL
196167,NULL,48136927,NULL
196176,NULL,65114636,NULL
196185,NULL,55346446,NULL
196194,NULL,68043226,NULL
196200,NULL,44965714,NULL
196219,NULL,48770221,NULL
196228,NULL,23841701,NULL
196237,NULL,34472622,NULL
196246,NULL,54196731,NULL
196255,NULL,444647256,NULL
196264,NULL,60820537,NULL
196291,NULL,20276949,NULL
196307,NULL,383556292,NULL
196565,NULL,20812854,NULL
196699,NULL,10395544,NULL
197027,NULL,25959742,NULL
197036,NULL,157728978,NULL
197294,NULL,64484239,NULL
197814,NULL,10776952,NULL
197850,NULL,10804315,NULL
197869,NULL,168321137,NULL
197887,NULL,29191015,NULL
197966,NULL,9071783,NULL
198011,NULL,7823549,NULL
198039,NULL,9147379,NULL
198084,NULL,9000696,NULL
198118,NULL,19573807,NULL
198154,NULL,35727116,NULL
198206,NULL,9217397,NULL
198233,NULL,20689428,NULL
198251,NULL,23491874,NULL
198260,NULL,78670220,NULL
198321,NULL,12463114,NULL
198330,NULL,19538258,NULL
198367,NULL,13711388,NULL
198376,NULL,18898394,NULL
198455,NULL,21472094,NULL
198464,NULL,412612234,NULL
198491,NULL,13347326,NULL
198507,NULL,35736256,NULL
198534,NULL,45562007,NULL
198543,NULL,52627374,NULL
198552,NULL,38071974,NULL
198570,NULL,27377110,NULL
198622,NULL,49968550,NULL
198640,NULL,8837175,NULL
198668,NULL,10611924,NULL
198710,NULL,11907603,NULL
198729,NULL,7886959,NULL
198774,NULL,18692329,NULL
198817,NULL,17421165,NULL
198905,NULL,3999210,NULL
198914,NULL,7567053,NULL
198923,NULL,7259487,NULL
198987,NULL,14161184,NULL
199023,NULL,5223869,NULL
199087,NULL,13263474,NULL
199102,NULL,126920169,NULL
199111,NULL,38942788,NULL
199120,NULL,1123696268,NULL
199139,NULL,230763178,NULL
199148,NULL,183449637,NULL
199157,NULL,94468412,NULL
199175,NULL,26824930,NULL
199184,NULL,24221101,NULL
199193,NULL,632800888,NULL
199218,NULL,122654547,NULL
199263,NULL,3884804,NULL
199281,NULL,50134988,NULL
199324,NULL,12397889,NULL
199333,NULL,30745651,NULL
199421,NULL,11971315,NULL
199449,NULL,11649587,NULL
199467,NULL,5289020,NULL
199476,NULL,14182139,NULL
199485,NULL,10995184,NULL
199494,NULL,26874821,NULL
199625,NULL,8124901,NULL
199634,NULL,19300417,NULL
199722,NULL,11403327,NULL
199731,NULL,10599948,NULL
199740,NULL,13196076,NULL
199768,NULL,17089028,NULL
199786,NULL,17128011,NULL
199795,NULL,5250600,NULL
199838,NULL,17419352,NULL
199856,NULL,71902045,NULL
199892,NULL,16440078,NULL
199908,NULL,13916205,NULL
199926,NULL,14971176,NULL
199953,NULL,8939471,NULL
199999,NULL,67168077,NULL
200004,NULL,86606788,NULL
200022,NULL,18929646,NULL
200059,NULL,12832040,NULL
200086,NULL,2149321,NULL
200192,NULL,7111615,NULL
200208,NULL,3741755,NULL
200226,NULL,8316760,NULL
200253,NULL,26300861,NULL
200280,NULL,215421312,NULL
200305,NULL,19036700,NULL
200314,NULL,3699304,NULL
200332,NULL,176903046,NULL
200341,NULL,6796164,NULL
200466,NULL,1676086,NULL
200572,NULL,10117433,NULL
200800,NULL,221287262,NULL
200828,NULL,403014,NULL
201034,NULL,1651804,NULL
201098,NULL,749577,NULL
201131,NULL,988146,NULL
201159,NULL,1464640,NULL
201283,NULL,7272126,NULL
201441,NULL,169424344,NULL
201478,NULL,1179022,NULL
201496,NULL,2163137,NULL
201539,NULL,1190897,NULL
201672,NULL,13139162,NULL
201690,NULL,24839506,NULL
201803,NULL,515255,NULL
201885,NULL,431748503,NULL
201928,NULL,43591029,NULL
201946,NULL,14271504,NULL
201955,NULL,20391090,NULL
201973,NULL,15762090,NULL
202134,NULL,119567722,NULL
202152,NULL,651271,NULL
202222,NULL,97316443,NULL
202356,NULL,132691348,NULL
202648,NULL,9016639,NULL
202657,NULL,1966833,NULL
202949,NULL,3670482,NULL
202985,NULL,379966,NULL
203030,NULL,1306253,NULL
203155,NULL,25408362,NULL
203331,NULL,8866885,NULL
203447,NULL,6875705,NULL
203456,NULL,3657443,NULL
203465,NULL,15820176,NULL
203474,NULL,8467456,NULL
203483,NULL,7623375,NULL
203492,NULL,6224074,NULL
203517,NULL,237340523,NULL
203526,NULL,5791700,NULL
203599,NULL,37197273,NULL
203614,NULL,1824640,NULL
203678,NULL,13944696,NULL
203748,NULL,45303977,NULL
203881,NULL,8336447,NULL
203942,NULL,406671,NULL
204006,NULL,12341128,NULL
204015,NULL,9648312,NULL
204024,NULL,190554488,NULL
204158,NULL,2414589,NULL
204255,NULL,9698023,NULL
204422,NULL,10500016,NULL
204440,NULL,9950556,NULL
204459,NULL,713463,NULL
204477,NULL,25527456,NULL
204662,NULL,5302089,NULL
204671,NULL,8102830,NULL
204680,NULL,8317406,NULL
204699,NULL,8353681,NULL
204705,NULL,12698942,NULL
204796,NULL,2158724547,NULL
204802,NULL,3442951,NULL
204820,NULL,8445879,NULL
204839,NULL,7535793,NULL
204848,NULL,7614171,NULL
204857,NULL,266581214,NULL
204866,NULL,7472860,NULL
204945,NULL,55759161,NULL
204981,NULL,586549,NULL
205443,NULL,30326284,NULL
205470,NULL,81054110,NULL
205841,NULL,43764201,NULL
205966,NULL,11434294,NULL
206011,NULL,9925710,NULL
206084,NULL,382500141,NULL
206172,NULL,511443,NULL
206181,NULL,906609,NULL
206321,NULL,1178540,NULL
206446,NULL,7251534,NULL
206604,NULL,176367210,NULL
206613,NULL,3879609,NULL
206695,NULL,92636300,NULL
206905,NULL,2700723,NULL
206914,NULL,27194232,NULL
206923,NULL,10670137,NULL
206941,NULL,79371872,NULL
206996,NULL,6501186,NULL
207041,NULL,23462321,NULL
207050,NULL,7078190,NULL
207069,NULL,9136166,NULL
207209,NULL,20750145,NULL
207236,NULL,8492710,NULL
207263,NULL,46936718,NULL
207281,NULL,13295640,NULL
207290,NULL,8351425,NULL
207306,NULL,12257796,NULL
207315,NULL,38109994,NULL
207342,NULL,448910000,NULL
207351,NULL,7222504,NULL
207388,NULL,298721733,NULL
207397,NULL,17128272,NULL
207449,NULL,32719200,NULL
207500,NULL,342521000,NULL
207564,NULL,16032247,NULL
207661,NULL,18235271,NULL
207670,NULL,22477735,NULL
207722,NULL,7850170,NULL
207740,NULL,7161153,NULL
207847,NULL,22648268,NULL
207865,NULL,29276142,NULL
207935,NULL,67196857,NULL
208026,NULL,1170147,NULL
208035,NULL,6971074,NULL
208053,NULL,2610268,NULL
208275,NULL,10900172,NULL
208318,NULL,23967341,NULL
208390,NULL,48964276,NULL
208406,NULL,30215640,NULL
208415,NULL,6093399,NULL
208646,NULL,22770191,NULL
209038,NULL,62245996,NULL
209074,NULL,29109211,NULL
209250,NULL,34400000,NULL
209445,NULL,7503535,NULL
209490,NULL,981266000,NULL
209506,NULL,24559291,NULL
209542,NULL,375612977,NULL
209551,NULL,324433701,NULL
209746,NULL,139281820,NULL
209807,NULL,198395597,NULL
209940,NULL,23213063,NULL
210146,NULL,36236932,NULL
210155,NULL,12450747,NULL
210234,NULL,11204968,NULL
210270,NULL,13703198,NULL
210429,NULL,39480691,NULL
210605,NULL,73690184,NULL
211079,NULL,9591434,NULL
211158,NULL,73735769,NULL
211307,NULL,42012339,NULL
211343,NULL,15093501,NULL
211361,NULL,59513979,NULL
211608,NULL,17861518,NULL
211644,NULL,49339288,NULL
211927,NULL,44031556,NULL
212115,NULL,52210999,NULL
212160,NULL,54347397,NULL
212878,NULL,75682933,NULL
213020,NULL,111850710,NULL
213349,NULL,67983245,NULL
213525,NULL,21324752,NULL
213613,NULL,40588410,NULL
213659,NULL,23182689,NULL
213783,NULL,28052733,NULL
214041,NULL,68467714,NULL
214111,NULL,45988357,NULL
214379,NULL,40155385,NULL
214661,NULL,12997575,NULL
215239,NULL,76347505,NULL
215585,NULL,16736112,NULL
215886,NULL,610008,NULL
216010,NULL,61548201,NULL
216038,NULL,64152414,NULL
216296,NULL,7223829,NULL
216764,NULL,105716934,NULL
216825,NULL,22948633,NULL
217420,NULL,72425690,NULL
217475,NULL,63282499,NULL
217484,NULL,198436752,NULL
217615,NULL,10248126,NULL
217712,NULL,9288451,NULL
217819,NULL,98159971,NULL
217837,NULL,4272045,NULL
217864,NULL,44242288,NULL
217882,NULL,310730804,NULL
217989,NULL,6451884,NULL
218025,NULL,18885699,NULL
218061,NULL,30044442,NULL
218113,NULL,48829931,NULL
218140,NULL,21420115,NULL
218229,NULL,21620190,NULL
218335,NULL,264363273,NULL
218353,NULL,44959110,NULL
218487,NULL,11617387,NULL
218520,NULL,18241025,NULL
218645,NULL,20646193,NULL
218654,NULL,11546602,NULL
218663,NULL,440333183,NULL
218672,NULL,7565552,NULL
218681,NULL,4009950,NULL
218690,NULL,4448063,NULL
218706,NULL,2114326,NULL
218724,NULL,75320830,NULL
218733,NULL,42058383,NULL
218742,NULL,34148327,NULL
218830,NULL,19581607,NULL
218858,NULL,14645678,NULL
218885,NULL,20148143,NULL
218894,NULL,52078921,NULL
218955,NULL,2934068,NULL
218964,NULL,56539553,NULL
218991,NULL,18846144,NULL
219046,NULL,22337831,NULL
219082,NULL,16947926,NULL
219143,NULL,7482387,NULL
219189,NULL,5893396,NULL
219259,NULL,19054757,NULL
219277,NULL,12451104,NULL
219347,NULL,27922441,NULL
219356,NULL,121494838,NULL
219408,NULL,1773312,NULL
219426,NULL,10284264,NULL
219471,NULL,86504619,NULL
219480,NULL,4088013,NULL
219596,NULL,1263889,NULL
219602,NULL,56959291,NULL
219824,NULL,35105804,NULL
219879,NULL,11132515,NULL
219888,NULL,14663585,NULL
219921,NULL,898839,NULL
219994,NULL,2242259,NULL
220057,NULL,11829758,NULL
220075,NULL,159245925,NULL
220127,NULL,1922682,NULL
220251,NULL,1154641,NULL
220279,NULL,1608780,NULL
220321,NULL,1671206,NULL
220394,NULL,958887,NULL
220400,NULL,13562660,NULL
220640,NULL,1580519,NULL
220756,NULL,994580,NULL
220853,NULL,3333764,NULL
220862,NULL,189062483,NULL
220978,NULL,154309705,NULL
221050,NULL,2726097,NULL
221096,NULL,12843053,NULL
221102,NULL,2146921,NULL
221184,NULL,22298705,NULL
221236,NULL,1212452,NULL
221281,NULL,1541187,NULL
221333,NULL,1726511,NULL
221388,NULL,899763,NULL
221397,NULL,21734928,NULL
221430,NULL,1110100,NULL
221485,NULL,34415886,NULL
221494,NULL,1890050,NULL
221582,NULL,1125481,NULL
221591,NULL,1691373,NULL
221607,NULL,1206054,NULL
221616,NULL,2639877,NULL
221625,NULL,2481377,NULL
221634,NULL,923478,NULL
221643,NULL,31848000,NULL
221740,NULL,78139571,NULL
221759,NULL,821094076,NULL
221768,NULL,46667572,NULL
221838,NULL,77600211,NULL
221847,NULL,66169080,NULL
221908,NULL,18405425,NULL
222053,NULL,23360546,NULL
222062,NULL,23946235,NULL
222497,NULL,24552699,NULL
222567,NULL,19800695,NULL
222576,NULL,37882087,NULL
222822,NULL,14683296,NULL
222831,NULL,46128322,NULL
222992,NULL,156603118,NULL
223214,NULL,111120240,NULL
223320,NULL,12772032,NULL
223427,NULL,41915436,NULL
223506,NULL,16469576,NULL
223524,NULL,30156921,NULL
223773,NULL,17825637,NULL
223816,NULL,50915090,NULL
223898,NULL,8734227,NULL
223922,NULL,4033804,NULL
224110,NULL,19022931,NULL
224147,NULL,72218435,NULL
224253,NULL,21026369,NULL
224350,NULL,40808481,NULL
224545,NULL,12154884,NULL
224554,NULL,63076315,NULL
224572,NULL,28616315,NULL
224615,NULL,31932478,NULL
224642,NULL,82149872,NULL
224891,NULL,3970635,NULL
224961,NULL,9506093,NULL
225070,NULL,14176038,NULL
225308,NULL,20173593,NULL
225371,NULL,10949049,NULL
225414,NULL,51028736,NULL
225423,NULL,174038967,NULL
225432,NULL,59214649,NULL
225502,NULL,23704041,NULL
225511,NULL,393280321,NULL
225520,NULL,14658959,NULL
226019,NULL,20864551,NULL
226091,NULL,75655311,NULL
226107,NULL,8258821,NULL
226116,NULL,10895361,NULL
226134,NULL,34935468,NULL
226152,NULL,40513397,NULL
226204,NULL,24826560,NULL
226408,NULL,21744345,NULL
226578,NULL,33751856,NULL
226806,NULL,23730237,NULL
226833,NULL,35049225,NULL
226930,NULL,20322091,NULL
227146,NULL,25417467,NULL
227182,NULL,159538980,NULL
227191,NULL,28059383,NULL
227216,NULL,252825921,NULL
227225,NULL,10354147,NULL
227304,NULL,19388854,NULL
227368,NULL,110622573,NULL
227377,NULL,63897045,NULL
227386,NULL,8406526,NULL
227401,NULL,13496460,NULL
227526,NULL,71538320,NULL
227687,NULL,4052031,NULL
227766,NULL,43494859,NULL
227854,NULL,28956416,NULL
227881,NULL,119310344,NULL
227924,NULL,60884618,NULL
227979,NULL,85584608,NULL
228158,NULL,27514621,NULL
228316,NULL,16885353,NULL
228431,NULL,86998147,NULL
228459,NULL,222809493,NULL
228501,NULL,20630159,NULL
228529,NULL,56566527,NULL
228547,NULL,146535027,NULL
228608,NULL,16539334,NULL
228635,NULL,999967883,NULL
228644,NULL,405877990,NULL
228653,NULL,808958782,NULL
228671,NULL,3075302,NULL
228680,NULL,29185970,NULL
228699,NULL,12549846,NULL
228705,NULL,73931456,NULL
228723,NULL,919728574,NULL
228732,NULL,13487404,NULL
228769,NULL,220768482,NULL
228778,NULL,1037955297,NULL
228787,NULL,220584177,NULL
228796,NULL,159191155,NULL
228802,NULL,47962653,NULL
228909,NULL,122712419,NULL
229018,NULL,22025715,NULL
229027,NULL,222862325,NULL
229063,NULL,93242587,NULL
229090,NULL,36034358,NULL
229115,NULL,308811807,NULL
229179,NULL,85049956,NULL
229300,NULL,621960675,NULL
229319,NULL,22324717,NULL
229328,NULL,9968604,NULL
229337,NULL,386992726,NULL
229355,NULL,34114814,NULL
229407,NULL,7128838,NULL
229504,NULL,11008559,NULL
229540,NULL,16348473,NULL
229799,NULL,18861637,NULL
229814,NULL,45458956,NULL
229832,NULL,7218314,NULL
229841,NULL,20583661,NULL
230010,NULL,3824263,NULL
230162,NULL,8974269,NULL
230171,NULL,31869638,NULL
230490,NULL,7794752,NULL
230597,NULL,17476363,NULL
230603,NULL,48885591,NULL
230676,NULL,4186622,NULL
230728,NULL,262130549,NULL
230737,NULL,115259382,NULL
230746,NULL,83782205,NULL
230764,NULL,1264939000,NULL
230782,NULL,93555257,NULL
230834,NULL,18253332,NULL
230861,NULL,18386772,NULL
230913,NULL,12493284,NULL
230931,NULL,12136308,NULL
231156,NULL,2183976,NULL
231165,NULL,18000150,NULL
231174,NULL,263829000,NULL
231536,NULL,12995698,NULL
231624,NULL,150049515,NULL
231688,NULL,200411,NULL
231697,NULL,12528549,NULL
231712,NULL,40847948,NULL
231873,NULL,5319438,NULL
231882,NULL,11563453,NULL
232052,NULL,4370605,NULL
232186,NULL,360509234,NULL
232195,NULL,18118808,NULL
232414,NULL,36515135,NULL
232423,NULL,162839484,NULL
232450,NULL,24040148,NULL
232566,NULL,44152252,NULL
232575,NULL,17327046,NULL
232681,NULL,45120032,NULL
232788,NULL,9728374,NULL
232867,NULL,13539374,NULL
232937,NULL,61114026,NULL
232946,NULL,155899303,NULL
232982,NULL,172135987,NULL
233019,NULL,11641457,NULL
233037,NULL,6535072,NULL
233116,NULL,14406369,NULL
233277,NULL,73475175,NULL
233310,NULL,11091088,NULL
233338,NULL,6200164,NULL
233639,NULL,19104846,NULL
233648,NULL,12055351,NULL
233754,NULL,27813635,NULL
233772,NULL,85717734,NULL
233897,NULL,17476424,NULL
233903,NULL,8915931,NULL
233921,NULL,559693210,NULL
233949,NULL,19532863,NULL
234030,NULL,419319937,NULL
234076,NULL,1055234289,NULL
234085,NULL,33854666,NULL
234155,NULL,52984370,NULL
234225,NULL,392049,NULL
234359,NULL,8021742,NULL
234377,NULL,9408005,NULL
234669,NULL,48997562,NULL
234696,NULL,12162930,NULL
234711,NULL,13241421,NULL
234827,NULL,84032007,NULL
234845,NULL,14515454,NULL
234933,NULL,44880975,NULL
234951,NULL,18762842,NULL
234979,NULL,22041519,NULL
235097,NULL,84277584,NULL
235103,NULL,43447041,NULL
235149,NULL,31431257,NULL
235167,NULL,41290714,NULL
235237,NULL,22951216,NULL
235334,NULL,10046611,NULL
235343,NULL,36152496,NULL
235431,NULL,30222280,NULL
235671,NULL,18959666,NULL
235699,NULL,17286675,NULL
235750,NULL,19074723,NULL
236072,NULL,25336312,NULL
236188,NULL,25481022,NULL
236258,NULL,12333068,NULL
236382,NULL,16085913,NULL
236504,NULL,25474853,NULL
236513,NULL,34882204,NULL
236610,NULL,25146181,NULL
236638,NULL,21834457,NULL
236656,NULL,19130421,NULL
236692,NULL,28451383,NULL
236708,NULL,40078693,NULL
236753,NULL,29474912,NULL
236887,NULL,21722733,NULL
236939,NULL,412202733,NULL
236948,NULL,1894509803,NULL
236975,NULL,14810035,NULL
237011,NULL,121029531,NULL
237039,NULL,16095774,NULL
237109,NULL,19262153,NULL
237215,NULL,11755199,NULL
237242,NULL,1907029,NULL
237330,NULL,17968908,NULL
237367,NULL,26661826,NULL
237385,NULL,11140763,NULL
237473,NULL,2718090,NULL
237491,NULL,135991,NULL
237525,NULL,120044911,NULL
237561,NULL,1755551,NULL
237686,NULL,11377136,NULL
237729,NULL,356384,NULL
237792,NULL,26729917,NULL
237817,NULL,9161638,NULL
237844,NULL,183848,NULL
237880,NULL,17740289,NULL
237899,NULL,22617911,NULL
237932,NULL,18686184,NULL
238014,NULL,7750353,NULL
238032,NULL,460323918,NULL
238263,NULL,100602110,NULL
238397,NULL,18182879,NULL
238722,NULL,62994784,NULL
238759,NULL,48619610,NULL
239008,NULL,18139625,NULL
239220,NULL,15786421,NULL
239248,NULL,125979721,NULL
239372,NULL,26307633,NULL
239442,NULL,12722234,NULL
239460,NULL,27253529,NULL
239488,NULL,53894767,NULL
239910,NULL,13181963,NULL
240055,NULL,52289268,NULL
240116,NULL,34040575,NULL
240125,NULL,43031708,NULL
240170,NULL,28359793,NULL
240189,NULL,74634601,NULL
240198,NULL,27983134,NULL
240268,NULL,78423683,NULL
240277,NULL,38451515,NULL
240329,NULL,65684198,NULL
240365,NULL,77062035,NULL
240374,NULL,29884762,NULL
240417,NULL,64580724,NULL
240426,NULL,23937654,NULL
240435,NULL,14425909,NULL
240444,NULL,1152963989,NULL
240453,NULL,260826736,NULL
240462,NULL,53767054,NULL
240471,NULL,42430834,NULL
240480,NULL,68586348,NULL
240505,NULL,24682070,NULL
240514,NULL,11618037,NULL
240596,NULL,7304240,NULL
240620,NULL,23735779,NULL
240657,NULL,12278699,NULL
240666,NULL,13518150,NULL
240693,NULL,16603771,NULL
240727,NULL,217480113,NULL
240736,NULL,7801913,NULL
240745,NULL,13209866,NULL
240754,NULL,34108467,NULL
240790,NULL,6853566,NULL
241720,NULL,2054732,NULL
241766,NULL,5549101,NULL
241951,NULL,2573028,NULL
242042,NULL,612500,NULL
242556,NULL,3101167,NULL
242565,NULL,1314016,NULL
242583,NULL,1872360,NULL
243106,NULL,15510255,NULL
243115,NULL,22787796,NULL
243133,NULL,26493040,NULL
243142,NULL,19755641,NULL
243151,NULL,26314352,NULL
243160,NULL,21396486,NULL
243179,NULL,31233567,NULL
243188,NULL,10970519,NULL
243197,NULL,131368809,NULL
243203,NULL,155096482,NULL
243212,NULL,18056469,NULL
243221,NULL,150362398,NULL
243638,NULL,7204118,NULL
243647,NULL,3295432,NULL
243665,NULL,30236016,NULL
243780,NULL,757632850,NULL
243799,NULL,435541,NULL
244437,NULL,71822783,NULL
244446,NULL,16833467,NULL
245625,NULL,7196536,NULL
245999,NULL,20894161,NULL
246017,NULL,8634422,NULL
246071,NULL,482003,NULL
246354,NULL,19855558,NULL
246813,NULL,15625125,NULL
247083,NULL,1926252,NULL
247603,NULL,10614000,NULL
247737,NULL,2470008,NULL
247834,NULL,70206931,NULL
247940,NULL,12481537,NULL
248606,NULL,6404588,NULL
248624,NULL,2254885,NULL
248633,NULL,435083,NULL
248776,NULL,5693307,NULL
248925,NULL,3839242,NULL
250993,NULL,1044109,NULL
251260,NULL,13651092,NULL
260336,NULL,202663,NULL
260363,NULL,180683,NULL
260372,NULL,2796018,NULL
260381,NULL,60295885,NULL
261375,NULL,18405909,NULL
261773,NULL,188195,NULL
262031,NULL,26857623,NULL
262129,NULL,14733584,NULL
363165,NULL,18041894,NULL
363633,NULL,6477835,NULL
364016,NULL,26272869,NULL
364025,NULL,31435216,NULL
364548,NULL,3763090,NULL
364575,NULL,1298910,NULL
364618,NULL,335954,NULL
364627,NULL,4461047,NULL
364636,NULL,624090,NULL
364946,NULL,4655149,NULL
364964,NULL,367788,NULL
365198,NULL,4401271,NULL
365213,NULL,5846254,NULL
365240,NULL,721356,NULL
365374,NULL,12971483,NULL
365383,NULL,1037579,NULL
365480,NULL,6594044,NULL
365763,NULL,370370,NULL
366340,NULL,3502398,NULL
366395,NULL,116485567,NULL
366401,NULL,25696840,NULL
366447,NULL,6668276,NULL
366465,NULL,7748929,NULL
366623,NULL,393723,NULL
366632,NULL,308331,NULL
366711,NULL,70444546,NULL
367459,NULL,27595979,NULL
367875,NULL,3334687,NULL
367972,NULL,828396,NULL
368364,NULL,2046263,NULL
368407,NULL,545849,NULL
368647,NULL,159204,NULL
368911,NULL,8618123,NULL
369109,NULL,469953,NULL
369419,NULL,4930660,NULL
369668,NULL,1326156,NULL
371690,NULL,2784706,NULL
372082,NULL,1302921,NULL
373711,NULL,418705,NULL
374112,NULL,256634,NULL
374592,NULL,516142,NULL
375373,NULL,1266232,NULL
375407,NULL,570521,NULL
375568,NULL,223384,NULL
375656,NULL,1315684,NULL
375683,NULL,5843999,NULL
375692,NULL,13123780,NULL
375966,NULL,848518,NULL
376695,NULL,4251148,NULL
377485,NULL,353229,NULL
379621,NULL,348503,NULL
380359,NULL,2586152,NULL
380368,NULL,6375000,NULL
380377,NULL,7543014,NULL
381529,NULL,3397765,NULL
382258,NULL,2971657,NULL
382416,NULL,602403,NULL
383084,NULL,6656378,NULL
383190,NULL,17087147,NULL
383312,NULL,585077,NULL
383330,NULL,643888,NULL
383367,NULL,994628,NULL
383525,NULL,564039,NULL
383996,NULL,2891910,NULL
384333,NULL,25107840,NULL
384342,NULL,21212541,NULL
389860,NULL,1259930,NULL
390905,NULL,1509001,NULL
391333,NULL,381849,NULL
395195,NULL,4582101,NULL
395362,NULL,8524536,NULL
399212,NULL,26727695,NULL
403469,NULL,3346956,NULL
403478,NULL,3875422,NULL
403487,NULL,4403889,NULL
404426,NULL,10053111,NULL
404480,NULL,20433369,NULL
405872,NULL,18312744,NULL
406325,NULL,445633,NULL
406361,NULL,230566,NULL
406422,NULL,721715,NULL
407452,NULL,668915,NULL
407461,NULL,957916,NULL
407489,NULL,627586,NULL
407504,NULL,993144,NULL
407513,NULL,1508900,NULL
407522,NULL,60024,NULL
407577,NULL,1348683,NULL
407595,NULL,1082827,NULL
407832,NULL,1602450,NULL
408394,NULL,4577148,NULL
409120,NULL,982525,NULL
409315,NULL,71203678,NULL
409379,NULL,10607450,NULL
409537,NULL,318932,NULL
409591,NULL,938858,NULL
409698,NULL,45973845,NULL
412535,NULL,195000,NULL
413176,NULL,220933,NULL
413626,NULL,2182610,NULL
413802,NULL,2685141,NULL
414911,NULL,5886538,NULL
416801,NULL,2759285,NULL
417105,NULL,4038168,NULL
417123,NULL,2255250,NULL
417178,NULL,690150,NULL
417187,NULL,518185,NULL
417248,NULL,450433,NULL
417257,NULL,695150,NULL
417275,NULL,265337,NULL
417442,NULL,543443,NULL
417628,NULL,513145,NULL
417637,NULL,542853,NULL
417646,NULL,217412,NULL
417655,NULL,224599,NULL
417673,NULL,130672,NULL
417682,NULL,239312,NULL
417716,NULL,901698,NULL
417743,NULL,567126,NULL
417831,NULL,480536,NULL
417868,NULL,194810,NULL
417886,NULL,401337,NULL
417910,NULL,1559050,NULL
417947,NULL,254895,NULL
417983,NULL,295697,NULL
417992,NULL,405749,NULL
418001,NULL,1176084,NULL
418010,NULL,229204,NULL
418029,NULL,384600,NULL
418038,NULL,970768,NULL
418056,NULL,697520,NULL
418065,NULL,1340850,NULL
418083,NULL,300896,NULL
418199,NULL,762220,NULL
418205,NULL,1739980,NULL
418223,NULL,366892,NULL
418250,NULL,1109546,NULL
418278,NULL,536267,NULL
