UNITID,private_nonprofit_total_salary_wage,public_total_salary_wage,privateprofit_total_salary_wage
194189,1316118,NULL,NULL
194310,143942023,NULL,NULL
194392,8994590,NULL,NULL
194541,52696000,NULL,NULL
194569,1763614,NULL,NULL
194578,71747114,NULL,NULL
194611,4697597,NULL,NULL
194657,1399653,NULL,NULL
194666,643838,NULL,NULL
194675,463270,NULL,NULL
194693,680534,NULL,NULL
194718,521045,NULL,NULL
194736,1837700,NULL,NULL
194763,1103597,NULL,NULL
194824,151167000,NULL,NULL
194958,17051534,NULL,NULL
195003,252862000,NULL,NULL
195030,1475021113,NULL,NULL
195049,107875756,NULL,NULL
195128,23808538,NULL,NULL
195155,585167,NULL,NULL
195164,24355737,NULL,NULL
195173,19138539,NULL,NULL
195191,3778565,NULL,NULL
195216,45027625,NULL,NULL
195234,33659023,NULL,NULL
195243,14014000,NULL,NULL
195289,1011225,NULL,NULL
195304,33529782,NULL,NULL
195438,5392406,NULL,NULL
195474,43603760,NULL,NULL
195526,57822000,NULL,NULL
195544,44308000,NULL,NULL
195580,1824988,NULL,NULL
195623,61914,NULL,NULL
195687,1903965,NULL,NULL
195720,39560249,NULL,NULL
195793,132779,NULL,NULL
195809,202428171,NULL,NULL
196413,384460161,NULL,NULL
196431,1255188,NULL,NULL
196440,812495,NULL,NULL
196468,95582801,NULL,NULL
196583,1528934,NULL,NULL
196592,110370538,NULL,NULL
196653,8985794,NULL,NULL
196680,42673815,NULL,NULL
196866,48575032,NULL,NULL
196884,4021336,NULL,NULL
197018,5042334,NULL,NULL
197045,29852421,NULL,NULL
197133,73369413,NULL,NULL
197142,4019786,NULL,NULL
197197,26978486,NULL,NULL
197221,3022542,NULL,NULL
197230,7752984,NULL,NULL
197531,2815570,NULL,NULL
197601,1042920,NULL,NULL
197610,461339,NULL,NULL
197647,1826178,NULL,NULL
197674,866171,NULL,NULL
197692,1336894,NULL,NULL
197708,318134000,NULL,NULL
197735,1477243,NULL,NULL
197744,697506,NULL,NULL
197911,9204935,NULL,NULL
197984,12080004,NULL,NULL
197993,8578389,NULL,NULL
198066,6470213,NULL,NULL
198109,3808161,NULL,NULL
198136,47493528,NULL,NULL
198215,11123909,NULL,NULL
198303,10737322,NULL,NULL
198385,54647204,NULL,NULL
198419,2076650000,NULL,NULL
198516,81582710,NULL,NULL
198561,29359124,NULL,NULL
198598,7962336,NULL,NULL
198613,17867676,NULL,NULL
198677,396006,NULL,NULL
198695,32746939,NULL,NULL
198747,1303469,NULL,NULL
198756,18267060,NULL,NULL
198808,5467186,NULL,NULL
198835,13459885,NULL,NULL
198862,10512635,NULL,NULL
198871,4926475,NULL,NULL
198899,11051891,NULL,NULL
198941,1617235,NULL,NULL
198950,21724198,NULL,NULL
198969,22680186,NULL,NULL
199032,5990288,NULL,NULL
199069,15170377,NULL,NULL
199209,8466717,NULL,NULL
199272,7400723,NULL,NULL
199306,11073626,NULL,NULL
199315,1956003,NULL,NULL
199412,24501813,NULL,NULL
199458,1397153,NULL,NULL
199582,14568755,NULL,NULL
199607,10761756,NULL,NULL
199643,16253979,NULL,NULL
199698,5721875,NULL,NULL
199759,10714280,NULL,NULL
199847,601372000,NULL,NULL
199865,11213517,NULL,NULL
199883,1622967,NULL,NULL
199962,23068483,NULL,NULL
199971,242015,NULL,NULL
200156,7938574,NULL,NULL
200217,19612870,NULL,NULL
200244,1400113,NULL,NULL
200484,1562318,NULL,NULL
200527,5655611,NULL,NULL
200554,12050568,NULL,NULL
200873,310520,NULL,NULL
201061,1940044,NULL,NULL
201104,49059947,NULL,NULL
201140,2203446,NULL,NULL
201177,2984961,NULL,NULL
201195,41362707,NULL,NULL
201371,9311611,NULL,NULL
201548,34160752,NULL,NULL
201645,341115472,NULL,NULL
201654,35968442,NULL,NULL
201681,804767,NULL,NULL
201751,1876799,NULL,NULL
201821,3748694,NULL,NULL
201858,6317444,NULL,NULL
201867,601152,NULL,NULL
201964,10278665,NULL,NULL
202046,7748992,NULL,NULL
202073,9509458,NULL,NULL
202170,13715608,NULL,NULL
202480,166246000,NULL,NULL
202514,8363287,NULL,NULL
202523,43568740,NULL,NULL
202763,36356660,NULL,NULL
202806,33402000,NULL,NULL
202903,986589,NULL,NULL
202912,4615129,NULL,NULL
203067,18760917,NULL,NULL
203085,11366432,NULL,NULL
203128,14647660,NULL,NULL
203146,2343722,NULL,NULL
203368,39829734,NULL,NULL
203535,40003432,NULL,NULL
203544,7704455,NULL,NULL
203580,8226839,NULL,NULL
203757,15140642,NULL,NULL
203775,15870509,NULL,NULL
203845,18076291,NULL,NULL
203960,8722412,NULL,NULL
203997,2371622,NULL,NULL
204176,7157262,NULL,NULL
204185,22668756,NULL,NULL
204194,15897941,NULL,NULL
204200,20289508,NULL,NULL
204264,17873087,NULL,NULL
204468,10734106,NULL,NULL
204486,18526812,NULL,NULL
204501,75466728,NULL,NULL
204592,284998,NULL,NULL
204617,14342701,NULL,NULL
204635,38573843,NULL,NULL
204893,712692,NULL,NULL
204909,26051829,NULL,NULL
204936,29043540,NULL,NULL
204990,1005467,NULL,NULL
205027,3008528,NULL,NULL
205090,951766,NULL,NULL
205124,895516,NULL,NULL
205203,11525073,NULL,NULL
205957,22924238,NULL,NULL
206002,348926,NULL,NULL
206048,16395038,NULL,NULL
206154,261038,NULL,NULL
206215,1877576,NULL,NULL
206279,13377645,NULL,NULL
206288,4174035,NULL,NULL
206330,6005000,NULL,NULL
206349,12746089,NULL,NULL
206437,20681539,NULL,NULL
206491,5334326,NULL,NULL
206507,10318004,NULL,NULL
206516,777566,NULL,NULL
206525,23916326,NULL,NULL
206589,37377865,NULL,NULL
206622,72449978,NULL,NULL
206817,5870187,NULL,NULL
206835,6986008,NULL,NULL
206862,15282793,NULL,NULL
207157,1834848,NULL,NULL
207324,18305556,NULL,NULL
207403,16974538,NULL,NULL
207458,35218342,NULL,NULL
207582,34294947,NULL,NULL
207689,5803578,NULL,NULL
207856,3238638,NULL,NULL
207971,86567302,NULL,NULL
208488,20562644,NULL,NULL
208725,2306739,NULL,NULL
208822,29872021,NULL,NULL
209056,55097151,NULL,NULL
209065,29047548,NULL,NULL
209108,10216701,NULL,NULL
209241,3934612,NULL,NULL
209287,8014000,NULL,NULL
209296,9477005,NULL,NULL
209409,5343678,NULL,NULL
209533,3092047,NULL,NULL
209603,7529526,NULL,NULL
209612,46150311,NULL,NULL
209825,46239000,NULL,NULL
209922,35207862,NULL,NULL
210304,8510984,NULL,NULL
210331,8908830,NULL,NULL
210368,3795629,NULL,NULL
210401,44862474,NULL,NULL
210438,9484314,NULL,NULL
210456,2762052,NULL,NULL
210492,5655045,NULL,NULL
210508,1339372,NULL,NULL
210571,20200560,NULL,NULL
210669,28978405,NULL,NULL
210739,23618224,NULL,NULL
210775,21622587,NULL,NULL
210809,12532353,NULL,NULL
211024,6401067,NULL,NULL
211088,29867000,NULL,NULL
211130,1881409,NULL,NULL
211149,1914600,NULL,NULL
211273,49929000,NULL,NULL
211291,84807000,NULL,NULL
211352,19555737,NULL,NULL
211370,573429,NULL,NULL
211431,19150073,NULL,NULL
211440,542366197,NULL,NULL
211468,14751875,NULL,NULL
211556,21688370,NULL,NULL
211583,15664105,NULL,NULL
211635,1759531,NULL,NULL
211802,1587012,NULL,NULL
211893,5949381,NULL,NULL
211981,22807718,NULL,NULL
212009,52686818,NULL,NULL
212054,444517052,NULL,NULL
212106,124534000,NULL,NULL
212133,29620304,NULL,NULL
212197,26669272,NULL,NULL
212443,973237,NULL,NULL
212452,321255,NULL,NULL
212568,2393862,NULL,NULL
212577,48577330,NULL,NULL
212601,36033000,NULL,NULL
212656,16769726,NULL,NULL
212674,49516354,NULL,NULL
212771,2524833,NULL,NULL
212805,24577189,NULL,NULL
212832,18944632,NULL,NULL
212869,10924288,NULL,NULL
212911,38040721,NULL,NULL
212975,10067733,NULL,NULL
212984,22488996,NULL,NULL
213011,19740672,NULL,NULL
213163,928044,NULL,NULL
213233,3395424,NULL,NULL
213251,20441183,NULL,NULL
213303,13323949,NULL,NULL
213321,24544813,NULL,NULL
213358,10986471,NULL,NULL
213367,62079115,NULL,NULL
213376,8072865,NULL,NULL
213385,57176376,NULL,NULL
213400,9530843,NULL,NULL
213446,1758068,NULL,NULL
213507,21498996,NULL,NULL
213543,152964000,NULL,NULL
213598,28070397,NULL,NULL
213622,1389733,NULL,NULL
213631,1935477,NULL,NULL
213640,3238468,NULL,NULL
213668,13728366,NULL,NULL
213774,5963589,NULL,NULL
213826,32254288,NULL,NULL
213987,28319284,NULL,NULL
213996,38066132,NULL,NULL
214023,657964,NULL,NULL
214069,24005749,NULL,NULL
214148,6138781,NULL,NULL
214157,24332802,NULL,NULL
214166,11600407,NULL,NULL
214175,35973392,NULL,NULL
214272,18894764,NULL,NULL
214476,987700,NULL,NULL
214528,2615983,NULL,NULL
214564,17882563,NULL,NULL
214582,5781252,NULL,NULL
214777,1931175000,NULL,NULL
214883,10966436,NULL,NULL
214971,2598850,NULL,NULL
215053,2464572,NULL,NULL
215062,2639882000,NULL,NULL
215099,34004681,NULL,NULL
215105,27895022,NULL,NULL
215114,9590678,NULL,NULL
215123,48610669,NULL,NULL
215132,43533539,NULL,NULL
215266,11468140,NULL,NULL
215275,9142946,NULL,NULL
215284,17367824,NULL,NULL
215293,826567502,NULL,NULL
215309,3197584,NULL,NULL
215381,3305877,NULL,NULL
215390,981567,NULL,NULL
215424,5132255,NULL,NULL
215442,30470633,NULL,NULL
215479,1312280,NULL,NULL
215594,4528902,NULL,NULL
215619,3280079,NULL,NULL
215628,790641,NULL,NULL
215655,43981465,NULL,NULL
215682,2877629,NULL,NULL
215691,6864940,NULL,NULL
215743,26493645,NULL,NULL
215770,80149914,NULL,NULL
215798,19979893,NULL,NULL
215929,66197956,NULL,NULL
215947,19507608,NULL,NULL
215974,3980130,NULL,NULL
215983,531404,NULL,NULL
216047,2916100,NULL,NULL
216162,2256005,NULL,NULL
216278,26104079,NULL,NULL
216287,56324679,NULL,NULL
216311,1654598,NULL,NULL
216339,1187695000,NULL,NULL
216348,449757,NULL,NULL
216357,10049481,NULL,NULL
216366,398499002,NULL,NULL
216463,1887758,NULL,NULL
216524,24539561,NULL,NULL
216542,5904499,NULL,NULL
216551,3798471,NULL,NULL
216597,177925710,NULL,NULL
216630,1166239,NULL,NULL
216649,183280,NULL,NULL
216667,17871577,NULL,NULL
216694,15867054,NULL,NULL
216773,1263048,NULL,NULL
216807,16919754,NULL,NULL
216816,4975370,NULL,NULL
216852,67269614,NULL,NULL
216931,35794089,NULL,NULL
217013,7938210,NULL,NULL
217040,1321756,NULL,NULL
217059,41454952,NULL,NULL
217156,335490000,NULL,NULL
217165,47904000,NULL,NULL
217235,136285088,NULL,NULL
217305,24815983,NULL,NULL
217402,67505198,NULL,NULL
217493,55304667,NULL,NULL
217518,61878000,NULL,NULL
217536,27390000,NULL,NULL
217572,1476812,NULL,NULL
217606,2558058,NULL,NULL
217624,5233517,NULL,NULL
217633,16422016,NULL,NULL
217688,19459781,NULL,NULL
217721,23570795,NULL,NULL
217776,10361074,NULL,NULL
217873,20576955,NULL,NULL
217891,1805054,NULL,NULL
217907,9335604,NULL,NULL
217925,16225237,NULL,NULL
217934,9091573,NULL,NULL
217961,11564146,NULL,NULL
217998,6821971,NULL,NULL
218070,55809660,NULL,NULL
218238,16304468,NULL,NULL
218265,1342158,NULL,NULL
218399,6867502,NULL,NULL
218414,8134621,NULL,NULL
218441,15554932,NULL,NULL
218539,16467159,NULL,NULL
218751,3285002,NULL,NULL
218821,5285878,NULL,NULL
218919,5645086,NULL,NULL
218973,22315781,NULL,NULL
219000,20155639,NULL,NULL
219055,1272151,NULL,NULL
219091,6325591,NULL,NULL
219170,149501,NULL,NULL
219198,6644363,NULL,NULL
219240,1913676,NULL,NULL
219295,5278522,NULL,NULL
219338,112130,NULL,NULL
219374,5042263,NULL,NULL
219383,10032092,NULL,NULL
219392,140953,NULL,NULL
219505,815600,NULL,NULL
219578,5595991,NULL,NULL
219639,9208523,NULL,NULL
219709,68389803,NULL,NULL
219718,31164796,NULL,NULL
219790,9330696,NULL,NULL
219806,13916323,NULL,NULL
219833,14900650,NULL,NULL
219842,1968028,NULL,NULL
219949,7782588,NULL,NULL
219976,52875491,NULL,NULL
220136,1436947,NULL,NULL
220181,10238475,NULL,NULL
220206,1860111,NULL,NULL
220215,13929643,NULL,NULL
220312,2305903,NULL,NULL
220464,445934,NULL,NULL
220473,7288680,NULL,NULL
220516,13387917,NULL,NULL
220598,10601095,NULL,NULL
220604,7688368,NULL,NULL
220613,22676771,NULL,NULL
220631,36633012,NULL,NULL
220701,7087807,NULL,NULL
220710,11934193,NULL,NULL
220792,70855265,NULL,NULL
220808,3643562,NULL,NULL
220871,2308071,NULL,NULL
220996,2304987,NULL,NULL
221014,9654117,NULL,NULL
221254,1739396,NULL,NULL
221351,29993994,NULL,NULL
221519,36729329,NULL,NULL
221661,29574592,NULL,NULL
221670,11194688,NULL,NULL
221731,6182752,NULL,NULL
221856,2685830,NULL,NULL
221892,19474910,NULL,NULL
221953,13351083,NULL,NULL
221971,34329938,NULL,NULL
221999,1868856101,NULL,NULL
222105,650629,NULL,NULL
222178,48574112,NULL,NULL
222628,3082338,NULL,NULL
222877,1489170,NULL,NULL
222983,16492418,NULL,NULL
223001,3933117,NULL,NULL
223117,678500,NULL,NULL
223223,810686387,NULL,NULL
223232,196241360,NULL,NULL
223463,5734179,NULL,NULL
224004,15359440,NULL,NULL
224226,39044021,NULL,NULL
224244,2008407,NULL,NULL
224271,413333,NULL,NULL
224305,14352173,NULL,NULL
224323,23145000,NULL,NULL
224527,11421576,NULL,NULL
224712,2714982,NULL,NULL
225201,5662084,NULL,NULL
225247,17506545,NULL,NULL
225399,22656694,NULL,NULL
225548,10110806,NULL,NULL
225575,6428883,NULL,NULL
225627,61278674,NULL,NULL
225876,1721976,NULL,NULL
225885,4658927,NULL,NULL
226231,22039011,NULL,NULL
226383,14253580,NULL,NULL
226471,27940736,NULL,NULL
226587,11261276,NULL,NULL
226675,3340859,NULL,NULL
227289,3289197,NULL,NULL
227331,21117860,NULL,NULL
227429,2800089,NULL,NULL
227757,273023445,NULL,NULL
227845,53585098,NULL,NULL
227863,27997147,NULL,NULL
228042,10264000,NULL,NULL
228149,50105717,NULL,NULL
228194,17114963,NULL,NULL
228246,216562000,NULL,NULL
228325,10585882,NULL,NULL
228343,27093996,NULL,NULL
228468,8031543,NULL,NULL
228486,2091000,NULL,NULL
228866,5036732,NULL,NULL
228875,153708539,NULL,NULL
228884,3452784,NULL,NULL
228981,13041850,NULL,NULL
229160,32481442,NULL,NULL
229267,49385551,NULL,NULL
229780,27564492,NULL,NULL
229887,10847232,NULL,NULL
230038,447632803,NULL,NULL
230047,42723000,NULL,NULL
230418,6935000,NULL,NULL
230621,2411765,NULL,NULL
230630,2164254,NULL,NULL
230807,31702951,NULL,NULL
230816,17560968,NULL,NULL
230825,2208286,NULL,NULL
230852,30548579,NULL,NULL
230889,7404858,NULL,NULL
230898,6484290,NULL,NULL
230940,7096337,NULL,NULL
230959,110203150,NULL,NULL
230995,34941000,NULL,NULL
231059,32165019,NULL,NULL
231068,29540501,NULL,NULL
231077,2080277,NULL,NULL
231086,5027531,NULL,NULL
231095,1609274,NULL,NULL
231147,13659620,NULL,NULL
231420,10601738,NULL,NULL
231554,5785085,NULL,NULL
231581,16177232,NULL,NULL
231651,43723812,NULL,NULL
231837,10523211,NULL,NULL
231970,111671127,NULL,NULL
232025,10442648,NULL,NULL
232043,16875324,NULL,NULL
232089,16647976,NULL,NULL
232256,19290100,NULL,NULL
232265,48564103,NULL,NULL
232308,14838070,NULL,NULL
232557,210336412,NULL,NULL
232609,31632943,NULL,NULL
232618,1791858,NULL,NULL
232672,15137437,NULL,NULL
232706,35877851,NULL,NULL
232885,3811064,NULL,NULL
233295,19734152,NULL,NULL
233301,13301300,NULL,NULL
233356,3323908,NULL,NULL
233374,105702000,NULL,NULL
233408,3423700,NULL,NULL
233426,26279129,NULL,NULL
233480,493324,NULL,NULL
233541,38120406,NULL,NULL
233611,6009824,NULL,NULL
233718,14629637,NULL,NULL
233842,6232781,NULL,NULL
233912,5089297,NULL,NULL
234137,1922218,NULL,NULL
234164,13173313,NULL,NULL
234173,16214174,NULL,NULL
234207,64717000,NULL,NULL
234915,12740183,NULL,NULL
235024,11843183,NULL,NULL
235316,84700000,NULL,NULL
235422,12834310,NULL,NULL
235547,17727165,NULL,NULL
235769,1673017,NULL,NULL
236133,13544958,NULL,NULL
236212,4494455,NULL,NULL
236230,44422909,NULL,NULL
236328,50028000,NULL,NULL
236452,14903967,NULL,NULL
236577,45500000,NULL,NULL
236595,101166984,NULL,NULL
236896,18980226,NULL,NULL
237057,32071433,NULL,NULL
237066,29361365,NULL,NULL
237118,7909899,NULL,NULL
237136,2245382,NULL,NULL
237145,190461,NULL,NULL
237172,689240,NULL,NULL
237181,8536658,NULL,NULL
237312,15094847,NULL,NULL
237358,9028278,NULL,NULL
237543,549153,NULL,NULL
237613,426086,NULL,NULL
237640,3685199,NULL,NULL
237905,360424,NULL,NULL
237969,12566536,NULL,NULL
238078,15935602,NULL,NULL
238096,209211,NULL,NULL
238193,21501452,NULL,NULL
238324,3459358,NULL,NULL
238333,20742320,NULL,NULL
238430,28617733,NULL,NULL
238458,28552912,NULL,NULL
238476,24882231,NULL,NULL
238573,1982746,NULL,NULL
238616,37463523,NULL,NULL
238661,22318259,NULL,NULL
238980,16245588,NULL,NULL
239017,25739616,NULL,NULL
239071,6392967,NULL,NULL
239080,15022392,NULL,NULL
239105,180536000,NULL,NULL
239169,537190000,NULL,NULL
239309,7390419,NULL,NULL
239318,29382293,NULL,NULL
239390,11504148,NULL,NULL
239424,1680934,NULL,NULL
239503,4156128,NULL,NULL
239512,8038868,NULL,NULL
239628,10359395,NULL,NULL
239637,3240984,NULL,NULL
239716,28895189,NULL,NULL
239743,4518048,NULL,NULL
240107,18834951,NULL,NULL
240213,789713,NULL,NULL
240338,10793768,NULL,NULL
241100,4699136,NULL,NULL
241191,4593812,NULL,NULL
241216,4305354,NULL,NULL
241225,4763065,NULL,NULL
241331,4620827,NULL,NULL
241377,10541807,NULL,NULL
241386,719944,NULL,NULL
241410,36319141,NULL,NULL
241517,5060735,NULL,NULL
241614,594742,NULL,NULL
241739,36538242,NULL,NULL
241793,1093846,NULL,NULL
242060,1876640,NULL,NULL
242121,980783,NULL,NULL
242617,17989689,NULL,NULL
242626,10149586,NULL,NULL
242635,12352236,NULL,NULL
242644,5508945,NULL,NULL
242653,28827121,NULL,NULL
242662,12621492,NULL,NULL
242671,11334968,NULL,NULL
242680,5586244,NULL,NULL
242699,5682051,NULL,NULL
242705,12305316,NULL,NULL
242723,5678475,NULL,NULL
243081,12846535,NULL,NULL
243346,32186694,NULL,NULL
243407,80831,NULL,NULL
243443,19835662,NULL,NULL
243498,535131,NULL,NULL
243568,7389991,NULL,NULL
243577,15880075,NULL,NULL
243601,41549886,NULL,NULL
243744,1649645000,NULL,NULL
243823,14996936,NULL,NULL
243832,5000237,NULL,NULL
244233,10946071,NULL,NULL
245652,10448603,NULL,NULL
245731,124242,NULL,NULL
245777,345578,NULL,NULL
245953,8801659,NULL,NULL
246345,742434,NULL,NULL
246789,1501591,NULL,NULL
247162,988022,NULL,NULL
247649,10877480,NULL,NULL
247773,303686,NULL,NULL
247825,760454,NULL,NULL
260947,178127,NULL,NULL
260956,382587,NULL,NULL
262022,1420033,NULL,NULL
262086,39190159,NULL,NULL
262466,654274,NULL,NULL
363712,257302,NULL,NULL
363907,1505847,NULL,NULL
363916,785904,NULL,NULL
364122,114205,NULL,NULL
365426,5703638,NULL,NULL
365505,1937436,NULL,NULL
366003,226562,NULL,NULL
366252,60966343,NULL,NULL
366261,538399,NULL,NULL
366368,2021512,NULL,NULL
366535,2957770,NULL,NULL
366571,183907,NULL,NULL
366793,1129607,NULL,NULL
367839,3049754,NULL,NULL
367884,16973686,NULL,NULL
368771,703964,NULL,NULL
368780,2651073,NULL,NULL
369002,4667425,NULL,NULL
369659,4100304,NULL,NULL
369792,175056,NULL,NULL
369817,567919,NULL,NULL
372958,3236967,NULL,NULL
373827,2305603,NULL,NULL
374024,1733923,NULL,NULL
375230,394733,NULL,NULL
375416,2972531,NULL,NULL
376385,2531287,NULL,NULL
377111,2337828,NULL,NULL
380094,2254167,NULL,NULL
381255,463177,NULL,NULL
381282,619798,NULL,NULL
381325,575972,NULL,NULL
381334,322151,NULL,NULL
381459,2040831,NULL,NULL
381741,659693,NULL,NULL
383172,2172067,NULL,NULL
383400,1010474,NULL,NULL
383507,803406,NULL,NULL
384254,3154224,NULL,NULL
384306,1151520,NULL,NULL
384421,680011,NULL,NULL
385619,6829193,NULL,NULL
386153,991113,NULL,NULL
387660,179724,NULL,NULL
388520,3954036,NULL,NULL
391810,129604,NULL,NULL
392354,161589,NULL,NULL
392840,2910767,NULL,NULL
393180,1076005,NULL,NULL
399911,13118000,NULL,NULL
401223,517307,NULL,NULL
401250,1892409,NULL,NULL
404222,2892283,NULL,NULL
404718,203607,NULL,NULL
405058,1448223,NULL,NULL
405854,422782,NULL,NULL
406200,10047000,NULL,NULL
407629,22063693,NULL,NULL
409254,8781888,NULL,NULL
409616,8210000,NULL,NULL
411754,258060,NULL,NULL
412173,4396683,NULL,NULL
412599,3408648,NULL,NULL
413617,7591351,NULL,NULL
414966,2137638,NULL,NULL
417327,2209452,NULL,NULL
417345,69998,NULL,NULL
417734,1878923,NULL,NULL
417752,341210,NULL,NULL
418126,3600822,NULL,NULL
419217,1078000,NULL,NULL
419262,97326,NULL,NULL
420246,6730046,NULL,NULL
420325,78275,NULL,NULL
420705,505554,NULL,NULL
420981,1509000,NULL,NULL
423643,56513114,NULL,NULL
427308,1293466,NULL,NULL
427894,412543,NULL,NULL
427919,436416,NULL,NULL
428338,267071,NULL,NULL
429128,1197082,NULL,NULL
430306,534517,NULL,NULL
430342,573300,NULL,NULL
430591,2393619,NULL,NULL
430670,3756099,NULL,NULL
430810,5086822,NULL,NULL
431309,10029054,NULL,NULL
431594,45801,NULL,NULL
431600,1397907,NULL,NULL
431929,855053,NULL,NULL
431983,1710649,NULL,NULL
432269,461667,NULL,NULL
432348,3834198,NULL,NULL
432357,1691507,NULL,NULL
432524,2004307,NULL,NULL
433165,84892,NULL,NULL
433217,110603,NULL,NULL
433387,92188192,NULL,NULL
434016,1849133,NULL,NULL
434034,4720613,NULL,NULL
434122,65743,NULL,NULL
434362,163536,NULL,NULL
434414,2291917,NULL,NULL
434751,1262763,NULL,NULL
434937,3666426,NULL,NULL
436012,2410281,NULL,NULL
436021,187543,NULL,NULL
436614,474805,NULL,NULL
437237,1519793,NULL,NULL
437653,1064984,NULL,NULL
437705,94466,NULL,NULL
438151,13569367,NULL,NULL
438869,1403269,NULL,NULL
439367,1453114,NULL,NULL
439446,2065771,NULL,NULL
439613,1234029,NULL,NULL
439686,1545090,NULL,NULL
439701,2714574,NULL,NULL
439783,1273608,NULL,NULL
439817,819667,NULL,NULL
439862,486639,NULL,NULL
439899,626922,NULL,NULL
439978,204730,NULL,NULL
440004,489456,NULL,NULL
440031,7421079,NULL,NULL
440138,37431259,NULL,NULL
440271,1952223,NULL,NULL
440396,953117,NULL,NULL
440651,3506218,NULL,NULL
440794,2715244,NULL,NULL
441104,3334082,NULL,NULL
441131,2637024,NULL,NULL
441238,736683,NULL,NULL
441478,1725836,NULL,NULL
441487,1000213,NULL,NULL
441511,1478203,NULL,NULL
441575,5058580,NULL,NULL
441609,548376,NULL,NULL
441627,139625,NULL,NULL
441690,600279,NULL,NULL
441982,11797819,NULL,NULL
442064,974382,NULL,NULL
442295,6330626,NULL,NULL
442356,10693410,NULL,NULL
442523,1411551,NULL,NULL
442781,2514493,NULL,NULL
442806,14872409,NULL,NULL
442949,574209,NULL,NULL
442976,524400,NULL,NULL
443030,531426,NULL,NULL
443049,1318731,NULL,NULL
443058,85845,NULL,NULL
443076,1659395,NULL,NULL
443100,250069,NULL,NULL
443128,5162639,NULL,NULL
443207,4318757,NULL,NULL
443322,2157587,NULL,NULL
443340,494733,NULL,NULL
443702,418799,NULL,NULL
444103,273677,NULL,NULL
444121,1707612,NULL,NULL
444398,1781153,NULL,NULL
444413,561942,NULL,NULL
444510,493369,NULL,NULL
444592,789269,NULL,NULL
444778,684187,NULL,NULL
444990,1658276,NULL,NULL
445203,2416195,NULL,NULL
445249,2415941,NULL,NULL
445735,26559395,NULL,NULL
445869,1967454,NULL,NULL
446048,10412856,NULL,NULL
446057,509693,NULL,NULL
446163,1004000,NULL,NULL
446233,1240114,NULL,NULL
446242,1078409,NULL,NULL
446394,170844,NULL,NULL
446455,593921,NULL,NULL
446604,5987351,NULL,NULL
446640,4487200,NULL,NULL
446677,937776,NULL,NULL
446932,4178029,NULL,NULL
447953,1206400,NULL,NULL
448284,4453305,NULL,NULL
448309,4541111,NULL,NULL
448691,1203996,NULL,NULL
448752,698259,NULL,NULL
448761,1202360,NULL,NULL
448804,1560294,NULL,NULL
449348,195654,NULL,NULL
449506,2241819,NULL,NULL
449579,283896,NULL,NULL
449658,303666,NULL,NULL
449764,993314,NULL,NULL
449870,3347606,NULL,NULL
449922,3911264,NULL,NULL
449931,2350901,NULL,NULL
450304,3236273,NULL,NULL
450766,1528764,NULL,NULL
451033,90451,NULL,NULL
451079,704440,NULL,NULL
451370,225847,NULL,NULL
451398,852168,NULL,NULL
451404,1014928,NULL,NULL
451413,2674010,NULL,NULL
451422,835748,NULL,NULL
451705,378328,NULL,NULL
451857,1515644,NULL,NULL
451866,2161617,NULL,NULL
454078,95678,NULL,NULL
454184,6225252,NULL,NULL
454704,171732,NULL,NULL
454838,239202,NULL,NULL
455035,39000,NULL,NULL
455099,533796,NULL,NULL
455220,262547,NULL,NULL
455257,800291,NULL,NULL
455406,7462067,NULL,NULL
455770,949158,NULL,NULL
455804,3098119,NULL,NULL
455813,1090969,NULL,NULL
455938,173254,NULL,NULL
455992,4107017,NULL,NULL
456481,593827,NULL,NULL
456490,766516,NULL,NULL
456542,13686512,NULL,NULL
457086,1554278,NULL,NULL
457174,1781149,NULL,NULL
457183,1151427,NULL,NULL
457226,248448,NULL,NULL
457271,1143333,NULL,NULL
457350,233480,NULL,NULL
457402,695103,NULL,NULL
457484,660502,NULL,NULL
457697,170682,NULL,NULL
457794,248620,NULL,NULL
457925,277110,NULL,NULL
458113,180000,NULL,NULL
458140,587060,NULL,NULL
458159,2571167,NULL,NULL
459417,365348,NULL,NULL
459435,488430,NULL,NULL
459444,378135,NULL,NULL
459727,2550847,NULL,NULL
459736,19791599,NULL,NULL
459824,16083000,NULL,NULL
460075,1398904,NULL,NULL
460385,572811,NULL,NULL
460783,850718,NULL,NULL
460899,2201130,NULL,NULL
460941,284305,NULL,NULL
461032,579754,NULL,NULL
461120,266719,NULL,NULL
461139,404494,NULL,NULL
461236,581697,NULL,NULL
461485,699965,NULL,NULL
461528,271948,NULL,NULL
461643,272083,NULL,NULL
461759,452255,NULL,NULL
461795,3491212,NULL,NULL
461847,215848,NULL,NULL
462044,364415,NULL,NULL
462354,2060807,NULL,NULL
465812,2970982,NULL,NULL
468246,1299000,NULL,NULL
468255,1160021,NULL,NULL
468769,464065,NULL,NULL
474863,2633819,NULL,NULL
474890,801799,NULL,NULL
474906,481359,NULL,NULL
475033,6284008,NULL,NULL
475185,2188729,NULL,NULL
475200,1745287,NULL,NULL
475237,1000,NULL,NULL
475273,9404534,NULL,NULL
475422,549293,NULL,NULL
475440,114405,NULL,NULL
475477,792923,NULL,NULL
475608,3373515,NULL,NULL
475705,364241,NULL,NULL
475811,316380,NULL,NULL
476319,23905,NULL,NULL
