UNITID,carnegie_basic,carnegie_ug_program,carnegie_grad_program,carnegie_ug_profile,carnegie_enroll_profile,carnegie_size_setting,carnegie_classification2000
444121,10,1,-1,4,1,1,-3
444130,17,14,18,5,6,12,-3
444158,18,2,10,9,3,15,-3
444167,23,2,-1,5,2,9,-3
444194,-3,-3,-3,-3,-3,-3,-3
444200,-3,-3,-3,-3,-3,-3,-3
444219,7,1,-1,1,1,3,-3
444228,-3,-3,-3,-3,-3,-3,-3
444237,-3,-3,-3,-3,-3,-3,-3
444255,10,1,-1,3,1,1,-3
444264,-3,-3,-3,-3,-3,-3,-3
444282,-3,-3,-3,-3,-3,-3,-3
444291,-3,-3,-3,-3,-3,-3,-3
444307,-3,-3,-3,-3,-3,-3,-3
444316,-3,-3,-3,-3,-3,-3,-3
444325,-3,-3,-3,-3,-3,-3,-3
444334,-3,-3,-3,-3,-3,-3,-3
444343,10,0,-1,4,3,1,-3
444352,-3,-3,-3,-3,-3,-3,-3
444361,-3,-3,-3,-3,-3,-3,-3
444370,-3,-3,-3,-3,-3,-3,-3
444398,24,-2,-2,-2,2,-2,-3
444404,-3,-3,-3,-3,-3,-3,-3
444413,24,-2,-2,-2,4,-2,-3
444422,-3,-3,-3,-3,-3,-3,-3
444440,-3,-3,-3,-3,-3,-3,-3
444468,-3,-3,-3,-3,-3,-3,-3
444486,-3,-3,-3,-3,-3,-3,-3
444510,-3,-3,-3,-3,-3,-3,-3
444529,-3,-3,-3,-3,-3,-3,-3
444547,10,0,-1,1,3,1,-3
444556,-3,-3,-3,-3,-3,-3,-3
444565,10,1,-1,3,1,1,-3
444574,10,1,-1,4,1,1,-3
444583,-3,-3,-3,-3,-3,-3,-3
444592,-3,-3,-3,-3,-3,-3,-3
444608,-3,-3,-3,-3,-3,-3,-3
444635,-3,-3,-3,-3,-3,-3,-3
444644,-3,-3,-3,-3,-3,-3,-3
444653,-3,-3,-3,-3,-3,-3,-3
444662,-3,-3,-3,-3,-3,-3,-3
444671,-3,-3,-3,-3,-3,-3,-3
444680,-3,-3,-3,-3,-3,-3,-3
444699,26,-2,-2,-2,7,-2,-3
444705,-3,-3,-3,-3,-3,-3,-3
444714,-3,-3,-3,-3,-3,-3,-3
444723,18,17,9,5,6,9,-3
444732,-3,-3,-3,-3,-3,-3,-3
444769,-3,-3,-3,-3,-3,-3,-3
444778,24,-2,-2,-2,4,-2,-3
444787,-3,-3,-3,-3,-3,-3,-3
444796,-3,-3,-3,-3,-3,-3,-3
444811,-3,-3,-3,-3,-3,-3,-3
444857,-3,-3,-3,-3,-3,-3,-3
444866,-3,-3,-3,-3,-3,-3,-3
444893,-3,-3,-3,-3,-3,-3,-3
444909,-3,-3,-3,-3,-3,-3,-3
444927,30,-2,-2,-2,2,-2,-3
444936,-3,-3,-3,-3,-3,-3,-3
444945,-3,-3,-3,-3,-3,-3,-3
444954,2,1,-1,2,1,3,-3
444972,10,0,-1,4,3,1,-3
444990,22,15,-1,9,2,6,-3
445027,18,2,7,9,3,15,-3
445072,23,2,-1,9,2,6,-3
445081,28,-2,-2,-2,2,-2,-3
445090,10,1,-1,3,1,2,-3
445115,10,1,-1,4,1,2,-3
445124,30,-2,-2,-2,2,-2,-3
445133,29,-2,-2,-2,4,-2,-3
445142,-3,-3,-3,-3,-3,-3,-3
445188,-3,-3,-3,-3,-3,-3,-3
445197,10,1,-1,4,1,2,-3
445203,10,1,-1,4,1,2,-3
445212,-3,-3,-3,-3,-3,-3,-3
445221,-3,-3,-3,-3,-3,-3,-3
445230,10,1,-1,4,1,2,-3
445249,10,1,-1,4,1,1,-3
445258,14,1,-1,4,1,1,-3
445267,22,15,9,6,3,6,-3
445276,23,2,-1,9,2,6,-3
445300,22,12,-1,9,2,6,-3
445319,20,17,10,9,4,6,-3
445328,10,0,-1,4,3,2,-3
445346,10,0,-1,4,3,1,-3
445364,-3,-3,-3,-3,-3,-3,-3
445373,-3,-3,-3,-3,-3,-3,-3
445382,-3,-3,-3,-3,-3,-3,-3
445391,22,13,10,9,4,6,-3
445434,23,2,-1,6,2,9,-3
445452,10,1,-1,4,1,2,-3
445461,-3,-3,-3,-3,-3,-3,-3
445470,10,1,-1,4,1,1,-3
445498,-3,-3,-3,-3,-3,-3,-3
445504,-3,-3,-3,-3,-3,-3,-3
445531,-3,-3,-3,-3,-3,-3,-3
445540,-3,-3,-3,-3,-3,-3,-3
445559,10,1,-1,4,1,1,-3
445577,-3,-3,-3,-3,-3,-3,-3
445601,10,1,-1,4,1,2,-3
445610,10,1,-1,4,1,1,-3
445638,-3,-3,-3,-3,-3,-3,-3
445647,-3,-3,-3,-3,-3,-3,-3
445656,-3,-3,-3,-3,-3,-3,-3
445665,-3,-3,-3,-3,-3,-3,-3
445683,-3,-3,-3,-3,-3,-3,-3
445692,28,-2,-2,-2,3,-2,-3
445708,23,2,-1,9,2,11,-3
445717,20,16,10,9,4,9,-3
445726,10,1,-1,4,1,2,-3
445735,26,-2,-2,-2,6,-2,-3
445744,-3,-3,-3,-3,-3,-3,-3
445753,10,1,-1,4,1,1,-3
445762,-3,-3,-3,-3,-3,-3,-3
445771,-3,-3,-3,-3,-3,-3,-3
445780,-3,-3,-3,-3,-3,-3,-3
445799,-3,-3,-3,-3,-3,-3,-3
445814,10,1,-1,4,1,2,-3
445841,-3,-3,-3,-3,-3,-3,-3
445850,-3,-3,-3,-3,-3,-3,-3
445869,26,-2,-2,-2,7,-2,-3
445896,-3,-3,-3,-3,-3,-3,-3
445911,-3,-3,-3,-3,-3,-3,-3
445920,23,2,-1,5,2,6,-3
445939,23,2,-1,5,2,6,-3
445948,-3,-3,-3,-3,-3,-3,-3
445957,-3,-3,-3,-3,-3,-3,-3
445984,-3,-3,-3,-3,-3,-3,-3
445993,-3,-3,-3,-3,-3,-3,-3
446002,26,-2,-2,-2,7,-2,-3
446039,26,-2,-2,-2,7,-2,-3
446048,21,7,13,11,4,8,-3
446057,-3,-3,-3,-3,-3,-3,-3
446075,-3,-3,-3,-3,-3,-3,-3
446084,-3,-3,-3,-3,-3,-3,-3
446093,10,0,-1,4,3,1,-3
446109,-3,-3,-3,-3,-3,-3,-3
446118,-3,-3,-3,-3,-3,-3,-3
446127,-3,-3,-3,-3,-3,-3,-3
446136,-3,-3,-3,-3,-3,-3,-3
446145,-3,-3,-3,-3,-3,-3,-3
446163,9,1,-1,3,1,1,-3
446190,-3,-3,-3,-3,-3,-3,-3
446206,-3,-3,-3,-3,-3,-3,-3
446215,-3,-3,-3,-3,-3,-3,-3
446224,-3,-3,-3,-3,-3,-3,-3
446233,24,-2,-2,-2,2,-2,-3
446242,-3,-3,-3,-3,-3,-3,-3
446251,-3,-3,-3,-3,-3,-3,-3
446260,-3,-3,-3,-3,-3,-3,-3
446288,-3,-3,-3,-3,-3,-3,-3
446303,-3,-3,-3,-3,-3,-3,-3
446349,-3,-3,-3,-3,-3,-3,-3
446385,10,1,-1,4,1,1,-3
446394,24,-2,-2,-2,5,-2,-3
446400,-3,-3,-3,-3,-3,-3,-3
446446,10,1,-1,4,1,1,-3
446455,-3,-3,-3,-3,-3,-3,-3
446464,-3,-3,-3,-3,-3,-3,-3
446491,-3,-3,-3,-3,-3,-3,-3
446507,-3,-3,-3,-3,-3,-3,-3
446516,-3,-3,-3,-3,-3,-3,-3
446525,-3,-3,-3,-3,-3,-3,-3
446534,-3,-3,-3,-3,-3,-3,-3
446543,-3,-3,-3,-3,-3,-3,-3
446552,10,1,-1,4,1,2,-3
446561,10,0,-1,1,3,1,-3
446570,-3,-3,-3,-3,-3,-3,-3
446589,-3,-3,-3,-3,-3,-3,-3
446598,10,1,-1,4,1,1,-3
446604,24,-2,-2,-2,2,-2,-3
446613,24,-2,-2,-2,2,-2,-3
446640,21,4,3,9,4,6,-3
446668,10,1,-1,3,1,2,-3
446677,22,12,-1,9,2,6,-3
446729,29,-2,-2,-2,3,-2,-3
446738,29,-2,-2,-2,4,-2,-3
446747,29,-2,-2,-2,4,-2,-3
446756,29,-2,-2,-2,3,-2,-3
446765,29,-2,-2,-2,4,-2,-3
446774,2,1,-1,1,1,2,-3
446792,30,-2,-2,-2,2,-2,-3
446808,30,-2,-2,-2,2,-2,-3
446817,30,-2,-2,-2,2,-2,-3
446835,10,1,-1,4,1,2,-3
446844,10,1,-1,4,1,2,-3
446853,-3,-3,-3,-3,-3,-3,-3
446880,10,1,-1,3,1,1,-3
446899,28,-2,-2,-2,2,-2,-3
446905,14,1,-1,3,1,1,-3
446914,14,1,-1,3,1,2,-3
446923,10,1,-1,3,1,1,-3
446932,19,-1,7,-1,7,18,-3
446978,-3,-3,-3,-3,-3,-3,-3
446996,-3,-3,-3,-3,-3,-3,-3
447014,10,1,-1,4,1,1,-3
447023,-3,-3,-3,-3,-3,-3,-3
447050,21,3,-1,9,5,6,-3
447069,23,2,-1,9,2,6,-3
447102,10,1,-1,4,1,2,-3
447120,10,1,-1,4,1,2,-3
447148,-3,-3,-3,-3,-3,-3,-3
447157,-3,-3,-3,-3,-3,-3,-3
447166,-3,-3,-3,-3,-3,-3,-3
447175,-3,-3,-3,-3,-3,-3,-3
447209,-3,-3,-3,-3,-3,-3,-3
447218,-3,-3,-3,-3,-3,-3,-3
447227,-3,-3,-3,-3,-3,-3,-3
447236,14,2,-1,9,2,6,-3
447245,-3,-3,-3,-3,-3,-3,-3
447254,-3,-3,-3,-3,-3,-3,-3
447263,10,1,-1,4,1,1,-3
447272,21,5,9,5,6,6,-3
447290,14,1,-1,4,1,2,-3
447315,-3,-3,-3,-3,-3,-3,-3
447324,-3,-3,-3,-3,-3,-3,-3
447333,-3,-3,-3,-3,-3,-3,-3
447342,-3,-3,-3,-3,-3,-3,-3
447351,10,1,-1,4,1,2,-3
447360,10,0,-1,4,3,1,-3
447379,10,0,-1,4,3,1,-3
447388,-3,-3,-3,-3,-3,-3,-3
447403,-3,-3,-3,-3,-3,-3,-3
447421,14,1,-1,3,1,1,-3
447430,-3,-3,-3,-3,-3,-3,-3
447449,-3,-3,-3,-3,-3,-3,-3
447458,30,-2,-2,-2,2,-2,-3
447467,-3,-3,-3,-3,-3,-3,-3
447476,10,1,-1,2,1,1,-3
447494,-3,-3,-3,-3,-3,-3,-3
447519,-3,-3,-3,-3,-3,-3,-3
447528,-3,-3,-3,-3,-3,-3,-3
447582,2,1,-1,3,1,3,-3
447591,-3,-3,-3,-3,-3,-3,-3
447625,10,1,-1,2,1,1,-3
447634,10,1,-1,4,1,2,-3
447652,29,-2,-2,-2,3,-2,-3
447661,20,17,10,9,5,6,-3
447670,23,2,-1,5,2,6,-3
447689,22,9,-1,6,2,9,-3
447698,26,-2,-2,-2,7,-2,-3
447704,-3,-3,-3,-3,-3,-3,-3
447713,-3,-3,-3,-3,-3,-3,-3
447722,-3,-3,-3,-3,-3,-3,-3
447731,-3,-3,-3,-3,-3,-3,-3
447759,-3,-3,-3,-3,-3,-3,-3
447768,10,0,-1,4,3,2,-3
447777,-3,-3,-3,-3,-3,-3,-3
447795,-3,-3,-3,-3,-3,-3,-3
447801,26,-2,-2,-2,7,-2,-3
447810,-3,-3,-3,-3,-3,-3,-3
447847,-3,-3,-3,-3,-3,-3,-3
447856,-3,-3,-3,-3,-3,-3,-3
447865,-3,-3,-3,-3,-3,-3,-3
447874,-3,-3,-3,-3,-3,-3,-3
447883,-3,-3,-3,-3,-3,-3,-3
447892,-3,-3,-3,-3,-3,-3,-3
447908,-3,-3,-3,-3,-3,-3,-3
447917,-3,-3,-3,-3,-3,-3,-3
447935,10,1,-1,4,1,1,-3
447953,24,-2,-2,-2,2,-2,-3
447962,-3,-3,-3,-3,-3,-3,-3
447971,-3,-3,-3,-3,-3,-3,-3
447980,-3,-3,-3,-3,-3,-3,-3
447999,-3,-3,-3,-3,-3,-3,-3
448008,-3,-3,-3,-3,-3,-3,-3
448017,-3,-3,-3,-3,-3,-3,-3
448026,-3,-3,-3,-3,-3,-3,-3
448035,-3,-3,-3,-3,-3,-3,-3
448044,-3,-3,-3,-3,-3,-3,-3
448053,-3,-3,-3,-3,-3,-3,-3
448071,-3,-3,-3,-3,-3,-3,-3
448105,-3,-3,-3,-3,-3,-3,-3
448114,-3,-3,-3,-3,-3,-3,-3
448123,-3,-3,-3,-3,-3,-3,-3
448141,-3,-3,-3,-3,-3,-3,-3
448150,-3,-3,-3,-3,-3,-3,-3
448196,-3,-3,-3,-3,-3,-3,-3
448202,-3,-3,-3,-3,-3,-3,-3
448211,-3,-3,-3,-3,-3,-3,-3
448220,-3,-3,-3,-3,-3,-3,-3
448239,26,-2,-2,-2,2,-2,-3
448248,1,0,-1,1,3,1,-3
448257,-3,-3,-3,-3,-3,-3,-3
448275,-3,-3,-3,-3,-3,-3,-3
448284,18,15,9,6,6,9,-3
448309,19,15,2,9,4,9,-3
448336,-3,-3,-3,-3,-3,-3,-3
448345,30,-2,-2,-2,2,-2,-3
448354,10,0,-1,3,3,1,-3
448372,10,1,-1,4,1,1,-3
448381,-3,-3,-3,-3,-3,-3,-3
448406,-3,-3,-3,-3,-3,-3,-3
448415,10,1,-1,3,1,2,-3
448424,-3,-3,-3,-3,-3,-3,-3
448433,-3,-3,-3,-3,-3,-3,-3
448442,14,1,-1,3,1,2,-3
448451,14,1,-1,3,1,1,-3
448460,10,1,-1,3,1,1,-3
448479,10,1,-1,3,1,2,-3
448488,14,1,-1,3,1,2,-3
448497,10,1,-1,3,1,2,-3
448503,14,1,-1,3,1,1,-3
448512,14,1,-1,3,1,1,-3
448521,29,-2,-2,-2,5,-2,-3
448530,29,-2,-2,-2,3,-2,-3
448567,29,-2,-2,-2,4,-2,-3
448576,30,-2,-2,-2,2,-2,-3
448585,26,-2,-2,-2,2,-2,-3
448594,2,1,-1,1,1,3,-3
448600,10,1,-1,2,1,1,-3
448619,-3,-3,-3,-3,-3,-3,-3
448628,23,2,-1,6,2,6,-3
448637,-3,-3,-3,-3,-3,-3,-3
448646,-3,-3,-3,-3,-3,-3,-3
448664,10,1,-1,4,1,1,-3
448673,10,1,-1,3,1,2,-3
448691,13,-1,11,-1,6,18,-3
448707,-3,-3,-3,-3,-3,-3,-3
448716,-3,-3,-3,-3,-3,-3,-3
448734,21,8,11,6,6,6,-3
448752,23,2,-1,9,2,6,-3
448761,26,-2,-2,-2,2,-2,-3
448770,-3,-3,-3,-3,-3,-3,-3
448789,10,1,-1,3,1,2,-3
448798,-3,-3,-3,-3,-3,-3,-3
448804,22,12,-1,5,2,6,-3
448822,29,-2,-2,-2,4,-2,-3
448840,19,10,6,7,3,9,-3
448859,10,1,-1,4,1,1,-3
448886,-3,-3,-3,-3,-3,-3,-3
448895,-3,-3,-3,-3,-3,-3,-3
448974,-3,-3,-3,-3,-3,-3,-3
448983,-3,-3,-3,-3,-3,-3,-3
449010,30,-2,-2,-2,2,-2,-3
449038,-3,-3,-3,-3,-3,-3,-3
449074,10,0,-1,4,3,2,-3
449083,10,1,-1,4,1,1,-3
449092,10,0,-1,4,3,1,-3
449117,10,1,-1,2,1,1,-3
449126,10,1,-1,4,1,1,-3
449135,-3,-3,-3,-3,-3,-3,-3
449144,-3,-3,-3,-3,-3,-3,-3
449153,-3,-3,-3,-3,-3,-3,-3
449162,-3,-3,-3,-3,-3,-3,-3
449171,-3,-3,-3,-3,-3,-3,-3
449180,-3,-3,-3,-3,-3,-3,-3
449199,-3,-3,-3,-3,-3,-3,-3
449205,-3,-3,-3,-3,-3,-3,-3
449214,-3,-3,-3,-3,-3,-3,-3
449223,-3,-3,-3,-3,-3,-3,-3
449232,-3,-3,-3,-3,-3,-3,-3
449241,-3,-3,-3,-3,-3,-3,-3
449250,-3,-3,-3,-3,-3,-3,-3
449269,-3,-3,-3,-3,-3,-3,-3
449302,10,1,-1,3,1,1,-3
449311,-3,-3,-3,-3,-3,-3,-3
449320,-3,-3,-3,-3,-3,-3,-3
449339,18,10,4,5,4,15,-3
449348,13,1,-1,1,1,1,-3
449357,-3,-3,-3,-3,-3,-3,-3
449366,-3,-3,-3,-3,-3,-3,-3
449375,-3,-3,-3,-3,-3,-3,-3
449384,-3,-3,-3,-3,-3,-3,-3
449393,-3,-3,-3,-3,-3,-3,-3
449436,-3,-3,-3,-3,-3,-3,-3
449445,-3,-3,-3,-3,-3,-3,-3
449454,-3,-3,-3,-3,-3,-3,-3
449463,-3,-3,-3,-3,-3,-3,-3
449472,-3,-3,-3,-3,-3,-3,-3
449481,26,-2,-2,-2,6,-2,-3
449490,-3,-3,-3,-3,-3,-3,-3
449506,-3,-3,-3,-3,-3,-3,-3
449524,-3,-3,-3,-3,-3,-3,-3
449533,-3,-3,-3,-3,-3,-3,-3
449579,26,-2,-2,-2,7,-2,-3
449597,-3,-3,-3,-3,-3,-3,-3
449603,-3,-3,-3,-3,-3,-3,-3
449612,10,1,-1,4,1,1,-3
449658,24,-2,-2,-2,2,-2,-3
449667,-3,-3,-3,-3,-3,-3,-3
449676,-3,-3,-3,-3,-3,-3,-3
449685,-3,-3,-3,-3,-3,-3,-3
449700,-3,-3,-3,-3,-3,-3,-3
449719,-3,-3,-3,-3,-3,-3,-3
449728,-3,-3,-3,-3,-3,-3,-3
449746,-3,-3,-3,-3,-3,-3,-3
449764,30,-2,-2,-2,2,-2,-3
449773,-3,-3,-3,-3,-3,-3,-3
449782,-3,-3,-3,-3,-3,-3,-3
449791,-3,-3,-3,-3,-3,-3,-3
449807,-3,-3,-3,-3,-3,-3,-3
449816,-3,-3,-3,-3,-3,-3,-3
449852,-3,-3,-3,-3,-3,-3,-3
449861,-3,-3,-3,-3,-3,-3,-3
449870,22,14,13,5,6,7,-3
449889,32,-2,-2,-2,0,-2,-3
449898,22,15,-1,8,2,6,-3
449904,-3,-3,-3,-3,-3,-3,-3
449922,26,-2,-2,-2,7,-2,-3
449931,18,16,10,5,5,6,-3
449959,-3,-3,-3,-3,-3,-3,-3
449968,-3,-3,-3,-3,-3,-3,-3
449977,-3,-3,-3,-3,-3,-3,-3
449986,-3,-3,-3,-3,-3,-3,-3
449995,-3,-3,-3,-3,-3,-3,-3
450003,10,1,-1,4,1,1,-3
450021,10,1,-1,4,1,1,-3
450049,30,-2,-2,-2,3,-2,-3
450058,10,1,-1,3,1,1,-3
450067,10,1,-1,4,1,2,-3
450076,-3,-3,-3,-3,-3,-3,-3
450085,14,1,-1,3,1,2,-3
450094,30,-2,-2,-2,3,-2,-3
450119,-3,-3,-3,-3,-3,-3,-3
450128,10,1,-1,4,1,1,-3
450146,-3,-3,-3,-3,-3,-3,-3
450155,10,1,-1,4,1,1,-3
450173,-3,-3,-3,-3,-3,-3,-3
450182,-3,-3,-3,-3,-3,-3,-3
450191,10,1,-1,3,1,1,-3
450207,14,0,-1,6,3,6,-3
450216,14,1,-1,4,1,1,-3
450225,14,1,-1,3,1,1,-3
450234,14,0,-1,9,3,6,-3
450243,14,0,-1,9,3,6,-3
450252,14,0,-1,9,3,6,-3
450261,14,0,-1,9,3,6,-3
450270,14,0,-1,9,3,6,-3
450289,14,1,-1,3,1,1,-3
450298,-3,-3,-3,-3,-3,-3,-3
450304,24,-2,-2,-2,7,-2,-3
450377,-3,-3,-3,-3,-3,-3,-3
450395,-3,-3,-3,-3,-3,-3,-3
450401,10,1,-1,4,1,1,-3
450429,14,1,-1,1,1,1,-3
450447,14,1,-1,3,1,2,-3
450456,29,-2,-2,-2,4,-2,-3
450465,10,1,-1,3,1,1,-3
450474,29,-2,-2,-2,3,-2,-3
450483,29,-2,-2,-2,4,-2,-3
450492,22,15,10,9,4,6,-3
450526,21,5,11,5,6,6,-3
450535,26,-2,-2,-2,6,-2,-3
450544,23,2,11,5,6,6,-3
450571,10,1,-1,2,1,2,-3
450580,-3,-3,-3,-3,-3,-3,-3
450599,-3,-3,-3,-3,-3,-3,-3
450605,-3,-3,-3,-3,-3,-3,-3
450614,-3,-3,-3,-3,-3,-3,-3
450623,-3,-3,-3,-3,-3,-3,-3
450632,-3,-3,-3,-3,-3,-3,-3
450641,-3,-3,-3,-3,-3,-3,-3
450650,-3,-3,-3,-3,-3,-3,-3
450669,-3,-3,-3,-3,-3,-3,-3
450678,-3,-3,-3,-3,-3,-3,-3
450696,10,1,-1,4,1,2,-3
450702,10,1,-1,4,1,2,-3
450720,-3,-3,-3,-3,-3,-3,-3
450739,-3,-3,-3,-3,-3,-3,-3
450757,-3,-3,-3,-3,-3,-3,-3
450766,20,-1,8,8,6,6,-3
450784,-3,-3,-3,-3,-3,-3,-3
450793,-3,-3,-3,-3,-3,-3,-3
450809,-3,-3,-3,-3,-3,-3,-3
450818,-3,-3,-3,-3,-3,-3,-3
450827,-3,-3,-3,-3,-3,-3,-3
450836,-3,-3,-3,-3,-3,-3,-3
450845,-3,-3,-3,-3,-3,-3,-3
450854,-3,-3,-3,-3,-3,-3,-3
450863,-3,-3,-3,-3,-3,-3,-3
450872,-3,-3,-3,-3,-3,-3,-3
450881,-3,-3,-3,-3,-3,-3,-3
450933,18,16,10,5,5,12,-3
450942,31,-2,-2,-2,7,-2,-3
450951,-3,-3,-3,-3,-3,-3,-3
450960,-3,-3,-3,-3,-3,-3,-3
450979,17,17,18,5,5,12,-3
450988,-3,-3,-3,-3,-3,-3,-3
451006,-3,-3,-3,-3,-3,-3,-3
451015,-3,-3,-3,-3,-3,-3,-3
451033,-3,-3,-3,-3,-3,-3,-3
451042,-3,-3,-3,-3,-3,-3,-3
451051,-3,-3,-3,-3,-3,-3,-3
451060,22,17,11,9,4,6,-3
451079,26,-2,-2,-2,7,-2,-3
451097,-3,-3,-3,-3,-3,-3,-3
451103,-3,-3,-3,-3,-3,-3,-3
451121,-3,-3,-3,-3,-3,-3,-3
451130,26,-2,-2,-2,7,-2,-3
451149,-3,-3,-3,-3,-3,-3,-3
451158,-3,-3,-3,-3,-3,-3,-3
451167,-3,-3,-3,-3,-3,-3,-3
451194,-3,-3,-3,-3,-3,-3,-3
451219,-3,-3,-3,-3,-3,-3,-3
451228,-3,-3,-3,-3,-3,-3,-3
451237,-3,-3,-3,-3,-3,-3,-3
451255,-3,-3,-3,-3,-3,-3,-3
451264,-3,-3,-3,-3,-3,-3,-3
451282,-3,-3,-3,-3,-3,-3,-3
451291,-3,-3,-3,-3,-3,-3,-3
451307,-3,-3,-3,-3,-3,-3,-3
451316,-3,-3,-3,-3,-3,-3,-3
451334,-3,-3,-3,-3,-3,-3,-3
451343,-3,-3,-3,-3,-3,-3,-3
451352,-3,-3,-3,-3,-3,-3,-3
451361,-3,-3,-3,-3,-3,-3,-3
451370,24,-2,-2,-2,2,-2,-3
451398,24,-2,-2,-2,2,-2,-3
451404,24,-2,-2,-2,2,-2,-3
451413,-3,-3,-3,-3,-3,-3,-3
451440,-3,-3,-3,-3,-3,-3,-3
451459,-3,-3,-3,-3,-3,-3,-3
451468,-3,-3,-3,-3,-3,-3,-3
451477,-3,-3,-3,-3,-3,-3,-3
451495,-3,-3,-3,-3,-3,-3,-3
451501,-3,-3,-3,-3,-3,-3,-3
451510,31,-2,-2,-2,7,-2,-3
451529,-3,-3,-3,-3,-3,-3,-3
451538,-3,-3,-3,-3,-3,-3,-3
451547,-3,-3,-3,-3,-3,-3,-3
451556,10,0,-1,4,3,2,-3
451565,-3,-3,-3,-3,-3,-3,-3
451574,-3,-3,-3,-3,-3,-3,-3
451583,-3,-3,-3,-3,-3,-3,-3
451592,-3,-3,-3,-3,-3,-3,-3
451617,-3,-3,-3,-3,-3,-3,-3
451626,-3,-3,-3,-3,-3,-3,-3
451635,-3,-3,-3,-3,-3,-3,-3
451644,-3,-3,-3,-3,-3,-3,-3
451653,-3,-3,-3,-3,-3,-3,-3
451662,30,-2,-2,-2,2,-2,-3
451671,19,13,6,5,4,9,-3
451699,14,0,-1,9,3,9,-3
451705,14,2,-1,9,2,6,-3
451714,-3,-3,-3,-3,-3,-3,-3
451741,9,0,-1,4,3,2,-3
451750,23,2,-1,5,2,6,-3
451769,14,2,-1,5,2,6,-3
451796,30,-2,-2,-2,3,-2,-3
451820,30,-2,-2,-2,3,-2,-3
451848,30,-2,-2,-2,3,-2,-3
451857,10,0,-1,4,3,1,-3
451866,10,0,-1,4,3,2,-3
451875,14,0,-1,5,3,6,-3
451884,14,1,-1,1,1,1,-3
451909,-3,-3,-3,-3,-3,-3,-3
451918,-3,-3,-3,-3,-3,-3,-3
451936,14,0,-1,9,3,6,-3
451945,14,0,-1,9,3,6,-3
451954,14,0,-1,9,3,6,-3
451963,14,0,-1,9,3,6,-3
451972,14,0,-1,9,3,6,-3
451981,14,0,-1,6,3,6,-3
451990,14,0,-1,9,3,6,-3
452009,-3,-3,-3,-3,-3,-3,-3
452018,30,-2,-2,-2,3,-2,-3
452027,30,-2,-2,-2,3,-2,-3
452036,-3,-3,-3,-3,-3,-3,-3
452045,-3,-3,-3,-3,-3,-3,-3
452054,10,1,-1,4,1,2,-3
452063,10,1,-1,4,1,2,-3
452072,-3,-3,-3,-3,-3,-3,-3
452081,-3,-3,-3,-3,-3,-3,-3
452090,14,0,-1,6,6,6,-3
452106,-3,-3,-3,-3,-3,-3,-3
452115,-3,-3,-3,-3,-3,-3,-3
452124,10,0,-1,4,3,2,-3
452373,10,0,-1,2,3,1,-3
452540,-3,-3,-3,-3,-3,-3,-3
452692,-3,-3,-3,-3,-3,-3,-3
452771,-3,-3,-3,-3,-3,-3,-3
452780,-3,-3,-3,-3,-3,-3,-3
452841,-3,-3,-3,-3,-3,-3,-3
452887,-3,-3,-3,-3,-3,-3,-3
452948,10,1,-1,3,1,1,-3
452984,-3,-3,-3,-3,-3,-3,-3
453075,-3,-3,-3,-3,-3,-3,-3
453109,10,0,-1,4,3,1,-3
453163,-3,-3,-3,-3,-3,-3,-3
453215,-3,-3,-3,-3,-3,-3,-3
453297,-3,-3,-3,-3,-3,-3,-3
453455,10,1,-1,2,1,1,-3
453464,10,0,-1,2,3,2,-3
453473,10,1,-1,2,1,1,-3
453482,10,1,-1,2,1,1,-3
453552,-3,-3,-3,-3,-3,-3,-3
453570,-3,-3,-3,-3,-3,-3,-3
453747,10,0,-1,4,3,1,-3
453756,-3,-3,-3,-3,-3,-3,-3
453792,-3,-3,-3,-3,-3,-3,-3
453817,10,0,-1,4,3,1,-3
454078,-3,-3,-3,-3,-3,-3,-3
454175,10,1,-1,4,1,1,-3
454184,21,6,-1,12,2,8,-3
454218,-3,-3,-3,-3,-3,-3,-3
454227,26,-2,-2,-2,3,-2,-3
454236,26,-2,-2,-2,2,-2,-3
454245,26,-2,-2,-2,3,-2,-3
454306,-3,-3,-3,-3,-3,-3,-3
454315,-3,-3,-3,-3,-3,-3,-3
454324,-3,-3,-3,-3,-3,-3,-3
454333,-3,-3,-3,-3,-3,-3,-3
454342,-3,-3,-3,-3,-3,-3,-3
454351,-3,-3,-3,-3,-3,-3,-3
454360,-3,-3,-3,-3,-3,-3,-3
454379,-3,-3,-3,-3,-3,-3,-3
454388,-3,-3,-3,-3,-3,-3,-3
454397,-3,-3,-3,-3,-3,-3,-3
454458,10,1,-1,4,1,1,-3
454467,-3,-3,-3,-3,-3,-3,-3
454476,-3,-3,-3,-3,-3,-3,-3
454485,-3,-3,-3,-3,-3,-3,-3
454494,-3,-3,-3,-3,-3,-3,-3
454500,-3,-3,-3,-3,-3,-3,-3
454519,-3,-3,-3,-3,-3,-3,-3
454528,-3,-3,-3,-3,-3,-3,-3
454537,-3,-3,-3,-3,-3,-3,-3
454546,-3,-3,-3,-3,-3,-3,-3
454555,-3,-3,-3,-3,-3,-3,-3
454573,-3,-3,-3,-3,-3,-3,-3
454582,22,15,2,5,4,6,-3
454591,14,0,-1,5,3,6,-3
454607,-3,-3,-3,-3,-3,-3,-3
454616,10,1,-1,4,1,1,-3
454625,14,0,-1,6,3,6,-3
