UNITID,carnegie_basic,carnegie_ug_program,carnegie_grad_program,carnegie_ug_profile,carnegie_enroll_profile,carnegie_size_setting,carnegie_classification2000
169992,1,1,-1,3,1,2,40
170000,22,15,-1,11,2,8,51
170037,18,16,7,7,4,10,22
170046,-3,-3,-3,-3,-3,-3,-3
170055,6,1,-1,2,1,5,40
170082,18,10,13,11,3,16,21
170091,24,-2,-2,-2,2,-2,51
170240,5,1,-1,1,1,5,40
170286,-3,-3,-3,-3,-3,-3,-3
170301,21,6,-1,12,2,14,31
170417,28,-2,-2,-2,2,-2,40
170444,3,1,-1,2,1,4,40
170514,-3,-3,-3,-3,-3,-3,-3
170532,21,3,-1,12,2,11,31
170541,3,1,-1,2,1,4,40
170550,3,1,-1,1,1,3,40
170587,2,1,-1,2,1,2,40
170611,-3,-3,-3,-3,-3,-3,-3
170620,2,1,-1,1,1,3,40
170639,22,15,1,11,3,10,22
170657,3,1,-1,1,1,5,40
170675,18,16,17,5,4,9,21
170736,-3,-3,-3,-3,-3,-3,-3
170790,5,1,-1,1,1,5,40
170806,19,13,6,5,4,9,21
170842,18,10,6,5,6,9,21
170967,22,15,3,7,3,6,33
170976,15,8,14,12,5,16,15
171012,-3,-3,-3,-3,-3,-3,-3
171100,15,11,14,12,4,16,15
171128,16,16,17,12,4,13,16
171137,18,10,4,8,4,12,21
171146,18,13,4,6,4,12,21
171155,2,1,-1,2,1,3,40
171225,4,1,-1,2,1,3,40
171234,2,1,-1,2,1,2,40
171261,-3,-3,-3,-3,-3,-3,-3
171298,23,2,-1,6,3,12,33
171304,6,1,-1,2,1,3,40
171313,-3,-3,-3,-3,-3,-3,-3
171322,-3,-3,-3,-3,-3,-3,-3
171395,2,1,-1,1,1,2,40
171456,19,10,4,11,3,13,21
171465,-3,-3,-3,-3,-3,-3,-3
171483,2,1,-1,2,1,3,40
171492,29,-2,-2,-2,3,-2,55
171535,5,1,-1,1,1,5,40
171571,17,10,17,8,4,15,16
171599,22,12,1,9,3,11,31
171775,-3,-3,-3,-3,-3,-3,-3
171881,22,15,-1,11,3,8,51
171988,-3,-3,-3,-3,-3,-3,-3
171997,-3,-3,-3,-3,-3,-3,-3
172015,-3,-3,-3,-3,-3,-3,-3
172033,24,-2,-2,-2,6,-2,51
172051,18,13,9,11,3,13,21
172200,4,1,-1,2,1,4,40
172264,19,13,10,5,3,10,21
172291,4,1,-1,2,1,3,40
172307,2,1,-1,2,1,2,40
172325,-3,-3,-3,-3,-3,-3,-3
172334,18,16,8,7,5,13,22
172422,-3,-3,-3,-3,-3,-3,-3
172440,22,12,-1,11,2,6,40
172477,31,-2,-2,-2,7,-2,57
172495,-3,-3,-3,-3,-3,-3,-3
172608,29,-2,-2,-2,6,-2,55
172617,6,1,-1,1,1,4,40
172635,7,1,-1,1,1,5,40
172644,15,11,14,6,5,15,15
172671,1,1,-1,2,1,2,40
172680,-3,-3,-3,-3,-3,-3,-3
172699,16,14,15,11,4,15,15
172705,24,-2,-2,-2,6,-2,51
172802,-3,-3,-3,-3,-3,-3,-3
172866,23,2,-1,6,2,6,40
172918,2,1,-1,3,1,2,40
172927,-3,-3,-3,-3,-3,-3,-3
172954,5,1,-1,2,1,2,40
172963,5,1,-1,2,1,4,40
173045,18,10,10,10,4,14,22
173063,2,1,-1,2,1,3,40
173115,1,1,-1,1,1,2,-3
173124,20,13,6,11,3,13,22
173142,21,6,-1,10,2,8,40
173160,18,13,12,10,4,14,21
173179,24,-2,-2,-2,7,-2,51
173203,2,1,-1,2,1,3,40
173258,21,3,-1,12,2,11,31
173300,21,10,1,12,3,11,31
173328,18,16,9,10,5,10,32
173416,4,1,-1,2,1,3,40
173452,22,15,1,12,3,8,58
173461,3,1,-1,2,1,3,40
173470,-3,-3,-3,-3,-3,-3,-3
173489,10,1,-1,3,1,1,40
173559,3,1,-1,2,1,3,40
173629,23,2,-1,5,3,6,40
173638,2,1,-1,2,1,3,40
173647,21,6,-1,12,2,11,31
173665,18,7,18,10,6,13,21
173683,26,-2,-2,-2,6,-2,-3
173708,5,1,-1,1,1,3,40
173726,-3,-3,-3,-3,-3,-3,-3
173735,1,1,-1,3,1,2,40
173744,-3,-3,-3,-3,-3,-3,-3
173799,4,1,-1,2,1,3,40
173805,1,1,-1,3,1,2,40
173887,30,-2,-2,-2,2,-2,40
173896,24,-2,-2,-2,7,-2,51
173902,21,3,-1,12,2,11,31
173911,2,1,-1,2,1,3,40
173920,18,13,4,11,3,16,21
173939,-3,-3,-3,-3,-3,-3,-3
173957,25,-2,-2,-2,7,-2,52
173966,26,-2,-2,-2,6,-2,53
173984,20,2,12,5,5,9,40
173993,1,1,-1,2,1,2,-3
174020,19,13,4,5,4,12,22
174066,15,11,14,13,5,15,15
174075,22,12,-1,9,2,10,32
174118,10,1,-1,4,1,1,40
174127,30,-2,-2,-2,3,-2,56
174136,6,1,-1,2,1,4,40
174154,26,-2,-2,-2,2,-2,40
174190,-3,-3,-3,-3,-3,-3,-3
174206,24,-2,-2,-2,2,-2,51
174233,19,10,4,10,3,13,21
174251,21,3,-1,12,2,11,31
174279,20,2,2,5,3,6,40
174321,-3,-3,-3,-3,-3,-3,-3
174358,19,13,13,11,3,12,21
174376,4,1,-1,2,1,3,40
174385,23,2,-1,5,2,6,-3
174394,23,2,-1,6,2,6,40
174428,4,1,-1,2,1,4,40
174437,22,12,-1,11,2,11,51
174473,2,1,-1,2,1,3,40
174482,10,1,-1,4,1,1,40
174491,22,13,11,10,3,11,32
174507,26,-2,-2,-2,6,-2,53
174525,24,-2,-2,-2,2,-2,51
174534,-3,-3,-3,-3,-3,-3,-3
174570,1,1,-1,1,1,2,40
174604,1,1,-1,3,1,1,40
174738,2,1,-1,2,1,3,40
174747,21,6,-1,12,2,11,31
174756,2,1,-1,3,1,3,40
174765,-3,-3,-3,-3,-3,-3,-3
174783,18,10,4,11,3,15,21
174792,21,7,3,12,3,11,31
174817,17,13,12,7,5,13,21
174844,21,3,-1,12,2,14,31
174862,22,16,11,11,4,8,32
174899,19,13,8,10,4,13,21
174914,17,10,12,12,5,13,16
174978,-3,-3,-3,-3,-3,-3,-3
175005,18,10,11,8,5,13,21
175014,14,2,-1,5,2,12,40
175041,6,1,-1,1,1,3,40
175078,19,13,9,9,4,9,32
175120,-3,-3,-3,-3,-3,-3,-3
175139,24,-2,-2,-2,7,-2,51
175157,1,1,-1,3,1,2,40
175227,13,2,-1,9,2,9,40
175236,2,1,-1,3,1,3,40
175263,2,1,-1,3,1,2,40
175272,19,13,6,11,3,13,21
175281,31,-2,-2,-2,6,-2,57
175315,4,1,-1,2,1,4,40
175342,19,10,6,9,4,11,21
175421,19,13,10,11,4,10,32
175430,22,13,1,11,3,7,32
175494,-3,-3,-3,-3,-3,-3,-3
175519,1,1,-1,3,1,3,40
175528,10,1,-1,3,1,1,40
175573,2,1,-1,3,1,3,40
175591,-3,-3,-3,-3,-3,-3,-3
175607,-3,-3,-3,-3,-3,-3,-3
175616,18,13,12,9,4,13,21
175643,2,1,-1,3,1,3,40
175652,2,1,-1,3,1,3,40
175698,-3,-3,-3,-3,-3,-3,-3
175722,-3,-3,-3,-3,-3,-3,-3
175786,3,1,-1,3,1,4,40
175810,3,1,-1,3,1,4,40
175829,2,1,-1,3,1,4,40
175856,16,10,18,9,4,13,16
175883,2,1,-1,3,1,3,40
175935,2,1,-1,3,1,3,40
175980,21,7,2,12,3,11,31
175999,-3,-3,-3,-3,-3,-3,-3
176008,2,1,-1,3,1,3,40
176017,16,13,15,11,4,16,15
176026,25,-2,-2,-2,6,-2,52
176035,20,13,11,9,3,10,22
176044,19,16,8,9,3,10,32
176053,18,14,4,11,5,14,21
176062,-3,-3,-3,-3,-3,-3,-3
176071,3,1,-1,3,1,4,40
176080,15,14,14,11,4,16,15
176169,2,1,-1,3,1,3,40
176178,3,1,-1,3,1,4,40
176239,2,1,-1,3,1,3,40
176318,21,9,-1,9,2,8,32
176336,24,-2,-2,-2,2,-2,51
176354,1,1,-1,3,1,2,40
176372,16,14,15,11,4,16,15
176390,-3,-3,-3,-3,-3,-3,-3
176406,21,3,-1,12,2,8,31
176451,24,-2,-2,-2,7,-2,51
176479,18,10,6,10,5,10,21
176549,10,1,-1,4,1,1,-3
176600,24,-2,-2,-2,7,-2,51
176619,24,-2,-2,-2,7,-2,51
176628,19,13,7,11,5,9,21
176637,28,-2,-2,-2,2,-2,54
176664,24,-2,-2,-2,3,-2,51
176716,-3,-3,-3,-3,-3,-3,-3
176770,26,-2,-2,-2,3,-2,40
176789,24,-2,-2,-2,4,-2,51
176798,-3,-3,-3,-3,-3,-3,-3
176910,24,-2,-2,-2,2,-2,51
176947,22,12,-1,11,2,11,32
176965,18,13,4,11,4,13,21
176983,-3,-3,-3,-3,-3,-3,-3
176992,-3,-3,-3,-3,-3,-3,-3
177038,26,-2,-2,-2,6,-2,53
177056,-3,-3,-3,-3,-3,-3,-3
177065,19,13,10,5,3,16,32
177083,24,-2,-2,-2,3,-2,51
177092,24,-2,-2,-2,7,-2,51
177117,9,1,-1,4,1,1,40
177126,24,-2,-2,-2,7,-2,51
177135,2,1,-1,2,1,3,40
177144,22,12,-1,11,2,8,32
177214,19,10,6,7,3,13,22
177250,5,1,-1,2,1,3,40
177278,24,-2,-2,-2,7,-2,51
177287,-3,-3,-3,-3,-3,-3,-3
177302,10,1,-1,4,1,2,40
177339,22,13,6,10,3,11,32
177418,18,13,7,8,5,9,21
177427,26,-2,-2,-2,7,-2,59
177436,-3,-3,-3,-3,-3,-3,-3
177472,3,1,-1,2,1,4,40
177542,22,15,1,11,3,8,32
177551,22,15,-1,6,2,9,58
177579,23,2,-1,9,2,7,40
177588,-3,-3,-3,-3,-3,-3,-3
177603,-3,-3,-3,-3,-3,-3,-3
177676,5,1,-1,2,1,3,40
177685,-3,-3,-3,-3,-3,-3,-3
177719,26,-2,-2,-2,4,-2,53
177746,30,-2,-2,-2,2,-2,56
177816,24,-2,-2,-2,6,-2,51
177834,25,-2,-2,-2,7,-2,52
177870,-3,-3,-3,-3,-3,-3,-3
177931,-3,-3,-3,-3,-3,-3,-3
177940,20,13,6,6,3,10,21
177968,18,13,12,11,5,14,21
177977,1,1,-1,3,1,2,40
177986,26,-2,-2,-2,6,-2,53
177995,7,1,-1,2,1,3,40
178004,-3,-3,-3,-3,-3,-3,-3
178059,17,13,12,5,4,9,21
178077,-3,-3,-3,-3,-3,-3,-3
178110,10,1,-1,4,1,2,40
178129,-3,-3,-3,-3,-3,-3,-3
178183,10,1,-1,4,1,1,-3
178208,24,-2,-2,-2,6,-2,51
178217,2,1,-1,2,1,3,40
178226,22,15,-1,9,2,6,-3
178244,18,16,9,9,5,9,32
178262,-3,-3,-3,-3,-3,-3,-3
178305,23,2,-1,6,2,6,40
178314,-3,-3,-3,-3,-3,-3,-3
178341,22,13,1,8,3,13,32
178350,28,-2,-2,-2,2,-2,54
178369,22,12,-1,9,2,11,32
178387,22,13,3,6,3,12,32
178396,15,11,14,13,4,16,15
178402,16,8,18,11,5,15,16
178411,16,14,17,13,4,14,16
178420,16,11,18,6,4,12,16
178439,-3,-3,-3,-3,-3,-3,-3
178448,2,1,-1,2,1,3,40
178466,-3,-3,-3,-3,-3,-3,-3
178484,-3,-3,-3,-3,-3,-3,-3
178518,24,-2,-2,-2,7,-2,51
178527,-3,-3,-3,-3,-3,-3,-3
178606,-3,-3,-3,-3,-3,-3,-3
178615,19,7,6,12,3,13,21
178624,18,13,6,10,3,13,21
178679,24,-2,-2,-2,2,-2,51
178697,22,12,-1,10,2,11,32
178721,19,13,7,5,3,12,21
178767,22,15,-1,5,2,6,40
178828,-3,-3,-3,-3,-3,-3,-3
178891,13,2,-1,5,2,9,40
178989,26,-2,-2,-2,3,-2,53
179043,18,10,10,12,5,11,21
179052,-3,-3,-3,-3,-3,-3,-3
179070,23,2,-1,6,2,6,40
179159,16,14,14,9,5,17,15
179195,-3,-3,-3,-3,-3,-3,-3
179201,23,2,-1,6,2,6,40
179229,-3,-3,-3,-3,-3,-3,-3
179238,-3,-3,-3,-3,-3,-3,-3
179256,24,-2,-2,-2,2,-2,51
179265,26,-2,-2,-2,5,-2,53
179308,7,1,-1,1,1,3,40
179317,24,-2,-2,-2,7,-2,51
179326,18,13,9,7,4,10,22
179344,11,1,-1,2,1,2,40
179399,-3,-3,-3,-3,-3,-3,-3
179450,26,-2,-2,-2,2,-2,53
179511,10,1,-1,4,1,1,-3
179539,2,1,-1,2,1,3,40
179548,22,12,9,11,4,11,31
179557,18,13,6,11,3,13,21
179566,18,13,4,11,4,16,21
179645,2,1,-1,2,1,3,40
179715,1,1,-1,2,1,2,40
179742,-3,-3,-3,-3,-3,-3,-3
179812,25,-2,-2,-2,7,-2,52
179867,15,8,14,12,5,17,15
179894,18,10,13,8,6,15,21
179919,9,1,-1,1,1,1,40
179946,21,9,-1,10,2,11,31
179955,21,9,-1,12,2,11,31
179964,18,16,9,11,5,11,21
179991,-3,-3,-3,-3,-3,-3,-3
180054,33,1,-1,3,1,1,60
180063,-3,-3,-3,-3,-3,-3,-3
180081,1,1,-1,3,1,1,40
180090,-3,-3,-3,-3,-3,-3,-3
180106,22,9,-1,10,2,11,32
180151,1,1,-1,3,1,1,40
180160,33,1,-1,1,1,1,60
180179,19,10,6,8,3,9,21
180197,2,1,-1,2,1,2,40
180203,33,1,-1,2,1,1,60
180212,33,1,-1,3,1,1,60
180249,11,1,-1,1,1,2,40
180258,22,10,6,8,3,7,22
180276,11,1,-1,2,1,2,40
180328,33,1,-1,3,1,1,60
180373,1,1,-1,3,1,1,40
180391,-3,-3,-3,-3,-3,-3,-3
180416,22,16,8,11,3,9,54
180461,15,14,17,11,3,16,16
180489,16,10,18,10,4,15,16
180522,22,16,1,6,3,9,22
180595,22,13,11,11,3,8,32
180647,33,2,-1,6,2,6,60
180692,22,12,-1,9,2,10,32
180771,-3,-3,-3,-3,-3,-3,-3
180814,18,13,4,5,4,12,21
180832,26,-2,-2,-2,4,-2,53
180878,26,-2,-2,-2,3,-2,-3
180902,3,1,-1,1,1,3,40
180948,22,13,6,9,4,11,21
180957,-3,-3,-3,-3,-3,-3,-3
180984,20,13,9,10,5,11,22
181002,18,10,13,12,5,14,21
181020,21,9,-1,10,2,8,22
181093,22,16,11,8,4,7,32
181127,22,10,1,10,3,11,31
181136,-3,-3,-3,-3,-3,-3,-3
181145,9,1,-1,4,1,1,-3
181190,-3,-3,-3,-3,-3,-3,-3
181215,18,13,6,11,4,13,21
181242,14,2,-1,6,2,6,40
181297,26,-2,-2,-2,4,-2,53
181303,7,1,-1,2,1,5,40
181312,2,1,-1,1,1,2,-3
181330,22,12,-1,10,3,8,32
181376,24,-2,-2,-2,2,-2,51
181394,17,10,18,8,4,15,21
181400,14,2,-1,6,2,6,40
181419,33,1,-1,3,1,1,60
181428,25,-2,-2,-2,6,-2,52
181446,21,10,8,12,3,11,31
181464,15,14,15,13,4,16,15
181491,2,1,-1,2,1,3,40
181534,18,16,9,6,4,9,22
181543,22,15,-1,9,2,8,-3
181604,20,13,12,11,4,6,32
181640,3,1,-1,2,1,4,40
181738,22,12,3,11,3,8,32
181747,-3,-3,-3,-3,-3,-3,-3
181756,10,1,-1,4,1,2,-3
181765,11,1,-1,2,1,1,-3
181783,18,13,9,9,3,13,21
181792,-3,-3,-3,-3,-3,-3,-3
181817,3,1,-1,2,1,2,40
181853,22,12,-1,9,2,8,32
181880,-3,-3,-3,-3,-3,-3,-3
181941,10,1,-1,4,1,2,40
182005,12,2,-1,5,2,15,40
182111,30,-2,-2,-2,2,-2,40
182148,10,1,-1,3,1,2,40
182209,-3,-3,-3,-3,-3,-3,-3
182281,16,14,14,7,4,15,16
182290,16,11,14,11,4,15,15
182306,23,2,-1,5,2,9,40
182397,-3,-3,-3,-3,-3,-3,-3
182430,22,16,2,5,3,6,33
182458,19,9,1,9,5,7,32
182500,3,1,-1,1,1,4,40
182519,-3,-3,-3,-3,-3,-3,-3
182564,12,2,-1,5,2,9,40
182634,22,12,-1,9,2,11,32
182652,-3,-3,-3,-3,-3,-3,-3
182661,22,16,10,10,4,8,32
182670,15,4,17,12,5,14,16
182704,-3,-3,-3,-3,-3,-3,-3
182722,-3,-3,-3,-3,-3,-3,-3
182795,20,10,12,10,4,11,31
182829,31,-2,-2,-2,7,-2,57
182865,23,2,-1,6,2,12,40
182892,-3,-3,-3,-3,-3,-3,-3
182908,9,1,-1,1,1,1,-3
182917,21,3,-1,10,2,8,-3
182953,-3,-3,-3,-3,-3,-3,-3
182980,19,13,8,9,5,11,32
182999,-3,-3,-3,-3,-3,-3,-3
183026,18,16,13,8,5,13,55
183035,-3,-3,-3,-3,-3,-3,-3
183044,16,11,15,12,4,17,15
183062,20,10,1,10,3,14,22
183071,21,9,-1,11,3,6,32
183080,18,13,6,10,4,14,21
183099,2,1,-1,2,1,3,40
183105,1,1,-1,1,1,2,40
183114,1,1,-1,1,1,2,40
183123,1,1,-1,2,1,2,40
183132,2,1,-1,1,1,2,40
183141,2,1,-1,1,1,2,40
183150,2,1,-1,1,1,2,40
183202,-3,-3,-3,-3,-3,-3,-3
183211,18,13,4,6,4,10,21
183239,21,6,-1,10,2,11,31
183248,-3,-3,-3,-3,-3,-3,-3
183257,21,6,-1,5,3,6,31
183275,21,3,-1,9,2,8,59
183327,-3,-3,-3,-3,-3,-3,-3
183488,-3,-3,-3,-3,-3,-3,-3
183600,9,1,-1,3,1,1,40
183655,3,1,-1,2,1,4,40
183725,-3,-3,-3,-3,-3,-3,-3
183743,4,1,-1,2,1,5,40
183789,29,-2,-2,-2,2,-2,40
183804,24,-2,-2,-2,6,-2,51
183822,21,6,-1,9,2,9,32
183859,4,1,-1,2,1,5,40
183877,5,1,-1,2,1,4,40
183910,19,7,9,7,4,10,32
183938,5,1,-1,2,1,5,40
183974,19,13,7,9,4,11,32
183983,-3,-3,-3,-3,-3,-3,-3
184047,-3,-3,-3,-3,-3,-3,-3
184056,-3,-3,-3,-3,-3,-3,-3
184092,-3,-3,-3,-3,-3,-3,-3
184144,-3,-3,-3,-3,-3,-3,-3
184153,-3,-3,-3,-3,-3,-3,-3
184180,4,1,-1,2,1,4,40
184205,2,1,-1,2,1,3,40
184278,-3,-3,-3,-3,-3,-3,-3
184320,-3,-3,-3,-3,-3,-3,-3
184348,21,4,18,10,5,11,31
184357,-3,-3,-3,-3,-3,-3,-3
184427,-3,-3,-3,-3,-3,-3,-3
184481,7,1,-1,2,1,4,40
184506,-3,-3,-3,-3,-3,-3,-3
184603,18,7,18,6,5,12,21
184612,20,13,7,6,3,10,32
184694,18,7,4,10,4,11,-3
184746,-3,-3,-3,-3,-3,-3,-3
184773,18,10,6,11,5,10,21
184782,18,13,12,11,3,13,21
184791,4,1,-1,2,1,3,40
184816,-3,-3,-3,-3,-3,-3,-3
184870,-3,-3,-3,-3,-3,-3,-3
184959,10,0,-1,3,3,2,-3
184968,-3,-3,-3,-3,-3,-3,-3
184995,6,1,-1,3,1,4,40
185129,18,10,6,6,4,12,21
185174,-3,-3,-3,-3,-3,-3,-3
185262,18,13,4,6,4,15,21
185332,-3,-3,-3,-3,-3,-3,-3
185396,-3,-3,-3,-3,-3,-3,-3
185466,-3,-3,-3,-3,-3,-3,-3
185509,3,1,-1,2,1,4,40
185536,4,1,-1,2,1,4,40
185572,18,10,8,11,4,13,21
185590,18,10,18,11,4,16,21
185624,-3,-3,-3,-3,-3,-3,-3
185651,-3,-3,-3,-3,-3,-3,-3
185679,-3,-3,-3,-3,-3,-3,-3
185721,-3,-3,-3,-3,-3,-3,-3
185730,-3,-3,-3,-3,-3,-3,-3
185758,24,-2,-2,-2,7,-2,51
185767,-3,-3,-3,-3,-3,-3,-3
185828,16,14,17,13,5,13,16
185873,4,1,-1,2,1,4,40
185916,-3,-3,-3,-3,-3,-3,-3
185970,-3,-3,-3,-3,-3,-3,-3
186016,-3,-3,-3,-3,-3,-3,-3
186034,4,1,-1,1,1,3,40
186052,-3,-3,-3,-3,-3,-3,-3
186122,24,-2,-2,-2,7,-2,51
186131,15,8,15,12,5,14,15
186186,24,-2,-2,-2,2,-2,51
186201,19,7,6,13,3,14,32
186274,-3,-3,-3,-3,-3,-3,-3
186283,18,10,6,10,4,14,21
186335,-3,-3,-3,-3,-3,-3,-3
186371,19,7,4,11,4,12,21
186380,15,8,15,13,4,17,15
186399,16,13,18,11,5,12,16
186405,-3,-3,-3,-3,-3,-3,-3
186423,-3,-3,-3,-3,-3,-3,-3
186432,18,10,9,9,4,10,21
186469,4,1,-1,2,1,2,40
186584,17,10,18,11,5,13,16
186593,-3,-3,-3,-3,-3,-3,-3
186618,18,10,9,5,5,10,32
186645,4,1,-1,2,1,4,40
186867,16,17,17,12,5,14,16
186876,19,7,13,11,3,13,31
186900,24,-2,-2,-2,2,-2,51
187000,-3,-3,-3,-3,-3,-3,-3
187046,20,7,7,5,3,12,22
187134,18,10,6,12,3,14,21
187161,-3,-3,-3,-3,-3,-3,-3
187198,5,1,-1,2,1,4,40
187444,18,10,4,11,3,12,21
187505,-3,-3,-3,-3,-3,-3,-3
187532,7,1,-1,1,1,5,40
187596,33,1,-1,3,1,2,60
187602,-3,-3,-3,-3,-3,-3,-3
187620,11,1,-1,1,1,4,40
187639,2,1,-1,1,1,3,40
187648,20,10,4,6,4,13,21
187666,11,1,-1,1,1,3,40
187745,33,6,-1,6,2,7,60
187897,18,13,4,6,5,10,21
187903,2,1,-1,2,1,2,40
187912,8,1,-1,4,1,1,40
187958,11,1,-1,2,1,2,40
187967,19,11,17,12,4,11,16
187976,11,1,-1,1,1,1,40
187985,15,11,14,11,4,15,15
187994,11,1,-1,1,1,2,40
188003,11,1,-1,1,1,2,40
188021,11,1,-1,1,1,2,40
188030,16,14,15,9,4,15,15
188049,11,1,-1,2,1,2,40
188058,23,2,-1,6,2,9,40
188100,3,1,-1,1,1,4,40
188137,3,1,-1,1,1,3,40
188146,30,-2,-2,-2,3,-2,22
188182,22,13,9,9,5,7,22
188207,13,-1,11,-1,7,18,59
188216,33,1,-1,3,1,2,60
188225,11,1,-1,1,1,2,40
188261,1,1,-1,1,1,2,40
188289,-3,-3,-3,-3,-3,-3,-3
188304,19,13,6,9,4,10,21
188340,23,2,2,8,3,9,54
188429,17,10,18,11,5,12,16
188438,2,1,-1,2,1,3,40
188465,29,-2,-2,-2,2,-2,40
188517,10,1,-1,3,1,2,40
188526,26,-2,-2,-2,5,-2,53
188535,31,-2,-2,-2,6,-2,57
188580,25,-2,-2,-2,6,-2,52
188641,18,7,18,10,4,11,21
188650,-3,-3,-3,-3,-3,-3,-3
188669,-3,-3,-3,-3,-3,-3,-3
188678,9,1,-1,4,1,1,40
188687,9,1,-1,2,1,1,40
188696,-3,-3,-3,-3,-3,-3,-3
188854,30,-2,-2,-2,2,-2,-3
188890,-3,-3,-3,-3,-3,-3,-3
188915,-3,-3,-3,-3,-3,-3,-3
188942,-3,-3,-3,-3,-3,-3,-3
188988,-3,-3,-3,-3,-3,-3,-3
189015,32,-2,-2,-2,7,-2,58
189088,21,4,13,12,4,11,31
189097,21,3,-1,12,2,11,31
189219,-3,-3,-3,-3,-3,-3,-3
189228,29,-2,-2,-2,2,-2,40
189264,24,-2,-2,-2,3,-2,51
189273,24,-2,-2,-2,4,-2,51
189282,9,1,-1,1,1,1,40
189404,-3,-3,-3,-3,-3,-3,-3
189413,22,14,8,9,3,9,33
189422,9,1,-1,3,1,2,40
189459,23,2,-1,9,2,9,40
189468,-3,-3,-3,-3,-3,-3,-3
189477,-3,-3,-3,-3,-3,-3,-3
189501,31,-2,-2,-2,7,-2,57
189547,3,1,-1,3,1,4,40
189556,23,2,-1,6,2,6,-3
189565,10,1,-1,3,1,1,-3
189574,10,1,-1,3,1,2,40
189583,14,1,-1,3,1,2,40
189592,10,1,-1,3,1,1,40
189653,10,1,-1,2,1,1,-3
189705,18,10,9,10,5,13,21
189714,-3,-3,-3,-3,-3,-3,-3
189811,10,1,-1,2,1,1,40
189839,4,1,-1,2,1,3,40
189848,22,12,-1,9,2,11,33
189857,24,-2,-2,-2,4,-2,51
189954,-3,-3,-3,-3,-3,-3,-3
189981,24,-2,-2,-2,7,-2,51
189990,-3,-3,-3,-3,-3,-3,-3
190008,-3,-3,-3,-3,-3,-3,-3
190035,-3,-3,-3,-3,-3,-3,-3
190044,16,13,17,12,4,14,16
190053,2,1,-1,2,1,2,40
190071,9,1,-1,1,1,1,40
190080,24,-2,-2,-2,6,-2,51
190099,21,3,1,12,3,11,31
190114,18,15,10,10,5,9,59
190150,15,8,14,12,6,17,15
190169,1,1,-1,2,1,2,40
190239,-3,-3,-3,-3,-3,-3,-3
190248,22,9,-1,9,2,8,32
190293,-3,-3,-3,-3,-3,-3,-3
190309,-3,-3,-3,-3,-3,-3,-3
190318,-3,-3,-3,-3,-3,-3,-3
190372,22,14,3,12,3,6,54
190415,15,11,14,12,5,17,15
190424,25,-2,-2,-2,7,-2,52
190442,2,1,-1,2,1,3,40
190451,9,1,-1,2,1,1,40
190503,32,-2,-2,-2,2,-2,59
190512,18,17,7,8,4,15,21
190521,7,1,-1,3,1,5,40
190530,7,1,-1,2,1,4,40
190549,18,11,4,8,4,15,21
190558,18,7,6,7,3,15,21
190567,18,8,4,8,4,15,21
190576,15,5,15,5,6,12,15
190585,7,1,-1,2,1,3,40
190594,18,5,4,8,4,15,21
190600,18,13,11,6,3,15,59
190619,7,1,-1,2,1,5,40
190628,6,1,-1,2,1,5,40
190637,18,10,6,6,4,12,21
190646,23,2,-1,6,2,12,32
190655,23,2,-1,6,2,15,33
190664,18,8,4,8,4,15,21
190673,7,1,-1,2,1,5,40
190682,31,-2,-2,-2,7,-2,-3
190691,22,9,3,6,3,12,32
190707,-3,-3,-3,-3,-3,-3,-3
190716,18,13,18,11,5,9,53
190725,18,13,9,11,5,10,32
190752,-3,-3,-3,-3,-3,-3,-3
190761,20,13,11,9,4,10,32
190770,18,10,12,6,5,12,21
190840,3,1,-1,2,1,4,40
190956,9,1,-1,1,1,1,40
190974,10,1,-1,3,1,1,40
190983,22,10,9,10,3,11,32
191083,7,1,-1,3,1,5,40
191126,20,2,7,13,3,12,33
191199,4,1,-1,2,1,3,40
191205,22,13,5,9,3,9,33
191241,16,7,15,12,5,17,15
191287,-3,-3,-3,-3,-3,-3,-3
191302,2,1,-1,3,1,3,40
191311,-3,-3,-3,-3,-3,-3,-3
191320,24,-2,-2,-2,7,-2,51
191339,2,1,-1,2,1,3,40
191409,-3,-3,-3,-3,-3,-3,-3
191515,21,3,-1,12,2,11,31
191533,21,6,-1,10,2,11,31
191597,9,1,-1,2,1,1,40
191612,2,1,-1,3,1,3,40
191621,22,15,-1,9,2,7,32
191630,21,3,1,12,3,11,31
191649,17,13,16,13,5,16,16
191676,21,10,3,12,3,11,31
191719,6,1,-1,2,1,4,40
191728,-3,-3,-3,-3,-3,-3,-3
191764,9,1,-1,2,1,1,40
191834,-3,-3,-3,-3,-3,-3,-3
191931,18,10,4,12,4,13,21
191940,-3,-3,-3,-3,-3,-3,-3
191959,10,1,-1,4,1,1,40
191968,18,13,8,12,3,14,21
191986,2,1,-1,3,1,3,40
192004,14,1,-1,4,1,1,40
192022,2,1,-1,3,1,3,40
192040,24,-2,-2,-2,6,-2,51
192110,30,-2,-2,-2,5,-2,56
192156,10,1,-1,3,1,1,40
192165,24,-2,-2,-2,2,-2,51
192192,20,16,10,9,3,11,32
192271,29,-2,-2,-2,3,-2,55
192323,18,7,9,10,4,11,22
192439,18,14,18,9,5,12,21
192448,18,14,18,9,5,13,21
192457,-3,-3,-3,-3,-3,-3,-3
192484,-3,-3,-3,-3,-3,-3,-3
192509,10,1,-1,3,1,1,40
192554,32,-2,-2,-2,7,-2,-3
